Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
65,P,Tucker,Day,Tucker Day,NYJ,0,2817,2997,0,65,21,67,0,47,6,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,14,Tucker,Day,3746.0,3744.0,17.0,Signed,80.0,0.0,0.0,NYJ,tier_3,,,,0.19047619047619047,46.10769230769231,0.93993993993994,NYJ,0
69,K,Matthew,Wright,Matthew Wright,HOU,0,0,0,0,0,0,137,30,0,6,75,False,0,0,30,29,0,4,5,12,9,0,12,9,28,55,15,31,54,2,5,0,15,Matthew,Wright,2949.0,2947.0,31.0,Signed,79.0,3.0,0.0,HOU,tier_4,0.9333333333333333,0.9666666666666667,0.7777777777777778,,,,HOU,3
71,K,Craig,Jacobs,Craig Jacobs,NO,0,0,0,0,0,0,161,49,0,6,90,False,0,0,26,46,0,7,9,6,4,0,6,4,24,55,15,26,56,6,8,0,15,Craig,Jacobs,620.0,618.0,26.0,Signed,72.0,7.0,0.0,NO,tier_5,0.9230769230769231,0.9387755102040817,0.875,,,,NO,7
74,K,Evan,McPherson,Evan McPherson,LV,0,0,0,0,0,0,71,34,0,6,0,False,0,0,37,33,0,10,8,13,6,0,13,6,31,53,15,22,0,4,8,0,15,Evan,McPherson,1777.0,1775.0,22.0,Signed,73.0,4.0,0.0,LV,tier_5,0.8378378378378378,0.9705882352941176,0.6666666666666666,,,,LV,4
75,P,Tory,Taylor,Tory Taylor,SEA,0,2839,2976,0,69,24,85,2,44,6,12,False,0,2,0,1,0,0,0,0,0,0,0,0,0,0,15,27,10,0,0,1,15,Tory,Taylor,2940.0,2938.0,27.0,Signed,71.0,3.0,0.0,SEA,tier_5,,0.5,,0.08333333333333333,43.130434782608695,0.9539650537634409,SEA,3
80,K,Joey,Slye,Joey Slye,LAC,0,0,0,1,0,0,67,39,0,6,0,False,0,0,28,38,0,11,7,5,5,0,5,5,24,55,15,7,0,7,7,0,15,Joey,Slye,2409.0,2407.0,7.0,Signed,78.0,3.0,0.0,LAC,tier_4,0.8571428571428571,0.9743589743589743,0.7777777777777778,,,,LAC,3
81,P,Jamie,Gillan,Jamie Gillan,LAC,0,2652,2788,0,62,22,143,0,47,6,79,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,7,54,0,0,0,15,Jamie,Gillan,936.0,934.0,7.0,Signed,77.0,0.0,1.0,LAC,tier_4,,,,0.18181818181818182,44.96774193548387,0.9512195121951219,LAC,-1
82,K,Justin,Rohrwasser,Justin Rohrwasser,CLE,0,0,0,0,0,0,70,47,0,6,0,False,0,0,23,45,0,7,7,4,5,0,4,5,20,57,15,4,0,4,7,0,15,Justin,Rohrwasser,2264.0,2262.0,4.0,Signed,79.0,2.0,0.0,CLE,tier_4,0.8695652173913043,0.9574468085106383,0.7857142857142857,,,,CLE,2
83,P,Johnny,Hekker,Johnny Hekker,CLE,0,2803,3028,0,66,27,151,0,47,6,82,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,62,0,0,0,15,Johnny,Hekker,1131.0,1129.0,4.0,Signed,79.0,2.0,0.0,CLE,tier_4,,,,0.037037037037037035,45.878787878787875,0.9256935270805813,CLE,2
92,P,Blake,Gillikin,Blake Gillikin,ARI,0,3324,3569,0,82,18,143,0,45,6,61,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,36,0,0,0,15,Blake,Gillikin,941.0,939.0,6.0,Signed,72.0,2.0,0.0,ARI,tier_5,,,,0.05555555555555555,43.52439024390244,0.9313533202577753,ARI,2
104,P,Michael,Dickson,Michael Dickson,NE,0,2966,3153,0,68,17,142,0,52,6,76,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,21,48,0,0,0,15,Michael,Dickson,655.0,653.0,21.0,Signed,81.0,0.0,4.0,NE,tier_3,,,,0.4117647058823529,46.36764705882353,0.9406914050111005,NE,-4
106,K,Alec,McPherson,Alec McPherson,CHI,0,0,0,0,0,0,50,35,0,6,0,False,0,0,15,32,0,3,3,6,3,0,6,3,13,51,15,0,0,1,3,0,15,Alec,McPherson,2545.0,2543.0,0.0,Signed,73.0,1.0,0.0,CHI,tier_5,0.8666666666666667,0.9142857142857143,0.6666666666666666,,,,CHI,1
108,K,Will,Bettridge,Will Bettridge,DET,0,0,0,0,0,0,128,32,0,6,64,False,0,0,28,27,0,12,4,7,5,0,7,5,20,53,15,18,41,4,4,0,15,Will,Bettridge,3636.0,3634.0,18.0,Signed,72.0,0.0,10.0,DET,tier_5,0.7142857142857143,0.84375,0.5,,,,DET,-10
109,P,Dom,Maggio,Dom Maggio,PIT,0,2892,3132,0,73,20,156,0,44,6,82,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,28,61,0,0,0,15,Dom,Maggio,1673.0,1671.0,28.0,Signed,71.0,0.0,5.0,PIT,tier_5,,,,0.4,42.9041095890411,0.9233716475095786,PIT,-5
110,K,Josh,Lambo,Josh Lambo,PIT,0,0,0,0,0,0,69,45,0,6,0,False,0,0,24,41,0,2,9,8,5,0,8,5,22,49,15,28,0,0,9,0,15,Josh,Lambo,1537.0,1535.0,28.0,Signed,70.0,4.0,0.0,PIT,tier_5,0.9166666666666666,0.9111111111111111,0.8181818181818182,,,,PIT,4
118,P,Austin,McNamara,Austin McNamara,CHI,0,3432,3642,0,81,24,150,0,46,6,67,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,48,0,0,0,15,Austin,McNamara,2405.0,2403.0,0.0,Signed,77.0,0.0,5.0,CHI,tier_4,,,,0.3333333333333333,44.96296296296296,0.942339373970346,CHI,-5
121,K,Blake,Mazza,Blake Mazza,SEA,0,0,0,0,0,0,10,3,0,6,0,False,0,0,7,2,0,3,1,3,0,0,3,0,5,52,2,27,0,1,1,0,2,Blake,Mazza,3548.0,3546.0,27.0,Signed,65.0,0.0,6.0,SEA,tier_6,0.7142857142857143,0.6666666666666666,0.5,,,,SEA,-6
126,P,Michael,Turk,Michael Turk,HOU,0,2581,2755,0,63,22,64,0,45,6,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,15,Michael,Turk,3552.0,3550.0,31.0,Signed,73.0,2.0,0.0,HOU,tier_5,,,,0.045454545454545456,43.73015873015873,0.9368421052631579,HOU,2
130,P,Jake,Camarda,Jake Camarda,CAR,0,2383,2540,0,57,16,57,0,46,6,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,0,14,Jake,Camarda,3744.0,3742.0,20.0,Signed,75.0,0.0,0.0,CAR,tier_4,,,,0.125,44.56140350877193,0.9381889763779527,CAR,0
136,P,Hunter,Niswander,Hunter Niswander,GB,0,2592,2709,0,60,20,93,3,46,6,26,False,0,3,2,3,0,0,0,1,1,0,1,1,2,30,14,19,20,0,0,0,14,Hunter,Niswander,1948.0,1946.0,19.0,Signed,78.0,3.0,0.0,GB,tier_4,1.0,1.0,,0.15,45.15,0.9568106312292359,GB,3
144,P,Trevor,Hardy,Trevor Hardy,KC,0,2726,2953,0,67,18,63,0,54,6,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,1,15,Trevor,Hardy,1111.0,1109.0,8.0,Signed,73.0,0.0,3.0,KC,tier_5,,,,0.3333333333333333,44.07462686567164,0.9231290213342364,KC,-3
148,K,Justin,Tucker,Justin Tucker,KC,1,0,0,1,0,0,126,33,0,6,72,False,0,0,21,31,0,7,5,9,0,0,9,0,19,61,15,8,51,5,5,0,15,Justin,Tucker,2668.0,2666.0,8.0,Signed,79.0,4.0,0.0,KC,tier_4,0.9047619047619048,0.9393939393939394,0.8333333333333334,,,,KC,4
153,P,Kai,Kroeger,Kai Kroeger,NO,0,2727,2918,0,67,19,67,0,45,6,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,15,Kai,Kroeger,352.0,350.0,26.0,Signed,73.0,3.0,0.0,NO,tier_5,,,,0.0,43.55223880597015,0.9345442083618917,NO,3
157,P,Peter,Williams,Peter Williams,JAX,0,2480,2610,0,60,19,61,0,44,6,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,1,15,Peter,Williams,1093.0,1091.0,16.0,Signed,72.0,0.0,3.0,JAX,tier_5,,,,0.2631578947368421,43.5,0.9501915708812261,JAX,-3
160,P,Sterling,Hofrichter,Sterling Hofrichter,PHI,0,2407,2765,0,60,16,0,0,58,6,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,15,Sterling,Hofrichter,1192.0,1190.0,12.0,Signed,72.0,2.0,0.0,PHI,tier_5,,,,0.125,46.083333333333336,0.8705244122965642,PHI,2
163,P,Corey,Bojorquez,Corey Bojorquez,NYG,0,2375,2609,0,56,23,134,0,52,6,86,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,15,55,0,0,0,15,Corey,Bojorquez,226.0,224.0,15.0,Signed,81.0,2.0,0.0,NYG,tier_3,,,,0.08695652173913043,46.589285714285715,0.9103104637792258,NYG,2
169,K,Andre,Szmyt,Andre Szmyt,NE,0,0,0,0,0,0,59,38,0,6,0,False,0,0,28,37,0,12,7,6,3,0,6,3,21,51,14,21,0,5,7,0,15,Andre,Szmyt,3749.0,3747.0,21.0,Signed,70.0,0.0,0.0,NE,tier_5,0.75,0.9736842105263158,0.631578947368421,,,,NE,0
171,K,Harrison,Butker,Harrison Butker,GB,0,0,0,1,0,0,94,18,0,6,51,False,0,0,25,17,0,8,6,3,8,0,2,8,22,55,9,19,33,6,6,0,9,Harrison,Butker,365.0,363.0,19.0,Signed,85.0,1.0,0.0,GB,tier_2,0.88,0.9444444444444444,0.8571428571428571,,,,GB,1
174,K,Nick,Sciba,Nick Sciba,GB,0,0,0,0,0,0,15,8,0,6,0,False,0,0,7,8,0,1,0,1,5,0,1,5,6,31,6,19,0,0,0,0,6,Nick,Sciba,3645.0,3643.0,19.0,Signed,71.0,2.0,0.0,GB,tier_5,0.8571428571428571,1.0,0.0,,,,GB,2
180,P,Issac,Power,Issac Power,MIN,0,2840,3138,0,73,28,69,0,50,6,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,15,Issac,Power,1558.0,1556.0,30.0,Signed,70.0,1.0,0.0,MIN,tier_5,,,,0.0,42.986301369863014,0.9050350541746335,MIN,1
185,K,Alex,McPherson,Alex McPherson,LAR,0,0,0,0,0,0,139,34,0,6,78,False,0,0,27,34,0,7,7,8,5,0,8,5,26,53,15,23,51,6,7,0,15,Alex,McPherson,884.0,882.0,23.0,Signed,73.0,9.0,0.0,LAR,tier_5,0.9629629629629629,1.0,0.9285714285714286,,,,LAR,9
192,K,Jason,Sanders,Jason Sanders,BUF,0,0,0,0,0,0,113,30,0,6,66,False,0,0,23,28,0,3,9,7,4,0,7,4,21,50,15,2,42,1,9,0,15,Jason,Sanders,2308.0,2306.0,2.0,Signed,80.0,2.0,0.0,BUF,tier_3,0.9130434782608695,0.9333333333333333,0.8333333333333334,,,,BUF,2
195,P,Bryce,McFerson,Bryce McFerson,BUF,0,3280,3500,0,78,26,78,0,49,6,2,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,15,Bryce,McFerson,551.0,549.0,2.0,Signed,77.0,0.0,2.0,BUF,tier_4,,,,0.19230769230769232,44.87179487179487,0.9371428571428572,BUF,-2
209,K,Nathan,Porter,Nathan Porter,MIA,0,0,0,2,0,0,126,37,0,6,69,False,0,0,24,35,0,5,8,1,10,0,1,10,18,50,15,11,46,1,6,0,15,Nathan,Porter,333.0,331.0,11.0,Signed,70.0,0.0,3.0,MIA,tier_5,0.75,0.9459459459459459,0.5384615384615384,,,,MIA,-3
210,K,Gabe,Brkic,Gabe Brkic,SF,0,0,0,0,0,0,72,45,0,6,0,False,0,0,30,41,0,8,8,6,8,0,6,8,26,56,14,14,0,4,8,0,15,Gabe,Brkic,2411.0,2409.0,14.0,Signed,73.0,3.0,0.0,SF,tier_5,0.8666666666666667,0.9111111111111111,0.75,,,,SF,3
216,K,Camden,Lewis,Camden Lewis,JAX,0,0,0,0,0,0,121,36,0,6,66,False,0,0,19,32,0,10,2,3,4,0,3,4,11,52,15,16,39,2,2,0,15,Camden,Lewis,2102.0,2100.0,16.0,Signed,78.0,0.0,12.0,JAX,tier_4,0.5789473684210527,0.8888888888888888,0.3333333333333333,,,,JAX,-12
227,P,Jake,Bailey,Jake Bailey,ATL,0,2436,2605,0,58,23,56,0,52,6,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,15,Jake,Bailey,113.0,111.0,13.0,Signed,77.0,0.0,3.0,ATL,tier_4,,,,0.21739130434782608,44.91379310344828,0.9351247600767755,ATL,-3
232,P,Braden,Mann,Braden Mann,DEN,0,2805,2968,0,64,27,64,0,47,6,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,15,Braden,Mann,1683.0,1681.0,3.0,Signed,80.0,3.0,0.0,DEN,tier_3,,,,0.0,46.375,0.9450808625336927,DEN,3
235,K,Chris,Boswell,Chris Boswell,ATL,0,0,0,0,0,0,149,46,0,6,84,False,0,0,24,44,0,6,5,9,4,0,9,4,21,54,15,13,54,3,5,0,15,Chris,Boswell,246.0,244.0,13.0,Signed,79.0,1.0,0.0,ATL,tier_4,0.875,0.9565217391304348,0.7272727272727273,,,,ATL,1
237,K,Austin,Seibert,Austin Seibert,BAL,0,0,0,0,0,0,68,35,0,6,0,False,0,0,32,35,0,10,10,7,5,0,7,5,30,57,15,24,0,8,10,0,15,Austin,Seibert,2342.0,2340.0,24.0,Signed,76.0,6.0,0.0,BAL,tier_4,0.9375,1.0,0.9,,,,BAL,6
247,K,Aldrick,Rosas,Aldrick Rosas,DEN,0,0,0,4,0,0,158,40,0,6,81,False,0,0,36,38,0,23,5,4,4,0,4,4,25,59,15,3,64,13,4,0,15,Aldrick,Rosas,2268.0,2266.0,3.0,Signed,85.0,0.0,7.0,DEN,tier_2,0.6944444444444444,0.95,0.6071428571428571,,,,DEN,-7
251,P,Adam,Williams,Adam Williams,CIN,0,2180,2309,0,53,20,53,0,45,6,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,15,Adam,Williams,3745.0,3743.0,1.0,Signed,72.0,2.0,0.0,CIN,tier_5,,,,0.05,43.56603773584906,0.9441316587267216,CIN,2
252,P,Tom,Hutton,Tom Hutton,WAS,0,3189,3492,0,81,26,153,0,51,6,73,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,25,47,0,0,0,15,Tom,Hutton,2701.0,2699.0,25.0,Signed,72.0,1.0,0.0,WAS,tier_5,,,,0.07692307692307693,43.111111111111114,0.9132302405498282,WAS,1
257,K,Isaiah,Hamilton,Isaiah Hamilton,SEA,0,0,0,1,0,0,124,37,0,6,69,False,0,0,18,36,0,1,6,6,5,0,6,5,16,49,13,27,51,0,5,0,13,Isaiah,Hamilton,29.0,27.0,27.0,Signed,72.0,5.0,0.0,SEA,tier_5,0.8888888888888888,0.972972972972973,0.7142857142857143,,,,SEA,5
262,K,Nathan,Dibert,Nathan Dibert,NYG,0,0,0,0,0,0,64,38,0,6,0,False,0,0,36,38,0,16,7,9,4,0,9,4,31,58,13,15,0,11,7,0,15,Nathan,Dibert,3520.0,3518.0,15.0,Signed,78.0,4.0,0.0,NYG,tier_4,0.8611111111111112,1.0,0.782608695652174,,,,NYG,4
278,P,Brandon,Wright,Brandon Wright,MIA,0,3210,3419,0,79,22,81,0,47,6,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,15,Brandon,Wright,2944.0,2942.0,11.0,Signed,71.0,2.0,0.0,MIA,tier_5,,,,0.045454545454545456,43.278481012658226,0.9388710149166423,MIA,2
283,K,Tyler,Bass,Tyler Bass,CAR,0,0,0,0,0,0,131,34,0,6,71,False,0,0,29,32,0,10,7,7,5,0,6,6,23,59,15,20,44,4,7,0,15,Tyler,Bass,149.0,147.0,20.0,Signed,82.0,0.0,3.0,CAR,tier_3,0.7931034482758621,0.9411764705882353,0.6470588235294118,,,,CAR,-3
286,P,A.J.,Cole III,A.J. Cole III,LV,0,2411,2589,0,57,19,143,0,46,6,83,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,22,57,0,0,1,15,A.J.,Cole III,481.0,479.0,22.0,Signed,78.0,3.0,0.0,LV,tier_4,,,,0.05263157894736842,45.421052631578945,0.9312475859405176,LV,3
288,K,James,Williams,James Williams,CIN,0,0,0,0,0,0,181,54,0,6,95,False,0,0,30,51,0,10,7,8,5,0,8,5,25,56,15,1,69,5,7,0,15,James,Williams,2204.0,2202.0,1.0,Signed,84.0,0.0,1.0,CIN,tier_3,0.8333333333333334,0.9444444444444444,0.7058823529411765,,,,CIN,-1
291,P,Tyler,Perkins,Tyler Perkins,TB,0,3380,3607,0,81,22,148,0,54,6,68,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,5,43,0,0,1,15,Tyler,Perkins,541.0,539.0,5.0,Signed,76.0,0.0,5.0,TB,tier_4,,,,0.36363636363636365,44.53086419753087,0.937066814527308,TB,-5
296,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,TB,0,0,0,0,0,0,52,30,0,6,0,False,0,0,25,30,0,3,8,6,8,0,6,8,22,49,14,5,0,0,8,0,15,Ka'imi,Fairbairn,785.0,783.0,5.0,Signed,74.0,6.0,0.0,TB,tier_5,0.88,1.0,0.7272727272727273,,,,TB,6
304,K,Cade,York,Cade York,DAL,0,0,0,1,0,0,117,34,0,6,68,False,0,0,21,33,0,11,5,4,1,0,4,1,15,53,15,10,41,5,5,0,15,Cade,York,3126.0,3124.0,10.0,Signed,82.0,0.0,6.0,DAL,tier_3,0.7142857142857143,0.9705882352941176,0.625,,,,DAL,-6
305,K,Younghoe,Koo,Younghoe Koo,NYJ,0,0,0,1,0,0,163,44,0,6,86,False,0,0,33,42,0,12,7,7,7,0,7,7,28,53,15,17,59,7,7,0,15,Younghoe,Koo,1519.0,1517.0,17.0,Signed,80.0,0.0,1.0,NYJ,tier_3,0.8484848484848485,0.9545454545454546,0.7368421052631579,,,,NYJ,-1
369,P,Tommy,Townsend,Tommy Townsend,LAR,0,2982,3167,0,73,30,80,0,45,6,2,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,1,15,Tommy,Townsend,2653.0,2651.0,23.0,Signed,72.0,2.0,0.0,LAR,tier_5,,,,0.1,43.38356164383562,0.941585096305652,LAR,2
370,P,Jordy,Sandy,Jordy Sandy,DAL,0,2480,2700,0,63,20,57,0,50,6,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,0,0,0,15,Jordy,Sandy,654.0,652.0,10.0,Signed,69.0,3.0,0.0,DAL,tier_6,,,,0.1,42.857142857142854,0.9185185185185185,DAL,3
