FullName,Position,TeamName,SkillPointOff
Jordan Addison,WR,HOU,-1
Jordan Hudson,WR,GB,1
Jordan Whittington,WR,LV,2
Joseph Ngata,WR,MIA,3
Josh Jacobs,HB,NO,5
Josh Whyle,TE,JAX,1
Jovantae Barnes,HB,DAL,4
JuJu Smith-Schuster,WR,SEA,3
Julian Fleming,WR,CAR,-4
Justin Jefferson,WR,LAC,0
Justyn Ross,WR,CHI,5
Juwan Johnson,TE,ARI,-2
Kadarius Toney,WR,ATL,0
Kaden Prather,WR,GB,-3
Kaleb Brown,WR,DET,-4
Kamar Edmonds,HB,PIT,1
Kayshon Boutte,WR,BUF,-5
Kaytron Allen,HB,LAC,3
Kelvin Harmon,WR,MIN,2
Kendall Milton,HB,NYG,7
Keon Coleman,WR,BUF,7
Kevin Coleman,WR,JAX,2
Keyan Burnett,TE,PIT,-3
Khalil Shakir,WR,BAL,-3
Konata Mumpfield,WR,DAL,0
Kyle Phillips,WR,NYJ,6
Kyle Pitts,TE,ATL,3
LJ Johnson,HB,LV,5
LaVontae Shenault,WR,BUF,-1
Lawrence Arnold,WR,CHI,0
Le'Veon Moss,HB,DEN,3
Levi Gazarek,TE,SF,2
Luke Hasz,TE,GB,-3
Luke Lachey,TE,NYG,-1
Lyn-J Dixon,HB,LAR,-2
Mac Markway,TE,NE,-1
Maleke Wideman,WR,IND,-1
Maliq Carr,TE,JAX,-1
Mar'Keise Irving,HB,CIN,5
Marcus Cooper,WR,SF,-1
Marcus Peterson,TE,SF,2
Mario Williams,WR,NO,4
Mark Andrews,TE,BAL,1
Mark Fletcher,HB,GB,-2
Marquese Williams,HB,CHI,2
Marvin Harrison Jr.,WR,TB,0
Marvin Mims,WR,PIT,1
Mason Taylor,TE,DAL,-3
Mavin Anderson,WR,CIN,8
Mecole Hardman,WR,NE,0
Mekhi Collins,WR,SF,1
Micah Bell,HB,BUF,-3
Michael Mayer,TE,PHI,1
Michael Trigg,TE,BAL,-2
Miles Campbell,TE,DAL,1
Moliki Matavao,TE,MIN,-3
Mycah Pittman,WR,GB,-2
Myles Montgomery,HB,PHI,5
Najee Harris,HB,PIT,6
Noah Fant,TE,DEN,-5
Omarion Miller,WR,JAX,4
Oscar Delp,TE,BAL,-2
Pat Freiermuth,TE,PIT,-2
Pearce Spurlin,TE,DET,-1
Preston Williams,WR,PIT,5
RJ Stewarts,WR,DAL,-1
Rakim Jarrett,WR,WAS,-2
Raleek Brown,HB,NYJ,2
Randall St. Felix,WR,LAC,-4
Richard Young,HB,JAX,-1
Roderick Robinson II,HB,TEN,0
Romeo Doubs,WR,IND,1
Rondale Moore,WR,ATL,-1
Rueben Owens,HB,HOU,1
Ryan Otton,TE,LAC,-2
Sam Hart,TE,LAR,4
Sam Martin Jr.,HB,NO,-2
Sam Roush,TE,CLE,3
Sedirck Irvin Jr,HB,LAR,0
Seven McGee,HB,DET,2
Shazz Preston,WR,PIT,-1
Shelton Sampson Jr,WR,CAR,3
Sincere McCormick,HB,TB,1
Stacy Gage,HB,SF,0
Suntarine Perkins,HB,WAS,-2
T.J. Hockenson,TE,DET,5
Talyn Shettron,WR,BAL,3
Taylor Thompson,TE,TEN,-2
Teddy Knox,WR,BUF,0
Tee Higgins,WR,CIN,3
Terrance Gibbs,HB,NYG,5
Terry McLaurin,WR,HOU,-1
Tetairoa McMillan,WR,KC,0
Theo Wease,WR,PHI,0
Thomas Fidone,TE,IND,1
Tommy Tremble,TE,CAR,-5
Tony Pollard,HB,ATL,-1
Travis Kelce,TE,LV,-1
Trayvon Rudolph,WR,NO,1
Tre'Quan Smith,WR,DET,5
TreVonte Citizen,HB,DET,2
Trevor Etienne,HB,LAC,-1
Trey Sermon,HB,ARI,4
Treyaun Webb,HB,HOU,-3
Treylon Burks,WR,TEN,1
Troy Franklin,WR,HOU,2
Troy Omeire,WR,NYG,4
Tyler Goodson,HB,CLE,-2
Tyler Morris,WR,LV,2
Tyreek Hill,WR,TEN,0
Tyrus Washington,TE,HOU,1
Will Dissly,TE,SEA,4
Xavier Worthy,WR,CAR,2
Zachariah Branch,WR,DET,-1
Zay Flowers,WR,ARI,-1
