Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
466,C,Ben,Brown,Ben Brown,SEA,15,0,7,1092,False,15,27,0,6,Ben,Brown,3452.0,3450.0,27.0,Signed,76.0,0.0,7.0,SEA,tier_4,6.41025641025641,SEA,-7
469,LG,Lucas,Taylor,Lucas Taylor,NYG,15,0,13,1050,False,15,15,0,6,Lucas,Taylor,2958.0,2956.0,15.0,Signed,70.0,0.0,6.0,NYG,tier_5,12.380952380952381,NYG,-6
497,C,Bryce,Foster,Bryce Foster,NYG,15,0,3,1051,False,15,15,0,6,Bryce,Foster,1466.0,1464.0,15.0,Signed,82.0,1.0,0.0,NYG,tier_3,2.8544243577545196,NYG,1
519,LG,Tyrese,Robinson,Tyrese Robinson,JAX,14,0,7,984,False,14,16,0,6,Tyrese,Robinson,3615.0,3613.0,16.0,Signed,73.0,0.0,1.0,JAX,tier_5,7.113821138211382,JAX,-1
547,C,Michael,Jurgens,Michael Jurgens,TB,15,0,0,1059,False,15,5,0,6,Michael,Jurgens,3123.0,3121.0,5.0,Signed,70.0,10.0,0.0,TB,tier_5,0.0,TB,10
593,RG,Ben,Bredeson,Ben Bredeson,MIA,10,0,5,652,False,10,11,0,6,Ben,Bredeson,275.0,273.0,11.0,Signed,74.0,0.0,6.0,MIA,tier_5,7.668711656441718,MIA,-6
607,RT,Caedan,Wallace,Caedan Wallace,NYJ,15,0,11,1077,False,15,17,0,6,Caedan,Wallace,1245.0,1243.0,17.0,Signed,77.0,0.0,2.0,NYJ,tier_4,10.21355617455896,NYJ,-2
608,LT,Broderick,Jones,Broderick Jones,JAX,11,0,10,681,False,11,16,0,6,Broderick,Jones,1255.0,1253.0,16.0,Signed,86.0,0.0,0.0,JAX,tier_2,14.684287812041116,JAX,0
622,RT,Tristan,Wirfs,Tristan Wirfs,TB,11,1,6,749,False,11,5,0,6,Tristan,Wirfs,2911.0,2909.0,5.0,Signed,95.0,0.0,1.0,TB,tier_0,8.01068090787717,TB,-1
631,RG,Chris,Lindstrom,Chris Lindstrom,ATL,15,0,2,1099,False,15,13,0,6,Chris,Lindstrom,1612.0,1610.0,13.0,Signed,91.0,0.0,0.0,ATL,tier_1,1.8198362147406735,ATL,0
659,C,Colin,Newell,Colin Newell,BAL,11,0,1,683,False,11,24,0,6,Colin,Newell,3439.0,3437.0,24.0,Signed,67.0,4.0,0.0,BAL,tier_6,1.4641288433382138,BAL,4
664,RG,Jordan,McFadden,Jordan McFadden,IND,11,0,1,765,False,11,9,0,6,Jordan,McFadden,3299.0,3297.0,9.0,Signed,77.0,0.0,0.0,IND,tier_4,1.3071895424836601,IND,0
835,LG,Tyre,Phillips,Tyre Phillips,BAL,15,0,8,1125,False,15,24,0,6,Tyre,Phillips,2097.0,2095.0,24.0,Signed,84.0,0.0,1.0,BAL,tier_3,7.111111111111112,BAL,-1
919,RG,Dylan,Parham,Dylan Parham,TB,15,0,8,1065,False,15,5,0,6,Dylan,Parham,3389.0,3387.0,5.0,Signed,70.0,0.0,6.0,TB,tier_5,7.511737089201878,TB,-6
933,LG,Billy,Schrauth,Billy Schrauth,CLE,10,0,4,673,False,11,4,0,6,Billy,Schrauth,1695.0,1693.0,4.0,Signed,65.0,0.0,0.0,CLE,tier_6,5.943536404160475,CLE,0
943,RT,Rasheed,Walker,Rasheed Walker,ARI,12,0,12,732,False,12,6,0,6,Rasheed,Walker,3352.0,3350.0,6.0,Signed,85.0,0.0,9.0,ARI,tier_2,16.393442622950822,ARI,-9
956,RT,Jimothy,Lewis,Jimothy Lewis,MIN,13,0,13,853,False,14,30,0,6,Jimothy,Lewis,2217.0,2215.0,30.0,Signed,72.0,0.0,6.0,MIN,tier_5,15.240328253223915,MIN,-6
967,LT,Mekhi,Becton,Mekhi Becton,NYJ,15,0,8,1020,False,15,17,0,6,Mekhi,Becton,172.0,170.0,17.0,Signed,91.0,2.0,0.0,NYJ,tier_1,7.8431372549019605,NYJ,2
1005,LG,Jack,Nelson,Jack Nelson,MIN,15,0,3,890,False,15,30,0,6,Jack,Nelson,849.0,847.0,30.0,Signed,82.0,1.0,0.0,MIN,tier_3,3.370786516853933,MIN,1
1058,LG,Ben,Bartch,Ben Bartch,MIN,15,0,5,995,False,15,30,0,6,Ben,Bartch,144.0,142.0,30.0,Signed,86.0,0.0,1.0,MIN,tier_2,5.025125628140704,MIN,-1
1060,RG,Peter,Skoronski,Peter Skoronski,NYG,15,0,2,976,False,15,15,0,6,Peter,Skoronski,2640.0,2638.0,15.0,Signed,80.0,1.0,0.0,NYG,tier_3,2.0491803278688527,NYG,1
1062,LT,Jedrick,Wills Jr,Jedrick Wills Jr,NYG,15,0,12,1063,False,15,15,0,6,Jedrick,Wills Jr,2878.0,2876.0,15.0,Signed,86.0,1.0,0.0,NYG,tier_2,11.288805268109126,NYG,1
1076,RT,Evan,Neal,Evan Neal,NYG,15,0,9,1051,False,15,15,0,6,Evan,Neal,3309.0,3307.0,15.0,Signed,75.0,0.0,2.0,NYG,tier_4,8.563273073263558,NYG,-2
1089,RT,Jarrett,Horst,Jarrett Horst,NE,15,0,8,1054,False,15,21,0,6,Jarrett,Horst,3625.0,3623.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,7.590132827324478,NE,0
1114,LT,Francis,Mauigoa,Francis Mauigoa,NE,15,0,16,1023,False,15,21,0,6,Francis,Mauigoa,532.0,530.0,21.0,Signed,79.0,0.0,4.0,NE,tier_4,15.640273704789834,NE,-4
1119,C,Garrett,Bradbury,Garrett Bradbury,MIN,13,0,2,640,False,13,30,0,6,Garrett,Bradbury,261.0,259.0,30.0,Signed,76.0,0.0,2.0,MIN,tier_4,3.125,MIN,-2
1130,LT,Logan,Brown,Logan Brown,BAL,15,0,13,1118,False,15,24,0,6,Logan,Brown,3266.0,3264.0,24.0,Signed,93.0,0.0,1.0,BAL,tier_1,11.627906976744185,BAL,-1
1149,C,Ross,Maseuli,Ross Maseuli,DET,15,0,4,1132,False,15,18,0,6,Ross,Maseuli,2144.0,2142.0,18.0,Signed,69.0,0.0,0.0,DET,tier_6,3.5335689045936394,DET,0
1180,LG,John,Simpson,John Simpson,DET,15,0,3,1031,False,15,18,0,6,John,Simpson,2385.0,2383.0,18.0,Signed,68.0,1.0,0.0,DET,tier_6,2.909796314258002,DET,1
1185,LT,Patrick,Paul,Patrick Paul,DET,14,0,14,967,False,15,18,0,6,Patrick,Paul,386.0,384.0,18.0,Signed,64.0,0.0,1.0,DET,tier_6,14.477766287487073,DET,-1
1199,LG,Zak,Zinter,Zak Zinter,DET,15,0,7,1051,False,15,18,0,6,Zak,Zinter,338.0,336.0,18.0,Signed,67.0,0.0,0.0,DET,tier_6,6.660323501427213,DET,0
1234,RT,Penei,Sewell,Penei Sewell,DET,15,0,9,1050,False,15,18,0,6,Penei,Sewell,2349.0,2347.0,18.0,Signed,92.0,0.0,1.0,DET,tier_1,8.571428571428571,DET,-1
1311,RG,Nash,Jensen,Nash Jensen,DAL,12,0,5,681,False,13,10,0,6,Nash,Jensen,3545.0,3543.0,10.0,Signed,66.0,0.0,5.0,DAL,tier_6,7.342143906020558,DAL,-5
1327,LT,Nolan,Rucci,Nolan Rucci,BAL,15,0,7,1056,False,15,24,0,6,Nolan,Rucci,1782.0,1780.0,24.0,Signed,76.0,4.0,0.0,BAL,tier_4,6.628787878787879,BAL,4
1375,RG,Will,Hernandez,Will Hernandez,BAL,15,0,0,1057,False,15,24,0,6,Will,Hernandez,1147.0,1145.0,24.0,Signed,74.0,10.0,0.0,BAL,tier_5,0.0,BAL,10
1388,C,Kendrick,Green,Kendrick Green,PHI,15,0,3,790,False,15,12,0,6,Kendrick,Green,1002.0,1000.0,12.0,Signed,73.0,0.0,1.0,PHI,tier_5,3.7974683544303796,PHI,-1
1413,C,Nate,Anderson,Nate Anderson,DAL,15,0,4,1029,False,15,10,0,6,Nate,Anderson,1931.0,1929.0,10.0,Signed,75.0,0.0,2.0,DAL,tier_4,3.887269193391642,DAL,-2
1440,LT,Reuben,Fatheree II,Reuben Fatheree II,DAL,15,0,13,1043,False,15,10,0,6,Reuben,Fatheree II,1566.0,1564.0,10.0,Signed,87.0,0.0,0.0,DAL,tier_2,12.464046021093003,DAL,0
1457,RT,Reuben,Unije,Reuben Unije,DAL,15,0,14,1043,False,15,10,0,6,Reuben,Unije,3185.0,3183.0,10.0,Signed,73.0,0.0,4.0,DAL,tier_5,13.422818791946309,DAL,-4
1490,LG,Ikem,Ekwonu,Ikem Ekwonu,DAL,15,0,5,1074,False,15,10,0,6,Ikem,Ekwonu,3328.0,3326.0,10.0,Signed,82.0,0.0,1.0,DAL,tier_3,4.655493482309125,DAL,-1
1539,LG,David,Edwards,David Edwards,MIA,15,0,2,955,False,15,11,0,6,David,Edwards,731.0,729.0,11.0,Signed,76.0,4.0,0.0,MIA,tier_4,2.0942408376963355,MIA,4
1542,RT,Steven,Jones,Steven Jones,MIA,15,0,11,997,False,15,11,0,6,Steven,Jones,3109.0,3107.0,11.0,Signed,76.0,0.0,2.0,MIA,tier_4,11.033099297893681,MIA,-2
1547,C,Ezra,Dotson-Oyetade,Ezra Dotson-Oyetade,MIA,15,0,6,1082,False,15,11,0,6,Ezra,Dotson-Oyetade,2165.0,2163.0,11.0,Signed,84.0,0.0,4.0,MIA,tier_3,5.545286506469501,MIA,-4
1599,C,James,Brockermeyer,James Brockermeyer,TEN,15,0,1,995,False,15,29,0,6,James,Brockermeyer,3737.0,3735.0,29.0,Signed,77.0,4.0,0.0,TEN,tier_4,1.0050251256281408,TEN,4
1607,C,Cameron,Jurgens,Cameron Jurgens,JAX,15,0,3,1083,False,15,16,0,6,Cameron,Jurgens,3273.0,3271.0,16.0,Signed,83.0,1.0,0.0,JAX,tier_3,2.770083102493075,JAX,1
1608,RT,Jawaan,Taylor,Jawaan Taylor,JAX,15,0,4,1052,False,15,16,0,6,Jawaan,Taylor,2571.0,2569.0,16.0,Signed,79.0,9.0,0.0,JAX,tier_4,3.802281368821293,JAX,9
1609,LT,Elijah,Pritchett,Elijah Pritchett,ATL,15,1,6,1045,False,15,13,0,6,Elijah,Pritchett,2620.0,2618.0,13.0,Signed,82.0,8.0,0.0,ATL,tier_3,5.741626794258373,ATL,8
1744,LT,Ryan,Van Demark,Ryan Van Demark,PHI,13,0,6,417,False,13,12,0,6,Ryan,Van Demark,3471.0,3469.0,12.0,Signed,66.0,0.0,1.0,PHI,tier_6,14.388489208633095,PHI,-1
1748,LG,Beaux,Limmer,Beaux Limmer,CAR,15,0,2,1043,False,15,20,0,6,Beaux,Limmer,2575.0,2573.0,20.0,Signed,78.0,4.0,0.0,CAR,tier_4,1.9175455417066154,CAR,4
1749,RG,Trey,Smith,Trey Smith,KC,15,0,1,1017,False,15,8,0,6,Trey,Smith,2453.0,2451.0,8.0,Signed,94.0,2.0,0.0,KC,tier_1,0.9832841691248771,KC,2
1750,C,Luke,Matthews,Luke Matthews,CAR,15,0,4,1022,False,15,20,0,6,Luke,Matthews,3295.0,3293.0,20.0,Signed,90.0,0.0,2.0,CAR,tier_1,3.9138943248532287,CAR,-2
1751,RT,Taylor,Moton,Taylor Moton,CAR,15,0,9,1039,False,15,20,0,6,Taylor,Moton,1883.0,1881.0,20.0,Signed,76.0,0.0,2.0,CAR,tier_4,8.662175168431183,CAR,-2
1764,C,Bryan,Hudson,Bryan Hudson,ARI,15,0,9,948,False,15,6,0,6,Bryan,Hudson,3206.0,3204.0,6.0,Signed,69.0,0.0,5.0,ARI,tier_6,9.49367088607595,ARI,-5
1765,LT,Zion,Nelson,Zion Nelson,ARI,15,0,23,999,False,15,6,0,6,Zion,Nelson,3356.0,3354.0,6.0,Signed,71.0,0.0,6.0,ARI,tier_5,23.023023023023026,ARI,-6
1767,RT,Ryan,Ramczyk,Ryan Ramczyk,NO,15,0,7,1011,False,15,26,0,6,Ryan,Ramczyk,2162.0,2160.0,26.0,Signed,78.0,4.0,0.0,NO,tier_4,6.9238377843719086,NO,4
1785,RG,Alex,Leatherwood,Alex Leatherwood,ARI,15,0,0,1009,False,15,6,0,6,Alex,Leatherwood,1569.0,1567.0,6.0,Signed,74.0,10.0,0.0,ARI,tier_5,0.0,ARI,10
1786,LG,Connor,McGovern,Connor McGovern,ARI,15,0,2,1009,False,15,6,0,6,Connor,McGovern,1747.0,1745.0,6.0,Signed,70.0,4.0,0.0,ARI,tier_5,1.9821605550049552,ARI,4
1791,C,Darrian,Dalcourt,Darrian Dalcourt,CIN,15,0,1,987,False,15,1,0,6,Darrian,Dalcourt,3225.0,3223.0,1.0,Signed,68.0,4.0,0.0,CIN,tier_6,1.0131712259371835,CIN,4
1792,LG,Cody,Ince,Cody Ince,CIN,15,0,1,1071,False,15,1,0,6,Cody,Ince,3245.0,3243.0,1.0,Signed,89.0,6.0,0.0,CIN,tier_2,0.9337068160597572,CIN,6
1793,RT,Tyler,Vrabel,Tyler Vrabel,CIN,10,0,3,682,False,10,1,0,6,Tyler,Vrabel,3406.0,3404.0,1.0,Signed,77.0,9.0,0.0,CIN,tier_4,4.398826979472141,CIN,9
1794,LG,Connor,Williams,Connor Williams,CIN,15,0,5,1124,False,15,1,0,6,Connor,Williams,2834.0,2832.0,1.0,Signed,89.0,0.0,0.0,CIN,tier_2,4.448398576512456,CIN,0
1795,LT,Jonah,Williams,Jonah Williams,CIN,15,0,8,1070,False,15,1,0,6,Jonah,Williams,2847.0,2845.0,1.0,Signed,84.0,4.0,0.0,CIN,tier_3,7.4766355140186915,CIN,4
1796,C,Peyton,Winstead,Peyton Winstead,HOU,15,0,5,937,False,15,31,0,6,Peyton,Winstead,3733.0,3731.0,31.0,Signed,58.0,0.0,2.0,HOU,tier_6,5.3361792956243335,HOU,-2
1797,RT,Simi,Moala,Simi Moala,HOU,15,0,17,987,False,15,31,0,6,Simi,Moala,3220.0,3218.0,31.0,Signed,79.0,0.0,7.0,HOU,tier_4,17.223910840932117,HOU,-7
1803,RG,Logan,Parr,Logan Parr,HOU,15,0,3,1060,False,15,31,0,6,Logan,Parr,561.0,559.0,31.0,Signed,82.0,0.0,1.0,HOU,tier_3,2.830188679245283,HOU,-1
1804,LT,Laremy,Tunsil,Laremy Tunsil,HOU,15,0,17,1075,False,15,31,0,6,Laremy,Tunsil,2673.0,2671.0,31.0,Signed,87.0,0.0,4.0,HOU,tier_2,15.813953488372091,HOU,-4
1807,C,Tyler,Linderbaum,Tyler Linderbaum,LAR,15,0,1,1080,False,15,23,0,6,Tyler,Linderbaum,3314.0,3312.0,23.0,Signed,91.0,2.0,0.0,LAR,tier_1,0.9259259259259259,LAR,2
1820,LT,Paris,Johnson Jr.,Paris Johnson Jr.,ATL,11,0,9,720,False,11,13,0,6,Paris,Johnson Jr.,1064.0,1062.0,13.0,Signed,79.0,0.0,2.0,ATL,tier_4,12.5,ATL,-2
1822,LT,Tommy,Brockermeyer,Tommy Brockermeyer,TEN,15,0,10,1023,False,15,29,0,6,Tommy,Brockermeyer,2821.0,2819.0,29.0,Signed,77.0,1.0,0.0,TEN,tier_4,9.775171065493646,TEN,1
1824,RG,Nate,Davis,Nate Davis,TEN,12,0,1,804,False,12,29,0,6,Nate,Davis,616.0,614.0,29.0,Signed,81.0,1.0,0.0,TEN,tier_3,1.243781094527363,TEN,1
1828,C,Lloyd,Cushenberry III,Lloyd Cushenberry III,IND,15,0,3,989,False,15,9,0,6,Lloyd,Cushenberry III,565.0,563.0,9.0,Signed,66.0,0.0,0.0,IND,tier_6,3.033367037411527,IND,0
1841,RT,Braden,Smith,Braden Smith,IND,15,0,8,1039,False,15,9,0,6,Braden,Smith,2417.0,2415.0,9.0,Signed,93.0,1.0,0.0,IND,tier_1,7.699711260827719,IND,1
1842,RG,Marcus,Tate,Marcus Tate,PHI,15,0,5,895,False,15,12,0,6,Marcus,Tate,742.0,740.0,12.0,Signed,70.0,0.0,3.0,PHI,tier_5,5.58659217877095,PHI,-3
1843,LG,Quenton,Nelson,Quenton Nelson,IND,15,0,2,1019,False,15,9,0,6,Quenton,Nelson,1929.0,1927.0,9.0,Signed,92.0,2.0,0.0,IND,tier_1,1.9627085377821392,IND,2
1845,LG,Alijah,Vera-Tucker,Alijah Vera-Tucker,PHI,13,0,10,549,False,13,12,0,6,Alijah,Vera-Tucker,2708.0,2706.0,12.0,Signed,73.0,0.0,6.0,PHI,tier_5,18.214936247723134,PHI,-6
1846,RG,Kenyon,Green,Kenyon Green,LV,15,0,1,1064,False,15,22,0,6,Kenyon,Green,3320.0,3318.0,22.0,Signed,77.0,4.0,0.0,LV,tier_4,0.9398496240601504,LV,4
1847,LT,Charles,Cross,Charles Cross,LV,15,0,10,1062,False,15,22,0,6,Charles,Cross,3354.0,3352.0,22.0,Signed,75.0,1.0,0.0,LV,tier_4,9.416195856873822,LV,1
1848,C,Jarrett,Patterson,Jarrett Patterson,LV,15,0,2,1062,False,15,22,0,6,Jarrett,Patterson,3365.0,3363.0,22.0,Signed,82.0,1.0,0.0,LV,tier_3,1.8832391713747645,LV,1
1849,LG,Ali,Marpet,Ali Marpet,LV,13,0,3,942,False,13,22,0,6,Ali,Marpet,1688.0,1686.0,22.0,Signed,79.0,0.0,0.0,LV,tier_4,3.1847133757961785,LV,0
1864,LG,Darian,Kinnard,Darian Kinnard,LAC,12,0,2,875,False,12,7,0,6,Darian,Kinnard,3344.0,3342.0,7.0,Signed,75.0,4.0,0.0,LAC,tier_4,2.285714285714286,LAC,4
1870,LT,Teven,Jenkins,Teven Jenkins,MIA,12,0,14,790,False,12,11,0,6,Teven,Jenkins,1350.0,1348.0,11.0,Signed,72.0,0.0,4.0,MIA,tier_5,17.721518987341774,MIA,-4
1872,LG,Kevin,Dotson,Kevin Dotson,TEN,12,0,0,821,False,12,29,0,6,Kevin,Dotson,684.0,682.0,29.0,Signed,74.0,10.0,0.0,TEN,tier_5,0.0,TEN,10
1875,LG,Amir,Herring,Amir Herring,NYJ,14,0,6,1083,False,14,17,0,6,Amir,Herring,842.0,840.0,17.0,Signed,72.0,0.0,1.0,NYJ,tier_5,5.54016620498615,NYJ,-1
1881,LT,Turner,Corcoran,Turner Corcoran,TB,10,0,10,701,False,10,5,0,6,Turner,Corcoran,1332.0,1330.0,5.0,Signed,78.0,0.0,2.0,TB,tier_4,14.265335235378032,TB,-2
1882,LG,Zion,Johnson,Zion Johnson,TB,15,0,10,1139,False,15,5,0,6,Zion,Johnson,3433.0,3431.0,5.0,Signed,75.0,0.0,3.0,TB,tier_4,8.77963125548727,TB,-3
1883,LT,Nick,Broeker,Nick Broeker,CAR,15,0,8,914,False,15,20,0,6,Nick,Broeker,3361.0,3359.0,20.0,Signed,83.0,4.0,0.0,CAR,tier_3,8.752735229759299,CAR,4
1885,RG,Karsen,Barnhart,Karsen Barnhart,LAR,15,0,5,1006,False,15,23,0,6,Karsen,Barnhart,700.0,698.0,23.0,Signed,72.0,0.0,3.0,LAR,tier_5,4.970178926441352,LAR,-3
1886,LT,Kinglsey,Suamataia,Kinglsey Suamataia,LAR,15,0,8,1006,False,15,23,0,6,Kinglsey,Suamataia,1077.0,1075.0,23.0,Signed,74.0,4.0,0.0,LAR,tier_5,7.952286282306162,LAR,4
1887,LG,Josh,Braun,Josh Braun,LAR,15,0,5,1006,False,15,23,0,6,Josh,Braun,3280.0,3278.0,23.0,Signed,77.0,0.0,2.0,LAR,tier_4,4.970178926441352,LAR,-2
1888,C,Mark,Welch,Mark Welch,SF,15,0,3,1016,False,15,14,0,6,Mark,Welch,161.0,159.0,14.0,Signed,69.0,1.0,0.0,SF,tier_6,2.952755905511811,SF,1
1891,LG,Jamaree,Salyer,Jamaree Salyer,SF,15,0,6,1143,False,15,14,0,6,Jamaree,Salyer,3382.0,3380.0,14.0,Signed,85.0,0.0,1.0,SF,tier_2,5.2493438320209975,SF,-1
1893,RG,Connor,Colby,Connor Colby,SF,15,0,4,1083,False,15,14,0,6,Connor,Colby,1003.0,1001.0,14.0,Signed,69.0,0.0,0.0,SF,tier_6,3.693444136657433,SF,0
1894,LT,Ryan,Hayes,Ryan Hayes,SF,13,0,8,850,False,13,14,0,6,Ryan,Hayes,3254.0,3252.0,14.0,Signed,80.0,1.0,0.0,SF,tier_3,9.411764705882351,SF,1
1895,RT,Warren,McClendon,Warren McClendon,SF,15,0,7,1082,False,15,14,0,6,Warren,McClendon,3302.0,3300.0,14.0,Signed,76.0,4.0,0.0,SF,tier_4,6.469500924214418,SF,4
1897,RG,Asim,Richards,Asim Richards,WAS,15,0,4,1086,False,15,25,0,6,Asim,Richards,3191.0,3189.0,25.0,Signed,83.0,0.0,1.0,WAS,tier_3,3.6832412523020257,WAS,-1
1898,C,Denaris,DeRosa,Denaris DeRosa,WAS,15,0,5,955,False,15,25,0,6,Denaris,DeRosa,2979.0,2977.0,25.0,Signed,72.0,0.0,3.0,WAS,tier_5,5.235602094240838,WAS,-3
1899,RT,Kadyn,Proctor,Kadyn Proctor,WAS,15,0,13,1008,False,15,25,0,6,Kadyn,Proctor,453.0,451.0,25.0,Signed,77.0,0.0,4.0,WAS,tier_4,12.896825396825395,WAS,-4
1900,LT,Andrew,Thomas,Andrew Thomas,WAS,15,0,13,949,False,15,25,0,6,Andrew,Thomas,2599.0,2597.0,25.0,Signed,77.0,0.0,2.0,WAS,tier_4,13.698630136986301,WAS,-2
1902,RG,Michael,Mokofisi,Michael Mokofisi,CLE,14,0,1,935,False,15,4,0,6,Michael,Mokofisi,1866.0,1864.0,4.0,Signed,68.0,1.0,0.0,CLE,tier_6,1.0695187165775402,CLE,1
1904,LT,Orlando,Brown,Orlando Brown,KC,15,0,7,1032,False,15,8,0,6,Orlando,Brown,300.0,298.0,8.0,Signed,81.0,4.0,0.0,KC,tier_3,6.782945736434108,KC,4
1905,RT,Joe,Brunner,Joe Brunner,KC,15,0,9,993,False,15,8,0,6,Joe,Brunner,2698.0,2696.0,8.0,Signed,77.0,0.0,2.0,KC,tier_4,9.06344410876133,KC,-2
1907,RT,Zach,Rice,Zach Rice,CLE,15,0,9,1082,False,15,4,0,6,Zach,Rice,2138.0,2136.0,4.0,Signed,70.0,0.0,0.0,CLE,tier_5,8.317929759704251,CLE,0
