FullName,Position,TeamName,SkillPointOL
Ezra Dotson-Oyetade,C,MIA,-5
Francis Mauigoa,LT,NE,4
Garrett Bradbury,C,MIN,-1
Greg Little,LT,PIT,1
Ike Boettger,RG,DET,1
Ikem Ekwonu,LG,DAL,-1
Isaiah Wynn,LT,IND,-4
J.B. Nelson,LT,NE,12
JC Latham,LT,PIT,4
Jack Conklin,RT,LV,-2
Jack Nelson,LG,MIN,10
Jager Burton,C,SF,-2
Jamaree Salyer,LG,SF,9
James Brockermeyer,C,TEN,-3
James Daniels,RG,LAR,-4
Jarrett Patterson,C,LV,10
Jawaan Taylor,RT,JAX,-1
Joe Thuney,LG,DEN,-2
John Simpson,LG,DET,1
Jonah Williams,LT,CIN,0
Jordan Mailata,LT,DEN,-2
Jordan McFadden,RG,IND,-4
Josh Braun,LG,LAR,-4
Josh Conerly Jr.,LT,CAR,-2
Kadyn Proctor,RT,WAS,-2
Keiondre Jones,LG,KC,1
Kelvin Banks,RT,SEA,-2
Kendrick Green,C,PIT,-2
Kenyon Green,RG,NYG,-9
Kevin Dotson,LG,TEN,-2
Kinglsey Suamataia,LT,LAR,0
La'el Collins,RG,PHI,-7
Landon Dickerson,LG,CHI,-2
Laremy Tunsil,LT,HOU,3
Liam Eichenberg,LT,DET,-3
Lloyd Cushenberry III,C,IND,-6
Logan Brown,LT,BAL,8
Lucas Niang,RT,KC,0
Lucas Taylor,LG,NYG,1
Luke Matthews,C,CAR,-8
Marquis Hayes,LG,PIT,-2
Matt Hennessy,C,ATL,-7
Mekhi Becton,LT,NYJ,0
Michael Jurgens,C,TB,4
Michael McLaughlin,LT,NYG,-2
Mike McGlinchey,RT,MIA,-7
Mike Onwenu,LG,NE,-4
Mitch Morse,C,PHI,10
Myron Cunningham,RT,CLE,-1
Nate Davis,RG,TEN,9
Netane Muti,LG,BUF,1
Nicholas Petit-Frere,RT,HOU,-3
Nick Broeker,LT,JAX,4
Nick Harris,C,CLE,1
Obinna Eze,RT,TEN,8
Orlando Brown,LT,KC,0
Paris Johnson Jr.,LT,ATL,-9
Penei Sewell,RT,DET,8
Quenton Nelson,LG,IND,0
Quinn Meinerz,RG,DEN,4
Rafiti Ghirmai,C,HOU,-3
Rashawn Slater,LT,LAC,0
Rasheed Walker,RT,ARI,0
Reuben Fatheree II,LT,DAL,0
Reuben Unije,RT,DAL,4
Robert Hainsey,C,ARI,-5
Robert Hunt,RG,JAX,-2
Ronnie Stanley,LT,NO,0
Ross Maseuli,C,DET,4
Ryan Kelly,C,CHI,1
Ryan Ramczyk,RT,DEN,-1
Shaq Mason,RG,SEA,-1
Simi Moala,RT,BAL,0
Spencer Brown,LT,BUF,9
Spencer Holstege,RG,MIN,-2
Steven Jones,RT,MIA,4
Taylor Moton,RT,CAR,-3
Teven Jenkins,LT,CHI,-8
Tommy Brockermeyer,LT,TEN,4
Trai Turner,RG,WAS,0
Trey Smith,RG,KC,-3
Trey Wedig,RT,LAC,10
Tristan Wirfs,RT,TB,-3
Turner Corcoran,LT,TB,-3
Tyler Biadasz,C,DAL,-6
Tyler Linderbaum,C,LAR,8
Tyler Vrabel,RT,CIN,4
Tyre Phillips,LG,BAL,4
Tyrese Robinson,LG,JAX,4
Tyrone Weber,LT,DET,-1
Victor Stoffel,RT,CHI,12
Walker Little,LT,PHI,-4
Warren McClendon,RT,SF,-8
Will Campbell,RT,BUF,4
Will Hernandez,RG,BAL,0
Wyatt Teller,RG,CLE,4
Yousef Mugharbil,LG,BUF,4
Zach Frazier,LG,MIA,-5
Zack Martin,RG,DAL,9
Zion Johnson,LG,TB,-2
Zion Nelson,LT,NE,-2
