Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPerGame,TotalTurnoversPerGame,LBSacksTFLPassDeflPerGame,TacklesPerGame,CBPassDeflPerGame,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
204,CB,Derion,Kendrick,Derion Kendrick,LAR,True,30,54,1020,1,24,35,47,0,5,27,27,0,2,0,0,17,0,23,0,1,0,0,15,15,Derion,Kendrick,3385.0,3383.0,23.0,Signed,88.0,0.0,0.0,LAR,tier_2,0.0,0.26666666666666666,1.1333333333333333,4.733333333333333,1.1333333333333333,2.6470588235294117,0.6666666666666666,LAR,3
224,LOLB,Jonathan,Horton,Jonathan Horton,CIN,True,44,0,345,2,4,6,11,0,5,7,0,0,0,0,0,1,2,1,0,2,0,1,15,8,Jonathan,Horton,1216.0,1214.0,1.0,Signed,63.0,0.0,0.0,CIN,tier_6,0.0,0.4666666666666667,0.06666666666666667,1.0,0.06666666666666667,2.0289855072463765,0.4,CIN,7
231,DT,Derrick,Brown,Derrick Brown,MIA,True,0,0,783,0,13,38,41,0,5,0,0,0,0,0,0,0,0,11,13,0,3,0,13,13,Derrick,Brown,309.0,307.0,11.0,Signed,93.0,0.0,0.0,MIA,tier_1,1.2307692307692308,0.0,1.2307692307692308,4.153846153846154,0.0,0.0,0.0,MIA,-4
241,CB,Salim,Turner-Muhammad,Salim Turner-Muhammad,ATL,True,0,101,967,0,19,41,54,1,5,29,40,0,4,0,0,13,0,13,0,0,2,0,15,15,Salim,Turner-Muhammad,1792.0,1790.0,13.0,Signed,84.0,0.0,0.0,ATL,tier_3,0.13333333333333333,0.26666666666666666,1.0,4.866666666666666,0.8666666666666667,2.998965873836608,1.0666666666666667,ATL,2
246,SS,Rahmir,Stewart,Rahmir Stewart,DET,True,0,0,277,0,1,5,8,0,5,0,0,0,0,0,0,0,0,18,0,0,0,0,15,2,Rahmir,Stewart,87.0,85.0,18.0,Signed,67.0,0.0,0.0,DET,tier_6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,DET,-1
247,LE,Brenan,Vernon,Brenan Vernon,KC,True,27,0,571,2,8,25,33,1,5,0,0,0,0,0,0,1,0,8,9,2,7,2,10,9,Brenan,Vernon,1761.0,1759.0,8.0,Signed,71.0,0.0,0.0,KC,tier_5,1.6,0.6,1.7,4.1,0.1,0.0,-0.1,KC,13
254,DT,Siulagisipai,Fuimaono,Siulagisipai Fuimaono,MIA,True,0,0,546,0,12,19,29,0,5,1,0,1,0,0,0,1,0,11,10,0,3,0,15,3,Siulagisipai,Fuimaono,3626.0,3624.0,11.0,Signed,65.0,0.0,0.0,MIA,tier_6,0.8666666666666667,0.06666666666666667,0.9333333333333333,2.7333333333333334,0.06666666666666667,0.18315018315018314,0.0,MIA,1
271,CB,Jeff,Okudah,Jeff Okudah,NYG,True,0,24,867,0,22,37,51,1,5,27,24,0,1,1,0,10,0,15,0,1,0,0,13,13,Jeff,Okudah,1988.0,1986.0,15.0,Signed,84.0,0.0,0.0,NYG,tier_3,0.0,0.23076923076923078,0.7692307692307693,5.615384615384615,0.7692307692307693,3.1141868512110724,1.3076923076923077,NYG,0
273,MLB,Monty,Rice,Monty Rice,ATL,True,0,0,760,0,22,35,52,0,5,30,0,0,0,0,0,1,0,13,2,1,1,0,15,2,Monty,Rice,2211.0,2209.0,13.0,Signed,69.0,0.0,0.0,ATL,tier_6,0.2,0.06666666666666667,0.26666666666666666,4.933333333333334,0.06666666666666667,3.9473684210526314,1.9333333333333333,ATL,2
279,FS,Darnell,Savage,Darnell Savage,GB,True,0,0,1014,0,27,32,43,1,5,21,0,0,0,0,0,6,0,19,1,0,0,0,15,15,Darnell,Savage,2316.0,2314.0,19.0,Signed,88.0,0.0,0.0,GB,tier_2,0.06666666666666667,0.0,0.4666666666666667,4.666666666666667,0.4,2.0710059171597637,1.0,GB,-4
293,LE,Emmanuel,Ogbah,Emmanuel Ogbah,MIA,True,17,0,577,3,10,19,28,1,5,0,0,0,0,0,0,1,0,11,8,3,1,1,10,10,Emmanuel,Ogbah,1977.0,1975.0,11.0,Signed,73.0,0.0,0.0,MIA,tier_5,0.9,0.7,1.0,3.8,0.1,0.0,-0.1,MIA,9
308,CB,Jaylon,Jones,Jaylon Jones,PHI,True,0,2,641,0,30,8,23,0,5,3,2,0,1,0,0,12,0,12,4,0,0,0,12,12,Jaylon,Jones,3288.0,3286.0,12.0,Signed,87.0,0.0,0.0,PHI,tier_2,0.3333333333333333,0.08333333333333333,1.3333333333333333,4.416666666666667,1.0,0.46801872074883,-0.75,PHI,3
310,MLB,Xavier,Young-Coll,Xavier Young-Coll,LAC,True,52,22,996,1,30,45,67,0,5,25,11,0,3,0,0,12,0,7,1,1,0,0,15,2,Xavier,Young-Coll,2192.0,2190.0,7.0,Signed,70.0,0.0,0.0,LAC,tier_5,0.06666666666666667,0.3333333333333333,0.8666666666666667,6.466666666666667,0.8,2.5100401606425704,0.8666666666666667,LAC,8
311,SS,Demani,Richardson,Demani Richardson,NYG,True,35,75,1095,1,31,38,44,1,5,19,40,0,3,0,0,7,0,15,0,1,0,0,15,15,Demani,Richardson,3424.0,3422.0,15.0,Signed,96.0,0.0,0.0,NYG,tier_0,0.0,0.3333333333333333,0.4666666666666667,5.0,0.4666666666666667,1.7351598173515983,0.8,NYG,0
316,FS,Brandon,Joseph,Brandon Joseph,NYJ,True,0,55,1054,0,44,30,33,0,5,13,32,0,2,0,0,7,1,17,0,0,0,0,14,14,Brandon,Joseph,3327.0,3325.0,17.0,Signed,91.0,0.0,0.0,NYJ,tier_1,0.0,0.21428571428571427,0.5,5.5,0.5,1.2333965844402277,0.42857142857142855,NYJ,4
326,SS,Andre,Cisco,Andre Cisco,JAX,True,0,5,852,0,14,43,61,0,5,41,5,0,1,0,0,7,0,16,0,0,0,0,15,1,Andre,Cisco,459.0,457.0,16.0,Signed,74.0,0.0,0.0,JAX,tier_5,0.0,0.06666666666666667,0.4666666666666667,5.0,0.4666666666666667,4.812206572769953,2.2666666666666666,JAX,-2
327,CB,David,Vincent-Okoli,David Vincent-Okoli,IND,True,0,12,657,0,17,19,26,0,5,13,12,0,1,0,0,8,0,9,0,0,0,0,15,2,David,Vincent-Okoli,2547.0,2545.0,9.0,Signed,69.0,0.0,0.0,IND,tier_6,0.0,0.06666666666666667,0.5333333333333333,2.8666666666666667,0.5333333333333333,1.97869101978691,0.3333333333333333,IND,1
333,ROLB,Harold,Landry III,Harold Landry III,TEN,True,38,0,953,1,27,40,53,0,5,16,0,0,0,0,0,2,0,29,6,2,5,1,15,15,Harold,Landry III,1544.0,1542.0,29.0,Signed,78.0,0.0,0.0,TEN,tier_4,0.7333333333333333,0.26666666666666666,0.8666666666666667,5.333333333333333,0.13333333333333333,1.6789087093389297,0.9333333333333333,TEN,3
336,CB,Tre'Davious,White,Tre'Davious White,CIN,True,0,19,682,0,18,36,47,0,5,28,19,0,1,0,0,14,0,1,0,0,0,0,11,11,Tre'Davious,White,2810.0,2808.0,1.0,Signed,87.0,0.0,0.0,CIN,tier_2,0.0,0.09090909090909091,1.2727272727272727,5.909090909090909,1.2727272727272727,4.105571847507331,1.2727272727272727,CIN,-4
341,CB,Kristian,Fulton,Kristian Fulton,TEN,True,0,159,986,0,18,27,37,1,5,27,37,0,5,1,0,13,0,29,0,0,0,0,15,15,Kristian,Fulton,885.0,883.0,29.0,Signed,87.0,0.0,0.0,TEN,tier_2,0.0,0.4,0.8666666666666667,3.6666666666666665,0.8666666666666667,2.738336713995943,0.9333333333333333,TEN,4
349,FS,Juan,Thornhill,Juan Thornhill,KC,True,0,60,902,0,32,19,27,0,5,12,30,0,2,0,0,6,0,8,0,0,0,0,12,12,Juan,Thornhill,2627.0,2625.0,8.0,Signed,77.0,0.0,0.0,KC,tier_4,0.0,0.16666666666666666,0.5,4.916666666666667,0.5,1.3303769401330376,0.5,KC,0
352,LOLB,Cam,Gill,Cam Gill,LAR,True,0,0,382,0,2,3,6,0,5,0,0,0,0,0,0,0,0,23,0,0,1,0,15,2,Cam,Gill,935.0,933.0,23.0,Signed,63.0,0.0,0.0,LAR,tier_6,0.06666666666666667,0.0,0.06666666666666667,0.5333333333333333,0.0,0.0,0.0,LAR,-2
354,DT,Teair,Tart,Teair Tart,LV,True,0,0,261,0,4,6,11,0,5,0,0,0,0,0,0,0,0,22,3,1,0,0,14,1,Teair,Tart,2556.0,2554.0,22.0,Signed,70.0,0.0,0.0,LV,tier_5,0.21428571428571427,0.07142857142857142,0.21428571428571427,1.0714285714285714,0.0,0.0,0.0,LV,-3
360,CB,Kyler,Gordon,Kyler Gordon,NYJ,True,0,31,828,0,13,36,54,0,5,25,17,0,2,0,0,9,0,17,1,0,0,0,15,4,Kyler,Gordon,3420.0,3418.0,17.0,Signed,70.0,0.0,0.0,NYJ,tier_5,0.06666666666666667,0.13333333333333333,0.6666666666666666,4.466666666666667,0.6,3.0193236714975846,1.0666666666666667,NYJ,0
367,DT,Ed,Oliver,Ed Oliver,ATL,True,0,0,772,0,17,38,42,1,5,0,0,1,0,0,0,1,0,13,20,0,3,0,12,12,Ed,Oliver,1995.0,1993.0,13.0,Signed,88.0,0.0,0.0,ATL,tier_2,1.9166666666666667,0.08333333333333333,2.0,4.916666666666667,0.08333333333333333,0.0,-0.08333333333333333,ATL,4
380,FS,Calen,Bullcok,Calen Bullcok,DET,True,0,33,1026,0,25,34,48,0,5,17,33,0,1,1,0,10,0,18,0,0,0,0,15,15,Calen,Bullcok,2523.0,2521.0,18.0,Signed,74.0,0.0,0.0,DET,tier_5,0.0,0.13333333333333333,0.6666666666666666,4.866666666666666,0.6666666666666666,1.6569200779727096,0.4666666666666667,DET,0
387,CB,Kalon,Barnes,Kalon Barnes,GB,True,0,34,508,0,7,12,16,0,5,8,33,0,2,0,0,3,0,19,0,0,0,0,16,2,Kalon,Barnes,3488.0,3486.0,19.0,Signed,75.0,0.0,0.0,GB,tier_4,0.0,0.125,0.1875,1.4375,0.1875,1.574803149606299,0.3125,GB,-2
418,RE,Levi,Onwuzurike,Levi Onwuzurike,DET,True,0,0,598,0,10,19,27,0,5,0,0,0,0,0,0,0,0,18,10,0,6,0,11,11,Levi,Onwuzurike,2010.0,2008.0,18.0,Signed,81.0,0.0,0.0,DET,tier_3,1.4545454545454546,0.0,1.4545454545454546,3.3636363636363638,0.0,0.0,0.0,DET,-1
429,LOLB,Justice,Sullivan,Justice Sullivan,SEA,True,0,0,391,0,3,12,13,0,5,6,0,0,0,0,0,3,0,27,0,0,0,0,15,5,Justice,Sullivan,103.0,101.0,27.0,Signed,62.0,0.0,0.0,SEA,tier_6,0.0,0.0,0.2,1.0666666666666667,0.2,1.5345268542199488,0.2,SEA,0
431,SS,Josh,Metellus,Josh Metellus,TEN,True,0,0,760,0,21,21,28,0,5,13,0,0,0,0,0,5,0,29,0,0,0,0,11,11,Josh,Metellus,1796.0,1794.0,29.0,Signed,70.0,0.0,0.0,TEN,tier_5,0.0,0.0,0.45454545454545453,4.454545454545454,0.45454545454545453,1.710526315789474,0.7272727272727273,TEN,0
444,LE,Keeshawn,Silver,Keeshawn Silver,KC,True,0,0,935,0,26,24,33,0,5,0,0,0,0,0,0,0,0,8,8,0,8,0,15,15,Keeshawn,Silver,163.0,161.0,8.0,Signed,80.0,0.0,0.0,KC,tier_3,1.0666666666666667,0.0,1.0666666666666667,3.933333333333333,0.0,0.0,0.0,KC,-3
458,LOLB,Brandon,Smith,Brandon Smith,IND,True,0,0,662,0,17,28,43,0,5,15,0,0,0,0,0,5,0,9,2,0,5,0,15,15,Brandon,Smith,3403.0,3401.0,9.0,Signed,70.0,0.0,0.0,IND,tier_5,0.4666666666666667,0.0,0.8,4.0,0.3333333333333333,2.2658610271903323,0.6666666666666666,IND,2
462,MLB,Myles,Jack,Myles Jack,JAX,True,25,4,1069,1,39,45,57,1,5,25,4,0,1,0,0,9,0,16,2,1,2,0,15,3,Myles,Jack,1293.0,1291.0,16.0,Signed,75.0,0.0,0.0,JAX,tier_4,0.26666666666666666,0.2,0.8666666666666667,6.4,0.6,2.3386342376052385,1.0666666666666667,JAX,2
469,DT,Walter,Nolen,Walter Nolen,NYG,True,0,0,858,0,24,20,27,0,5,1,0,1,0,0,0,0,0,15,6,0,6,0,15,15,Walter,Nolen,2577.0,2575.0,15.0,Signed,78.0,0.0,0.0,NYG,tier_4,0.8,0.06666666666666667,0.8,3.4,0.0,0.11655011655011654,0.06666666666666667,NYG,-1
475,MLB,Krys,Barnes,Krys Barnes,NYJ,True,0,0,1038,0,29,66,81,0,5,50,0,0,0,0,0,3,0,17,0,0,1,0,15,15,Krys,Barnes,137.0,135.0,17.0,Signed,83.0,0.0,0.0,NYJ,tier_3,0.06666666666666667,0.0,0.26666666666666666,7.333333333333333,0.2,4.8169556840077075,3.1333333333333333,NYJ,-3
477,ROLB,Christopher,Allen,Christopher Allen,NYJ,True,0,0,364,0,1,4,7,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,15,1,Christopher,Allen,3378.0,3376.0,17.0,Signed,68.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,NYJ,-1
483,CB,Jaycee,Horn,Jaycee Horn,CAR,True,0,99,1006,0,20,41,54,0,5,40,36,0,5,0,0,11,0,20,0,0,0,0,15,15,Jaycee,Horn,1218.0,1216.0,20.0,Signed,88.0,0.0,0.0,CAR,tier_2,0.0,0.3333333333333333,0.7333333333333333,4.933333333333334,0.7333333333333333,3.9761431411530817,1.9333333333333333,CAR,-1
485,DT,T'Vondre,Sweat,T'Vondre Sweat,CAR,True,0,0,907,0,21,43,56,1,5,2,0,0,0,0,0,2,0,20,8,1,6,0,15,15,T'Vondre,Sweat,3244.0,3242.0,20.0,Signed,77.0,0.0,0.0,CAR,tier_4,0.9333333333333333,0.06666666666666667,1.0666666666666667,5.133333333333334,0.13333333333333333,0.2205071664829107,0.0,CAR,-1
489,CB,A.J.,Terrell Jr,A.J. Terrell Jr,NYG,True,0,28,964,0,23,44,52,0,5,37,28,0,1,1,0,10,0,15,0,0,0,0,15,15,A.J.,Terrell Jr,2594.0,2592.0,15.0,Signed,91.0,0.0,0.0,NYG,tier_1,0.0,0.13333333333333333,0.6666666666666666,5.0,0.6666666666666666,3.8381742738589213,1.8,NYG,-4
495,SS,Brandon,Hill,Brandon Hill,IND,True,0,23,650,0,14,16,28,0,5,14,23,0,1,1,0,2,0,9,0,0,0,0,15,5,Brandon,Hill,1895.0,1893.0,9.0,Signed,65.0,0.0,0.0,IND,tier_6,0.0,0.13333333333333333,0.13333333333333333,2.8,0.13333333333333333,2.1538461538461537,0.8,IND,1
502,RE,Jason,Moore,Jason Moore,MIA,True,0,0,515,0,11,21,26,0,5,0,0,0,0,0,0,1,0,11,11,0,3,0,14,7,Jason,Moore,383.0,381.0,11.0,Signed,72.0,0.0,0.0,MIA,tier_5,1.0,0.0,1.0714285714285714,2.642857142857143,0.07142857142857142,0.0,-0.07142857142857142,MIA,-1
508,ROLB,Tyree,Johnson,Tyree Johnson,MIA,True,0,0,434,0,3,10,19,1,5,2,0,0,0,0,0,0,0,11,0,0,0,0,15,10,Tyree,Johnson,3531.0,3529.0,11.0,Signed,70.0,0.0,0.0,MIA,tier_5,0.0,0.0,0.0,1.4666666666666666,0.0,0.4608294930875576,0.13333333333333333,MIA,-3
541,CB,Duce,Chestnut,Duce Chestnut,NYG,True,0,11,574,0,9,10,15,0,5,9,11,0,1,0,0,3,0,15,0,0,0,0,15,3,Duce,Chestnut,2495.0,2493.0,15.0,Signed,69.0,0.0,0.0,NYG,tier_6,0.0,0.06666666666666667,0.2,1.6,0.2,1.5679442508710801,0.4,NYG,0
544,SS,Jack,Howell,Jack Howell,NYJ,True,0,4,291,0,5,4,10,0,5,5,4,0,1,0,0,0,0,17,0,0,0,0,11,0,Jack,Howell,1608.0,1606.0,17.0,Signed,65.0,0.0,0.0,NYJ,tier_6,0.0,0.09090909090909091,0.0,1.3636363636363635,0.0,1.718213058419244,0.45454545454545453,NYJ,-1
545,RE,Briceon,Hayes,Briceon Hayes,KC,True,9,0,1037,1,15,30,39,1,5,0,0,0,0,0,0,1,0,8,8,2,12,0,15,8,Briceon,Hayes,1650.0,1648.0,8.0,Signed,69.0,0.0,0.0,KC,tier_6,1.3333333333333333,0.2,1.4,3.6,0.06666666666666667,0.0,-0.06666666666666667,KC,6
546,MLB,Jack,Sanborn,Jack Sanborn,TEN,True,0,0,600,0,17,21,31,0,5,8,0,0,0,0,0,2,0,29,1,0,0,0,15,3,Jack,Sanborn,3417.0,3415.0,29.0,Signed,71.0,0.0,0.0,TEN,tier_5,0.06666666666666667,0.0,0.2,3.2,0.13333333333333333,1.3333333333333335,0.4,TEN,-3
573,DT,Zachary,Carter,Zachary Carter,SEA,True,0,0,281,0,8,5,9,0,5,0,0,0,0,0,0,0,0,27,2,0,2,0,12,2,Zachary,Carter,3369.0,3367.0,27.0,Signed,74.0,0.0,0.0,SEA,tier_5,0.3333333333333333,0.0,0.3333333333333333,1.4166666666666667,0.0,0.0,0.0,SEA,-4
574,ROLB,Joe,Tryon-Shoyinka,Joe Tryon-Shoyinka,LAR,True,64,0,877,2,17,45,57,0,5,12,0,1,0,0,0,1,0,23,10,2,7,2,15,15,Joe,Tryon-Shoyinka,2667.0,2665.0,23.0,Signed,83.0,0.0,0.0,LAR,tier_3,1.1333333333333333,0.4666666666666667,1.2,4.933333333333334,0.06666666666666667,1.3683010262257698,0.7333333333333333,LAR,5
591,CB,C.J.,Henderson,C.J. Henderson,TEN,True,0,81,1044,0,23,31,46,1,5,23,32,0,4,0,0,14,0,29,0,0,0,0,15,15,C.J.,Henderson,1135.0,1133.0,29.0,Signed,83.0,0.0,0.0,TEN,tier_3,0.0,0.26666666666666666,0.9333333333333333,4.6,0.9333333333333333,2.203065134099617,0.6,TEN,3
593,LOLB,Nick,Herbig,Nick Herbig,CHI,True,0,0,469,0,11,13,17,0,5,5,0,0,0,0,0,1,0,0,2,0,4,0,12,12,Nick,Herbig,1518.0,1516.0,0.0,Signed,70.0,0.0,0.0,CHI,tier_5,0.5,0.0,0.5833333333333334,2.3333333333333335,0.08333333333333333,1.0660980810234542,0.3333333333333333,CHI,-1
598,LE,John,Franklin-Myers,John Franklin-Myers,NYJ,True,41,0,831,2,18,36,38,0,5,0,0,0,0,0,0,0,0,17,20,2,4,2,14,14,John,Franklin-Myers,864.0,862.0,17.0,Signed,89.0,0.0,0.0,NYJ,tier_2,1.7142857142857142,0.42857142857142855,1.7142857142857142,4.0,0.0,0.0,0.0,NYJ,4
599,LOLB,Jaheim,Thomas,Jaheim Thomas,IND,True,46,0,1052,1,25,48,68,1,5,42,0,0,0,0,0,5,0,9,1,1,0,0,15,2,Jaheim,Thomas,1633.0,1631.0,9.0,Signed,64.0,0.0,0.0,IND,tier_6,0.06666666666666667,0.13333333333333333,0.4,6.2,0.3333333333333333,3.9923954372623576,2.466666666666667,IND,5
623,CB,Azareyeh,Thomas,Azareyeh Thomas,LV,True,0,18,1028,0,25,33,47,0,5,24,18,0,1,0,0,7,0,22,0,0,1,0,15,7,Azareyeh,Thomas,3622.0,3620.0,22.0,Signed,74.0,0.0,0.0,LV,tier_5,0.06666666666666667,0.06666666666666667,0.5333333333333333,4.8,0.4666666666666667,2.3346303501945527,1.1333333333333333,LV,0
626,FS,Tommy,McCormick,Tommy McCormick,IND,True,0,0,266,0,7,6,8,0,5,3,0,0,0,0,0,2,0,9,0,0,0,0,15,2,Tommy,McCormick,349.0,347.0,9.0,Signed,65.0,0.0,0.0,IND,tier_6,0.0,0.0,0.13333333333333333,1.0,0.13333333333333333,1.1278195488721803,0.06666666666666667,IND,-1
