Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPerGame,ScrimmageTDsPerGame,TeamName_y,SkillPointOff
1781,WR,Randall,St. Felix,Randall St. Felix,LAC,0,-16384,0,-4096,51,-128,240,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,2,7,0,Randall,St. Felix,3477.0,3475.0,7.0,Signed,74.0,0.0,0.0,LAC,tier_5,3.4,0.06666666666666667,LAC,-2.0
1782,HB,Devyn,Ford,Devyn Ford,GB,56,-16384,0,-4096,64,-128,124,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,13,0,0,19,0,Devyn,Ford,3101.0,3099.0,19.0,Signed,68.0,0.0,0.0,GB,tier_6,9.23076923076923,0.0,GB,0.0
1783,WR,Bryan,Edwards,Bryan Edwards,NE,0,-16384,0,-4096,113,-128,172,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,21,0,Bryan,Edwards,730.0,728.0,21.0,Signed,69.0,0.0,0.0,NE,tier_6,7.533333333333333,0.0,NE,0.0
1784,WR,Marquez,Callaway,Marquez Callaway,NO,0,-16384,0,-4096,138,-128,223,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,26,0,Marquez,Callaway,390.0,388.0,26.0,Signed,76.0,0.0,0.0,NO,tier_4,9.2,0.0,NO,-7.0
1785,WR,David,Bell,David Bell,NO,26,-16384,0,-4096,848,-128,1025,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,15,0,0,26,0,David,Bell,3383.0,3381.0,26.0,Signed,78.0,0.0,0.0,NO,tier_4,58.266666666666666,0.2,NO,0.0
1786,WR,Jalin,Hyatt,Jalin Hyatt,CIN,0,-16384,0,-4096,0,-128,229,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,1,0,Jalin,Hyatt,2338.0,2336.0,1.0,Signed,65.0,0.0,0.0,CIN,tier_6,0.0,0.0,CIN,0.0
1787,WR,Shazz,Preston,Shazz Preston,PIT,0,-16384,0,-4096,970,-128,1013,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,7,15,0,0,28,0,Shazz,Preston,2860.0,2858.0,28.0,Signed,75.0,0.0,0.0,PIT,tier_4,64.66666666666667,0.4666666666666667,PIT,5.0
1788,WR,Zay,Flowers,Zay Flowers,ARI,0,-16384,0,-4096,13,-128,246,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,6,0,Zay,Flowers,3214.0,3212.0,6.0,Signed,70.0,0.0,0.0,ARI,tier_5,0.8666666666666667,0.0,ARI,-2.0
1789,WR,Isaiah,Bond,Isaiah Bond,DAL,3,-16384,0,-4096,651,-128,635,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,2,10,0,0,10,0,Isaiah,Bond,558.0,556.0,10.0,Signed,75.0,0.0,0.0,DAL,tier_4,65.4,0.2,DAL,0.0
1790,HB,Henry,Parish Jr.,Henry Parish Jr.,CHI,0,-16384,0,-4096,0,-128,98,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,13,0,0,0,0,Henry,Parish Jr.,175.0,173.0,0.0,Signed,63.0,0.0,0.0,CHI,tier_6,0.0,0.0,CHI,0.0
1791,WR,Amari,Cooper,Amari Cooper,CLE,11,-16384,0,-4096,809,-128,707,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,14,0,0,4,0,Amari,Cooper,518.0,516.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,58.57142857142857,0.07142857142857142,CLE,-2.0
1793,WR,Konata,Mumpfield,Konata Mumpfield,DAL,0,-16384,0,-4096,91,-128,262,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,10,0,Konata,Mumpfield,1483.0,1481.0,10.0,Signed,67.0,0.0,0.0,DAL,tier_6,6.066666666666666,0.0,DAL,0.0
1794,HB,Kamar,Edmonds,Kamar Edmonds,PIT,0,-16384,0,-4096,0,-128,106,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,28,0,Kamar,Edmonds,1026.0,1024.0,28.0,Signed,66.0,0.0,0.0,PIT,tier_6,0.0,0.0,PIT,0.0
1795,HB,Devin,Neal,Devin Neal,WAS,248,-16384,0,-4096,151,-128,366,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,15,0,0,25,2,Devin,Neal,682.0,680.0,25.0,Signed,68.0,0.0,0.0,WAS,tier_6,26.6,0.3333333333333333,WAS,3.0
1796,WR,Zavi,Nash,Zavi Nash,DET,0,-16384,0,-4096,0,-128,59,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,11,0,0,18,0,Zavi,Nash,1209.0,1207.0,18.0,Signed,66.0,0.0,0.0,DET,tier_6,0.0,0.0,DET,0.0
1797,HB,LJ,Johnson,LJ Johnson,LV,41,-16384,0,-4096,52,-128,223,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,14,0,0,22,1,LJ,Johnson,2336.0,2334.0,22.0,Signed,77.0,0.0,0.0,LV,tier_4,6.642857142857143,0.07142857142857142,LV,-3.0
1798,HB,George,Pettaway,George Pettaway,BAL,236,-16384,0,-4096,89,-128,458,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,3,24,0,George,Pettaway,952.0,950.0,24.0,Signed,62.0,0.0,0.0,BAL,tier_6,21.666666666666668,0.06666666666666667,BAL,-1.0
1799,WR,J.Michael,Sturdivant,J.Michael Sturdivant,LAR,0,-16384,0,-4096,49,-128,191,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,23,0,J.Michael,Sturdivant,1660.0,1658.0,23.0,Signed,65.0,0.0,0.0,LAR,tier_6,3.2666666666666666,0.06666666666666667,LAR,0.0
1800,WR,George,Pickens,George Pickens,LV,-2,-16384,0,-4096,127,-128,242,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,12,0,0,22,0,George,Pickens,3342.0,3340.0,22.0,Signed,71.0,0.0,0.0,LV,tier_5,10.416666666666666,0.25,LV,1.0
1801,WR,Brian,Thomas Jr,Brian Thomas Jr,WAS,0,-16384,0,-4096,4,-128,145,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,25,0,Brian,Thomas Jr,916.0,914.0,25.0,Signed,70.0,0.0,0.0,WAS,tier_5,0.26666666666666666,0.06666666666666667,WAS,-2.0
1802,HB,Zach,Evans,Zach Evans,LV,269,-16384,0,-4096,157,-128,476,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,14,0,0,22,3,Zach,Evans,3274.0,3272.0,22.0,Signed,76.0,0.0,0.0,LV,tier_4,30.428571428571427,0.2857142857142857,LV,-1.0
1803,HB,Michael,Haupert,Michael Haupert,NYG,239,-16384,0,-4096,187,-128,336,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,15,1,Michael,Haupert,3127.0,3125.0,15.0,Signed,68.0,0.0,0.0,NYG,tier_6,28.4,0.13333333333333333,NYG,2.0
1804,WR,Troy,Franklin,Troy Franklin,HOU,0,-16384,0,-4096,33,-128,257,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,31,0,Troy,Franklin,3037.0,3035.0,31.0,Signed,73.0,0.0,0.0,HOU,tier_5,2.2,0.06666666666666667,HOU,-2.0
1805,HB,Demarkcus,Bowman,Demarkcus Bowman,NYJ,473,-16384,0,-4096,177,-128,472,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,14,0,0,17,6,Demarkcus,Bowman,3674.0,3672.0,17.0,Signed,73.0,0.0,0.0,NYJ,tier_5,46.42857142857143,0.42857142857142855,NYJ,4.0
1807,WR,Mecole,Hardman,Mecole Hardman,NE,0,-16384,0,-4096,835,-128,978,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,4,15,0,0,21,0,Mecole,Hardman,1067.0,1065.0,21.0,Signed,84.0,0.0,0.0,NE,tier_3,55.666666666666664,0.26666666666666666,NE,0.0
1808,WR,Drake,London,Drake London,KC,3,-16384,0,-4096,1053,-128,1022,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,7,15,0,0,8,0,Drake,London,3325.0,3323.0,8.0,Signed,91.0,0.0,0.0,KC,tier_1,70.4,0.4666666666666667,KC,2.0
1809,WR,Jalil,Farooq,Jalil Farooq,KC,0,-16384,0,-4096,0,-128,72,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,8,0,Jalil,Farooq,400.0,398.0,8.0,Signed,61.0,0.0,0.0,KC,tier_6,0.0,0.0,KC,0.0
1810,WR,Khalil,Shakir,Khalil Shakir,BAL,0,-16384,0,-4096,764,-128,775,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,6,15,0,0,24,0,Khalil,Shakir,3556.0,3554.0,24.0,Signed,77.0,0.0,0.0,BAL,tier_4,50.93333333333333,0.4,BAL,0.0
1811,HB,Javion,Hunt,Javion Hunt,TB,373,-16384,0,-4096,187,-128,415,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,5,2,Javion,Hunt,380.0,378.0,5.0,Signed,73.0,0.0,0.0,TB,tier_5,37.333333333333336,0.2,TB,2.0
1812,WR,Armani,Winfield,Armani Winfield,WAS,3,-16384,0,-4096,625,-128,897,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,5,15,0,0,25,0,Armani,Winfield,465.0,463.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,41.86666666666667,0.3333333333333333,WAS,0.0
1813,WR,Christian,Hamilton,Christian Hamilton,NYG,0,-16384,0,-4096,0,-128,132,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,11,0,0,15,0,Christian,Hamilton,2449.0,2447.0,15.0,Signed,64.0,0.0,0.0,NYG,tier_6,0.0,0.0,NYG,0.0
1814,HB,Christian,McCaffrey,Christian McCaffrey,CAR,363,-16384,0,-4096,392,-128,671,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,15,0,0,20,1,Christian,McCaffrey,1721.0,1719.0,20.0,Signed,79.0,0.0,0.0,CAR,tier_4,50.333333333333336,0.26666666666666666,CAR,1.0
1815,HB,Chris,Tyree,Chris Tyree,TB,91,-16384,0,-4096,0,-128,145,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,12,0,0,5,1,Chris,Tyree,845.0,843.0,5.0,Signed,63.0,0.0,0.0,TB,tier_6,7.583333333333333,0.08333333333333333,TB,0.0
1816,HB,Tyler,Goodson,Tyler Goodson,CLE,888,-16384,0,-4096,217,-128,517,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,2,10,0,0,4,7,Tyler,Goodson,3226.0,3224.0,4.0,Signed,79.0,0.0,0.0,CLE,tier_4,110.5,0.9,CLE,14.0
1817,HB,Ke'Travion,Hargrove,Ke'Travion Hargrove,SF,137,-16384,0,-4096,47,-128,241,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,11,0,0,14,0,Ke'Travion,Hargrove,483.0,481.0,14.0,Signed,60.0,0.0,0.0,SF,tier_6,16.727272727272727,0.09090909090909091,SF,0.0
1820,WR,K.J.,Osborn,K.J. Osborn,MIN,12,-16384,0,-4096,757,-128,756,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,4,15,0,0,30,0,K.J.,Osborn,2018.0,2016.0,30.0,Signed,77.0,0.0,0.0,MIN,tier_4,51.266666666666666,0.26666666666666666,MIN,-1.0
1821,WR,Beaux,Collins,Beaux Collins,LAR,0,-16384,0,-4096,586,-128,761,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,6,13,0,0,23,0,Beaux,Collins,2780.0,2778.0,23.0,Signed,75.0,0.0,0.0,LAR,tier_4,45.07692307692308,0.46153846153846156,LAR,3.0
1822,WR,WanDale,Robinson,WanDale Robinson,PHI,0,-16384,0,-4096,66,-128,192,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,2,15,0,0,12,0,WanDale,Robinson,3208.0,3206.0,12.0,Signed,66.0,0.0,0.0,PHI,tier_6,4.4,0.13333333333333333,PHI,0.0
1823,HB,Jerome,Ford,Jerome Ford,BAL,415,-16384,0,-4096,76,-128,439,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,13,0,1,24,2,Jerome,Ford,3081.0,3079.0,24.0,Signed,71.0,0.0,0.0,BAL,tier_5,37.76923076923077,0.15384615384615385,BAL,1.0
1824,WR,Mavin,Anderson,Mavin Anderson,CIN,19,-16384,0,-4096,686,-128,652,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,2,15,0,0,1,0,Mavin,Anderson,2471.0,2469.0,1.0,Signed,71.0,0.0,0.0,CIN,tier_5,47.0,0.13333333333333333,CIN,1.0
1825,HB,Javian,Hawkins,Javian Hawkins,LAC,3,-16384,0,-4096,0,-128,94,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,7,0,Javian,Hawkins,1113.0,1111.0,7.0,Signed,67.0,0.0,0.0,LAC,tier_6,0.2,0.0,LAC,0.0
1826,HB,Jerrion,Ealy,Jerrion Ealy,KC,788,-16384,0,-4096,310,-128,649,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,14,0,1,8,9,Jerrion,Ealy,3416.0,3414.0,8.0,Signed,76.0,0.0,0.0,KC,tier_4,78.42857142857143,0.6428571428571429,KC,5.0
1827,WR,Tae'Shaun,Johnson,Tae'Shaun Johnson,CLE,4,-16384,0,-4096,289,-128,337,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,4,0,Tae'Shaun,Johnson,2099.0,2097.0,4.0,Signed,72.0,0.0,0.0,CLE,tier_5,19.533333333333335,0.06666666666666667,CLE,-2.0
1829,WR,Kearis,Jackson,Kearis Jackson,NYJ,0,-16384,0,-4096,0,-128,125,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,12,0,0,17,0,Kearis,Jackson,3135.0,3133.0,17.0,Signed,67.0,0.0,0.0,NYJ,tier_6,0.0,0.0,NYJ,0.0
1831,WR,Jadan,Blue,Jadan Blue,NYG,6,-16384,0,-4096,714,-128,832,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,6,13,0,0,15,0,Jadan,Blue,3463.0,3461.0,15.0,Signed,87.0,0.0,0.0,NYG,tier_2,55.38461538461539,0.46153846153846156,NYG,2.0
1833,WR,Lawrence,Arnold,Lawrence Arnold,CHI,0,-16384,0,-4096,392,-128,544,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,2,12,0,0,0,0,Lawrence,Arnold,2818.0,2816.0,0.0,Signed,65.0,0.0,0.0,CHI,tier_6,32.666666666666664,0.16666666666666666,CHI,2.0
1834,WR,Scotty,Miller,Scotty Miller,MIN,0,-16384,0,-4096,10,-128,127,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,30,0,Scotty,Miller,1812.0,1810.0,30.0,Signed,68.0,0.0,0.0,MIN,tier_6,0.6666666666666666,0.0,MIN,0.0
1835,HB,Alexander,Mattison,Alexander Mattison,GB,412,-16384,0,-4096,99,-128,409,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,14,0,0,19,5,Alexander,Mattison,1712.0,1710.0,19.0,Signed,72.0,0.0,0.0,GB,tier_5,36.5,0.42857142857142855,GB,3.0
1836,WR,Amon-Ra,St. Brown,Amon-Ra St. Brown,HOU,4,-16384,0,-4096,328,-128,341,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,4,15,0,0,31,0,Amon-Ra,St. Brown,2485.0,2483.0,31.0,Signed,76.0,0.0,0.0,HOU,tier_4,22.133333333333333,0.26666666666666666,HOU,-2.0
1837,WR,K.J.,Hamler,K.J. Hamler,DEN,0,-16384,0,-4096,5,-128,153,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,0,15,0,0,3,0,K.J.,Hamler,1056.0,1054.0,3.0,Signed,68.0,0.0,0.0,DEN,tier_6,0.3333333333333333,0.0,DEN,0.0
1838,WR,Brenen,Thompson,Brenen Thompson,SEA,0,-16384,0,-4096,236,-128,438,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,0,27,0,Brenen,Thompson,961.0,959.0,27.0,Signed,71.0,0.0,0.0,SEA,tier_5,15.733333333333333,0.06666666666666667,SEA,-2.0
1839,WR,Diontae,Johnson,Diontae Johnson,MIA,-2,-16384,0,-4096,692,-128,845,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,4,15,0,2,11,0,Diontae,Johnson,1370.0,1368.0,11.0,Signed,77.0,0.0,0.0,MIA,tier_4,46.0,0.26666666666666666,MIA,-1.0
1840,WR,Kaden,Prather,Kaden Prather,GB,4,-16384,0,-4096,762,-128,949,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,15,0,0,19,0,Kaden,Prather,1468.0,1466.0,19.0,Signed,73.0,0.0,0.0,GB,tier_5,51.06666666666667,0.2,GB,2.0
1842,HB,Tony,Pollard,Tony Pollard,TB,945,-16384,0,-4096,240,-128,587,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,3,5,5,Tony,Pollard,2119.0,2117.0,5.0,Signed,71.0,0.0,0.0,TB,tier_5,79.0,0.4,TB,5.0
1843,HB,Anthony,Williams Jr.,Anthony Williams Jr.,DEN,348,-16384,0,-4096,134,-128,270,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,10,0,0,3,2,Anthony,Williams Jr.,3039.0,3037.0,3.0,Signed,79.0,0.0,0.0,DEN,tier_4,48.2,0.3,DEN,1.0
1844,WR,Deonte,Harris,Deonte Harris,PIT,-2,-16384,0,-4096,664,-128,783,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,7,15,0,0,28,0,Deonte,Harris,1084.0,1082.0,28.0,Signed,75.0,0.0,0.0,PIT,tier_4,44.13333333333333,0.4666666666666667,PIT,3.0
1845,WR,Teddy,Knox,Teddy Knox,BUF,0,-16384,0,-4096,462,-128,572,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,15,0,0,2,0,Teddy,Knox,3668.0,3666.0,2.0,Signed,75.0,0.0,0.0,BUF,tier_4,30.8,0.2,BUF,-3.0
1846,HB,Deuce,Vaughn,Deuce Vaughn,TEN,193,-16384,0,-4096,228,-128,526,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,1,15,0,3,29,3,Deuce,Vaughn,1720.0,1718.0,29.0,Signed,76.0,0.0,0.0,TEN,tier_4,28.066666666666666,0.26666666666666666,TEN,-2.0
1847,WR,Christian,Kirk,Christian Kirk,DEN,6,-16384,0,-4096,342,-128,553,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,2,11,0,0,3,0,Christian,Kirk,1506.0,1504.0,3.0,Signed,74.0,0.0,0.0,DEN,tier_5,31.636363636363637,0.18181818181818182,DEN,0.0
1848,WR,Mario,Williams,Mario Williams,NO,25,-16384,0,-4096,822,-128,788,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,7,15,0,0,26,0,Mario,Williams,2467.0,2465.0,26.0,Signed,75.0,0.0,0.0,NO,tier_4,56.46666666666667,0.4666666666666667,NO,5.0
1849,WR,Tyreek,Hill,Tyreek Hill,CHI,21,-16384,0,-4096,913,-128,935,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,3,15,0,0,0,0,Tyreek,Hill,1178.0,1176.0,0.0,Signed,79.0,0.0,0.0,CHI,tier_4,62.266666666666666,0.2,CHI,0.0
1850,WR,Jerry,Jeudy,Jerry Jeudy,DET,5,-16384,0,-4096,708,-128,780,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,9,15,0,0,18,0,Jerry,Jeudy,1357.0,1355.0,18.0,Signed,76.0,0.0,0.0,DET,tier_4,47.53333333333333,0.6,DET,5.0
1851,WR,Jalen,McMillian,Jalen McMillian,DET,9,-16384,0,-4096,794,-128,1010,-4096,False,0,0,0,0,0,0,0,5,-128,-128,0,0,0,0,0,7,14,0,0,18,0,Jalen,McMillian,3241.0,3239.0,18.0,Signed,80.0,0.0,0.0,DET,tier_3,57.357142857142854,0.5,DET,3.0
