Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
316,P,Johnny,Hekker,Johnny Hekker,CLE,0,2660,3005,0,65,15,165,0,47,5,96,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,62,0,0,0,15,Johnny,Hekker,1131.0,1129.0,4.0,Signed,80.0,0.0,0.0,CLE,tier_3,,,,0.0,46.23076923076923,0.8851913477537438,CLE,1
317,P,Brandon,Wright,Brandon Wright,BAL,0,2334,2580,0,60,20,59,0,46,5,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,2,15,Brandon,Wright,2944.0,2942.0,24.0,Signed,70.0,0.0,0.0,BAL,tier_5,,,,0.0,43.0,0.9046511627906977,BAL,1
318,K,Parker,Lewis,Parker Lewis,HOU,0,0,0,1,0,0,121,30,0,5,66,False,0,0,27,27,0,10,8,3,6,0,3,6,21,53,15,31,46,5,7,0,15,Parker,Lewis,2149.0,2147.0,31.0,Signed,72.0,0.0,0.0,HOU,tier_5,0.7777777777777778,0.9,0.6666666666666666,,,,HOU,-2
319,K,Joey,Slye,Joey Slye,WAS,0,0,0,0,0,0,44,26,0,5,0,False,0,0,21,24,0,4,5,6,6,0,6,6,21,54,11,25,0,4,5,0,12,Joey,Slye,2409.0,2407.0,25.0,Signed,68.0,0.0,0.0,WAS,tier_6,1.0,0.9230769230769231,1.0,,,,WAS,10
320,P,Tom,Hutton,Tom Hutton,TEN,0,2381,2641,0,62,18,62,0,51,5,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,15,Tom,Hutton,2701.0,2699.0,29.0,Signed,69.0,0.0,0.0,TEN,tier_6,,,,0.0,42.596774193548384,0.9015524422567209,TEN,3
321,K,Ethan,Moczulski,Ethan Moczulski,TEN,0,0,0,0,0,0,152,45,0,5,83,False,0,0,30,43,0,10,10,7,3,0,7,3,25,53,15,29,57,5,10,0,15,Ethan,Moczulski,795.0,793.0,29.0,Signed,75.0,0.0,0.0,TEN,tier_4,0.8333333333333334,0.9555555555555556,0.75,,,,TEN,2
322,K,Blake,Mazza,Blake Mazza,NO,0,0,0,0,0,0,53,28,0,5,0,False,0,0,25,24,0,12,1,6,6,0,6,6,18,53,15,26,0,5,1,0,15,Blake,Mazza,3548.0,3546.0,26.0,Signed,72.0,0.0,0.0,NO,tier_5,0.72,0.8571428571428571,0.46153846153846156,,,,NO,-10
323,P,A.J.,Cole III,A.J. Cole III,NO,0,3737,3919,0,89,29,153,0,45,5,60,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,26,39,0,0,0,15,A.J.,Cole III,481.0,479.0,26.0,Signed,74.0,0.0,0.0,NO,tier_5,,,,0.10344827586206896,44.03370786516854,0.9535595815258995,NO,4
324,K,Zane,Gonzalez,Zane Gonzalez,BAL,0,0,0,0,0,0,141,40,0,5,80,False,0,0,29,37,0,12,5,6,6,0,6,6,24,56,15,24,49,7,5,0,15,Zane,Gonzalez,968.0,966.0,24.0,Signed,79.0,0.0,0.0,BAL,tier_4,0.8275862068965517,0.925,0.7058823529411765,,,,BAL,0
325,K,Jack,Podlesny,Jack Podlesny,SF,1,0,0,1,0,0,150,40,0,5,77,False,0,0,31,37,0,12,11,2,6,0,2,6,24,54,15,14,41,5,11,0,15,Jack,Podlesny,1128.0,1126.0,14.0,Signed,72.0,0.0,0.0,SF,tier_5,0.7741935483870968,0.925,0.6956521739130435,,,,SF,1
326,K,Camden,Lewis,Camden Lewis,JAX,0,0,0,1,0,0,154,35,0,5,83,False,0,0,36,34,0,11,11,6,8,0,6,8,29,54,15,16,61,4,11,0,15,Camden,Lewis,2102.0,2100.0,16.0,Signed,80.0,0.0,0.0,JAX,tier_3,0.8055555555555556,0.9714285714285714,0.6818181818181818,,,,JAX,-2
327,P,Pressley,Harvin III,Pressley Harvin III,DAL,0,2869,3096,0,70,23,67,0,52,5,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,15,Pressley,Harvin III,1108.0,1106.0,10.0,Signed,73.0,0.0,0.0,DAL,tier_5,,,,0.0,44.22857142857143,0.9266795865633075,DAL,3
328,P,Logan,Cooke,Logan Cooke,LAR,0,2856,3107,0,73,19,72,0,44,5,2,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,15,Logan,Cooke,516.0,514.0,23.0,Signed,70.0,0.0,0.0,LAR,tier_5,,,,0.05263157894736842,42.56164383561644,0.9192146765368523,LAR,0
329,K,Nathan,Dibert,Nathan Dibert,LAR,0,0,0,0,0,0,137,38,0,5,74,False,0,0,25,35,0,12,6,3,4,0,3,4,21,56,15,23,42,8,6,0,15,Nathan,Dibert,3520.0,3518.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,0.84,0.9210526315789473,0.7777777777777778,,,,LAR,5
330,K,Sam,Sloman,Sam Sloman,NE,0,0,0,2,0,0,67,35,0,5,0,False,0,0,32,31,0,11,10,4,7,0,4,7,23,51,15,21,0,2,10,0,15,Sam,Sloman,2407.0,2405.0,21.0,Signed,70.0,0.0,0.0,NE,tier_5,0.71875,0.8857142857142857,0.5714285714285714,,,,NE,-8
331,P,Corey,Bojorquez,Corey Bojorquez,NYG,0,2841,3062,0,66,20,133,0,53,5,74,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,46,0,0,0,15,Corey,Bojorquez,226.0,224.0,15.0,Signed,80.0,0.0,0.0,NYG,tier_3,,,,0.05,46.39393939393939,0.9278249510124101,NYG,1
332,P,Michael,Turk,Michael Turk,ATL,0,3268,3482,0,80,21,82,0,45,5,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,15,Michael,Turk,3552.0,3550.0,13.0,Signed,72.0,0.0,0.0,ATL,tier_5,,,,0.047619047619047616,43.525,0.9385410683515221,ATL,1
333,K,Chris,Boswell,Chris Boswell,ATL,0,0,0,0,0,0,117,23,0,5,66,False,0,0,26,23,0,1,11,11,3,0,11,3,25,48,15,13,36,0,11,0,15,Chris,Boswell,246.0,244.0,13.0,Signed,72.0,0.0,0.0,ATL,tier_5,0.9615384615384616,1.0,0.9166666666666666,,,,ATL,9
334,P,Jonathan,Lake,Jonathan Lake,DET,0,2688,2874,0,68,21,69,0,43,5,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,1,15,Jonathan,Lake,2983.0,2981.0,18.0,Signed,69.0,0.0,0.0,DET,tier_6,,,,0.2857142857142857,42.26470588235294,0.9352818371607515,DET,-3
335,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,DET,0,0,0,1,0,0,158,35,0,5,85,False,0,0,37,33,0,5,13,13,6,0,13,6,32,51,15,18,47,1,12,0,15,Ka'imi,Fairbairn,785.0,783.0,18.0,Signed,69.0,0.0,0.0,DET,tier_6,0.8648648648648649,0.9428571428571428,0.7222222222222222,,,,DET,7
336,K,Aldrick,Rosas,Aldrick Rosas,DEN,0,0,0,0,0,0,144,32,0,5,78,False,0,0,33,31,0,11,11,4,7,0,4,7,29,57,15,3,55,7,11,0,15,Aldrick,Rosas,2268.0,2266.0,3.0,Signed,85.0,0.0,0.0,DEN,tier_2,0.8787878787878788,0.96875,0.8181818181818182,,,,DEN,0
337,P,Braden,Mann,Braden Mann,DEN,0,2201,2407,0,53,13,53,0,46,5,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,15,Braden,Mann,1683.0,1681.0,3.0,Signed,78.0,0.0,0.0,DEN,tier_4,,,,0.0,45.41509433962264,0.9144162858329872,DEN,2
338,P,Tress,Way,Tress Way,WAS,0,3204,3576,0,80,22,135,0,52,5,66,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,25,41,0,0,0,15,Tress,Way,2774.0,2772.0,25.0,Signed,76.0,0.0,0.0,WAS,tier_4,,,,0.18181818181818182,44.7,0.8959731543624161,WAS,-5
339,P,Tucker,Day,Tucker Day,NYJ,0,2952,3154,0,69,21,149,0,47,5,78,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,17,54,0,0,1,15,Tucker,Day,3746.0,3744.0,17.0,Signed,79.0,0.0,0.0,NYJ,tier_4,,,,0.14285714285714285,45.710144927536234,0.9359543436905516,NYJ,1
340,P,Rigoberto,Sanchez,Rigoberto Sanchez,MIN,0,2485,2686,0,59,21,149,0,47,5,89,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,30,60,0,0,0,15,Rigoberto,Sanchez,2306.0,2304.0,30.0,Signed,78.0,0.0,0.0,MIN,tier_4,,,,0.047619047619047616,45.52542372881356,0.9251675353685778,MIN,1
341,K,Gabe,Brkic,Gabe Brkic,MIN,1,0,0,0,0,0,74,42,0,5,0,False,0,0,32,37,0,11,7,6,8,0,6,8,27,59,15,30,0,6,7,0,15,Gabe,Brkic,2411.0,2409.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,0.84375,0.8809523809523809,0.7222222222222222,,,,MIN,-2
342,K,Trey,Wolff,Trey Wolff,IND,0,0,0,1,0,0,131,32,0,5,70,False,0,0,33,28,0,10,12,8,3,0,8,3,26,57,15,9,41,3,12,0,15,Trey,Wolff,1499.0,1497.0,9.0,Signed,75.0,0.0,0.0,IND,tier_4,0.7878787878787878,0.875,0.6818181818181818,,,,IND,-3
343,P,Mitch,Wishnowsky,Mitch Wishnowsky,IND,0,2563,2799,0,63,18,60,0,48,5,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,15,Mitch,Wishnowsky,2914.0,2912.0,9.0,Signed,74.0,0.0,0.0,IND,tier_5,,,,0.0,44.42857142857143,0.9156841729188996,IND,3
344,P,Ryan,Bujcevski,Ryan Bujcevski,ARI,0,3094,3304,0,76,21,72,0,50,5,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,0,0,0,15,Ryan,Bujcevski,3743.0,3741.0,6.0,Signed,73.0,0.0,0.0,ARI,tier_5,,,,0.23809523809523808,43.473684210526315,0.9364406779661016,ARI,-3
345,K,Josh,Lambo,Josh Lambo,ARI,0,0,0,1,0,0,138,34,0,5,78,False,0,0,30,33,0,6,10,8,6,0,8,6,25,51,15,6,45,1,10,0,15,Josh,Lambo,1537.0,1535.0,6.0,Signed,72.0,0.0,0.0,ARI,tier_5,0.8333333333333334,0.9705882352941176,0.6875,,,,ARI,4
346,P,Jake,Camarda,Jake Camarda,SEA,0,2867,3128,0,69,17,67,0,55,5,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,15,Jake,Camarda,3744.0,3742.0,27.0,Signed,77.0,0.0,0.0,SEA,tier_4,,,,0.17647058823529413,45.333333333333336,0.9165601023017903,SEA,-2
347,K,Younghoe,Koo,Younghoe Koo,SEA,0,0,0,1,0,0,142,39,0,5,75,False,0,0,30,37,0,11,5,10,4,0,9,4,25,54,15,27,41,7,5,0,15,Younghoe,Koo,1519.0,1517.0,27.0,Signed,80.0,0.0,0.0,SEA,tier_3,0.8333333333333334,0.9487179487179487,0.75,,,,SEA,0
348,P,Matt,Haack,Matt Haack,SF,0,2173,2318,0,56,17,59,0,43,5,2,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,0,15,Matt,Haack,1031.0,1029.0,14.0,Signed,66.0,0.0,0.0,SF,tier_6,,,,0.058823529411764705,41.392857142857146,0.9374460742018982,SF,2
349,K,Harrison,Butker,Harrison Butker,GB,0,0,0,0,0,0,132,33,0,5,69,False,0,0,28,32,0,11,5,9,3,0,9,3,22,58,15,19,44,5,5,0,15,Harrison,Butker,365.0,363.0,19.0,Signed,89.0,0.0,0.0,GB,tier_2,0.7857142857142857,0.9696969696969697,0.625,,,,GB,-4
350,K,Cairo,Santos,Cairo Santos,TB,0,0,0,1,0,0,121,29,0,5,64,False,0,0,26,28,0,11,8,4,3,0,4,3,15,49,15,5,39,0,8,0,15,Cairo,Santos,2311.0,2309.0,5.0,Signed,75.0,0.0,0.0,TB,tier_4,0.5769230769230769,0.9655172413793104,0.42105263157894735,,,,TB,-9
351,P,Blake,Gillikin,Blake Gillikin,TB,0,3331,3560,0,81,26,83,0,45,5,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,15,Blake,Gillikin,941.0,939.0,5.0,Signed,74.0,0.0,0.0,TB,tier_5,,,,0.19230769230769232,43.95061728395062,0.9356741573033708,TB,-2
352,P,Jamie,Gillan,Jamie Gillan,GB,0,2435,2604,0,58,16,60,0,46,5,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,0,0,0,1,14,Jamie,Gillan,936.0,934.0,19.0,Signed,76.0,0.0,0.0,GB,tier_4,,,,0.0,44.89655172413793,0.935099846390169,GB,1
353,P,Tommy,Townsend,Tommy Townsend,MIA,0,3401,3565,0,80,25,83,0,46,5,1,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,15,Tommy,Townsend,2653.0,2651.0,11.0,Signed,76.0,0.0,0.0,MIA,tier_4,,,,0.32,44.5625,0.9539971949509116,MIA,-5
354,P,Hunter,Niswander,Hunter Niswander,CAR,0,3227,3418,0,74,25,77,0,47,5,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,1,15,Hunter,Niswander,1948.0,1946.0,20.0,Signed,80.0,0.0,0.0,CAR,tier_3,,,,0.2,46.189189189189186,0.9441193680514921,CAR,0
355,K,Justin,Tucker,Justin Tucker,CAR,0,0,0,1,0,0,134,35,0,5,72,False,0,0,25,33,0,13,6,3,3,0,3,3,20,56,15,20,46,9,5,0,15,Justin,Tucker,2668.0,2666.0,20.0,Signed,82.0,0.0,0.0,CAR,tier_3,0.8,0.9428571428571428,0.7368421052631579,,,,CAR,-2
356,K,Andre,Szmyt,Andre Szmyt,BUF,1,0,0,0,0,0,130,31,0,5,69,False,0,0,30,28,0,11,8,6,5,0,6,5,22,54,15,2,48,3,8,0,15,Andre,Szmyt,3749.0,3747.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,0.7333333333333333,0.9032258064516129,0.5789473684210527,,,,BUF,-5
357,P,Bryce,McFerson,Bryce McFerson,BUF,0,2389,2509,0,57,24,58,0,46,5,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,15,Bryce,McFerson,551.0,549.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,,,,0.041666666666666664,44.01754385964912,0.9521721801514548,BUF,4
358,K,Alex,McPherson,Alex McPherson,LAC,0,0,0,1,0,0,60,35,0,5,0,False,0,0,25,32,0,5,12,3,5,0,3,4,20,50,15,7,0,1,12,0,15,Alex,McPherson,2545.0,2543.0,7.0,Signed,68.0,0.0,0.0,LAC,tier_6,0.8,0.9142857142857143,0.7647058823529411,,,,LAC,5
359,P,Alex,Bacchetta,Alex Bacchetta,LAC,0,2468,2694,0,63,12,149,0,44,5,71,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,7,49,0,0,0,15,Alex,Bacchetta,2.0,0.0,7.0,Signed,70.0,0.0,0.0,LAC,tier_5,,,,0.3333333333333333,42.76190476190476,0.9161098737936154,LAC,-6
360,K,Alex,McPherson,Alex McPherson,CHI,0,0,0,2,0,0,130,41,0,5,72,False,0,0,24,39,0,10,6,4,4,0,4,4,17,56,15,0,49,3,6,0,15,Alex,McPherson,884.0,882.0,0.0,Signed,79.0,0.0,0.0,CHI,tier_4,0.7083333333333334,0.9512195121951219,0.5625,,,,CHI,-7
361,P,Austin,McNamara,Austin McNamara,CHI,0,2703,3042,0,67,28,65,0,53,5,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,Austin,McNamara,2405.0,2403.0,0.0,Signed,77.0,0.0,0.0,CHI,tier_4,,,,0.07142857142857142,45.40298507462686,0.888560157790927,CHI,0
362,P,Sterling,Hofrichter,Sterling Hofrichter,PHI,0,2456,2746,0,61,23,10,0,66,5,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,15,Sterling,Hofrichter,1192.0,1190.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,,,,0.21739130434782608,45.01639344262295,0.8943918426802622,PHI,-1
363,P,Dom,Maggio,Dom Maggio,HOU,0,3105,3296,0,77,27,75,0,50,5,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,0,0,0,15,Dom,Maggio,1673.0,1671.0,31.0,Signed,70.0,0.0,0.0,HOU,tier_5,,,,0.037037037037037035,42.8051948051948,0.9420509708737864,HOU,1
364,K,Jason,Sanders,Jason Sanders,MIA,0,0,0,0,0,0,136,29,0,5,72,False,0,0,31,29,0,10,11,3,7,0,3,7,23,52,15,11,42,2,11,0,15,Jason,Sanders,2308.0,2306.0,11.0,Signed,81.0,0.0,0.0,MIA,tier_3,0.7419354838709677,1.0,0.6190476190476191,,,,MIA,-3
365,P,Jack,Fox,Jack Fox,NE,0,2808,2973,0,64,20,139,0,48,5,73,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,21,52,0,0,0,15,Jack,Fox,858.0,856.0,21.0,Signed,82.0,0.0,0.0,NE,tier_3,,,,0.35,46.453125,0.9445005045408678,NE,-4
366,K,Will,Bettridge,Will Bettridge,KC,0,0,0,0,0,0,76,46,0,5,0,False,0,0,30,44,0,9,6,9,6,0,9,6,24,54,15,8,0,3,6,0,15,Will,Bettridge,3636.0,3634.0,8.0,Signed,70.0,0.0,0.0,KC,tier_5,0.8,0.9565217391304348,0.6,,,,KC,1
367,K,Tyler,Bass,Tyler Bass,CLE,0,0,0,0,0,0,85,50,0,5,0,False,0,0,34,49,0,12,11,4,7,0,4,7,31,58,15,4,0,9,11,0,15,Tyler,Bass,149.0,147.0,4.0,Signed,77.0,0.0,0.0,CLE,tier_4,0.9117647058823529,0.98,0.8695652173913043,,,,CLE,5
368,K,Cade,York,Cade York,DAL,0,0,0,0,0,0,139,28,0,5,76,False,0,0,37,27,0,11,12,7,7,0,7,7,31,54,15,10,41,5,12,0,15,Cade,York,3126.0,3124.0,10.0,Signed,83.0,0.0,0.0,DAL,tier_3,0.8378378378378378,0.9642857142857143,0.7391304347826086,,,,DAL,-1
371,K,Justin,Rohrwasser,Justin Rohrwasser,NYJ,0,0,0,1,0,0,61,35,0,5,0,False,0,0,26,33,0,7,8,7,4,0,7,4,24,56,15,17,0,5,8,0,15,Justin,Rohrwasser,2264.0,2262.0,17.0,Signed,75.0,0.0,0.0,NYJ,tier_4,0.9230769230769231,0.9428571428571428,0.8666666666666667,,,,NYJ,4
372,P,Brett,Thorson,Brett Thorson,KC,0,3003,3200,0,73,24,159,0,45,5,86,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,8,53,0,0,0,15,Brett,Thorson,751.0,749.0,8.0,Signed,74.0,0.0,0.0,KC,tier_5,,,,0.25,43.83561643835616,0.9384375,KC,-7
