FullName,Position,TeamName,SkillPointOff
JJ Moss,WR,NYJ,-1
JaMarcus Shelby,TE,DAL,-3
JaMichael Brackett,TE,MIA,4
Jacoby Owens,WR,SEA,-2
Jaedon Hayes,HB,PHI,2
Jahlil Archer,TE,BAL,3
Jaleel Redmon,WR,CIN,0
Jamaal Jones,WR,PHI,8
James Bradley,WR,TEN,4
Jaylen Austin,HB,NE,0
Jayln Hickman,WR,BAL,-6
Jelani Brooks,HB,BAL,8
Jerod Felder Jr,WR,NE,-6
Jerry McCormick,TE,BAL,-1
Joe Andrews,WR,IND,2
Joel Clifford,WR,CLE,-2
Joel Moses,HB,BUF,-1
Joesph Doaks,WR,CIN,-3
Joey O'Neill,TE,PIT,-5
Jonathan Bradford,HB,JAX,3
Jonathan Goodson,TE,WAS,7
Jonathan Hawkins,WR,NO,2
Jonathan Trejo,TE,CIN,2
Jose Kincade,TE,SF,-2
Josh Nolan,WR,BAL,-4
Joshua Ware,WR,DEN,0
Juan Young,HB,HOU,6
Julian Wallace,TE,BUF,-4
Julius Hill,WR,ARI,-2
K.C. Morant,HB,DAL,-7
Kahlil Beekman,HB,NYG,0
Kasey Koerner,TE,DEN,1
Keegan Walker Jr,WR,DAL,4
Kelvin Stroud,WR,TEN,-3
Kemani Matthews Jr,HB,NO,13
Kendrick Green,WR,CAR,2
Kendrick Patton,HB,LAC,2
Kenny McKee,WR,BAL,2
Kentrell Poe,TE,IND,3
Kenya Sutton,HB,CHI,-5
Kenyon Diggs Jr,WR,SEA,4
Kian Wroten,WR,WAS,2
Kirk Harrison,WR,MIA,5
Kordell Turner,WR,LAR,0
Koren Blackburn,WR,PIT,2
LaMichael Griffen,HB,CAR,6
Lamar Noel,HB,ARI,-3
Lance Jones,WR,DET,-4
Lashawn Richardson,WR,BUF,2
Leron Melvin-Fowler,WR,LAR,4
Lloyd Temple,WR,NO,0
Logan Brown,TE,ATL,2
Luis Ventura,TE,KC,0
Luke McCleod,TE,SF,8
Lyle Brown,WR,SEA,0
Malachi Woodson,HB,WAS,2
Mark Fletcher,HB,CHI,9
Mark Lucier,TE,LAR,1
Marquell Sawyer,WR,LAC,2
Martin Jackson,WR,SF,-1
Matthew Cavanaugh,TE,LV,-2
Mavin Robertson,WR,JAX,2
Max Jarrett,TE,TB,3
Michael Dunn,HB,NYJ,-1
Mikah Rose Jr,WR,PHI,-5
Mike Cleary,WR,SF,-4
Mojo Morse,WR,CLE,6
Nathan Bishop,TE,NE,4
Nazir Aaitui,HB,PHI,4
Nicholas Hawley,TE,MIN,-5
Nick Klein,TE,JAX,3
Nick Tull-Parrish,WR,KC,1
Noel Lowry Jr,WR,NYJ,-4
Pat Williams,HB,NE,-2
Patrick Northcutt,HB,GB,-10
Phillip Young,TE,BAL,-3
Quannel Hobbs,HB,MIN,-5
Quincy Bennett,TE,ARI,3
Rayshawn Thomas,HB,MIN,-2
Richard James,WR,DAL,-1
Richard Monroe,TE,NE,-2
Robert Cobbs,WR,MIN,0
Shaq Bennett,WR,PHI,-12
Shawn Peters,WR,NYG,-2
Sheldon Sharper Jr,HB,DEN,0
Shevon Wiggins,TE,NYJ,-1
Sid Branson,WR,DAL,0
Skylar Alexander,TE,CLE,-5
Solomon Turbin,HB,IND,2
Spencer McLean,TE,TEN,3
Stefon Garrard,WR,TB,0
Terrance Smith,WR,DET,1
Terrance Whitehead,TE,DET,0
Terrell Saunders,WR,LV,2
Tetairoa McMillan,WR,CHI,2
Tevin McCord,TE,IND,3
Theo Kirkendoll,WR,KC,-4
Theo Long,TE,MIA,1
Thomas Wolff,TE,CAR,7
Timmy Northrup,WR,NYG,2
Tramon Turner,WR,NYJ,-2
Travis McClain,TE,DAL,0
Travis Shepherd,WR,DAL,6
Tremaine Crosby,HB,NYJ,2
Trevante Dawson,WR,IND,0
Trevon Wallace,WR,CAR,-7
Trevor Tomlinson,WR,LV,-5
Trevor Williams,HB,NO,0
Troy Chatman,WR,PIT,2
Tyler Heath,WR,GB,-5
Tyler McGrath,TE,CHI,-2
Tyler Schilling,WR,NE,0
Tyquan Dunn,WR,LV,-5
Tyreek Faulk,WR,LAR,-3
Tyrell McFadden,WR,ARI,-3
Velvario Martin,HB,JAX,4
Venzell Chambers,HB,KC,-7
Virgil Harding,HB,CAR,-1
Wendell Brown,HB,CLE,-1
Will Brock,HB,PIT,-3
Xavi Wharton,WR,BUF,4
Xayvion Pittman,WR,TEN,-1
Zach Howard,WR,MIA,-2
