FullName,Position,TeamName,SkillPointOff
D.J. Chark Jr,WR,NYJ,-3
D.J. Moore,WR,CAR,3
D.K. Metcalf,WR,SEA,-3
Dallas Goedert,TE,PHI,1
Dalton Keene,TE,GB,-3
Dalton Schultz,TE,DAL,1
Damien Harris,HB,NE,-1
Dante Wright,WR,PHI,0
Darius Slayton,WR,HOU,11
Darnell Mooney,WR,SF,-2
Darnell Washington,TE,PIT,0
Darren Waller,TE,LV,-1
Darrynton Evans,HB,PIT,-1
Davante Adams,WR,NYJ,-5
David Bell,WR,NO,0
David Njoku,TE,ARI,1
Dawson Knox,TE,BUF,5
DeAndre Hopkins,WR,ARI,1
DeVonta Smith,WR,IND,8
Deebo Samuel,WR,SF,-8
Deion Colzie,WR,LAC,0
Deion Smith,WR,NYG,2
Demetric Felton,HB,CLE,-1
Deonte Harris,WR,LV,-3
Derrick Henry,HB,LAR,-2
Deuce Vaughn,HB,TEN,5
Devin Duvernay,WR,ATL,1
Devin Singletary,HB,BUF,2
Devon Starling,HB,ARI,-3
Devyn Ford,HB,LAR,0
Dezmon Patmon,WR,IND,3
Diontae Johnson,WR,PIT,1
Dominique Dafney,TE,NYG,0
Donald Parham Jr,TE,GB,-1
Dontay Demus Jr.,WR,NYJ,0
Drake London,WR,KC,3
Drew Sample,TE,LAR,6
Dyami Brown,WR,WAS,-4
Dylan Soehner,TE,PHI,0
E.J. Williams,WR,ATL,-2
Elijah Collins,HB,NYJ,-2
Elijah Mitchell,HB,SF,4
Elijah Moore,WR,NYJ,2
Emeka Egubka,WR,SF,1
Eric Ebron,TE,PIT,0
Eric Gray,HB,TB,-1
Erick All,TE,DET,0
Erik Ezukanma,WR,PIT,0
Evan Engram,TE,NYG,2
Ezekiel Elliott,HB,DAL,-1
Foster Moreau,TE,CIN,0
Freddie Swain,WR,SEA,0
Gabriel Davis,WR,DEN,-2
Garrett Wilson,WR,PHI,2
George Kittle,TE,SF,3
George Pickens,WR,PIT,-7
Gerald Everett,TE,NYJ,0
Harrison Bryant,TE,CLE,-3
Hayden Rucci,TE,WAS,0
Henry Parish Jr.,HB,CHI,1
Hudson Henry,TE,KC,-3
Hunter Henry,TE,HOU,-2
Hunter Long,TE,MIA,0
Hunter Renfrow,WR,LV,3
Ihmir Smith-Marsette,WR,MIN,0
Isaac Rex,TE,CAR,0
Isaiah Likely,TE,TB,0
Isaiah Spiller,HB,NE,-4
J.J. Koski,WR,KC,0
J.J. Pegues,TE,CHI,0
J.Michael Sturdivant,WR,LAR,0
Ja'Marr Chase,WR,CIN,1
Jace Sternberger,TE,SF,-3
Jack Stoll,TE,CIN,2
Jacob Harris,TE,LAR,0
Jacorey Brooks,WR,BUF,-3
Jadan Blue,WR,NYG,6
Jadon Haselwood,WR,CLE,1
Jaelon Darden,WR,TB,0
Jahan Dotson,WR,NE,-2
Jahleel Billingsley,TE,PHI,0
Jahmyr Gibbs,HB,MIN,2
Jake Briningstol,TE,TB,-3
Jake Ferguson,TE,DEN,0
Jake Funk,HB,LAR,3
Jake Smith,WR,BAL,-2
Jakobi Meyers,WR,LV,2
Jalen Guyton,WR,HOU,-2
Jalen Knox,WR,JAX,0
Jalen McMillian,WR,DET,0
Jalen Reagor,WR,PHI,4
Jalen Tolbert,WR,DAL,-1
Jalen Wydermyer,TE,WAS,-1
Jalin Hyatt,WR,CIN,0
James Robinson,HB,JAX,-14
James Washington,WR,PIT,-3
Jameson Williams,WR,MIN,1
Jarvis Landry,WR,CLE,0
Jatarvious Whitlow,HB,SF,2
Javian Hawkins,HB,LAC,-1
Javonte Williams,HB,DEN,-2
Jaxson Smith-Njikba,WR,CLE,4
Jaylan Knighton,HB,DAL,3
Jaylen Waddle,WR,MIA,0
Jeremy Ruckert,TE,ARI,1
Jerrion Ealy,HB,KC,-1
Jerry Jeudy,WR,DET,-8
Joe Mixon,HB,CIN,0
John Bates,TE,WAS,0
John Emery Jr,HB,CAR,-1
John Fitzpatrick,TE,TEN,0
John Metchie III,WR,JAX,1
Johnny Wilson,WR,MIA,0
Jonnu Smith,TE,LAC,7
Jordan Addison,WR,HOU,2
Jordan Whittington,WR,TB,-3
Joseph Ngata,WR,MIA,4
Josh Jacobs,HB,LV,-2
Josh Whyle,TE,JAX,2
Joshua Cephus,WR,WAS,0
Joshua Palmer,WR,LAC,-1
JuJu Smith-Schuster,WR,HOU,0
Jude Wolfe,TE,DAL,0
Julian Fleming,WR,CAR,0
Justice Hill,HB,WAS,12
Justin Jefferson,WR,LAC,-2
Justyn Ross,WR,SEA,1
Juwan Johnson,TE,CIN,-1
K.J. Hamler,WR,DEN,-2
K.J. Osborn,WR,MIN,2
Kadarius Toney,WR,NYG,-2
Kamarro Edmonds,HB,DET,-1
Kareem Hunt,HB,MIA,-1
Kayshon Boutte,WR,GB,2
Keaontay Ingram,HB,LV,-1
Keaton Upshaw,TE,CAR,0
Keenan Allen,WR,DEN,-4
Kendall Milton,HB,NYG,1
Kendrick Bourne,WR,NE,-2
Kene Nwangwu,HB,MIN,-2
Kenneth Gainwell,HB,PHI,-1
Kenneth Walker III,HB,ATL,-1
Kyle Pitts,TE,ATL,-3
Kylen Granson,TE,IND,0
Kylin Hill,HB,GB,6
Kyren Williams,HB,LAC,3
Larry Rountree III,HB,LAC,-1
Lavel Davis Jr.,WR,PHI,0
Leddie Brown,HB,TEN,-2
Luke Farrell,TE,JAX,0
Luke Ford,TE,LV,0
Mario Williams,WR,NO,5
Mark Andrews,TE,BAL,-5
Marlon Mack,HB,MIA,3
Marquise Brown,WR,BAL,-5
Marvin Mims,WR,KC,0
Max Borghi,HB,IND,3
Maxx Williams,TE,JAX,2
Mecole Hardman,WR,NE,-2
Michael Haupert,HB,NYG,0
Michael Pittman Jr,WR,PHI,-2
Michael Thomas,WR,NO,8
Mike Evans,WR,TB,-2
Mike Gesicki,TE,MIA,-4
Mike Sainristil,WR,MIA,2
Mike Williams,WR,ATL,-1
Miles Boykin,WR,GB,0
Miles Joiner,TE,NE,0
Miles Sanders,HB,HOU,-7
Mitchell Wilcox,TE,CHI,0
Mohamed Ibrahim,HB,NO,-2
Mycah Pittman,WR,BUF,-2
N'Keal Harry,WR,LAC,-1
Najee Harris,HB,PIT,1
Nate McCrary,HB,LAR,-1
Nic McTear,TE,LAR,0
Nico Collins,WR,HOU,-2
Noah Fant,TE,DEN,0
Noah Gray,TE,KC,-7
Nyheim Hines,HB,IND,3
O.J. Howard,TE,TB,1
Odell Beckham Jr,WR,BUF,1
Olabisi Johnson,WR,TEN,-7
Parker Washington,WR,CLE,-2
Pat Freiermuth,TE,PIT,2
Preston Williams,WR,CHI,8
Racey McMath,WR,TEN,0
Rakim Jarrett,WR,CIN,-1
Rashod Bateman,WR,BAL,3
Re'Mahn Davis,HB,WAS,0
Rhamondre Stevenson,HB,NE,-3
Ricky Slade,HB,KC,0
Ricky White,WR,IND,0
Rico Dowdle,HB,MIA,0
Robert Tonyan,TE,IND,-1
Robert Woods,WR,LAR,4
Rondale Moore,WR,ARI,3
Ross Dwelley,TE,HOU,-2
Russell Gage Jr,WR,BUF,2
Ryan Nall,HB,CHI,0
Sam LaPorta,TE,BAL,0
Scotty Miller,WR,TB,-2
Seth Williams,WR,LAR,0
Shi Smith,WR,CAR,-2
Simi Fehoko,WR,DAL,0
Sincere McCormick,HB,TB,-2
Stefon Diggs,WR,ARI,5
Steven Sims,WR,SF,-2
T.J. Hockenson,TE,DET,-5
Tee Higgins,WR,CIN,-1
Terrace Marshall Jr,WR,CAR,0
Terry McLaurin,WR,WAS,0
Thaddeus Moss,TE,BAL,0
Theo Wease,WR,MIN,1
Thomas Fidone,TE,IND,0
Tommy Hudson,TE,BUF,0
Tommy Tremble,TE,CAR,4
Tony Pollard,HB,TB,3
Travis Etienne Jr,HB,BAL,3
Travis Kelce,TE,KC,5
Tre' McKitty,TE,LAC,0
Tre'Quan Smith,WR,DET,3
Trey McBride,TE,LV,0
Trey Palmer,WR,NO,0
Treylon Burks,WR,TEN,-2
Tutu Atwell,WR,LAR,-1
Ty Fryfogle,WR,GB,0
Tylan Wallace,WR,BAL,0
Tyler Allgeier,HB,BAL,0
Tyler Boyd,WR,DAL,3
Tyler Conklin,TE,MIN,0
Tyler Davis,TE,MIN,1
Tyler Goodson,HB,CLE,1
Tyler Johnson,WR,LAC,-1
Tyreek Hill,WR,KC,3
WanDale Robinson,WR,PHI,0
Warren Thompson,WR,SF,0
Will Dissly,TE,SEA,-4
Xavier Worthy,WR,CAR,-7
Xazavian Valladay,HB,ATL,2
Zach Charbonnet,HB,PIT,0
Zach Evans,HB,LV,-1
Zack Moss,HB,BUF,-2
Zamir White,HB,CIN,6
Zay Flowers,WR,ARI,0
Zonovan Knight,HB,NYG,0
