Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
297,RT,Bobby,Hart,Bobby Hart,MIA,15,0,6,1114,False,15,11,0,4,Bobby,Hart,1102.0,1100.0,11.0,Signed,67.0,0.0,0.0,MIA,tier_6,5.3859964093357275,MIA,4
306,C,Creed,Humphrey,Creed Humphrey,KC,15,0,1,1048,False,15,8,0,4,Creed,Humphrey,1246.0,1244.0,8.0,Signed,91.0,0.0,0.0,KC,tier_1,0.9541984732824427,KC,1
323,RT,Sam,Cosmi,Sam Cosmi,WAS,15,0,11,958,False,15,25,0,4,Sam,Cosmi,529.0,527.0,25.0,Signed,74.0,0.0,0.0,WAS,tier_5,11.482254697286013,WAS,-1
380,C,Ezra,Dotson-Oyetade,Ezra Dotson-Oyetade,MIA,12,0,0,905,False,12,11,0,4,Ezra,Dotson-Oyetade,2165.0,2163.0,11.0,Signed,76.0,0.0,0.0,MIA,tier_4,0.0,MIA,8
488,LG,Mike,Onwenu,Mike Onwenu,NE,15,0,10,1094,False,15,21,0,4,Mike,Onwenu,2007.0,2005.0,21.0,Signed,88.0,0.0,0.0,NE,tier_2,9.140767824497258,NE,-6
496,LT,Cam,Robinson,Cam Robinson,SEA,15,0,13,1069,False,15,27,0,4,Cam,Robinson,2245.0,2243.0,27.0,Signed,76.0,0.0,0.0,SEA,tier_4,12.160898035547241,SEA,-2
500,LG,Austin,Jackson,Austin Jackson,LV,14,0,3,1070,False,14,22,0,4,Austin,Jackson,1297.0,1295.0,22.0,Signed,84.0,0.0,0.0,LV,tier_3,2.803738317757009,LV,3
561,RT,Chuma,Edoga,Chuma Edoga,ATL,10,0,6,668,False,10,13,0,4,Chuma,Edoga,727.0,725.0,13.0,Signed,68.0,0.0,0.0,ATL,tier_6,8.982035928143713,ATL,0
690,LT,Zion,Nelson,Zion Nelson,NE,15,0,12,994,False,15,21,0,4,Zion,Nelson,3356.0,3354.0,21.0,Signed,73.0,0.0,0.0,NE,tier_5,12.072434607645874,NE,-1
724,LT,Turner,Corcoran,Turner Corcoran,TB,14,0,7,984,False,14,5,0,4,Turner,Corcoran,1332.0,1330.0,5.0,Signed,76.0,0.0,0.0,TB,tier_4,7.113821138211382,TB,4
726,RG,Brady,Latham,Brady Latham,CAR,14,0,2,944,False,14,20,0,4,Brady,Latham,1743.0,1741.0,20.0,Signed,70.0,0.0,0.0,CAR,tier_5,2.1186440677966103,CAR,2
776,LG,Kendrick,Green,Kendrick Green,MIA,15,0,6,1055,False,15,11,0,4,Kendrick,Green,3574.0,3572.0,11.0,Signed,67.0,0.0,0.0,MIA,tier_6,5.687203791469194,MIA,0
980,LG,Ali,Marpet,Ali Marpet,TB,15,0,1,1144,False,15,5,0,4,Ali,Marpet,1688.0,1686.0,5.0,Signed,79.0,0.0,0.0,TB,tier_4,0.8741258741258742,TB,8
1153,LT,Dan,Becker,Dan Becker,TEN,15,0,5,1075,False,15,29,0,4,Dan,Becker,3441.0,3439.0,29.0,Signed,69.0,0.0,0.0,TEN,tier_6,4.651162790697675,TEN,12
1154,RT,Obinna,Eze,Obinna Eze,TEN,14,0,5,1006,False,14,29,0,4,Obinna,Eze,3516.0,3514.0,29.0,Signed,72.0,0.0,0.0,TEN,tier_5,4.970178926441352,TEN,10
1155,RG,Austin,Corbett,Austin Corbett,TEN,13,0,3,954,False,13,29,0,4,Austin,Corbett,525.0,523.0,29.0,Signed,78.0,0.0,0.0,TEN,tier_4,3.1446540880503147,TEN,-1
1156,LG,Kevin,Dotson,Kevin Dotson,TEN,7,0,1,437,False,12,29,0,4,Kevin,Dotson,684.0,682.0,29.0,Signed,72.0,0.0,0.0,TEN,tier_5,2.288329519450801,TEN,5
1160,C,Rocco,Spindler,Rocco Spindler,TEN,11,0,2,715,False,11,29,0,4,Rocco,Spindler,1302.0,1300.0,29.0,Signed,67.0,0.0,0.0,TEN,tier_6,2.797202797202797,TEN,0
1161,LG,David,Edwards,David Edwards,LAR,15,0,7,1066,False,15,23,0,4,David,Edwards,731.0,729.0,23.0,Signed,79.0,0.0,0.0,LAR,tier_4,6.566604127579738,LAR,-1
1265,LT,Jedrick,Wills Jr,Jedrick Wills Jr,NYG,14,0,7,841,False,14,15,0,4,Jedrick,Wills Jr,2878.0,2876.0,15.0,Signed,83.0,0.0,0.0,NYG,tier_3,8.323424494649228,NYG,3
1269,RG,Shaq,Mason,Shaq Mason,SEA,15,0,2,1139,False,15,27,0,4,Shaq,Mason,1704.0,1702.0,27.0,Signed,81.0,0.0,0.0,SEA,tier_3,1.7559262510974538,SEA,1
1271,RT,Taylor,Moton,Taylor Moton,CAR,15,0,10,1033,False,15,20,0,4,Taylor,Moton,1883.0,1881.0,20.0,Signed,82.0,0.0,0.0,CAR,tier_3,9.68054211035818,CAR,-3
1272,C,Luke,Matthews,Luke Matthews,CAR,14,0,0,1043,False,14,20,0,4,Luke,Matthews,3295.0,3293.0,20.0,Signed,87.0,0.0,0.0,CAR,tier_2,0.0,CAR,5
1277,RT,Ryan,Ramczyk,Ryan Ramczyk,NO,15,0,10,1040,False,15,26,0,4,Ryan,Ramczyk,2162.0,2160.0,26.0,Signed,85.0,0.0,0.0,NO,tier_2,9.615384615384617,NO,-4
1278,RG,Nate,Davis,Nate Davis,TEN,15,0,1,885,False,15,29,0,4,Nate,Davis,616.0,614.0,29.0,Signed,75.0,0.0,0.0,TEN,tier_4,1.1299435028248588,TEN,1
1279,C,Erik,McCoy,Erik McCoy,NO,15,0,3,1117,False,15,26,0,4,Erik,McCoy,1729.0,1727.0,26.0,Signed,84.0,0.0,0.0,NO,tier_3,2.6857654431512983,NO,-1
1299,LT,Jaxson,Kirkland,Jaxson Kirkland,CAR,7,0,6,508,False,10,20,0,4,Jaxson,Kirkland,3318.0,3316.0,20.0,Signed,69.0,0.0,0.0,CAR,tier_6,11.811023622047244,CAR,1
1300,RT,Penei,Sewell,Penei Sewell,DET,14,0,9,956,False,14,18,0,4,Penei,Sewell,2349.0,2347.0,18.0,Signed,86.0,0.0,0.0,DET,tier_2,9.414225941422595,DET,-4
1302,RT,Brandon,Parker,Brandon Parker,CHI,15,0,11,1003,False,15,0,0,4,Brandon,Parker,2037.0,2035.0,0.0,Signed,69.0,0.0,0.0,CHI,tier_6,10.967098703888334,CHI,0
1303,LG,Landon,Dickerson,Landon Dickerson,CHI,15,0,2,1098,False,15,0,0,4,Landon,Dickerson,653.0,651.0,0.0,Signed,90.0,0.0,0.0,CHI,tier_1,1.8214936247723132,CHI,1
1305,C,Ryan,Kelly,Ryan Kelly,CHI,15,0,2,975,False,15,0,0,4,Ryan,Kelly,1484.0,1482.0,0.0,Signed,75.0,0.0,0.0,CHI,tier_4,2.051282051282051,CHI,1
1309,LG,Aaryn,Parks,Aaryn Parks,ATL,14,0,6,977,False,15,13,0,4,Aaryn,Parks,253.0,251.0,13.0,Signed,78.0,0.0,0.0,ATL,tier_4,6.1412487205731825,ATL,-1
1314,RG,Cesar,Ruiz,Cesar Ruiz,NO,15,0,5,1040,False,15,26,0,4,Cesar,Ruiz,2284.0,2282.0,26.0,Signed,84.0,0.0,0.0,NO,tier_3,4.807692307692308,NO,-4
1316,LT,Paris,Johnson Jr.,Paris Johnson Jr.,ATL,14,0,10,992,False,14,13,0,4,Paris,Johnson Jr.,1064.0,1062.0,13.0,Signed,82.0,0.0,0.0,ATL,tier_3,10.080645161290322,ATL,1
1317,C,Matt,Hennessy,Matt Hennessy,ATL,15,0,5,1027,False,15,13,0,4,Matt,Hennessy,1139.0,1137.0,13.0,Signed,79.0,0.0,0.0,ATL,tier_4,4.868549172346641,ATL,-4
1318,RG,Chris,Lindstrom,Chris Lindstrom,ATL,15,0,1,1087,False,15,13,0,4,Chris,Lindstrom,1612.0,1610.0,13.0,Signed,90.0,0.0,0.0,ATL,tier_1,0.9199632014719411,ATL,1
1319,LG,Dalton,Risner,Dalton Risner,NO,15,0,5,1040,False,15,26,0,4,Dalton,Risner,2226.0,2224.0,26.0,Signed,75.0,0.0,0.0,NO,tier_4,4.807692307692308,NO,1
1337,RG,Brandon,Scherff,Brandon Scherff,WAS,14,0,4,961,False,14,25,0,4,Brandon,Scherff,2322.0,2320.0,25.0,Signed,76.0,0.0,0.0,WAS,tier_4,4.162330905306972,WAS,-4
1340,C,Tyler,Linderbaum,Tyler Linderbaum,ARI,14,0,7,1034,False,14,6,0,4,Tyler,Linderbaum,3314.0,3312.0,6.0,Signed,87.0,0.0,0.0,ARI,tier_2,6.7698259187620895,ARI,-8
1342,RG,Connor,Colby,Connor Colby,SF,15,0,12,997,False,15,14,0,4,Connor,Colby,1003.0,1001.0,14.0,Signed,69.0,0.0,0.0,SF,tier_6,12.036108324974924,SF,-5
1344,LT,Ryan,Hayes,Ryan Hayes,SF,14,0,13,952,False,14,14,0,4,Ryan,Hayes,3254.0,3252.0,14.0,Signed,77.0,0.0,0.0,SF,tier_4,13.655462184873949,SF,-2
1345,RG,Dylan,Parham,Dylan Parham,SF,15,0,5,1019,False,15,14,0,4,Dylan,Parham,3389.0,3387.0,14.0,Signed,72.0,0.0,0.0,SF,tier_5,4.906771344455349,SF,-3
1346,C,Brian,Allen,Brian Allen,SF,15,0,6,1105,False,15,14,0,4,Brian,Allen,43.0,41.0,14.0,Signed,81.0,0.0,0.0,SF,tier_3,5.4298642533936645,SF,-4
1347,RT,Mike,McGlinchey,Mike McGlinchey,SF,15,0,13,1004,False,15,14,0,4,Mike,McGlinchey,1744.0,1742.0,14.0,Signed,80.0,0.0,0.0,SF,tier_3,12.948207171314742,SF,-4
1349,RT,Trent,Brown,Trent Brown,NE,15,0,10,942,False,15,21,0,4,Trent,Brown,331.0,329.0,21.0,Signed,80.0,0.0,0.0,NE,tier_3,10.615711252653927,NE,-3
1350,C,Mason,Cole,Mason Cole,LAC,15,0,6,1151,False,15,7,0,4,Mason,Cole,484.0,482.0,7.0,Signed,64.0,0.0,0.0,LAC,tier_6,5.212858384013901,LAC,-2
1351,RG,Ben,Cleveland,Ben Cleveland,LAC,15,0,2,1082,False,15,7,0,4,Ben,Cleveland,471.0,469.0,7.0,Signed,71.0,0.0,0.0,LAC,tier_5,1.8484288354898337,LAC,2
1352,RT,Josh,Jones,Josh Jones,LAC,15,0,21,1020,False,15,7,0,4,Josh,Jones,1428.0,1426.0,7.0,Signed,68.0,0.0,0.0,LAC,tier_6,20.58823529411765,LAC,-5
1355,LG,Darian,Kinnard,Darian Kinnard,LAC,15,0,5,1012,False,15,7,0,4,Darian,Kinnard,3344.0,3342.0,7.0,Signed,75.0,0.0,0.0,LAC,tier_4,4.940711462450593,LAC,1
1356,LT,Rashawn,Slater,Rashawn Slater,LAC,13,0,6,867,False,13,7,0,4,Rashawn,Slater,2402.0,2400.0,7.0,Signed,87.0,0.0,0.0,LAC,tier_2,6.920415224913495,LAC,2
1358,LG,Ben,Bartch,Ben Bartch,MIN,12,0,4,806,False,12,30,0,4,Ben,Bartch,144.0,142.0,30.0,Signed,87.0,0.0,0.0,MIN,tier_2,4.962779156327543,MIN,0
1359,RG,Bobby,Evans Jr,Bobby Evans Jr,BUF,14,0,5,910,False,14,2,0,4,Bobby,Evans Jr,773.0,771.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,5.4945054945054945,BUF,-6
1361,LT,Spencer,Brown,Spencer Brown,BUF,15,0,14,976,False,15,2,0,4,Spencer,Brown,327.0,325.0,2.0,Signed,79.0,0.0,0.0,BUF,tier_4,14.344262295081968,BUF,-2
1362,RT,Myron,Cunningham,Myron Cunningham,PHI,12,0,6,753,False,12,12,0,4,Myron,Cunningham,3414.0,3412.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,7.968127490039841,PHI,-1
1363,RG,Dillon,Radunz,Dillon Radunz,PHI,15,0,8,893,False,15,12,0,4,Dillon,Radunz,2158.0,2156.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,8.958566629339305,PHI,-6
1364,C,Mitch,Morse,Mitch Morse,BUF,15,0,1,1064,False,15,2,0,4,Mitch,Morse,1873.0,1871.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,0.9398496240601504,BUF,5
1366,LG,Cody,Ince,Cody Ince,CIN,8,0,1,596,False,14,1,0,4,Cody,Ince,3245.0,3243.0,1.0,Signed,68.0,0.0,0.0,CIN,tier_6,1.6778523489932886,CIN,12
1367,C,Nick,Gates,Nick Gates,CIN,11,0,5,822,False,11,1,0,4,Nick,Gates,914.0,912.0,1.0,Signed,71.0,0.0,0.0,CIN,tier_5,6.082725060827251,CIN,-6
1368,RT,Tyler,Vrabel,Tyler Vrabel,CIN,15,0,7,1076,False,15,1,0,4,Tyler,Vrabel,3406.0,3404.0,1.0,Signed,70.0,0.0,0.0,CIN,tier_5,6.5055762081784385,CIN,4
1370,RG,Jackson,Carman,Jackson Carman,CIN,15,0,1,1076,False,15,1,0,4,Jackson,Carman,409.0,407.0,1.0,Signed,75.0,0.0,0.0,CIN,tier_4,0.929368029739777,CIN,4
1371,RG,Robert,Hunt,Robert Hunt,JAX,15,0,3,999,False,15,16,0,4,Robert,Hunt,1256.0,1254.0,16.0,Signed,78.0,0.0,0.0,JAX,tier_4,3.003003003003003,JAX,-1
1372,C,Cameron,Jurgens,Cameron Jurgens,JAX,15,0,0,925,False,15,16,0,4,Cameron,Jurgens,3273.0,3271.0,16.0,Signed,68.0,0.0,0.0,JAX,tier_6,0.0,JAX,12
1374,RT,Jawaan,Taylor,Jawaan Taylor,JAX,15,0,5,999,False,15,16,0,4,Jawaan,Taylor,2571.0,2569.0,16.0,Signed,74.0,0.0,0.0,JAX,tier_5,5.005005005005005,JAX,10
1375,RT,Will,Richardson Jr,Will Richardson Jr,LAR,6,0,8,503,False,12,23,0,4,Will,Richardson Jr,2215.0,2213.0,23.0,Signed,63.0,0.0,0.0,LAR,tier_6,15.904572564612325,LAR,-5
1377,C,Patrick,Mekari,Patrick Mekari,LAR,15,0,4,980,False,15,23,0,4,Patrick,Mekari,1789.0,1787.0,23.0,Signed,69.0,0.0,0.0,LAR,tier_6,4.081632653061225,LAR,-2
1380,LT,Kinglsey,Suamataia,Kinglsey Suamataia,LAR,10,0,8,602,False,10,23,0,4,Kinglsey,Suamataia,1077.0,1075.0,23.0,Signed,72.0,0.0,0.0,LAR,tier_5,13.289036544850498,LAR,-1
1382,LG,Josh,Braun,Josh Braun,LAR,13,0,2,898,False,15,23,0,4,Josh,Braun,3280.0,3278.0,23.0,Signed,75.0,0.0,0.0,LAR,tier_4,2.2271714922048997,LAR,4
1387,RG,Zack,Martin,Zack Martin,DAL,11,0,3,771,False,11,10,0,4,Zack,Martin,1701.0,1699.0,10.0,Signed,85.0,0.0,0.0,DAL,tier_2,3.8910505836575875,DAL,-6
1389,RG,Alex,Leatherwood,Alex Leatherwood,ARI,15,0,2,1067,False,15,6,0,4,Alex,Leatherwood,1569.0,1567.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,1.8744142455482662,ARI,1
1391,LG,Marquis,Hayes,Marquis Hayes,PHI,15,0,5,979,False,15,12,0,4,Marquis,Hayes,3402.0,3400.0,12.0,Signed,76.0,0.0,0.0,PHI,tier_4,5.107252298263534,PHI,-1
1392,LG,Ed,Ingram,Ed Ingram,ARI,15,0,4,1072,False,15,6,0,4,Ed,Ingram,3500.0,3498.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,3.7313432835820897,ARI,1
1393,RT,Rasheed,Walker,Rasheed Walker,ARI,15,0,12,1073,False,15,6,0,4,Rasheed,Walker,3352.0,3350.0,6.0,Signed,86.0,0.0,0.0,ARI,tier_2,11.183597390493942,ARI,-4
1394,LT,Jonah,Williams,Jonah Williams,CIN,15,0,12,1058,False,15,1,0,4,Jonah,Williams,2847.0,2845.0,1.0,Signed,86.0,0.0,0.0,CIN,tier_2,11.342155009451796,CIN,0
1396,LT,Reuben,Fatheree II,Reuben Fatheree II,DAL,15,0,15,999,False,15,10,0,4,Reuben,Fatheree II,1566.0,1564.0,10.0,Signed,76.0,0.0,0.0,DAL,tier_4,15.015015015015015,DAL,-3
1399,LG,Ikem,Ekwonu,Ikem Ekwonu,DAL,15,0,5,1002,False,15,10,0,4,Ikem,Ekwonu,3328.0,3326.0,10.0,Signed,79.0,0.0,0.0,DAL,tier_4,4.990019960079841,DAL,1
1400,C,Tyler,Biadasz,Tyler Biadasz,DAL,15,0,1,944,False,15,10,0,4,Tyler,Biadasz,194.0,192.0,10.0,Signed,71.0,0.0,0.0,DAL,tier_5,1.0593220338983051,DAL,5
1402,RT,La'el,Collins,La'el Collins,DAL,15,0,9,994,False,15,10,0,4,La'el,Collins,496.0,494.0,10.0,Signed,78.0,0.0,0.0,DAL,tier_4,9.054325955734408,DAL,-2
1403,RG,Kenyon,Green,Kenyon Green,NYG,15,1,6,1050,False,15,15,0,4,Kenyon,Green,3320.0,3318.0,15.0,Signed,91.0,0.0,0.0,NYG,tier_1,5.714285714285714,NYG,-10
1406,RT,Andrew,Kristofic,Andrew Kristofic,GB,6,0,6,472,False,15,19,0,4,Andrew,Kristofic,2728.0,2726.0,19.0,Signed,74.0,0.0,0.0,GB,tier_5,12.711864406779663,GB,-3
1408,C,Dohnovan,West,Dohnovan West,GB,14,0,4,895,False,14,19,0,4,Dohnovan,West,3289.0,3287.0,19.0,Signed,72.0,0.0,0.0,GB,tier_5,4.4692737430167595,GB,-3
1409,RT,Warren,McClendon,Warren McClendon,GB,15,0,6,1028,False,15,19,0,4,Warren,McClendon,3302.0,3300.0,19.0,Signed,75.0,0.0,0.0,GB,tier_4,5.836575875486381,GB,4
1410,LG,Jamaree,Salyer,Jamaree Salyer,GB,15,0,3,1022,False,15,19,0,4,Jamaree,Salyer,3382.0,3380.0,19.0,Signed,69.0,0.0,0.0,GB,tier_6,2.935420743639922,GB,6
1412,LG,Elgton,Jenkins,Elgton Jenkins,GB,15,0,11,1047,False,15,19,0,4,Elgton,Jenkins,1344.0,1342.0,19.0,Signed,86.0,0.0,0.0,GB,tier_2,10.506208213944603,GB,-8
1413,LT,David,Bakhtiari,David Bakhtiari,GB,11,0,4,642,False,11,19,0,4,David,Bakhtiari,121.0,119.0,19.0,Signed,77.0,0.0,0.0,GB,tier_4,6.230529595015576,GB,4
1414,C,Chase,Roullier,Chase Roullier,IND,15,0,5,974,False,15,9,0,4,Chase,Roullier,2272.0,2270.0,9.0,Signed,68.0,0.0,0.0,IND,tier_6,5.133470225872689,IND,-2
1425,C,Maurice,Smith,Maurice Smith,WAS,13,0,3,774,False,13,25,0,4,Maurice,Smith,2942.0,2940.0,25.0,Signed,72.0,0.0,0.0,WAS,tier_5,3.875968992248062,WAS,-3
1428,RG,Braeden,Daniels,Braeden Daniels,CHI,15,0,1,1021,False,15,0,0,4,Braeden,Daniels,3294.0,3292.0,0.0,Signed,82.0,0.0,0.0,CHI,tier_3,0.9794319294809011,CHI,3
1429,LT,Teven,Jenkins,Teven Jenkins,CHI,15,0,15,1004,False,15,0,0,4,Teven,Jenkins,1350.0,1348.0,0.0,Signed,84.0,0.0,0.0,CHI,tier_3,14.940239043824702,CHI,-3
1431,LT,Nolan,Rucci,Nolan Rucci,BAL,10,0,4,625,False,10,24,0,4,Nolan,Rucci,1782.0,1780.0,24.0,Signed,70.0,0.0,0.0,BAL,tier_5,6.4,BAL,4
1432,RG,Will,Hernandez,Will Hernandez,BAL,15,0,1,1003,False,15,24,0,4,Will,Hernandez,1147.0,1145.0,24.0,Signed,73.0,0.0,0.0,BAL,tier_5,0.9970089730807576,BAL,5
1433,RT,Simi,Moala,Simi Moala,BAL,7,0,1,416,False,14,24,0,4,Simi,Moala,3220.0,3218.0,24.0,Signed,67.0,0.0,0.0,BAL,tier_6,2.403846153846154,BAL,12
1434,LG,Keiondre,Jones,Keiondre Jones,KC,15,0,3,985,False,15,8,0,4,Keiondre,Jones,2121.0,2119.0,8.0,Signed,64.0,0.0,0.0,KC,tier_6,3.045685279187817,KC,2
1435,LT,Logan,Brown,Logan Brown,BAL,15,0,9,1048,False,15,24,0,4,Logan,Brown,3266.0,3264.0,24.0,Signed,79.0,0.0,0.0,BAL,tier_4,8.587786259541986,BAL,4
1436,C,Jarrett,Patterson,Jarrett Patterson,BAL,15,0,2,1046,False,15,24,0,4,Jarrett,Patterson,3365.0,3363.0,24.0,Signed,73.0,0.0,0.0,BAL,tier_5,1.9120458891013383,BAL,2
1437,LG,Tyre,Phillips,Tyre Phillips,BAL,15,0,7,1026,False,15,24,0,4,Tyre,Phillips,2097.0,2095.0,24.0,Signed,82.0,0.0,0.0,BAL,tier_3,6.82261208576998,BAL,-1
1445,LT,Andrew,Thomas,Andrew Thomas,WAS,15,0,11,965,False,15,25,0,4,Andrew,Thomas,2599.0,2597.0,25.0,Signed,79.0,0.0,0.0,WAS,tier_4,11.398963730569948,WAS,1
1451,LT,Dion,Dawkins,Dion Dawkins,CLE,13,0,7,912,False,13,4,0,4,Dion,Dawkins,630.0,628.0,4.0,Signed,77.0,0.0,0.0,CLE,tier_4,7.675438596491228,CLE,4
1454,C,Nick,Harris,Nick Harris,CLE,15,0,4,1075,False,15,4,0,4,Nick,Harris,1092.0,1090.0,4.0,Signed,72.0,0.0,0.0,CLE,tier_5,3.72093023255814,CLE,-3
1455,RT,Jack,Conklin,Jack Conklin,CLE,15,0,11,1141,False,15,4,0,4,Jack,Conklin,508.0,506.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,9.640666082383873,CLE,-2
1456,RG,Wyatt,Teller,Wyatt Teller,CLE,14,0,3,1123,False,14,4,0,4,Wyatt,Teller,2592.0,2590.0,4.0,Signed,86.0,0.0,0.0,CLE,tier_2,2.6714158504007126,CLE,-2
1457,LG,Joel,Bitonio,Joel Bitonio,CLE,13,0,8,981,False,13,4,0,4,Joel,Bitonio,199.0,197.0,4.0,Signed,75.0,0.0,0.0,CLE,tier_4,8.15494393476045,CLE,-4
1459,RG,Logan,Parr,Logan Parr,HOU,15,0,1,1112,False,15,31,0,4,Logan,Parr,561.0,559.0,31.0,Signed,76.0,0.0,0.0,HOU,tier_4,0.8992805755395684,HOU,4
1477,LG,Clay,Webb,Clay Webb,WAS,14,0,4,876,False,14,25,0,4,Clay,Webb,2416.0,2414.0,25.0,Signed,69.0,0.0,0.0,WAS,tier_6,4.5662100456621,WAS,2
1484,RT,Tristan,Wirfs,Tristan Wirfs,TB,12,0,3,844,False,12,5,0,4,Tristan,Wirfs,2911.0,2909.0,5.0,Signed,99.0,0.0,0.0,TB,tier_0,3.554502369668246,TB,2
1485,RT,Bryce,Benhart,Bryce Benhart,ATL,6,0,0,406,False,13,13,0,4,Bryce,Benhart,3660.0,3658.0,13.0,Signed,61.0,0.0,0.0,ATL,tier_6,0.0,ATL,12
1497,LT,Sean,Rhyan,Sean Rhyan,IND,15,0,10,1063,False,15,9,0,4,Sean,Rhyan,3285.0,3283.0,9.0,Signed,70.0,0.0,0.0,IND,tier_5,9.40733772342427,IND,1
1498,RG,Jordan,McFadden,Jordan McFadden,IND,13,0,2,850,False,13,9,0,4,Jordan,McFadden,3299.0,3297.0,9.0,Signed,79.0,0.0,0.0,IND,tier_4,2.352941176470588,IND,-1
1499,LT,Thayer,Munford,Thayer Munford,NYG,10,0,12,658,False,15,15,0,4,Thayer,Munford,3345.0,3343.0,15.0,Signed,73.0,0.0,0.0,NYG,tier_5,18.2370820668693,NYG,-3
1500,RT,Braden,Smith,Braden Smith,IND,14,0,7,990,False,14,9,0,4,Braden,Smith,2417.0,2415.0,9.0,Signed,89.0,0.0,0.0,IND,tier_2,7.070707070707071,IND,0
1502,LG,Quenton,Nelson,Quenton Nelson,IND,15,0,8,1133,False,15,9,0,4,Quenton,Nelson,1929.0,1927.0,9.0,Signed,95.0,0.0,0.0,IND,tier_0,7.06090026478376,IND,-4
1503,C,Drew,Dalman,Drew Dalman,TB,15,0,2,990,False,15,5,0,4,Drew,Dalman,573.0,571.0,5.0,Signed,69.0,0.0,0.0,TB,tier_6,2.0202020202020203,TB,2
