Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPerGame,ScrimmageTDsPerGame,TeamName_y,SkillPointOff
131,WR,Jordan,Addison,Jordan Addison,HOU,16,0,1,0,683,26,777,283,True,0,6,0,0,56,0,0,4,4,0,0,0,0,0,0,5,15,15,0,31,0,Jordan,Addison,2488.0,2486.0,31.0,Signed,75.0,0.0,0.0,HOU,tier_4,46.6,0.3333333333333333,HOU,-1.0
132,WR,Ladd,McConkey,Ladd McConkey,HOU,0,0,0,0,20,7,116,12,True,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,14,1,0,31,0,Ladd,McConkey,56.0,54.0,31.0,Signed,73.0,0.0,0.0,HOU,tier_5,1.4285714285714286,0.0,HOU,-2.0
136,QB,Joe,Burrow,Joe Burrow,CIN,261,4032,0,117,0,0,1010,0,True,340,50,529,4,0,0,3,4,69,38,4,0,0,34,32,0,15,15,6,1,4,Joe,Burrow,359.0,357.0,1.0,Signed,92.0,0.0,0.0,CIN,tier_1,17.4,0.26666666666666666,,
158,TE,Will,Mallory,Will Mallory,LAC,0,0,0,0,34,12,138,20,True,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,1,15,2,1,7,0,Will,Mallory,3491.0,3489.0,7.0,Signed,60.0,0.0,0.0,LAC,tier_6,2.2666666666666666,0.06666666666666667,LAC,0.0
184,QB,Justin,Herbert,Justin Herbert,LAC,73,3039,0,0,0,0,759,0,True,259,27,427,7,0,0,0,4,4,30,0,0,0,33,15,0,12,12,4,7,0,Justin,Herbert,1144.0,1142.0,7.0,Signed,90.0,0.0,0.0,LAC,tier_1,6.083333333333333,0.0,,
193,QB,Matt,Corral,Matt Corral,NYJ,365,3211,0,105,0,0,948,0,True,280,83,484,13,0,0,2,4,59,94,4,0,0,29,21,0,15,15,6,17,1,Matt,Corral,2815.0,2813.0,17.0,Signed,81.0,0.0,0.0,NYJ,tier_3,24.333333333333332,0.06666666666666667,,
195,QB,Ty,Keyes,Ty Keyes,DAL,3,70,0,0,0,0,95,0,True,9,1,14,2,0,0,0,4,3,12,0,0,0,2,0,0,12,1,0,10,0,Ty,Keyes,9.0,7.0,10.0,Signed,64.0,0.0,0.0,DAL,tier_6,0.25,0.0,,
202,WR,Drake,London,Drake London,KC,0,0,0,0,489,28,486,190,True,0,0,0,0,38,0,0,4,0,0,0,0,0,0,0,3,10,10,0,8,0,Drake,London,3325.0,3323.0,8.0,Signed,89.0,0.0,0.0,KC,tier_2,48.9,0.3,KC,-3.0
203,QB,Grayson,McCall,Grayson McCall,CLE,221,4199,0,52,0,0,1054,0,True,353,56,556,11,0,0,1,4,56,29,2,0,0,43,25,0,15,15,2,4,1,Grayson,McCall,3296.0,3294.0,4.0,Signed,78.0,0.0,0.0,CLE,tier_4,14.733333333333333,0.06666666666666667,,
225,WR,Garrett,Wilson,Garrett Wilson,PHI,12,0,13,3,1297,84,924,384,True,0,5,0,0,80,0,0,4,8,0,0,0,0,0,0,7,15,15,0,12,0,Garrett,Wilson,3311.0,3309.0,12.0,Signed,99.0,0.0,0.0,PHI,tier_0,87.26666666666667,0.4666666666666667,PHI,0.0
241,WR,Marquise,Brown,Marquise Brown,BAL,20,0,1,0,946,26,855,340,True,0,6,0,0,71,0,0,4,4,0,0,0,0,0,0,2,15,15,0,24,0,Marquise,Brown,323.0,321.0,24.0,Signed,82.0,0.0,0.0,BAL,tier_3,64.4,0.13333333333333333,BAL,-4.0
243,QB,K.J.,Jefferson,K.J. Jefferson,NYG,16,1214,0,0,0,0,356,0,True,108,7,156,5,0,0,0,4,4,25,0,0,0,16,9,0,15,8,1,15,0,K.J.,Jefferson,759.0,757.0,15.0,Signed,57.0,0.0,0.0,NYG,tier_6,1.0666666666666667,0.0,,
255,TE,Mark,Andrews,Mark Andrews,BAL,0,0,0,0,676,28,887,292,True,0,0,0,0,59,0,0,4,0,0,1,0,0,0,0,7,14,14,0,24,0,Mark,Andrews,75.0,73.0,24.0,Signed,89.0,0.0,0.0,BAL,tier_2,48.285714285714285,0.5,BAL,3.0
258,TE,Jaleel,Skinner,Jaleel Skinner,PHI,0,0,10,0,497,75,772,245,True,0,0,0,0,52,0,0,4,0,0,0,0,0,0,0,3,12,12,0,12,0,Jaleel,Skinner,1433.0,1431.0,12.0,Signed,78.0,1.0,0.0,PHI,tier_4,41.416666666666664,0.25,PHI,1.0
262,HB,Donovan,Edwards,Donovan Edwards,DAL,1023,0,0,310,252,20,696,200,True,0,279,0,0,33,0,8,4,71,0,14,0,0,0,0,0,13,13,0,10,9,Donovan,Edwards,1901.0,1899.0,10.0,Signed,72.0,0.0,0.0,DAL,tier_5,98.07692307692308,0.6923076923076923,DAL,10.0
277,WR,Kearis,Jackson,Kearis Jackson,NYJ,0,0,0,0,0,0,74,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,2,0,17,0,Kearis,Jackson,3135.0,3133.0,17.0,Signed,67.0,0.0,0.0,NYJ,tier_6,0.0,0.0,NYJ,0.0
282,FB,Adam,Prentice,Adam Prentice,TB,4,0,0,0,0,0,247,0,True,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,14,2,0,5,0,Adam,Prentice,3029.0,3027.0,5.0,Signed,65.0,0.0,0.0,TB,tier_6,0.2857142857142857,0.0,,
300,WR,David,Bell,David Bell,NO,24,0,1,0,611,25,948,262,True,0,8,0,0,56,0,0,4,4,0,0,0,0,0,0,5,15,15,0,26,0,David,Bell,3383.0,3381.0,26.0,Signed,78.0,0.0,0.0,NO,tier_4,42.333333333333336,0.3333333333333333,NO,-1.0
324,FB,Masen,Wake,Masen Wake,DAL,22,0,0,0,7,7,263,9,True,0,7,0,0,1,0,0,4,4,0,0,0,0,0,0,0,15,2,0,10,1,Masen,Wake,2582.0,2580.0,10.0,Signed,71.0,0.0,0.0,DAL,tier_5,1.9333333333333333,0.06666666666666667,,
334,HB,King,Doerue,King Doerue,KC,15,0,0,0,11,5,168,10,True,0,7,0,0,4,0,0,4,4,0,0,0,0,0,0,1,15,3,0,8,0,King,Doerue,2310.0,2308.0,8.0,Signed,61.0,0.0,0.0,KC,tier_6,1.7333333333333334,0.06666666666666667,KC,0.0
353,WR,Rashod,Bateman,Rashod Bateman,BAL,3,0,0,0,1034,27,947,369,True,0,1,0,0,74,0,0,4,3,0,0,0,0,0,0,4,15,15,0,24,0,Rashod,Bateman,151.0,149.0,24.0,Signed,94.0,0.0,0.0,BAL,tier_1,69.13333333333334,0.26666666666666666,BAL,-2.0
383,WR,Parker,Washington,Parker Washington,CLE,0,0,0,0,0,0,78,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,2,0,4,0,Parker,Washington,2140.0,2138.0,4.0,Signed,68.0,0.0,0.0,CLE,tier_6,0.0,0.0,CLE,0.0
392,HB,Elijah,Collins,Elijah Collins,NYJ,249,0,0,120,182,23,401,99,True,0,59,0,0,21,0,3,4,63,0,4,0,0,0,0,1,15,7,0,17,1,Elijah,Collins,2879.0,2877.0,17.0,Signed,75.0,0.0,0.0,NYJ,tier_4,28.733333333333334,0.13333333333333333,NYJ,-2.0
397,QB,Lamar,Jackson,Lamar Jackson,BAL,357,2450,0,80,0,0,615,0,True,210,100,314,5,0,0,3,4,31,28,4,0,0,6,14,0,10,10,6,24,3,Lamar,Jackson,1312.0,1310.0,24.0,Signed,91.0,0.0,0.0,BAL,tier_1,35.7,0.3,,
402,TE,Brant,Kuithe,Brant Kuithe,NYJ,0,0,0,0,1,1,246,0,True,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,15,2,0,17,0,Brant,Kuithe,3476.0,3474.0,17.0,Signed,61.0,0.0,0.0,NYJ,tier_6,0.06666666666666667,0.06666666666666667,NYJ,0.0
407,WR,Caleb,Burton,Caleb Burton,ARI,0,0,1,0,24,24,63,4,True,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,10,2,0,6,0,Caleb,Burton,1088.0,1086.0,6.0,Signed,72.0,0.0,0.0,ARI,tier_5,2.4,0.0,ARI,-2.0
409,WR,Elijah,Moore,Elijah Moore,NYJ,2,0,3,0,1045,35,1014,409,True,0,2,0,0,77,0,0,4,3,0,3,0,0,0,0,5,15,15,0,17,0,Elijah,Moore,1856.0,1854.0,17.0,Signed,90.0,0.0,0.0,NYJ,tier_1,69.8,0.3333333333333333,NYJ,0.0
419,TE,Cade,Otton,Cade Otton,NYJ,0,0,3,0,465,21,918,226,True,0,0,0,0,46,0,0,4,0,0,3,0,0,0,0,3,12,12,0,17,0,Cade,Otton,3392.0,3390.0,17.0,Signed,78.0,0.0,0.0,NYJ,tier_4,38.75,0.25,NYJ,1.0
421,WR,Amari,Cooper,Amari Cooper,CLE,10,0,0,0,970,27,921,392,True,0,4,0,0,78,0,0,4,4,0,1,0,0,0,0,6,14,14,0,4,0,Amari,Cooper,518.0,516.0,4.0,Signed,77.0,0.0,0.0,CLE,tier_4,70.0,0.42857142857142855,CLE,5.0
436,WR,DeAndre,Hopkins,DeAndre Hopkins,ARI,12,0,0,0,1249,28,967,443,True,0,3,0,0,89,0,0,4,4,0,1,0,0,0,0,4,15,15,0,6,0,DeAndre,Hopkins,1215.0,1213.0,6.0,Signed,86.0,0.0,0.0,ARI,tier_2,84.06666666666666,0.26666666666666666,ARI,0.0
453,HB,Kyren,Williams,Kyren Williams,LAC,1067,0,0,398,470,23,899,340,True,0,274,0,0,54,0,10,4,60,0,19,0,0,0,0,0,15,15,0,7,11,Kyren,Williams,3404.0,3402.0,7.0,Signed,92.0,0.0,0.0,LAC,tier_1,102.46666666666667,0.7333333333333333,LAC,1.0
468,WR,Davante,Adams,Davante Adams,NYJ,0,0,2,0,793,94,914,329,True,0,0,0,0,58,0,0,4,0,0,0,0,0,0,0,8,15,15,0,17,0,Davante,Adams,6.0,4.0,17.0,Signed,79.0,0.0,0.0,NYJ,tier_4,52.86666666666667,0.5333333333333333,NYJ,3.0
483,WR,Jadon,Haselwood,Jadon Haselwood,CLE,0,0,1,0,1179,29,1035,435,True,0,0,0,0,86,0,0,4,0,0,0,0,0,0,0,6,15,15,0,4,0,Jadon,Haselwood,3272.0,3270.0,4.0,Signed,84.0,0.0,0.0,CLE,tier_3,78.6,0.4,CLE,4.0
484,QB,Mac,Jones,Mac Jones,NE,39,2683,0,0,0,0,709,0,True,229,18,389,12,0,0,0,4,4,27,0,0,0,29,9,0,12,12,5,21,1,Mac,Jones,1432.0,1430.0,21.0,Signed,80.0,0.0,0.0,NE,tier_3,3.25,0.08333333333333333,,
521,QB,Drew,Lock,Drew Lock,LAC,18,965,0,0,0,0,305,0,True,89,5,141,4,0,0,0,4,4,29,0,0,0,12,6,0,14,5,2,7,0,Drew,Lock,1618.0,1616.0,7.0,Signed,63.0,0.0,0.0,LAC,tier_6,1.2857142857142858,0.0,,
537,TE,Hudson,Henry,Hudson Henry,KC,0,0,2,0,711,26,1032,297,True,0,0,0,0,62,0,0,4,0,0,4,0,0,0,0,4,15,15,0,8,0,Hudson,Henry,3277.0,3275.0,8.0,Signed,76.0,0.0,0.0,KC,tier_4,47.4,0.26666666666666666,KC,1.0
554,QB,Drew,Allar,Drew Allar,ARI,22,373,0,0,0,0,148,0,True,27,7,39,1,0,0,0,4,4,26,0,0,0,5,3,0,15,2,2,6,0,Drew,Allar,1764.0,1762.0,6.0,Signed,63.0,0.0,0.0,ARI,tier_6,1.4666666666666666,0.0,,
558,WR,Josh,Downs,Josh Downs,ARI,0,0,0,0,0,0,50,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,1,0,6,0,Josh,Downs,130.0,128.0,6.0,Signed,66.0,0.0,0.0,ARI,tier_6,0.0,0.0,ARI,0.0
560,QB,Sam,Howell,Sam Howell,NO,153,3116,0,22,0,0,979,0,True,285,39,502,18,0,0,1,4,25,27,1,0,0,40,17,0,15,15,6,26,0,Sam,Howell,3310.0,3308.0,26.0,Signed,78.0,0.0,0.0,NO,tier_4,10.2,0.0,,
570,TE,Trey,McBride,Trey McBride,CAR,0,0,0,0,30,12,190,12,True,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,10,2,0,20,0,Trey,McBride,3466.0,3464.0,20.0,Signed,61.0,0.0,0.0,CAR,tier_6,3.0,0.1,CAR,0.0
579,TE,Jonnu,Smith,Jonnu Smith,LAC,0,0,4,0,562,20,1104,246,True,0,0,0,0,55,0,0,4,0,0,4,0,0,0,0,4,15,15,0,7,0,Jonnu,Smith,2433.0,2431.0,7.0,Signed,70.0,0.0,0.0,LAC,tier_5,37.46666666666667,0.26666666666666666,LAC,3.0
598,TE,Harris,Parks,Harris Parks,LAC,0,0,0,0,80,18,460,56,True,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,1,15,2,0,7,0,Harris,Parks,2864.0,2862.0,7.0,Signed,66.0,0.0,0.0,LAC,tier_6,5.333333333333333,0.06666666666666667,LAC,0.0
649,QB,Patrick,Mahomes,Patrick Mahomes,KC,288,3844,0,91,0,0,929,0,True,316,58,512,17,0,0,2,4,51,65,5,0,0,24,26,0,15,15,3,8,1,Patrick,Mahomes,1676.0,1674.0,8.0,Signed,97.0,0.0,0.0,KC,tier_0,19.2,0.06666666666666667,,
652,TE,Charlie,Taumoepeau,Charlie Taumoepeau,CLE,95,0,1,2,72,19,549,49,True,0,32,0,0,7,0,0,4,6,0,1,0,0,0,0,0,15,2,0,4,1,Charlie,Taumoepeau,2561.0,2559.0,4.0,Signed,68.0,0.0,0.0,CLE,tier_6,11.133333333333333,0.06666666666666667,CLE,1.0
655,QB,J.J.,McCarthy,J.J. McCarthy,HOU,256,3060,0,35,0,0,871,0,True,277,72,445,13,0,0,1,4,37,29,2,0,0,18,28,0,15,15,5,31,1,J.J.,McCarthy,668.0,666.0,31.0,Signed,71.0,0.0,0.0,HOU,tier_5,17.066666666666666,0.06666666666666667,,
672,HB,Lyn-J,Dixon,Lyn-J Dixon,NYJ,556,0,2,262,105,42,292,67,True,0,119,0,0,11,0,6,4,62,0,11,0,0,0,0,0,10,6,0,17,2,Lyn-J,Dixon,3510.0,3508.0,17.0,Signed,72.0,0.0,0.0,NYJ,tier_5,66.1,0.2,NYJ,5.0
673,TE,Jeremy,Ruckert,Jeremy Ruckert,ARI,0,0,0,0,92,16,434,52,True,0,0,0,0,10,0,0,4,0,0,1,0,0,0,0,0,15,2,0,6,0,Jeremy,Ruckert,3468.0,3466.0,6.0,Signed,65.0,0.0,0.0,ARI,tier_6,6.133333333333334,0.0,ARI,0.0
686,TE,Ja'Tavion,Sanders,Ja'Tavion Sanders,HOU,0,0,0,0,92,10,584,65,True,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,2,15,1,0,31,0,Ja'Tavion,Sanders,1968.0,1966.0,31.0,Signed,70.0,0.0,0.0,HOU,tier_5,6.133333333333334,0.13333333333333333,HOU,-2.0
693,WR,Marvin,Mims,Marvin Mims,KC,0,0,0,0,718,65,745,297,True,0,0,0,0,48,0,0,4,0,0,0,0,0,0,0,4,13,13,0,8,0,Marvin,Mims,3246.0,3244.0,8.0,Signed,82.0,0.0,0.0,KC,tier_3,55.23076923076923,0.3076923076923077,KC,0.0
713,TE,Foster,Moreau,Foster Moreau,CIN,0,0,0,0,651,21,1148,250,True,0,0,0,0,58,0,0,4,0,0,1,0,0,0,0,4,15,15,0,1,0,Foster,Moreau,1865.0,1863.0,1.0,Signed,82.0,0.0,0.0,CIN,tier_3,43.4,0.26666666666666666,CIN,-1.0
718,HB,Blake,Corum,Blake Corum,LV,32,0,1,6,25,8,206,23,True,0,13,0,0,5,0,0,4,9,0,0,0,0,0,0,0,14,3,0,22,0,Blake,Corum,3722.0,3720.0,22.0,Signed,69.0,0.0,0.0,LV,tier_6,4.071428571428571,0.0,LV,0.0
722,FB,Mason,Stokke,Mason Stokke,LAC,0,0,0,0,0,0,258,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,2,0,7,0,Mason,Stokke,2517.0,2515.0,7.0,Signed,67.0,0.0,0.0,LAC,tier_6,0.0,0.0,,
725,TE,Hunter,Henry,Hunter Henry,HOU,0,0,5,0,690,24,1062,364,True,0,0,0,0,68,0,0,4,0,0,2,0,0,0,0,6,15,15,0,31,0,Hunter,Henry,1142.0,1140.0,31.0,Signed,74.0,0.0,0.0,HOU,tier_5,46.0,0.4,HOU,6.0
741,FB,Monte,Pottebaum,Monte Pottebaum,DET,12,0,0,0,0,0,254,0,True,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,15,2,0,18,1,Monte,Pottebaum,2716.0,2714.0,18.0,Signed,74.0,0.0,0.0,DET,tier_5,0.8,0.06666666666666667,,
760,TE,Jude,Wolfe,Jude Wolfe,DAL,0,0,0,0,0,0,184,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,2,0,10,0,Jude,Wolfe,1482.0,1480.0,10.0,Signed,65.0,0.0,0.0,DAL,tier_6,0.0,0.0,DAL,0.0
776,QB,Carson,Strong,Carson Strong,CLE,15,4,0,12,0,0,97,0,True,1,1,3,0,0,0,0,4,15,4,1,0,0,0,0,0,15,2,0,4,0,Carson,Strong,3322.0,3320.0,4.0,Signed,56.0,0.0,0.0,CLE,tier_6,1.0,0.0,,
798,FB,Ben,Miles,Ben Miles,CAR,0,0,0,0,4,3,305,3,True,0,2,0,0,2,0,0,4,2,0,0,0,0,0,0,1,14,2,0,20,1,Ben,Miles,3530.0,3528.0,20.0,Signed,66.0,0.0,0.0,CAR,tier_6,0.2857142857142857,0.14285714285714285,,
818,WR,Ja'Marr,Chase,Ja'Marr Chase,CIN,20,0,0,0,1175,38,943,401,True,0,10,0,0,90,0,0,4,4,0,0,0,0,0,0,11,14,14,0,1,0,Ja'Marr,Chase,444.0,442.0,1.0,Signed,98.0,0.0,0.0,CIN,tier_0,85.35714285714286,0.7857142857142857,CIN,2.0
822,TE,Sam,LaPorta,Sam LaPorta,BAL,-1,0,0,0,27,12,287,16,True,0,1,0,0,3,0,0,4,0,0,0,0,0,0,0,0,15,2,0,24,0,Sam,LaPorta,3182.0,3180.0,24.0,Signed,61.0,0.0,0.0,BAL,tier_6,1.7333333333333334,0.0,BAL,0.0
919,WR,Jaxson,Smith-Njikba,Jaxson Smith-Njikba,CLE,0,0,0,0,732,25,713,287,True,0,0,0,0,54,0,0,4,0,0,0,0,0,0,0,5,14,14,0,4,0,Jaxson,Smith-Njikba,1766.0,1764.0,4.0,Signed,79.0,0.0,0.0,CLE,tier_4,52.285714285714285,0.35714285714285715,CLE,-1.0
924,QB,Desmond,Ridder,Desmond Ridder,CIN,0,0,0,0,0,0,81,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,2,0,1,0,Desmond,Ridder,3375.0,3373.0,1.0,Signed,62.0,0.0,0.0,CIN,tier_6,0.0,0.0,,
927,WR,Hunter,Renfrow,Hunter Renfrow,LV,16,0,3,0,1155,29,901,435,True,0,5,0,0,90,0,0,4,4,0,1,0,0,0,0,10,13,13,0,22,0,Hunter,Renfrow,2200.0,2198.0,22.0,Signed,80.0,0.0,0.0,LV,tier_3,90.07692307692308,0.7692307692307693,LV,10.0
934,HB,Chris,Smith,Chris Smith,DAL,280,0,0,142,37,11,168,23,True,0,59,0,0,6,0,5,4,41,0,5,0,0,0,0,1,13,2,2,10,1,Chris,Smith,3065.0,3063.0,10.0,Signed,65.0,0.0,0.0,DAL,tier_6,24.384615384615383,0.15384615384615385,DAL,0.0
958,QB,Seth,Henigan,Seth Henigan,MIN,11,618,0,0,0,0,219,0,True,52,6,83,3,0,0,0,4,4,27,0,0,0,2,3,0,15,4,0,30,0,Seth,Henigan,2871.0,2869.0,30.0,Signed,65.0,0.0,0.0,MIN,tier_6,0.7333333333333333,0.0,,
1002,QB,Behren,Morton,Behren Morton,KC,0,0,0,0,0,0,60,0,True,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,2,0,8,0,Behren,Morton,1783.0,1781.0,8.0,Signed,67.0,0.0,0.0,KC,tier_6,0.0,0.0,,
1006,TE,Austin,Stonger,Austin Stonger,NYJ,0,0,1,0,177,21,635,102,True,0,0,0,0,22,0,0,4,0,0,1,0,0,0,0,2,14,3,0,17,0,Austin,Stonger,3233.0,3231.0,17.0,Signed,67.0,0.0,0.0,NYJ,tier_6,12.642857142857142,0.14285714285714285,NYJ,1.0
1017,TE,Dallas,Goedert,Dallas Goedert,PHI,0,0,0,0,155,56,304,68,True,0,0,0,0,11,0,0,4,0,0,1,0,0,0,0,1,13,8,0,12,0,Dallas,Goedert,958.0,956.0,12.0,Signed,69.0,0.0,0.0,PHI,tier_6,11.923076923076923,0.07692307692307693,PHI,1.0
1078,TE,Kyle,Pitts,Kyle Pitts,ATL,0,0,0,0,686,30,1061,318,True,0,0,0,0,62,0,0,4,0,0,2,0,0,0,0,7,15,15,0,13,0,Kyle,Pitts,2113.0,2111.0,13.0,Signed,96.0,0.0,0.0,ATL,tier_0,45.733333333333334,0.4666666666666667,ATL,-3.0
1081,TE,Adam,Trautman,Adam Trautman,NO,0,0,4,0,750,22,1091,373,True,0,0,0,0,65,0,0,4,0,0,2,0,0,0,0,1,15,15,2,26,0,Adam,Trautman,2657.0,2655.0,26.0,Signed,87.0,0.0,0.0,NO,tier_2,50.0,0.06666666666666667,NO,-4.0
1112,HB,Kevin,Harris,Kevin Harris,CIN,30,0,0,0,3,2,106,0,True,0,11,0,0,2,0,0,4,4,0,0,0,0,0,0,1,15,2,0,1,0,Kevin,Harris,3149.0,3147.0,1.0,Signed,68.0,0.0,0.0,CIN,tier_6,2.2,0.06666666666666667,CIN,0.0
