FullName,Position,TeamName,SkillPointOL
Paris Johnson Jr.,LT,ATL,1
Patrick Mekari,C,LAR,-2
Penei Sewell,RT,DET,-4
Quenton Nelson,LG,IND,-4
Quinn Meinerz,RG,DEN,-1
Rafiti Ghirmai,C,HOU,-1
Rashawn Slater,LT,LAC,2
Rasheed Walker,RT,ARI,-4
Reuben Fatheree II,LT,DAL,-3
Robert Hunt,RG,JAX,-1
Rocco Spindler,C,TEN,0
Ronnie Stanley,LT,NO,-4
Ryan Hayes,LT,SF,-2
Ryan Kelly,C,CHI,1
Ryan Ramczyk,RT,NO,-4
Sam Cosmi,RT,WAS,-1
Sean Rhyan,LT,IND,1
Shaq Mason,RG,SEA,1
Simi Moala,RT,BAL,12
Spencer Brown,LT,BUF,-2
Taylor Moton,RT,CAR,-3
Terence Steele,RT,BUF,-2
Teven Jenkins,LT,CHI,-3
Thayer Munford,LT,NYG,-3
Trai Turner,RG,PIT,10
Trent Brown,RT,NE,-3
Trey Smith,RG,KC,2
Tristan Wirfs,RT,TB,2
Turner Corcoran,LT,TB,4
Tyler Biadasz,C,DAL,5
Tyler Linderbaum,C,ARI,-8
Tyler Smith,RT,LV,-2
Tyler Vrabel,RT,CIN,4
Tyre Phillips,LG,BAL,-1
Tyrone Weber,LT,DET,4
Walker Little,LT,MIA,-1
Warren McClendon,RT,GB,4
Will Hernandez,RG,BAL,5
Will Richardson Jr,RT,LAR,-5
Wyatt Teller,RG,CLE,-2
Zack Martin,RG,DAL,-6
Zion Johnson,LG,TB,-4
Zion Nelson,LT,NE,-1
