FullName,Position,TeamName,SkillPointOff
Jace Sternberger,TE,ATL,0
Jack Stoll,TE,CIN,0
Jacob Copeland,WR,LAR,0
Jacorey Brooks,WR,BUF,2
Jadan Blue,WR,NYG,3
Jadon Haselwood,WR,CLE,4
Jahleel Billingsley,TE,PHI,0
Jahmyr Gibbs,HB,MIN,6
Jake Briningstol,TE,TB,-3
Jake Ferguson,TE,DEN,1
Jake Funk,HB,LAR,-1
Jake Johnson,TE,NYG,-3
Jake Smith,WR,BAL,0
Jakobi Meyers,WR,ATL,2
Jaleel Skinner,TE,PHI,1
Jalen McMillian,WR,DET,-2
Jalen Reagor,WR,PHI,1
Jalen Williams,TE,BUF,0
Jalen Wydermyer,TE,WAS,-2
Jalin Hyatt,WR,CIN,0
James Robinson,HB,JAX,-2
Jameson Williams,WR,MIN,-2
Jarquez Hunter,HB,CHI,2
Jarvis Landry,WR,CLE,-2
Jatarvious Whitlow,HB,SF,0
Javian Hawkins,HB,LAC,0
Javonte Williams,HB,DEN,0
Jaxson Smith-Njikba,WR,CLE,-1
Jaydon Blue,HB,NO,5
Jaylen Adams,WR,BUF,0
Jaylen Waddle,WR,MIA,-2
Jaylon Robinson,WR,NYG,0
Jeremy Ruckert,TE,ARI,0
Jermar Jefferson,HB,HOU,-2
Jerrion Ealy,HB,KC,1
Jerry Jeudy,WR,DET,-2
Jirehl Brock,HB,BUF,0
Joe Mixon,HB,CIN,2
John Emery Jr,HB,CAR,3
John Metchie III,WR,JAX,1
Johnny Wilson,WR,MIA,0
Jonathan Taylor,HB,IND,-2
Jonnu Smith,TE,LAC,3
Jordan Addison,WR,HOU,-1
Jordan Whittington,WR,TB,7
Joseph Ngata,WR,MIA,-1
Josh Downs,WR,ARI,0
Josh Whyle,TE,JAX,4
Jude Wolfe,TE,DAL,0
Julian Fleming,WR,CAR,-4
Justice Hill,HB,WAS,-1
Justin Jefferson,WR,LAC,0
Justyn Ross,WR,SEA,-6
Juwan Johnson,TE,SEA,2
K.J. Hamler,WR,DEN,0
K.J. Osborn,WR,MIN,2
Kadarius Toney,WR,NYG,-2
Kahale Warring,TE,GB,0
Kamarro Edmonds,HB,DET,-3
Kareem Hunt,HB,MIA,0
Kayshon Boutte,WR,GB,6
Kearis Jackson,WR,NYJ,0
KeeSean Johnson,WR,PIT,0
Kelvin Harmon,WR,MIN,1
Kendall Milton,HB,NYG,3
Kenneth Gainwell,HB,GB,3
Kenny Yeboah,TE,NO,0
Keon Coleman,WR,BUF,-2
Keon Zipperer,TE,IND,0
Kevin Coleman,WR,JAX,-4
Kevin Harris,HB,CIN,0
Khalil Shakir,WR,NE,1
King Doerue,HB,KC,0
Konata Mumpfield,WR,DAL,0
Kyle Phillips,WR,NYJ,0
Kyle Pitts,TE,ATL,-3
Kyren Williams,HB,LAC,1
LJ Johnson,HB,LV,-3
Ladd McConkey,WR,HOU,-2
Lamondre Thompson,HB,PHI,0
Lavel Davis Jr.,WR,PHI,0
Laviska Shenault Jr,WR,JAX,0
Lawrence Arnold,WR,CHI,0
Leddie Brown,HB,TEN,-1
Luther Burden,WR,SEA,-2
Lyn-J Dixon,HB,NYJ,5
Lynn Bowden Jr,WR,LV,6
Malachi Wideman,WR,CIN,-2
Maliq Carr,TE,JAX,0
MarShawn Lloyd,HB,CAR,0
Mario Williams,WR,NO,-4
Mark Andrews,TE,BAL,3
Marlon Mack,HB,MIA,1
Marquez Callaway,WR,NO,-1
Marquez Valdes-Scantling,WR,SF,0
Marquise Brown,WR,BAL,-4
Marvin Mims,WR,KC,0
Max Borghi,HB,IND,1
Maxx Williams,TE,JAX,1
Mecole Hardman,WR,NE,1
Michael Carter,HB,LAR,-6
Michael Haupert,HB,NYG,-1
Michael Mayer,TE,BUF,0
Michael Pittman Jr,WR,PHI,-2
Michael Trigg,TE,BAL,0
Mike Gesicki,TE,MIA,-2
Mike Sainristil,WR,MIA,1
Miles Sanders,HB,HOU,-1
Moliki Matavao,TE,MIN,-4
Mookie Cooper,WR,IND,3
Mycah Pittman,WR,BUF,-1
Najee Harris,HB,PIT,3
Nic McTear,TE,LAR,0
Nicholas Singleton,HB,JAX,-1
Noah Fant,TE,DEN,0
O.J. Howard,TE,TB,-2
Olabisi Johnson,WR,TEN,0
Parker Washington,WR,CLE,0
Parris Campbell,WR,ARI,0
Pat Freiermuth,TE,PIT,4
Patrick Herbert,TE,MIN,0
Peyton Hendershot,TE,MIA,0
Preston Williams,WR,CHI,3
Quentin Johnston,WR,DEN,-2
Quintez Cephus,WR,PIT,4
Rakim Jarrett,WR,CIN,-1
Randall St. Felix,WR,LAC,-3
Rashod Bateman,WR,BAL,-2
Ricky White,WR,IND,0
Robert Tonyan,TE,IND,0
Robert Woods,WR,LAR,3
Romeo Doubs,WR,IND,4
Ross Dwelley,TE,HOU,0
Sam LaPorta,TE,BAL,0
Saquon Barkley,HB,SEA,2
Scotty Miller,WR,MIN,0
Sincere McCormick,HB,TB,-3
Stefon Diggs,WR,ARI,5
Steven Sims,WR,ATL,-2
T.J. Hockenson,TE,DET,-4
Talyn Shettron,WR,BAL,-2
Taylor Thompson,TE,TEN,0
Tee Higgins,WR,CIN,3
Terrace Marshall Jr,WR,TB,-2
Terry McLaurin,WR,WAS,1
Tetairoa McMillan,WR,KC,4
Thad Franklin,HB,DEN,0
Theo Wease,WR,MIN,0
Thomas Fidone,TE,IND,2
Tommy Hudson,TE,NE,0
Tony Pollard,HB,TB,2
Travis Etienne Jr,HB,BAL,-5
Travis Kelce,TE,LV,1
Trevor Etienne,HB,LAC,-1
Trey McBride,TE,CAR,0
Trey Palmer,WR,NO,0
Treylon Burks,WR,TEN,-2
Troy Franklin,WR,HOU,-1
Ty Fryfogle,WR,GB,0
Tyler Allgeier,HB,BAL,2
Tyler Boyd,WR,DAL,-3
Tyler Goodson,HB,CLE,3
Tyler Morris,WR,LV,0
Tyreek Hill,WR,KC,7
WanDale Robinson,WR,PHI,0
Will Dissly,TE,SEA,1
Will Mallory,TE,LAC,0
Will Shipley,HB,TEN,-3
Xavier Worthy,WR,CAR,2
Xazavian Valladay,HB,ATL,4
Zach Charbonnet,HB,PIT,0
Zach Evans,HB,LV,1
Zamir White,HB,CIN,0
Zonovan Knight,HB,NYG,-8
