Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
200,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,NE,0,0,0,0,0,0,67,37,0,9,0,False,0,0,24,36,0,8,6,3,7,0,3,7,21,58,16,21,0,7,4,0,16,Ka'imi,Fairbairn,FairbairnKaimi_17759,848.0,846.0,17.0,39.0,63.0,21.0,Signed,Normal,72.0,0.0,0.0,NE,tier_5,0.875,0.972972972972973,0.7857142857142857,,,,NE,2
201,P,Danny,Donnell,Danny Donnell,DEN,0,3232,3495,0,77,23,78,0,52,9,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,1,16,Danny,Donnell,DannyDonnell_3063400,780.0,778.0,3.0,26.0,63.0,3.0,Signed,Normal,72.0,0.0,0.0,DEN,tier_5,,,,0.2608695652173913,45.38961038961039,0.9247496423462088,DEN,-2
202,P,Riley,Thompson,Riley Thompson,NYJ,0,3755,4038,0,86,29,88,0,53,9,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,16,Riley,Thompson,,3615.0,3613.0,9.0,33.0,63.0,17.0,Signed,Normal,75.0,0.0,0.0,NYJ,tier_4,,,,0.20689655172413793,46.95348837209303,0.9299157999009411,NYJ,-2
203,P,Pressley,Harvin III,Pressley Harvin III,CIN,0,3065,3368,0,73,23,175,0,60,9,101,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,1,53,0,0,0,16,Pressley,Harvin III,HarvinIIIPressley_21854,1178.0,1176.0,12.0,34.0,7.0,1.0,Signed,Star,74.0,0.0,0.0,CIN,tier_5,,,,0.13043478260869565,46.136986301369866,0.9100356294536817,CIN,0
204,P,Ian,Schwartz,Ian Schwartz,NO,0,3575,3827,0,83,27,92,0,53,9,0,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,16,Ian,Schwartz,IanSchwartz_3263415,2812.0,2810.0,1.0,25.0,63.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,,,,0.2962962962962963,46.10843373493976,0.934152077345179,NO,-3
205,P,Tory,Taylor,Tory Taylor,CAR,0,2840,3185,0,71,25,93,0,52,9,22,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,20,11,0,0,0,16,Tory,Taylor,TaylorTory_15008,3421.0,3419.0,9.0,33.0,7.0,20.0,Signed,Normal,70.0,0.0,0.0,CAR,tier_5,,,,0.04,44.859154929577464,0.8916797488226059,CAR,-2
206,P,Garrett,Jackson,Garrett Jackson,PIT,0,2140,2521,0,54,14,54,0,54,9,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,15,Garrett,Jackson,GarrettJackson_3063398,225.0,223.0,3.0,25.0,63.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,,,,0.5,46.68518518518518,0.8488694962316541,PIT,-7
207,K,Andres,Borregales,Andres Borregales,PIT,0,42,42,0,1,1,116,45,42,9,89,False,0,0,26,44,0,5,7,9,5,0,9,4,22,58,16,28,13,3,6,0,16,Andres,Borregales,,1603.0,1601.0,8.0,31.0,6.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,0.8461538461538461,0.9777777777777777,0.75,0.0,42.0,1.0,PIT,-3
208,K,Jake,Brackett,Jake Brackett,MIA,1,0,0,2,0,0,170,39,0,9,94,False,0,0,39,35,0,12,8,9,10,0,9,10,33,59,16,11,50,9,5,0,16,Jake,Brackett,JakeBrackett_3363306,2543.0,2541.0,0.0,22.0,63.0,11.0,Signed,Normal,76.0,0.0,0.0,MIA,tier_4,0.8461538461538461,0.8974358974358975,0.7,,,,MIA,-10
209,K,Laith,Vaughan,Laith Vaughan,TEN,0,0,0,3,0,0,82,32,0,9,0,False,0,0,49,31,0,20,10,7,12,0,6,12,39,58,16,29,0,14,7,0,16,Laith,Vaughan,LaithVaughan_3363308,1227.0,1225.0,0.0,24.0,63.0,29.0,Signed,Normal,75.0,0.0,0.0,TEN,tier_4,0.7959183673469388,0.96875,0.7,,,,TEN,-7
212,K,Jared,Zirkel,Jared Zirkel,CIN,0,0,0,0,0,0,82,55,0,9,0,False,0,0,32,52,0,15,2,5,10,0,5,7,26,63,16,1,0,12,2,0,16,Jared,Zirkel,,2598.0,2596.0,8.0,30.0,63.0,1.0,Signed,Normal,71.0,0.0,0.0,CIN,tier_5,0.8125,0.9454545454545454,0.8235294117647058,,,,CIN,0
213,P,Trevor,Lawrence,Trevor Lawrence,DET,0,3852,4051,0,87,35,88,0,53,9,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,1,16,Trevor,Lawrence,TrevorLawrence_31738,1930.0,1928.0,2.0,25.0,7.0,18.0,Signed,Normal,73.0,0.0,0.0,DET,tier_5,,,,0.08571428571428572,46.5632183908046,0.9508763268328808,DET,4
214,P,Eddie,Czaplicki,Eddie Czaplicki,WAS,0,4093,4432,0,91,27,102,0,54,9,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,1,16,Eddie,Czaplicki,,1157.0,1155.0,8.0,31.0,7.0,25.0,Signed,Star,79.0,0.0,0.0,WAS,tier_4,,,,0.1111111111111111,48.7032967032967,0.9235108303249098,WAS,3
215,P,Ezra,Feldman,Ezra Feldman,LV,0,3787,4208,0,90,33,92,0,53,9,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,1,16,Ezra,Feldman,EzraFeldman_32741,2807.0,2805.0,1.0,24.0,7.0,22.0,Signed,Normal,72.0,0.0,0.0,LV,tier_5,,,,0.15151515151515152,46.75555555555555,0.8999524714828897,LV,-1
216,K,Trent,Carmichael,Trent Carmichael,CHI,0,0,0,1,0,0,74,39,0,9,0,False,0,0,34,38,0,10,6,7,11,0,6,9,30,57,16,0,0,9,6,0,16,Trent,Carmichael,TrentCarmichael_3263326,2448.0,2446.0,1.0,22.0,63.0,0.0,Signed,Normal,72.0,0.0,0.0,CHI,tier_5,0.8823529411764706,0.9743589743589743,0.9375,,,,CHI,5
217,P,Dylan,Joyce,Dylan Joyce,GB,0,3662,4075,0,91,24,172,0,53,9,76,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,19,48,0,0,2,16,Dylan,Joyce,,1320.0,1318.0,6.0,28.0,63.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,,,,0.08333333333333333,44.78021978021978,0.8986503067484662,GB,-3
218,P,Palmer,Williams,Palmer Williams,MIN,0,3661,3904,0,83,27,167,0,54,9,84,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,30,52,0,0,0,16,Palmer,Williams,,2029.0,2027.0,6.0,29.0,7.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,,,,0.2222222222222222,47.036144578313255,0.9377561475409836,MIN,1
219,K,Joshua,Karty,Joshua Karty,MIN,0,0,0,0,0,0,64,44,0,9,0,False,0,0,23,44,0,5,5,7,6,0,7,6,22,57,16,30,0,4,5,0,16,Joshua,Karty,KartyJoshua_15005,3357.0,3355.0,9.0,31.0,5.0,30.0,Signed,Star,72.0,0.0,0.0,MIN,tier_5,0.9565217391304348,1.0,0.9,,,,MIN,9
220,K,Lukas,Halvorsen,Lukas Halvorsen,GB,0,0,0,1,0,0,67,37,0,9,0,False,0,0,29,35,0,6,10,5,8,0,4,7,26,58,16,19,0,6,9,0,16,Lukas,Halvorsen,LukasHalvorsen_32416,1294.0,1292.0,1.0,24.0,4.0,19.0,Signed,Normal,73.0,0.0,0.0,GB,tier_5,0.896551724137931,0.9459459459459459,0.9375,,,,GB,4
221,P,Dwight,Walker,Dwight Walker,MIA,0,3134,3449,0,74,23,75,0,53,9,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,11,0,0,0,0,16,Dwight,Walker,DwightWalker_3363398,1863.0,1861.0,0.0,23.0,63.0,11.0,Signed,Normal,74.0,0.0,0.0,MIA,tier_5,,,,0.30434782608695654,46.608108108108105,0.9086691794723109,MIA,-5
222,P,Tommy,Townsend,Tommy Townsend,BAL,0,2997,3336,0,69,23,69,0,59,9,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,12,Tommy,Townsend,TownsendTommy_21175,2837.0,2835.0,13.0,36.0,63.0,24.0,Signed,Normal,81.0,0.0,0.0,BAL,tier_3,,,,0.2608695652173913,48.34782608695652,0.8983812949640287,BAL,-2
223,K,Joey,Matthews,Joey Matthews,SEA,0,0,0,2,0,0,166,44,0,9,89,False,0,0,31,42,0,8,8,6,9,0,6,8,27,56,16,27,41,5,8,0,16,Joey,Matthews,JoeyMatthews_31635,910.0,908.0,2.0,24.0,6.0,27.0,Signed,Normal,82.0,0.0,0.0,SEA,tier_3,0.8709677419354839,0.9545454545454546,0.8125,,,,SEA,-5
224,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,3266,3480,0,71,28,161,0,55,9,88,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,29,46,0,0,0,16,Tyler,Kinsman,,3517.0,3515.0,4.0,27.0,63.0,29.0,Signed,Superstar,82.0,0.0,0.0,TEN,tier_3,,,,0.2857142857142857,49.014084507042256,0.9385057471264368,TEN,-2
226,K,Jack,Browning,Jack Browning,DEN,0,0,0,1,0,0,175,45,0,9,92,False,0,0,39,42,0,9,11,8,11,0,7,11,35,57,16,3,51,7,10,0,16,Jack,Browning,,3622.0,3620.0,9.0,31.0,63.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,0.8974358974358975,0.9333333333333333,0.85,,,,DEN,1
227,P,A.J.,Cole III,A.J. Cole III,KC,0,3387,3759,0,82,22,82,0,52,9,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,16,A.J.,Cole III,ColeIIIAJ_20821,536.0,534.0,14.0,37.0,63.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,,,,0.22727272727272727,45.84146341463415,0.9010375099760575,KC,-3
228,K,Tristan,Alvano,Tristan Alvano,DAL,0,0,0,2,0,0,173,43,0,9,91,False,0,0,36,40,0,12,9,8,7,0,7,7,30,59,16,10,50,8,8,0,16,Tristan,Alvano,,585.0,583.0,6.0,29.0,63.0,10.0,Signed,Normal,70.0,0.0,0.0,DAL,tier_5,0.8333333333333334,0.9302325581395349,0.7619047619047619,,,,DAL,-2
229,P,Tommy,Doman,Tommy Doman,CHI,0,3692,3885,0,81,31,172,0,54,9,89,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,58,0,0,0,16,Tommy,Doman,,2142.0,2140.0,8.0,31.0,63.0,0.0,Signed,Normal,78.0,0.0,0.0,CHI,tier_4,,,,0.22580645161290322,47.96296296296296,0.9503217503217504,CHI,2
232,K,Daniel,Colvin,Daniel Colvin,CAR,0,0,0,0,0,0,140,34,0,9,74,False,0,0,31,33,0,6,10,8,7,0,8,7,28,56,12,20,35,4,9,0,12,Daniel,Colvin,DanielColvin_32724,1802.0,1800.0,1.0,23.0,7.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,0.9032258064516129,0.9705882352941176,0.8125,,,,CAR,3
233,P,Riley,Norton,Riley Norton,NE,0,3891,4230,0,87,34,177,0,55,9,84,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,21,53,0,0,1,16,Riley,Norton,RileyNorton_30530,2027.0,2025.0,3.0,29.0,5.0,21.0,Signed,Superstar,84.0,0.0,0.0,NE,tier_3,,,,0.20588235294117646,48.62068965517241,0.9198581560283688,NE,1
516,K,Ryland,Stromberg,Ryland Stromberg,BAL,0,0,0,0,0,0,145,26,0,9,83,False,0,0,40,26,0,7,11,12,10,0,11,7,35,58,16,24,48,6,11,0,16,Ryland,Stromberg,RylandStromberg_30727,3627.0,3625.0,3.0,26.0,7.0,24.0,Signed,Superstar,85.0,0.0,0.0,BAL,tier_2,0.875,1.0,0.9444444444444444,,,,BAL,1
517,K,Peyton,Woodring,Peyton Woodring,KC,0,0,0,1,0,0,164,45,0,9,90,False,0,0,31,45,0,12,9,5,5,0,5,4,27,58,16,8,57,12,6,0,16,Peyton,Woodring,,356.0,354.0,6.0,28.0,7.0,8.0,Signed,Normal,78.0,0.0,0.0,KC,tier_4,0.8709677419354839,1.0,0.8571428571428571,,,,KC,2
518,P,Mitchell,Lake,Mitchell Lake,ARI,0,3531,3734,0,80,33,168,0,53,9,88,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,6,52,0,0,0,16,Mitchell,Lake,,1146.0,1144.0,6.0,29.0,63.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,,,,0.15151515151515152,46.675,0.9456347080878414,ARI,0
519,K,Bret,Kovacs,Bret Kovacs,DET,1,0,0,1,0,0,152,40,0,9,85,False,0,0,28,39,0,9,7,8,4,0,7,4,25,57,16,18,50,7,7,0,16,Bret,Kovacs,BretKovacs_30721,3635.0,3633.0,3.0,24.0,7.0,18.0,Signed,Normal,80.0,0.0,0.0,DET,tier_3,0.8928571428571429,0.975,0.875,,,,DET,-3
520,K,Victor,Bennett,Victor Bennett,WAS,0,0,0,1,0,0,146,32,0,9,71,False,0,0,28,29,0,9,11,5,3,0,4,2,22,57,16,25,31,6,10,0,16,Victor,Bennett,VictorBennett_3263323,2430.0,2428.0,1.0,24.0,63.0,25.0,Signed,Normal,78.0,0.0,0.0,WAS,tier_4,0.7857142857142857,0.90625,0.8,,,,WAS,-9
521,K,Mateo,Galindo,Mateo Galindo,SF,0,0,0,0,0,0,60,33,0,9,0,False,0,0,29,28,0,11,8,5,5,0,5,4,26,58,16,14,0,10,7,0,16,Mateo,Galindo,MateoGalindo_3363305,3315.0,3313.0,0.0,23.0,63.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,0.896551724137931,0.8484848484848485,0.8947368421052632,,,,SF,0
522,P,Kyle,Parker,Kyle Parker,HOU,0,2836,3115,0,66,22,67,0,53,9,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,0,1,16,Kyle,Parker,KyleParker_33641,3171.0,3169.0,0.0,22.0,6.0,31.0,Signed,Normal,72.0,0.0,0.0,HOU,tier_5,,,,0.22727272727272727,47.196969696969695,0.9104333868378812,HOU,0
523,K,Mac,Rudd,Mac Rudd,ATL,0,0,0,0,0,0,49,19,0,9,0,False,0,0,30,18,0,10,6,7,7,0,6,6,26,59,13,13,0,8,6,0,13,Mac,Rudd,MacRudd_3363310,231.0,229.0,0.0,23.0,63.0,13.0,Signed,Normal,69.0,0.0,0.0,ATL,tier_6,0.8666666666666667,0.9473684210526315,0.875,,,,ATL,2
545,P,Michael,Kern,Michael Kern,DAL,0,3067,3280,0,71,20,74,0,53,9,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,1,16,Michael,Kern,MichaelKern_29713,1881.0,1879.0,4.0,27.0,7.0,10.0,Signed,Normal,71.0,0.0,0.0,DAL,tier_5,,,,0.2,46.19718309859155,0.9350609756097561,DAL,0
546,K,Blake,Grupe,Blake Grupe,NYG,0,0,0,0,0,0,144,41,0,9,80,False,0,0,22,39,0,7,9,2,4,0,0,4,18,59,16,15,46,6,8,0,16,Blake,Grupe,GrupeBlake_23337,607.0,605.0,10.0,34.0,63.0,15.0,Signed,Normal,74.0,0.0,0.0,NYG,tier_5,0.8181818181818182,0.9512195121951219,0.875,,,,NYG,1
547,P,Brett,Thorson,Brett Thorson,JAX,0,3194,3335,0,71,23,145,0,53,9,72,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,16,54,0,0,0,16,Brett,Thorson,,2016.0,2014.0,7.0,29.0,7.0,16.0,Signed,Normal,79.0,0.0,0.0,JAX,tier_4,,,,0.21739130434782608,46.971830985915496,0.9577211394302848,JAX,0
548,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,0,0,0,72,40,0,9,0,False,0,0,32,38,0,8,11,7,6,0,7,6,30,58,16,6,0,7,10,0,16,Will,Ferrin,,2635.0,2633.0,7.0,29.0,63.0,6.0,Signed,Normal,70.0,0.0,0.0,ARI,tier_5,0.9375,0.95,0.8947368421052632,,,,ARI,4
571,K,Mason,Shipley,Mason Shipley,HOU,0,0,0,0,0,0,164,37,0,9,87,False,0,0,36,34,0,7,3,9,17,0,9,14,32,58,16,31,64,6,3,0,16,Mason,Shipley,,2715.0,2713.0,7.0,30.0,63.0,31.0,Signed,Star,80.0,0.0,0.0,HOU,tier_3,0.8888888888888888,0.918918918918919,0.9,,,,HOU,-4
572,P,Aidan,Flintoft,Aidan Flintoft,TB,0,3927,4270,0,90,30,90,0,54,9,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,16,Aidan,Flintoft,,690.0,688.0,6.0,29.0,5.0,5.0,Signed,Normal,78.0,0.0,0.0,TB,tier_4,,,,0.2,47.44444444444444,0.919672131147541,TB,-1
573,P,Anthony,Harris,Anthony Harris,LAR,0,3380,3592,0,74,26,77,0,54,9,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,1,16,Anthony,Harris,AnthonyHarris_3263412,2802.0,2800.0,1.0,23.0,63.0,23.0,Signed,Normal,78.0,0.0,0.0,LAR,tier_4,,,,0.23076923076923078,48.54054054054054,0.9409799554565702,LAR,1
574,P,Aleksi,Pulkkinen,Aleksi Pulkkinen,SF,0,3505,3885,0,83,28,159,0,54,9,72,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,14,31,0,0,0,16,Aleksi,Pulkkinen,AleksiPulkkinen_3352,3178.0,3176.0,0.0,21.0,5.0,14.0,Signed,Normal,76.0,0.0,0.0,SF,tier_4,,,,0.17857142857142858,46.80722891566265,0.9021879021879022,SF,-3
575,P,Bradley,Green,Bradley Green,IND,0,3858,4141,0,91,32,94,0,56,9,0,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,1,16,Bradley,Green,BradleyGreen_3176,3025.0,3023.0,2.0,24.0,7.0,9.0,Signed,Normal,70.0,0.0,0.0,IND,tier_5,,,,0.25,45.505494505494504,0.9316590195604927,IND,-2
596,P,Travis,Svendsen,Travis Svendsen,SEA,0,3748,4076,0,86,32,87,0,54,9,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,16,Travis,Svendsen,TravisSvendsen_32635,1579.0,1577.0,1.0,22.0,6.0,27.0,Signed,Star,77.0,0.0,0.0,SEA,tier_4,,,,0.09375,47.395348837209305,0.9195289499509323,SEA,1
597,P,Mason,Fletcher,Mason Fletcher,BUF,0,3537,3722,0,78,27,165,0,54,9,86,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,2,56,0,0,0,16,Mason,Fletcher,,3480.0,3478.0,9.0,33.0,63.0,2.0,Signed,Star,81.0,0.0,0.0,BUF,tier_3,,,,0.14814814814814814,47.717948717948715,0.9502955400322407,BUF,1
598,K,Jai,Patel,Jai Patel,BUF,1,0,0,0,0,0,74,48,0,9,0,False,0,0,26,47,0,5,6,7,8,0,7,7,22,60,16,2,0,4,4,0,16,Jai,Patel,,894.0,892.0,6.0,28.0,63.0,2.0,Signed,Star,78.0,0.0,0.0,BUF,tier_4,0.8461538461538461,0.9791666666666666,0.7272727272727273,,,,BUF,-5
599,P,Ryland,Lyles,Ryland Lyles,PHI,0,3899,4133,0,89,29,89,0,53,9,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,16,Ryland,Lyles,RylandLyles_30614,887.0,885.0,3.0,24.0,6.0,12.0,Signed,Normal,76.0,0.0,0.0,PHI,tier_4,,,,0.13793103448275862,46.438202247191015,0.943382530849262,PHI,-1
600,K,Aeeron,Burrell,Aeeron Burrell,PHI,0,0,0,0,0,0,166,45,0,9,89,False,0,0,31,45,0,10,8,4,9,0,2,8,26,58,16,12,54,9,7,0,16,Aeeron,Burrell,AeeronBurrell_2978,1220.0,1218.0,4.0,26.0,7.0,12.0,Signed,Normal,76.0,0.0,0.0,PHI,tier_4,0.8387096774193549,1.0,0.8888888888888888,,,,PHI,2
601,P,Matthew,Weaver,Matthew Weaver,LAC,0,3718,4025,0,88,26,88,0,52,9,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,16,Matthew,Weaver,MatthewWeaver_33716,2238.0,2236.0,0.0,22.0,7.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,,,,0.15384615384615385,45.73863636363637,0.9237267080745342,LAC,0
602,K,Cameron,Dicker,Cameron Dicker,LAC,0,0,0,0,0,0,152,39,0,9,84,False,0,0,30,38,0,8,7,7,8,0,5,8,26,59,16,7,57,7,6,0,16,Cameron,Dicker,DickerCameron_22392,702.0,700.0,11.0,33.0,63.0,7.0,Signed,Normal,82.0,0.0,0.0,LAC,tier_3,0.8666666666666667,0.9743589743589743,0.8666666666666667,,,,LAC,-3
603,P,Anthony,Whittaker,Anthony Whittaker,CLE,0,2964,3282,0,73,25,73,0,52,9,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,16,Anthony,Whittaker,AnthonyWhittaker_3263414,2811.0,2809.0,1.0,23.0,63.0,4.0,Signed,Normal,69.0,0.0,0.0,CLE,tier_6,,,,0.24,44.95890410958904,0.903107861060329,CLE,-4
