Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
339,LG,Leati,Alofaituli,Leati Alofaituli,CLE,16,22,2,1039,False,16,4,0,9,Leati,Alofaituli,LeatiAlofaituli_32129,659.0,657.0,1.0,22.0,1.0,4.0,Signed,Star,78.0,0.0,0.0,CLE,tier_4,1.9249278152069298,CLE,5
342,LT,Boogie,Simmons,Boogie Simmons,LV,13,81,12,866,False,16,22,0,9,Boogie,Simmons,BoogieSimmons_33417,3044.0,3042.0,0.0,22.0,4.0,22.0,Signed,Normal,69.0,0.0,0.0,LV,tier_6,13.856812933025404,LV,-2
361,LG,Owen,Hollenbeck,Owen Hollenbeck,PIT,16,26,6,1080,False,16,28,0,9,Owen,Hollenbeck,OwenHollenbeck_29319,3533.0,3531.0,4.0,26.0,3.0,28.0,Signed,Star,82.0,0.0,0.0,PIT,tier_3,5.555555555555555,PIT,-2
363,RG,Walter,Samuel,Walter Samuel,PIT,16,14,5,1078,False,16,28,0,9,Walter,Samuel,WalterSamuel_30130,455.0,453.0,3.0,26.0,1.0,28.0,Signed,Star,74.0,0.0,0.0,PIT,tier_5,4.63821892393321,PIT,-3
365,RT,Roshawn,Holt,Roshawn Holt,PIT,16,8,2,1061,False,16,28,0,9,Roshawn,Holt,RoshawnHolt_32113,1398.0,1396.0,1.0,22.0,1.0,28.0,Signed,Normal,83.0,0.0,0.0,PIT,tier_3,1.885014137606032,PIT,8
366,C,Douglas,Utu,Douglas Utu,PIT,16,13,0,1064,False,16,28,0,9,Douglas,Utu,,2801.0,2799.0,4.0,27.0,2.0,28.0,Signed,Normal,76.0,0.0,0.0,PIT,tier_4,0.0,PIT,10
473,C,Joel,Thomas,Joel Thomas,NE,12,99,3,840,False,12,21,0,9,Joel,Thomas,JoelThomas_33214,245.0,243.0,0.0,22.0,2.0,21.0,Signed,Normal,77.0,0.0,0.0,NE,tier_4,3.571428571428571,NE,2
476,RG,Nick,Gargiulo,Nick Gargiulo,PHI,9,13,2,660,False,14,12,0,9,Nick,Gargiulo,,3607.0,3605.0,9.0,32.0,63.0,12.0,Signed,Normal,68.0,0.0,0.0,PHI,tier_6,3.0303030303030303,PHI,1
508,C,Andrew,Page,Andrew Page,CLE,13,92,1,949,False,13,4,0,9,Andrew,Page,,1234.0,1232.0,5.0,27.0,3.0,4.0,Signed,Superstar,91.0,0.0,0.0,CLE,tier_1,1.053740779768177,CLE,1
510,C,Al,Russell,Al Russell,ATL,16,117,8,1043,False,16,13,0,9,Al,Russell,AlRussell_31626,2644.0,2642.0,2.0,25.0,6.0,13.0,Signed,Normal,71.0,0.0,0.0,ATL,tier_5,7.670182166826462,ATL,-3
511,LG,Cordale,Poindexter,Cordale Poindexter,MIA,14,57,6,1036,False,14,11,0,9,Cordale,Poindexter,CordalePoindexter_3163340,3560.0,3558.0,2.0,24.0,63.0,11.0,Signed,Normal,76.0,0.0,0.0,MIA,tier_4,5.7915057915057915,MIA,-1
525,LT,Kevin,Norris,Kevin Norris,DAL,8,81,7,681,False,16,10,0,9,Kevin,Norris,KevinNorris_33618,724.0,722.0,0.0,22.0,6.0,10.0,Signed,Normal,65.0,0.0,0.0,DAL,tier_6,10.279001468428781,DAL,1
526,LT,Elijah,Pritchett,Elijah Pritchett,NYG,16,164,6,1202,False,16,15,0,9,Elijah,Pritchett,,2346.0,2344.0,6.0,29.0,4.0,15.0,Signed,Superstar,96.0,0.0,0.0,NYG,tier_0,4.9916805324459235,NYG,-1
527,RT,Gavin,Ellis,Gavin Ellis,NYG,16,38,8,1148,False,16,15,0,9,Gavin,Ellis,GavinEllis_30328,504.0,502.0,3.0,25.0,3.0,15.0,Signed,Normal,78.0,0.0,0.0,NYG,tier_4,6.968641114982578,NYG,2
572,LG,Cam'Ron,Johnson,Cam'Ron Johnson,LV,16,38,6,1011,False,16,22,0,9,Cam'Ron,Johnson,,1751.0,1749.0,8.0,30.0,2.0,22.0,Signed,Star,85.0,0.0,0.0,LV,tier_2,5.934718100890208,LV,-3
581,RT,JP,Benzschawel,JP Benzschawel,GB,16,30,8,1131,False,16,19,0,9,JP,Benzschawel,,2950.0,2948.0,7.0,30.0,63.0,19.0,Signed,Normal,77.0,0.0,0.0,GB,tier_4,7.0733863837312105,GB,-1
583,RT,Melvin,Patton,Melvin Patton,CHI,5,45,5,581,False,16,0,0,9,Melvin,Patton,MelvinPatton_30126,2462.0,2460.0,3.0,25.0,1.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,8.605851979345955,CHI,1
584,C,Shawn,Holcomb,Shawn Holcomb,CHI,16,74,7,1210,False,16,0,0,9,Shawn,Holcomb,ShawnHolcomb_30621,2404.0,2402.0,3.0,25.0,6.0,0.0,Signed,Normal,70.0,0.0,0.0,CHI,tier_5,5.785123966942148,CHI,0
613,RT,Andrew,Sprague,Andrew Sprague,WAS,14,45,16,937,False,14,25,0,9,Andrew,Sprague,,3081.0,3079.0,5.0,27.0,1.0,25.0,Signed,Normal,72.0,0.0,0.0,WAS,tier_5,17.075773745997868,WAS,-6
614,RT,Jayden,Williams,Jayden Williams,NE,14,28,6,955,False,14,21,0,9,Jayden,Williams,,515.0,513.0,8.0,30.0,5.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,6.282722513089006,NE,2
615,RT,Keith,Linton,Keith Linton,DET,14,11,11,927,False,14,18,0,9,Keith,Linton,KeithLinton_32410,1266.0,1264.0,1.0,23.0,4.0,18.0,Signed,Normal,70.0,0.0,0.0,DET,tier_5,11.866235167206042,DET,-3
617,RG,Clyde,Hackett,Clyde Hackett,DET,6,8,2,435,False,14,18,0,9,Clyde,Hackett,ClydeHackett_3368,2091.0,2089.0,0.0,22.0,6.0,18.0,Signed,Normal,69.0,0.0,0.0,DET,tier_6,4.597701149425287,DET,-2
619,RG,Baxter,Durbin,Baxter Durbin,DAL,16,48,3,1132,False,16,10,0,9,Baxter,Durbin,BaxterDurbin_33218,287.0,285.0,0.0,21.0,2.0,10.0,Signed,Star,78.0,0.0,0.0,DAL,tier_4,2.65017667844523,DAL,2
631,RG,Parker,Wesevich,Parker Wesevich,ATL,16,19,1,1096,False,16,13,0,9,Parker,Wesevich,ParkerWesevich_3016,1976.0,1974.0,3.0,25.0,1.0,13.0,Signed,Star,80.0,0.0,0.0,ATL,tier_3,0.9124087591240876,ATL,8
632,RT,Darnell,Wright,Darnell Wright,ATL,16,28,6,1092,False,16,13,0,9,Darnell,Wright,WrightDarnell_22861,3156.0,3154.0,10.0,32.0,1.0,13.0,Signed,Star,74.0,0.0,0.0,ATL,tier_5,5.4945054945054945,ATL,3
641,LT,Colt,Jackson,Colt Jackson,NE,16,172,12,1108,False,16,21,0,9,Colt,Jackson,ColtJackson_32120,646.0,644.0,1.0,23.0,1.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,10.830324909747292,NE,-1
643,RG,Raymond,Pulido,Raymond Pulido,NE,16,16,2,1112,False,16,21,0,9,Raymond,Pulido,,3265.0,3263.0,6.0,29.0,2.0,21.0,Signed,Star,76.0,0.0,0.0,NE,tier_4,1.7985611510791368,NE,5
644,LG,Tre,Calhoun,Tre Calhoun,NE,13,23,8,859,False,13,21,0,9,Tre,Calhoun,TreCalhoun_31126,3396.0,3394.0,2.0,24.0,1.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,9.313154831199068,NE,-6
646,LG,Seuseu,Alofaituli,Seuseu Alofaituli,DEN,14,40,7,921,False,14,3,0,9,Seuseu,Alofaituli,,1414.0,1412.0,4.0,26.0,2.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,7.60043431053203,DEN,-4
666,LG,Trent,Heinicke,Trent Heinicke,MIN,14,44,2,1041,False,14,30,0,9,Trent,Heinicke,TrentHeinicke_30212,281.0,279.0,3.0,25.0,2.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,1.9212295869356388,MIN,4
667,C,Bryce,Foster,Bryce Foster,MIN,16,123,7,1110,False,16,30,0,9,Bryce,Foster,,419.0,417.0,8.0,30.0,3.0,30.0,Signed,Star,74.0,0.0,0.0,MIN,tier_5,6.306306306306306,MIN,-3
669,RT,Emmett,Harper,Emmett Harper,MIN,14,44,5,943,False,14,30,0,9,Emmett,Harper,EmmettHarper_3253,1462.0,1460.0,1.0,24.0,5.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,5.302226935312832,MIN,3
670,RG,Isendre,Ahfua,Isendre Ahfua,MIN,14,21,3,984,False,15,30,0,9,Isendre,Ahfua,,3636.0,3634.0,5.0,27.0,1.0,30.0,Signed,Star,80.0,0.0,0.0,MIN,tier_3,3.048780487804878,MIN,-2
673,LT,Asante,Nalbone,Asante Nalbone,CIN,5,33,3,418,False,16,1,0,9,Asante,Nalbone,AsanteNalbone_33431,2024.0,2022.0,0.0,22.0,4.0,1.0,Signed,Normal,67.0,0.0,0.0,CIN,tier_6,7.177033492822967,CIN,4
722,RT,Jalen,Payton,Jalen Payton,HOU,16,31,9,1171,False,16,31,0,9,Jalen,Payton,JalenPayton_3225,790.0,788.0,1.0,22.0,2.0,31.0,Signed,Normal,71.0,0.0,0.0,HOU,tier_5,7.685738684884714,HOU,0
723,RG,Darren,Stephenson,Darren Stephenson,HOU,16,33,6,1225,False,16,31,0,9,Darren,Stephenson,DarrenStephenson_33110,1399.0,1397.0,0.0,23.0,1.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,4.8979591836734695,HOU,-4
724,LT,Lincoln,Byron,Lincoln Byron,HOU,6,82,8,744,False,16,31,0,9,Lincoln,Byron,LincolnByron_33316,38.0,36.0,0.0,21.0,3.0,31.0,Signed,Normal,69.0,0.0,0.0,HOU,tier_6,10.752688172043012,HOU,1
726,LT,Nolan,Potter,Nolan Potter,HOU,10,86,4,570,False,10,31,0,9,Nolan,Potter,,3360.0,3358.0,9.0,32.0,3.0,31.0,Signed,Star,78.0,0.0,0.0,HOU,tier_4,7.017543859649123,HOU,2
728,RT,JacQawn,McRoy,JacQawn McRoy,CHI,16,61,14,1125,False,16,0,0,9,JacQawn,McRoy,,1662.0,1660.0,5.0,27.0,2.0,0.0,Signed,Normal,82.0,0.0,0.0,CHI,tier_3,12.444444444444443,CHI,-5
737,RT,Caleb,Siech,Caleb Siech,TEN,14,28,2,1033,False,14,29,0,9,Caleb,Siech,,481.0,479.0,7.0,30.0,63.0,29.0,Signed,Normal,74.0,0.0,0.0,TEN,tier_5,1.936108422071636,TEN,12
775,RG,O'Cyrus,Torrence,O'Cyrus Torrence,WAS,16,20,2,1089,False,16,25,0,9,O'Cyrus,Torrence,TorrenceOCyrus_22852,2833.0,2831.0,10.0,33.0,2.0,25.0,Signed,Star,72.0,0.0,0.0,WAS,tier_5,1.8365472910927456,WAS,6
885,RG,Knox,Ward,Knox Ward,ARI,16,18,3,1078,False,16,6,0,9,Knox,Ward,KnoxWard_31315,32.0,30.0,2.0,25.0,3.0,6.0,Signed,Star,85.0,0.0,0.0,ARI,tier_2,2.782931354359926,ARI,-1
889,RT,Kinglsey,Suamataia,Kinglsey Suamataia,SF,16,29,11,1043,False,16,14,0,9,Kinglsey,Suamataia,,3213.0,3211.0,9.0,31.0,1.0,14.0,Signed,Superstar,80.0,0.0,0.0,SF,tier_3,10.546500479386385,SF,-5
905,RG,Marlon,Russell,Marlon Russell,PHI,10,25,4,712,False,10,12,0,9,Marlon,Russell,MarlonRussell_32636,2639.0,2637.0,1.0,23.0,6.0,12.0,Signed,Normal,81.0,0.0,0.0,PHI,tier_3,5.617977528089887,PHI,-5
906,LT,Trey,Thurman,Trey Thurman,PHI,14,115,8,984,False,14,12,0,9,Trey,Thurman,TreyThurman_31532,2896.0,2894.0,2.0,23.0,5.0,12.0,Signed,Normal,76.0,0.0,0.0,PHI,tier_4,8.130081300813009,PHI,2
908,RT,Austin,Posey,Austin Posey,PHI,16,36,5,1128,False,16,12,0,9,Austin,Posey,AustinPosey_3121,993.0,991.0,2.0,25.0,2.0,12.0,Signed,Star,77.0,0.0,0.0,PHI,tier_4,4.432624113475177,PHI,2
911,C,Frank,Ragnow,Frank Ragnow,LAC,14,110,8,895,False,14,7,0,9,Frank,Ragnow,RagnowFrank_13110,2310.0,2308.0,15.0,37.0,1.0,7.0,Signed,Star,76.0,0.0,0.0,LAC,tier_4,8.938547486033519,LAC,-7
912,LT,Monroe,Freeling,Monroe Freeling,LAC,16,158,7,1076,False,16,7,0,9,Monroe,Freeling,,2531.0,2529.0,6.0,29.0,1.0,7.0,Signed,Superstar,81.0,0.0,0.0,LAC,tier_3,6.5055762081784385,LAC,1
922,RT,Ekene,Ogboko,Ekene Ogboko,DAL,16,32,8,1112,False,16,10,0,9,Ekene,Ogboko,,49.0,47.0,4.0,25.0,1.0,10.0,Signed,Star,75.0,0.0,0.0,DAL,tier_4,7.194244604316547,DAL,-1
923,RG,Channing,Day,Channing Day,DAL,6,9,6,511,False,11,10,0,9,Channing,Day,ChanningDay_30529,1993.0,1991.0,3.0,25.0,5.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,11.741682974559687,DAL,-5
929,LG,Quentin,Adams,Quentin Adams,SF,13,29,12,828,False,14,14,0,9,Quentin,Adams,QuentinAdams_3332,142.0,140.0,0.0,22.0,3.0,14.0,Signed,Normal,72.0,0.0,0.0,SF,tier_5,14.492753623188406,SF,-6
931,C,Emmett,Charles,Emmett Charles,IND,10,89,3,686,False,10,9,0,9,Emmett,Charles,EmmettCharles_3027,222.0,220.0,3.0,26.0,2.0,9.0,Signed,Normal,84.0,0.0,0.0,IND,tier_3,4.373177842565598,IND,-2
932,RG,Ifeatu,Obogbule,Ifeatu Obogbule,IND,16,10,1,1095,False,16,9,0,9,Ifeatu,Obogbule,,3321.0,3319.0,3.0,24.0,3.0,9.0,Signed,Normal,73.0,0.0,0.0,IND,tier_5,0.91324200913242,IND,12
933,LT,Lonnie,Bulluck,Lonnie Bulluck,IND,11,77,8,685,False,11,9,0,9,Lonnie,Bulluck,LonnieBulluck_32623,2717.0,2715.0,1.0,23.0,6.0,9.0,Signed,Normal,75.0,0.0,0.0,IND,tier_4,11.678832116788321,IND,-1
934,RT,Tristan,Wirfs,Tristan Wirfs,IND,16,27,12,1053,False,16,9,0,9,Tristan,Wirfs,WirfsTristan_20971,3114.0,3112.0,13.0,34.0,1.0,9.0,Signed,Star,73.0,0.0,0.0,IND,tier_5,11.396011396011396,IND,-3
935,LG,Malachi,Goodman,Malachi Goodman,IND,13,34,5,876,False,14,9,0,9,Malachi,Goodman,MalachiGoodman_29126,3470.0,3468.0,4.0,27.0,1.0,9.0,Signed,Normal,69.0,0.0,0.0,IND,tier_6,5.707762557077626,IND,1
947,LT,Colton,Lang,Colton Lang,JAX,4,48,4,413,False,16,16,0,9,Colton,Lang,ColtonLang_32512,1506.0,1504.0,1.0,23.0,5.0,16.0,Signed,Normal,67.0,0.0,0.0,JAX,tier_6,9.685230024213075,JAX,4
1009,C,Michael,Leyva,Michael Leyva,DEN,16,114,9,1046,False,16,3,0,9,Michael,Leyva,MichaelLeyva_32521,1531.0,1529.0,1.0,23.0,5.0,3.0,Signed,Normal,65.0,0.0,0.0,DEN,tier_6,8.604206500956023,DEN,-5
1010,RT,Morgan,Sheldon,Morgan Sheldon,DEN,14,27,9,972,False,16,3,0,9,Morgan,Sheldon,MorganSheldon_32121,728.0,726.0,1.0,23.0,1.0,3.0,Signed,Star,79.0,0.0,0.0,DEN,tier_4,9.25925925925926,DEN,-1
1011,RG,Ajani,Cornelius,Ajani Cornelius,DEN,14,37,3,1066,False,14,3,0,9,Ajani,Cornelius,,1095.0,1093.0,8.0,31.0,1.0,3.0,Signed,XFactor,88.0,0.0,0.0,DEN,tier_2,2.8142589118198873,DEN,-1
1015,RT,Zach,McClain,Zach McClain,DEN,14,97,11,891,False,14,3,0,9,Zach,McClain,ZachMcClain_3151,3174.0,3172.0,2.0,23.0,5.0,3.0,Signed,Normal,81.0,0.0,0.0,DEN,tier_3,12.345679012345679,DEN,-5
1046,LG,Jameel,Smith Jr,Jameel Smith Jr,NO,15,23,0,1079,False,16,26,0,9,Jameel,Smith Jr,JameelSmith Jr_32217,886.0,884.0,1.0,23.0,2.0,26.0,Signed,Normal,75.0,0.0,0.0,NO,tier_4,0.0,NO,10
1047,LG,Michael,Carroll,Michael Carroll,NO,13,38,5,1012,False,13,26,0,9,Michael,Carroll,MichaelCarroll_2929,2596.0,2594.0,4.0,26.0,2.0,26.0,Signed,Superstar,82.0,0.0,0.0,NO,tier_3,4.940711462450593,NO,-2
1057,LT,Elijah,Paige,Elijah Paige,NO,6,45,6,542,False,16,26,0,9,Elijah,Paige,,1315.0,1313.0,5.0,28.0,4.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,11.07011070110701,NO,0
1058,LG,Bo,McGhee,Bo McGhee,TB,15,32,6,1012,False,15,5,0,9,Bo,McGhee,BoMcGhee_30211,3162.0,3160.0,3.0,26.0,2.0,5.0,Signed,Normal,86.0,0.0,0.0,TB,tier_2,5.928853754940711,TB,-3
1059,LT,Andrew,Nash,Andrew Nash,TB,5,38,12,509,False,10,5,0,9,Andrew,Nash,AndrewNash_30511,795.0,793.0,3.0,25.0,5.0,5.0,Signed,Normal,72.0,0.0,0.0,TB,tier_5,23.575638506876228,TB,-6
1062,LT,Nate,Cameron,Nate Cameron,SF,12,96,18,912,False,16,14,0,9,Nate,Cameron,NateCameron_3323,1817.0,1815.0,0.0,23.0,2.0,14.0,Signed,Normal,71.0,0.0,0.0,SF,tier_5,19.736842105263158,SF,-6
1088,LG,Isaac,Willis,Isaac Willis,WAS,9,17,8,654,False,15,25,0,9,Isaac,Willis,IsaacWillis_3224,771.0,769.0,1.0,22.0,2.0,25.0,Signed,Star,69.0,0.0,0.0,WAS,tier_6,12.232415902140673,WAS,-5
1089,LT,Justin,McCarthy,Justin McCarthy,WAS,5,36,9,464,False,16,25,0,9,Justin,McCarthy,JustinMcCarthy_3244,1150.0,1148.0,1.0,24.0,4.0,25.0,Signed,Normal,64.0,0.0,0.0,WAS,tier_6,19.396551724137932,WAS,-5
1090,C,Pierre,Dean,Pierre Dean,HOU,16,202,1,1262,False,16,31,0,9,Pierre,Dean,PierreDean_29127,2059.0,2057.0,4.0,25.0,1.0,31.0,Signed,Superstar,88.0,0.0,0.0,HOU,tier_2,0.7923930269413629,HOU,6
1120,RG,Lance,Heard,Lance Heard,HOU,14,29,3,1057,False,14,31,0,9,Lance,Heard,,1406.0,1404.0,7.0,29.0,3.0,31.0,Signed,Normal,72.0,0.0,0.0,HOU,tier_5,2.838221381267739,HOU,3
1148,LT,Victor,Smith,Victor Smith,ATL,13,108,9,857,False,13,13,0,9,Victor,Smith,VictorSmith_3311,2508.0,2506.0,0.0,22.0,1.0,13.0,Signed,Superstar,84.0,0.0,0.0,ATL,tier_3,10.501750291715286,ATL,-2
1150,RG,Darius,Woodbury,Darius Woodbury,LV,14,23,1,1068,False,14,22,0,9,Darius,Woodbury,DariusWoodbury_31123,689.0,687.0,2.0,23.0,1.0,22.0,Signed,Superstar,95.0,0.0,0.0,LV,tier_0,0.9363295880149812,LV,3
1151,C,James,Skillin,James Skillin,LV,15,82,4,987,False,15,22,0,9,James,Skillin,,1822.0,1820.0,2.0,24.0,4.0,22.0,Signed,Normal,70.0,0.0,0.0,LV,tier_5,4.052684903748734,LV,0
1152,RT,John,O'Rourke,John O'Rourke,LV,16,29,5,1109,False,16,22,0,9,John,O'Rourke,JohnO'Rourke_32318,1086.0,1084.0,1.0,23.0,3.0,22.0,Signed,Star,78.0,0.0,0.0,LV,tier_4,4.508566275924256,LV,2
1180,RT,Josiah,Thompson,Josiah Thompson,MIA,10,12,3,794,False,16,11,0,9,Josiah,Thompson,,2602.0,2600.0,6.0,29.0,2.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,3.778337531486146,MIA,6
1181,C,Tyler,Cavanaugh,Tyler Cavanaugh,GB,11,90,2,817,False,11,19,0,9,Tyler,Cavanaugh,TylerCavanaugh_31118,3503.0,3501.0,2.0,24.0,1.0,19.0,Signed,Superstar,95.0,0.0,0.0,GB,tier_0,2.4479804161566707,GB,-3
1232,LT,Odion,Abdoulaye,Odion Abdoulaye,NYJ,16,114,16,1046,False,16,17,0,9,Odion,Abdoulaye,OdionAbdoulaye_31114,3478.0,3476.0,2.0,23.0,1.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,15.296367112810707,NYJ,-6
