FullName,Position,TeamName,SkillPointOff
George Thompkins,HB,BUF,-6
Gerrad Butler,WR,CIN,-5
Gideon Davidson,HB,PHI,3
Harlem Berry,HB,SF,2
Harper Stevenson,WR,NO,0
Hykeem Williams,WR,DAL,-4
JT Lindsey,HB,DEN,-8
Ja'Marr Chase,WR,SEA,2
Jabari Brady,WR,TB,-11
Jackson Lacy,WR,HOU,8
Jaeden Skeete,WR,BUF,-4
Jaime Ffrench,WR,NE,-6
Jaleel Odenigbo,HB,KC,-2
Jalen McMillian,WR,MIA,2
Jalin Conyers,TE,LAR,4
Jamari Hopkins,HB,ATL,-6
Jameel Boykins,WR,MIA,-4
Jarrad Pippens,HB,WAS,1
Jaxon Smith-Njigba,WR,KC,3
Jayon Mathis,HB,WAS,2
Jayvon Blaylock,HB,MIA,6
Jeff Parks,WR,GB,-1
Jelani Thurman,TE,ATL,-2
Jeremiah Smith,WR,DAL,-2
Jeremiyah Love,HB,MIN,3
Jerome Myles,WR,CHI,5
Jerrick Gibson,HB,LV,-2
Jett Wallace,HB,CHI,4
Joe Kennard,WR,BUF,10
Joel Dugans,WR,LV,4
John Brown,HB,GB,-1
Johntay Cook II,WR,BAL,-6
JonAnthony Hall,WR,GB,-6
Jordin Pettis,WR,ATL,-7
Jordin Thomas,HB,BUF,1
Josh Crawford,HB,ATL,-1
Josh Gilmore,WR,LAC,-3
Josh McKenzie,WR,LAR,2
Julius Gandy,HB,CAR,1
Junior Clayborn,WR,DAL,2
Justin Jefferson,WR,DEN,2
Kaleb Edwards,TE,DET,-1
Kaliq Lockett,WR,MIA,5
Kamron Mikell,WR,IND,10
Kareem Nelson Jr,WR,MIN,3
Karmello English,WR,SEA,6
Kendre Harrison,TE,IND,3
Kentrell Davenport,HB,LV,1
Keon Coleman,WR,ARI,0
Kevon Matlock,WR,BAL,-7
Keyan Burnett,TE,DET,-4
Kyndall Young,HB,SF,-5
LaMarcus Clinton,HB,NYG,8
LaMont Tucker,WR,HOU,0
Lamar Ivy,WR,BUF,5
Linkon Cure,TE,SF,-2
Logan Daniels,HB,DET,4
Luther Burden III,WR,NYG,-1
Malik Nabers,WR,TB,3
Marcus Lamb,WR,NYJ,6
Marquez Pearman,HB,LAR,-2
Marvin Harrison Jr,WR,LAR,3
Matt Smith,HB,ARI,-5
Melo Silver,WR,ARI,1
Micah Jones,TE,LV,-4
Montell Hitchens,WR,HOU,-4
Montrell Holt,HB,CIN,6
Mylan Graham,WR,WAS,4
Nate Frazier,HB,PIT,-2
NiTareon Tuggle,WR,CIN,7
Nick Friedman,HB,BAL,-9
Nick Ratledge,TE,TB,3
Noah Thomas,WR,HOU,-3
Omarion Hampton,HB,CAR,1
Omarion Miller,WR,LAC,3
Parker Livingstone,WR,LAR,-3
Pearce Spurlin III,TE,TEN,-1
Peter Brown,WR,DET,0
Pofele Ashlock,WR,CAR,-5
Quincy Porter,WR,PHI,3
Quinnen Winslow,WR,PIT,-2
Quinshon Judkins,HB,PHI,1
Quinten Joyner,HB,NO,2
Rashard Pierce,HB,IND,3
Raysean Rutherford,HB,NO,0
Rome Odunze,WR,TEN,0
Rueben Owens,HB,DAL,-2
Ryan Mooney,WR,PHI,5
Sam LaPorta,TE,BUF,10
Sam Watts,TE,HOU,-4
Santana Clark,WR,DET,2
Seth Samuels,TE,SEA,-3
Shamar Easter,TE,PIT,-1
Shareef Beal-Conley,TE,ATL,3
Shaydon Turner,WR,LV,0
Shilo Peace,TE,KC,-2
Shine Exum,WR,GB,-6
TaMuarion Wolfe,HB,NE,6
Talyn Taylor,WR,SF,-4
Tarquin Sheldon,HB,CHI,-3
Tavarres Kazee,HB,TEN,3
Taylor Tatum,HB,KC,-2
Tetairoa McMillan,WR,IND,-1
Tevin Williams,HB,NO,3
Tobias Mack,HB,CLE,6
Tony Livingston,TE,DEN,-5
Torey Boyce,WR,BAL,-4
Tracy Anderson,WR,JAX,8
Tradarian Ball,HB,GB,3
Tramon Clarke,HB,LAR,7
Tremaine Sears,WR,CHI,6
Treyaun Webb,HB,GB,-4
Troy McCutcheon,HB,CLE,1
Tucker Harris,TE,DAL,-5
Tyler Brooks,WR,GB,2
Tyler Nicks,HB,DET,-5
Vontavious Calhoun,WR,WAS,3
Wesley Miller,HB,TEN,-1
Will Meadows,TE,NO,6
Wy'Kevious Davis,WR,DEN,-1
Xavier McDonald,WR,MIN,1
Zach Clayton,WR,SF,0
Zach McMullens,TE,GB,0
Zhaire Oakman,WR,NE,-1
