FullName,Position,TeamName,SkillPointOL
Frank Ragnow,C,LAC,-7
Gavin Ellis,RT,NYG,2
Glen Childress,RG,DET,-3
Graham Barton,RG,BAL,0
Guerby Lambert,RT,MIA,-6
Harris Sewell,LG,LAC,2
Hudson Perroni,RG,NYJ,0
Hunter Nagel,LT,CLE,7
Ifeatu Obogbule,RG,IND,12
Immanuel Iheanacho,RT,LAR,10
Isaac Willis,LG,WAS,-5
Isendre Ahfua,RG,MIN,-2
JP Benzschawel,RT,GB,-1
JacQawn McRoy,RT,CHI,-5
Jack Lange,RT,BUF,-1
Jackson Cantwell,LT,JAX,1
Jackson Powers-Johnson,C,TEN,2
Jacob Boyd,C,CIN,7
Jacob Gideon,C,CAR,3
Jacob Krueger,LG,GB,2
Jake Batson,RG,BUF,-2
Jalen Payton,RT,HOU,0
Jameel Smith Jr,LG,NO,10
James Durand,LG,NYJ,-5
James Skillin,C,LV,0
Jayden Williams,RT,NE,2
Jaylen Early,RG,LAC,-2
Joe Alt,LT,KC,0
Joel Thomas,C,NE,2
John O'Rourke,RT,LV,2
John Uwaezuoke,LG,BUF,-4
Jonathan Crawford,C,MIA,-2
Jordan Tonga,RG,CAR,8
Josh Parks,RT,NO,0
Josiah Thompson,RT,MIA,6
Junior Hines,LG,TEN,3
Junior Walton,RT,CLE,-6
Justin Evans-Jenkins,C,NYJ,-5
Justin McCarthy,LT,WAS,-5
Keith Linton,RT,DET,-3
Kelvin Banks Jr,LG,PHI,7
Kennyi Jarrel,RG,JAX,-1
Kevin Norris,LT,DAL,1
Kinglsey Suamataia,RT,SF,-5
Knijeah Harris,LG,BAL,-2
Knox Ward,RG,ARI,-1
Lamar Brown,LG,CIN,1
Lance Heard,RG,HOU,3
Landon Dickerson,LG,CAR,3
Leati Alofaituli,LG,CLE,5
Lincoln Byron,LT,HOU,1
Logan Taylor,RT,KC,-3
Lonnie Bulluck,LT,IND,-1
Lucas Mitchell,C,IND,4
Lucas Pollard,LG,NYG,0
Mackey Maillho,RT,TB,1
Malachi Goodman,LG,IND,1
Mario Nash Jr,LG,ATL,-2
Marlon Russell,RG,PHI,-5
Masai Kalawaia,RT,CAR,2
Melvin Patton,RT,CHI,1
Michael Carroll,LG,NO,-2
Michael Leyva,C,DEN,-5
Michael Yates,LT,MIA,-7
Mike Milner,RG,SEA,-7
Mike Young,LT,KC,4
Mitch Carrington,RG,LAR,7
Monroe Freeling,LT,LAC,1
Morgan Clemons,C,BUF,1
Morgan Sheldon,RT,DEN,-1
Nate Cameron,LT,SF,-6
Nick Gargiulo,RG,PHI,1
Nolan Potter,LT,HOU,2
Nolan Robbins,RG,TB,-4
Nymir Franklin,LT,NO,-7
O'Cyrus Torrence,RG,WAS,6
Odion Abdoulaye,LT,NYJ,-6
Owen Hollenbeck,LG,PIT,-2
Parker Wesevich,RG,ATL,8
Penei Sewell,RT,SEA,-1
Pierre Dean,C,HOU,6
Quentin Adams,LG,SF,-6
Quentin Weber,LT,ARI,10
Quincey Carmichael,LT,CIN,4
Quinci Ferguson,RG,CHI,4
Raymond Pulido,RG,NE,5
Roshawn Holt,RT,PIT,8
Ryan Brubaker,C,DAL,4
Ryder Lucas,LG,CIN,2
Rylan Harrell,LG,DET,2
Samson Okunlola,RT,CIN,1
Sedrick Van Pran,C,JAX,-1
Seuseu Alofaituli,LG,DEN,-4
Shawn Holcomb,C,CHI,0
Simione Pale,LG,GB,-2
Sione Auva'a,LG,LAR,0
Steven Stogner,LG,MIA,12
Travis Calloway,RT,SEA,3
Tre Calhoun,LG,NE,-6
Trent Heinicke,LG,MIN,4
Trey Smith,RG,TEN,0
Trey Thurman,LT,PHI,2
Tristan Wirfs,RT,IND,-3
Ty'quan Maye,LG,KC,-4
Tyler Cavanaugh,C,GB,-3
Tyler Holliday,C,LAR,2
Tyler Linderbaum,C,BAL,0
Tyler Smith,LG,CLE,4
Victor Smith,LT,ATL,-2
Walter Samuel,RG,PIT,-3
Zach McClain,RT,DEN,-5
Zach Tom,C,KC,0
