Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
212,QB,Adrian,Hobbs,Adrian Hobbs,LAC,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,7,0,Adrian,Hobbs,AdrianHobbs_3044,754.0,752.0,3.0,25.0,4.0,7.0,Signed,Normal,62.0,0.0,0.0,LAC,tier_6,0.0,,0.0,0.0,0.0,,
213,WR,Dell,Virgil,Dell Virgil,CAR,0,0,3,0,728,50,642,337,True,0,0,0,0,58,0,0,9,0,0,0,0,0,0,0,9,14,14,0,20,0,Dell,Virgil,DellVirgil_33230,130.0,128.0,0.0,23.0,2.0,20.0,Signed,Normal,77.0,0.0,0.0,CAR,tier_4,1133.9563862928348,1807.4482758620688,0.6428571428571429,14.018691588785046,0.22819528250137136,CAR,8.0
215,HB,Omarion,Hampton,Omarion Hampton,CAR,447,0,2,205,94,23,374,88,True,0,109,0,0,11,0,2,9,30,0,19,0,0,0,0,1,16,1,0,20,2,Omarion,Hampton,,2816.0,2814.0,7.0,30.0,5.0,20.0,Signed,Normal,69.0,0.0,0.0,CAR,tier_6,1446.524064171123,1230.3,0.1875,8.02139037433155,0.02578167855183763,CAR,1.0
223,QB,Jordan,Love,Jordan Love,GB,224,3860,0,85,0,0,1110,0,True,334,48,534,16,0,0,3,9,32,72,7,0,0,46,21,0,16,16,7,19,1,Jordan,Love,LoveJordan_20915,1753.0,1751.0,13.0,34.0,1.0,19.0,Signed,Star,80.0,0.0,0.0,GB,tier_3,201.8018018018018,1400.0,0.0625,0.9009009009009009,0.0,,
224,WR,Shine,Exum,Shine Exum,GB,0,0,3,0,611,39,915,156,True,0,0,0,0,59,0,0,9,0,0,0,0,0,0,0,3,14,14,0,19,0,Shine,Exum,ShineExum_30218,2709.0,2707.0,3.0,25.0,2.0,19.0,Signed,Superstar,82.0,0.0,0.0,GB,tier_3,667.75956284153,1491.2542372881355,0.21428571428571427,3.278688524590164,0.18090303478904515,GB,-6.0
225,HB,Treyaun,Webb,Treyaun Webb,GB,642,0,1,314,84,25,528,100,True,0,182,0,0,10,0,1,9,21,0,29,0,0,0,0,1,14,6,2,19,5,Treyaun,Webb,,1325.0,1323.0,6.0,28.0,2.0,19.0,Signed,Star,75.0,0.0,0.0,GB,tier_4,1375.0,1066.1250000000002,0.42857142857142855,11.363636363636363,0.024870466321243522,GB,-4.0
227,QB,Caleb,Williams,Caleb Williams,CHI,214,4023,0,107,0,0,1050,0,True,343,47,523,9,0,0,3,9,45,83,8,0,0,46,29,0,16,16,11,0,0,Caleb,Williams,WilliamsCaleb_14500,1376.0,1374.0,9.0,31.0,1.0,0.0,Signed,XFactor,90.0,0.0,0.0,CHI,tier_1,203.8095238095238,1365.9574468085107,0.0,0.0,0.0,,
244,WR,Kamron,Mikell,Kamron Mikell,IND,6,0,4,0,908,50,855,429,True,0,6,0,0,65,0,0,9,3,0,3,0,0,0,0,11,14,14,0,9,0,Kamron,Mikell,,1823.0,1821.0,5.0,27.0,5.0,9.0,Signed,Normal,77.0,0.0,0.0,IND,tier_4,1069.0058479532163,1866.9295774647885,0.7857142857142857,12.865497076023393,0.3165693367035649,IND,10.0
245,WR,Tetairoa,McMillan,Tetairoa McMillan,IND,0,0,2,0,727,25,914,132,True,0,0,0,0,61,0,0,9,0,0,1,0,0,0,0,2,16,16,0,9,0,Tetairoa,McMillan,,2864.0,2862.0,8.0,30.0,1.0,9.0,Signed,Normal,77.0,0.0,0.0,IND,tier_4,795.4048140043764,1716.1967213114751,0.125,2.1881838074398248,0.22178157413056743,IND,-1.0
246,WR,Amon-Ra,St. Brown,Amon-Ra St. Brown,DAL,41,0,5,0,529,34,594,191,True,0,17,0,0,47,0,0,9,3,0,0,0,0,0,0,3,11,11,0,10,0,Amon-Ra,St. Brown,StBrownAmonRa_21606,2654.0,2652.0,12.0,33.0,4.0,10.0,Signed,Superstar,85.0,0.0,0.0,DAL,tier_2,959.5959595959596,1382.4374999999998,0.2727272727272727,5.050505050505051,0.2123804983313678,DAL,0.0
249,HB,Anthony,Hillhouse,Anthony Hillhouse,NE,826,0,0,337,82,19,501,75,True,0,241,0,0,13,0,2,9,33,0,27,0,0,0,0,0,15,14,4,21,10,Anthony,Hillhouse,AnthonyHillhouse_33412,1273.0,1271.0,0.0,22.0,4.0,21.0,Signed,Normal,77.0,0.0,0.0,NE,tier_4,1812.3752495009978,1022.0787401574804,0.6666666666666666,19.960079840319363,0.026070541480377546,NE,-4.0
250,TE,Da'Saahn,Brame,Da'Saahn Brame,NE,0,0,2,0,475,25,1111,139,True,0,0,0,0,47,0,0,9,0,0,1,0,0,0,0,4,16,16,0,21,0,Da'Saahn,Brame,,1096.0,1094.0,4.0,27.0,3.0,21.0,Signed,Star,71.0,0.0,0.0,NE,tier_5,427.5427542754275,1455.3191489361702,0.25,3.6003600360036003,0.14157973174366617,NE,1.0
251,WR,Zhaire,Oakman,Zhaire Oakman,NE,0,0,6,0,488,27,628,85,True,0,0,0,0,42,0,0,9,0,0,0,0,0,0,0,3,12,12,1,21,0,Zhaire,Oakman,ZhaireOakman_32220,819.0,817.0,1.0,24.0,2.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,777.0700636942676,1673.1428571428569,0.25,4.777070063694267,0.19393939393939394,NE,-1.0
252,QB,Jonathan,Hardy,Jonathan Hardy,NE,80,1134,0,39,0,0,411,0,True,104,14,155,4,0,0,1,9,30,49,3,0,0,11,7,0,16,5,4,21,2,Jonathan,Hardy,JonathanHardy_30320,3302.0,3300.0,3.0,25.0,3.0,21.0,Signed,Normal,69.0,0.0,0.0,NE,tier_6,194.64720194647202,1714.2857142857142,0.125,4.866180048661801,0.0,,
266,HB,Cam,McCoy,Cam McCoy,NYG,166,0,1,65,42,17,279,51,True,0,54,0,0,13,0,1,9,21,0,7,0,0,0,0,1,16,0,0,15,5,Cam,McCoy,CamMcCoy_30628,832.0,830.0,3.0,25.0,6.0,15.0,Signed,Normal,64.0,0.0,0.0,NYG,tier_6,745.5197132616488,833.5522388059701,0.375,21.505376344086024,0.011962403873540303,NYG,-1.0
268,TE,A'Shawn,Boyce,A'Shawn Boyce,NYG,0,0,3,0,572,58,1035,254,True,0,0,0,0,60,0,0,9,0,0,5,0,0,0,0,5,14,14,0,15,0,A'Shawn,Boyce,A'ShawnBoyce_3221,781.0,779.0,1.0,22.0,2.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,552.6570048309178,1372.8,0.35714285714285715,4.830917874396135,0.18619034056231434,NYG,3.0
275,WR,Brandon,Inniss,Brandon Inniss,TB,3,0,3,0,550,36,753,166,True,0,1,0,0,48,0,0,9,3,0,0,0,0,0,0,3,16,16,0,5,0,Brandon,Inniss,,1539.0,1537.0,6.0,28.0,1.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,734.3957503320054,1634.6938775510205,0.1875,3.9840637450199203,0.14488935721812435,TB,0.0
276,WR,Marvin,Harrison Jr,Marvin Harrison Jr,LAR,15,0,2,0,971,43,924,471,True,0,9,0,0,74,0,0,9,3,0,0,0,0,0,0,6,16,16,0,23,1,Marvin,Harrison Jr,HarrisonJrMarvin_14643,3198.0,3196.0,9.0,31.0,1.0,23.0,Signed,Star,78.0,0.0,0.0,LAR,tier_4,1067.0995670995671,1738.843373493976,0.4375,7.575757575757576,0.2732901773149451,LAR,3.0
278,QB,Jonah,Wise,Jonah Wise,CLE,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,4,0,Jonah,Wise,JonahWise_3263238,1949.0,1947.0,1.0,23.0,63.0,4.0,Signed,Normal,62.0,0.0,0.0,CLE,tier_6,0.0,,0.0,0.0,0.0,,
279,QB,David,McComb,David McComb,LAR,0,0,0,0,0,0,13,0,True,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,23,0,David,McComb,DavidMcComb_29714,3551.0,3549.0,4.0,27.0,7.0,23.0,Signed,Normal,60.0,0.0,0.0,LAR,tier_6,0.0,,0.0,0.0,0.0,,
281,WR,Josh,McKenzie,Josh McKenzie,LAR,3,0,4,0,880,32,981,245,True,0,1,0,0,69,0,0,9,3,0,0,0,0,0,0,5,16,16,0,23,0,Josh,McKenzie,JoshMcKenzie_31124,1264.0,1262.0,2.0,24.0,1.0,23.0,Signed,Star,83.0,0.0,0.0,LAR,tier_3,900.1019367991845,1823.1428571428569,0.3125,5.096839959225281,0.2476780185758514,LAR,2.0
282,QB,Jake,Donnelly,Jake Donnelly,LAR,44,424,0,18,0,0,225,0,True,40,9,61,2,0,0,0,9,20,35,2,0,0,9,2,0,16,2,0,23,0,Jake,Donnelly,JakeDonnelly_31624,2610.0,2608.0,2.0,25.0,6.0,23.0,Signed,Normal,64.0,0.0,0.0,LAR,tier_6,195.55555555555557,1466.6666666666667,0.0,0.0,0.0,,
362,TE,Caden,Prieskorn,Caden Prieskorn,MIA,0,0,3,0,853,32,1258,333,True,0,0,0,0,86,0,0,9,0,0,4,0,0,0,0,4,16,16,0,11,0,Caden,Prieskorn,,3241.0,3239.0,9.0,32.0,3.0,11.0,Signed,Superstar,85.0,0.0,0.0,MIA,tier_2,678.0604133545311,1428.2790697674418,0.25,3.179650238473768,0.19452679589509692,MIA,1.0
380,QB,Trevor,Lawrence,Trevor Lawrence,WAS,150,2017,0,59,0,0,633,0,True,178,36,328,8,0,0,2,9,34,71,4,0,0,31,11,0,16,9,2,25,1,Trevor,Lawrence,LawrenceTrevor_21553,1683.0,1681.0,12.0,33.0,1.0,25.0,Signed,Star,72.0,0.0,0.0,WAS,tier_5,236.96682464454977,1250.0,0.0625,1.5797788309636651,0.0,,
390,QB,Arch,Manning,Arch Manning,MIA,202,4385,0,116,0,0,1135,0,True,394,42,555,8,0,0,4,9,33,36,12,0,0,55,27,0,16,16,5,11,1,Arch,Manning,,1667.0,1665.0,6.0,28.0,1.0,11.0,Signed,Superstar,82.0,0.0,0.0,MIA,tier_3,177.97356828193833,1442.857142857143,0.0625,0.881057268722467,0.0,,
391,WR,Kaliq,Lockett,Kaliq Lockett,MIA,25,0,6,0,1386,36,1103,287,True,0,7,0,0,114,0,0,9,7,0,2,0,0,0,0,10,16,16,0,11,0,Kaliq,Lockett,KaliqLockett_2916,2572.0,2570.0,4.0,26.0,1.0,11.0,Signed,Star,88.0,0.0,0.0,MIA,tier_2,1279.2384406165004,1711.4380165289256,0.625,9.066183136899365,0.3160775370581528,MIA,5.0
394,WR,Malik,Nabers,Malik Nabers,TB,0,0,5,0,1012,40,993,314,True,0,0,0,0,83,0,0,9,0,0,0,0,0,0,0,8,16,16,0,5,0,Malik,Nabers,NabersMalik_14644,3239.0,3237.0,9.0,30.0,1.0,5.0,Signed,Star,84.0,0.0,0.0,TB,tier_3,1019.1339375629407,1755.7590361445782,0.5,8.056394763343404,0.2665964172813488,TB,3.0
395,HB,Julius,Gandy,Julius Gandy,CAR,726,0,0,289,41,13,374,49,True,0,206,0,0,11,0,3,9,21,0,25,0,0,0,0,1,16,7,3,20,8,Julius,Gandy,JuliusGandy_3063311,3119.0,3117.0,3.0,25.0,63.0,20.0,Signed,Normal,69.0,0.0,0.0,CAR,tier_6,2050.8021390374333,1030.89400921659,0.5625,24.06417112299465,0.011245200219418541,CAR,1.0
397,QB,Tre,Simmons,Tre Simmons,TB,243,3323,0,139,0,0,902,0,True,291,40,473,13,0,0,4,9,33,88,10,0,0,47,21,0,16,14,8,5,0,Tre,Simmons,TreSimmons_3313,1792.0,1790.0,0.0,22.0,1.0,5.0,Signed,Normal,70.0,0.0,0.0,TB,tier_5,269.40133037694017,1822.5,0.0,0.0,0.0,,
399,TE,Nick,Ratledge,Nick Ratledge,TB,0,0,4,0,714,80,962,326,True,0,0,0,0,63,0,0,9,0,0,2,0,0,0,0,5,14,14,2,5,0,Nick,Ratledge,NickRatledge_33112,1326.0,1324.0,0.0,21.0,1.0,5.0,Signed,Star,85.0,0.0,0.0,TB,tier_2,742.2037422037422,1631.9999999999998,0.35714285714285715,5.197505197505198,0.21496311907270813,TB,3.0
437,HB,Wesley,Miller,Wesley Miller,TEN,1183,0,2,645,354,46,672,428,True,0,269,0,0,51,0,11,9,35,0,57,0,0,0,0,1,16,16,0,29,5,Wesley,Miller,WesleyMiller_33429,1575.0,1573.0,0.0,23.0,4.0,29.0,Signed,Normal,82.0,0.0,0.0,TEN,tier_3,2287.2023809523807,1268.3625,0.375,8.928571428571429,0.09847009735744089,TEN,-1.0
442,QB,Josh,Allen,Josh Allen,LAR,363,3129,0,239,0,0,867,0,True,270,57,379,4,0,0,9,9,32,76,18,0,0,22,19,0,14,14,5,23,4,Josh,Allen,AllenJosh_13197,51.0,49.0,15.0,37.0,1.0,23.0,Signed,Star,78.0,0.0,0.0,LAR,tier_4,418.6851211072664,1910.5263157894735,0.2857142857142857,4.61361014994233,0.0,,
443,WR,Parker,Livingstone,Parker Livingstone,LAR,0,0,4,0,521,29,776,103,True,0,0,0,0,45,0,0,9,0,0,0,0,0,0,0,2,16,16,0,23,0,Parker,Livingstone,,1832.0,1830.0,5.0,27.0,4.0,23.0,Signed,Star,74.0,0.0,0.0,LAR,tier_5,671.3917525773195,1667.2,0.125,2.577319587628866,0.14663664508865748,LAR,-3.0
444,TE,Jalin,Conyers,Jalin Conyers,LAR,0,0,3,0,749,76,1152,337,True,0,0,0,0,74,0,0,9,0,0,3,0,0,0,0,6,16,16,0,23,0,Jalin,Conyers,,523.0,521.0,8.0,30.0,4.0,23.0,Signed,Superstar,83.0,0.0,0.0,LAR,tier_3,650.1736111111112,1457.5135135135135,0.375,5.208333333333333,0.21080776808330987,LAR,4.0
446,QB,Michael,Rocca,Michael Rocca,ARI,512,3435,0,327,0,0,995,0,True,321,81,519,14,0,0,10,9,36,89,23,0,0,28,24,0,16,16,8,6,5,Michael,Rocca,MichaelRocca_31115,3395.0,3393.0,2.0,24.0,1.0,6.0,Signed,Star,77.0,0.0,0.0,ARI,tier_4,514.5728643216081,1896.296296296296,0.3125,5.025125628140704,0.0,,
483,QB,Julian,Lewis,Julian Lewis,SF,398,2348,0,237,0,0,714,0,True,217,56,360,13,0,0,6,9,54,67,13,0,0,42,14,0,11,11,0,14,5,Julian,Lewis,,3568.0,3566.0,5.0,26.0,1.0,14.0,Signed,Star,72.0,0.0,0.0,SF,tier_5,557.4229691876751,2132.142857142857,0.45454545454545453,7.002801120448179,0.0,,
537,WR,Jalen,McMillian,Jalen McMillian,MIA,6,0,2,0,642,33,754,265,True,0,2,0,0,54,0,0,9,3,0,0,0,0,0,0,5,16,1,0,11,0,Jalen,McMillian,,3306.0,3304.0,9.0,31.0,3.0,11.0,Signed,Normal,72.0,0.0,0.0,MIA,tier_5,859.4164456233422,1682.9999999999998,0.3125,6.631299734748011,0.14640820980615735,MIA,2.0
538,HB,Anthony,Rogers,Anthony Rogers,MIA,549,0,1,253,152,18,623,146,True,0,140,0,0,22,0,2,9,21,0,27,0,0,0,0,0,16,16,1,11,7,Anthony,Rogers,AnthonyRogers_29438,3106.0,3104.0,4.0,27.0,4.0,11.0,Signed,Normal,75.0,0.0,0.0,MIA,tier_4,1125.2006420545747,1151.7777777777778,0.4375,11.235955056179774,0.0346636259977195,MIA,-2.0
559,QB,Brady,Davidson,Brady Davidson,CAR,0,0,0,0,0,0,83,0,True,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,16,0,0,20,0,Brady,Davidson,BradyDavidson_29638,2574.0,2572.0,4.0,27.0,6.0,20.0,Signed,Normal,69.0,0.0,0.0,CAR,tier_6,0.0,,0.0,0.0,0.0,,
560,HB,Antonio,Yancey Jr,Antonio Yancey Jr,CAR,949,0,4,513,402,36,624,352,True,0,217,0,0,33,0,7,9,32,0,45,0,0,0,0,5,16,16,1,20,8,Antonio,Yancey Jr,AntonioYancey Jr_32423,1337.0,1335.0,1.0,23.0,4.0,20.0,Signed,Normal,70.0,0.0,0.0,CAR,tier_5,2165.0641025641025,1370.352,0.8125,20.833333333333332,0.11025781678551838,CAR,7.0
561,HB,JT,Lindsey,JT Lindsey,DEN,144,0,1,57,81,34,444,109,True,0,49,0,0,9,0,1,9,29,0,14,0,0,0,0,0,16,1,0,3,1,JT,Lindsey,JTLindsey_29325,3126.0,3124.0,4.0,26.0,3.0,3.0,Signed,Normal,79.0,0.0,0.0,DEN,tier_4,506.7567567567568,945.9310344827586,0.0625,2.2522522522522523,0.02172164119066774,DEN,-8.0
586,WR,Cordale,Russell,Cordale Russell,NE,0,0,2,0,546,25,756,86,True,0,0,0,0,47,0,0,9,0,0,0,0,0,0,0,1,12,12,0,21,0,Cordale,Russell,,2982.0,2980.0,7.0,28.0,63.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,722.2222222222222,1672.851063829787,0.08333333333333333,1.3227513227513228,0.21698956780923995,NE,-3.0
601,HB,Cedric,Baxter,Cedric Baxter,DEN,1249,0,1,759,430,32,794,457,True,0,255,0,0,47,0,11,9,68,0,64,0,0,0,0,2,16,16,1,3,9,Cedric,Baxter,,1000.0,998.0,7.0,28.0,2.0,3.0,Signed,Star,83.0,0.0,0.0,DEN,tier_3,2114.609571788413,1445.7615894039736,0.6875,13.853904282115868,0.11531241619737195,DEN,0.0
602,WR,Xavier,McDonald,Xavier McDonald,MIN,3,0,7,0,809,33,963,179,True,0,1,0,0,65,0,0,9,3,0,1,0,0,0,0,7,16,16,0,30,0,Xavier,McDonald,XavierMcDonald_29518,223.0,221.0,4.0,25.0,5.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,843.1983385254414,1778.7272727272725,0.4375,7.268951194184839,0.22176535087719298,MIN,1.0
603,WR,Kareem,Nelson Jr,Kareem Nelson Jr,MIN,4,0,4,0,812,49,812,521,True,0,3,0,0,67,0,0,9,3,0,2,0,0,0,0,6,16,16,1,30,0,Kareem,Nelson Jr,KareemNelson Jr_32314,995.0,993.0,1.0,23.0,3.0,30.0,Signed,Normal,76.0,0.0,0.0,MIN,tier_4,1004.9261083743843,1687.5428571428572,0.375,7.389162561576354,0.2225877192982456,MIN,3.0
605,QB,George,MacIntyre,George MacIntyre,MIN,174,3648,0,83,0,0,1052,0,True,338,43,516,10,0,0,2,9,37,78,6,0,0,39,30,0,16,16,9,30,2,George,MacIntyre,,3521.0,3519.0,5.0,26.0,1.0,30.0,Signed,Superstar,81.0,0.0,0.0,MIN,tier_3,165.39923954372622,1213.953488372093,0.125,1.9011406844106464,0.0,,
606,HB,Brian,Bonner,Brian Bonner,MIN,854,0,2,391,215,29,535,237,True,0,193,0,0,31,0,2,9,37,0,37,0,0,0,0,1,13,13,0,30,5,Brian,Bonner,BrianBonner_2936,1572.0,1570.0,4.0,25.0,3.0,30.0,Signed,Star,74.0,0.0,0.0,MIN,tier_5,1998.1308411214952,1281.9642857142858,0.46153846153846156,11.214953271028037,0.07253711201079623,MIN,4.0
