FullName,Position,TeamName,SkillPointOff
Kendrick McIntyre,WR,GB,-5
Kentrell Poe,TE,NYG,5
Kenya Sutton,HB,CHI,2
Kian Wroten,WR,WAS,5
Kordell Turner,WR,NYJ,-4
LaMichael Griffen,HB,CAR,-7
Lance Jones,WR,DET,2
Lashawn Richardson,WR,BUF,-2
Lloyd Temple,WR,NO,5
Logan Brown,TE,ATL,0
Luis Ventura,TE,NO,-5
Luke Drescher,TE,SEA,1
Luke McCleod,TE,SF,3
Lyle Brown,WR,SEA,0
Malachi Woodson,HB,NO,6
Marquell Sawyer,WR,LAC,-3
Martin Jackson,WR,SF,-2
Matthew Cavanaugh,TE,LV,-1
Mavin Robertson,WR,JAX,3
Max Jarrett,TE,TB,1
Michael Bartow,HB,LAR,-3
Michael Dunn,HB,NYJ,-1
Nathan Bishop,TE,NE,7
Nazir Aaitui,HB,PHI,5
Nicholas Hawley,TE,MIN,6
Nicholas Rivers,TE,CLE,-1
Noel Lowry Jr,WR,NYJ,5
Nolan Hawkins,TE,TB,-6
Omarion Miller,WR,CIN,-1
Patrick Northcutt,HB,GB,7
Phillip Young,TE,BAL,-1
Quan Odom,WR,DEN,-3
Quandre Farley,WR,ARI,-2
Quannel Hobbs,HB,SF,-5
Quincy Bennett,TE,ARI,1
Quinston McKenzie,HB,LV,0
Rakim Matias-Smith,TE,ATL,-2
Richard James,WR,DAL,1
Richard Turner,WR,CLE,-3
Robert Beckum,WR,DAL,2
Robert Cobbs,WR,MIN,-3
Ronnie McKinley,TE,BAL,-2
Shaq Bennett,WR,PHI,9
Sheldon Sharper Jr,HB,DEN,-3
Shevon Wiggins,TE,NYJ,-4
Skylar Alexander,TE,IND,3
Spencer McLean,TE,TEN,-1
Stephen Cunningham,HB,WAS,3
Tahj Hurts,WR,BAL,-6
Tahj Spencer,WR,BUF,-6
Terrance Smith,WR,DET,-1
Terrance Whitehead,TE,DET,4
Terrell Saunders,WR,LV,-4
Tetairoa McMillan,WR,CHI,-4
Thomas Harris,WR,KC,-2
Travis McClain,TE,CAR,-2
Tremaine Crosby,HB,NYJ,3
Trevon Wallace,WR,CAR,0
Tyler Hankins,TE,WAS,5
Tyler McGrath,TE,DAL,-2
Tyler Schilling,WR,NE,-1
Tyquan Dunn,WR,LV,4
Tyreek Faulk,WR,LAR,2
Tyrell McFadden,WR,ARI,0
Tyron Price,HB,LAR,-4
Velvario Martin,HB,JAX,8
Venzell Chambers,HB,KC,5
Warren Edwards,HB,DEN,0
Wendell Way,HB,CIN,-4
Will Baldwin Jr,HB,HOU,-9
Will Brock,HB,NE,4
Xavi Wharton,WR,BUF,2
Xayvion Pittman,WR,TEN,4
Zaire Bradfield,HB,PIT,-5
