FullName,Position,TeamName,RatingTier,StatCheck,value
Greg Rousseau,LE,BUF,tier_4,DLSacksAndTFLPerGame,1.3333333333333333
Carlos Basham Jr,LE,BUF,tier_5,DLSacksAndTFLPerGame,0.9333333333333333
A.J. Epenesa,RE,BUF,tier_3,DLSacksAndTFLPerGame,0.6
Taron Johnson,CB,BUF,tier_4,DLSacksAndTFLPerGame,0.0
Tremaine Edmunds,MLB,BUF,tier_2,DLSacksAndTFLPerGame,0.2
Matt Milano,ROLB,BUF,tier_4,DLSacksAndTFLPerGame,0.1
Javelin Guidry,CB,ATL,tier_5,DLSacksAndTFLPerGame,0.06666666666666667
Ed Oliver,DT,ATL,tier_1,DLSacksAndTFLPerGame,1.4666666666666666
Ryan Connelly,LOLB,ATL,tier_6,DLSacksAndTFLPerGame,0.0
Jayron Kearse,SS,ATL,tier_5,DLSacksAndTFLPerGame,0.0
Steven Gilmore,CB,KC,tier_6,DLSacksAndTFLPerGame,0.0
Aaron Patrick,ROLB,KC,tier_6,DLSacksAndTFLPerGame,1.2
Cassh Maluia,MLB,KC,tier_6,DLSacksAndTFLPerGame,0.0
Marquel Lee,LOLB,KC,tier_5,DLSacksAndTFLPerGame,0.0
Joshua Kaindoh,LE,NO,tier_6,DLSacksAndTFLPerGame,0.26666666666666666
Nick Bolton,MLB,KC,tier_4,DLSacksAndTFLPerGame,0.35714285714285715
L'Jarius Sneed,CB,KC,tier_2,DLSacksAndTFLPerGame,0.0
Mike Danna,LE,KC,tier_5,DLSacksAndTFLPerGame,0.4
Willie Gay,ROLB,KC,tier_5,DLSacksAndTFLPerGame,0.2
Juan Thornhill,FS,KC,tier_3,DLSacksAndTFLPerGame,0.0
TJ Carter,FS,PHI,tier_6,DLSacksAndTFLPerGame,0.2
Chris Jones,RE,KC,tier_1,DLSacksAndTFLPerGame,2.0
Derrick Nnadi,DT,KC,tier_3,DLSacksAndTFLPerGame,0.9333333333333333
Tyrann Mathieu,SS,KC,tier_1,DLSacksAndTFLPerGame,0.0
Noah Sewell,MLB,CHI,tier_4,DLSacksAndTFLPerGame,0.3333333333333333
Emmanuel Moseley,CB,CHI,tier_4,DLSacksAndTFLPerGame,0.13333333333333333
Akeem Davis-Gaither,ROLB,CHI,tier_5,DLSacksAndTFLPerGame,0.5714285714285714
Jalen Catalon,SS,ARI,tier_5,DLSacksAndTFLPerGame,0.0
Jordan Burch,RE,ARI,tier_5,DLSacksAndTFLPerGame,0.5333333333333333
Clelin Ferrell,RE,ARI,tier_4,DLSacksAndTFLPerGame,1.2
Mack Wilson Sr,ROLB,ARI,tier_6,DLSacksAndTFLPerGame,0.0
Rock Ya-Sin,CB,ARI,tier_3,DLSacksAndTFLPerGame,0.0
Isaiah Oliver,CB,ARI,tier_5,DLSacksAndTFLPerGame,0.0
John Franklin-Myers,LE,NYJ,tier_2,DLSacksAndTFLPerGame,2.0
Jermaine Waller,CB,ARI,tier_5,DLSacksAndTFLPerGame,0.0
Haskell Garrett,DT,ARI,tier_4,DLSacksAndTFLPerGame,0.6153846153846154
Frankie Luvu,LOLB,ARI,tier_5,DLSacksAndTFLPerGame,0.26666666666666666
Zaven Collins,MLB,ARI,tier_3,DLSacksAndTFLPerGame,0.2
Jamien Sherwood,MLB,NYJ,tier_6,DLSacksAndTFLPerGame,0.2
Isaiah Simmons,MLB,ARI,tier_3,DLSacksAndTFLPerGame,0.42857142857142855
Jalen Thompson,FS,ARI,tier_3,DLSacksAndTFLPerGame,0.0
Byron Murphy Jr,CB,ARI,tier_2,DLSacksAndTFLPerGame,0.13333333333333333
Zach Allen,RE,ARI,tier_5,DLSacksAndTFLPerGame,1.75
Dennis Gardeck,LOLB,ARI,tier_5,DLSacksAndTFLPerGame,0.0
Budda Baker,SS,ARI,tier_0,DLSacksAndTFLPerGame,0.0
Chandler Jones,ROLB,ARI,tier_3,DLSacksAndTFLPerGame,1.0
Andrew Booth Jr,CB,CHI,tier_4,DLSacksAndTFLPerGame,0.0
Porter Gustin,LE,CHI,tier_5,DLSacksAndTFLPerGame,0.7333333333333333
JaCoby Stevens,ROLB,CHI,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Kindle Vildor,CB,CHI,tier_5,DLSacksAndTFLPerGame,0.06666666666666667
Trevis Gipson,LOLB,CHI,tier_5,DLSacksAndTFLPerGame,0.0
Bilal Nichols,RE,CHI,tier_3,DLSacksAndTFLPerGame,1.2666666666666666
Michael Pierce,DT,MIN,tier_3,DLSacksAndTFLPerGame,0.8571428571428571
Roquan Smith,MLB,CHI,tier_1,DLSacksAndTFLPerGame,0.26666666666666666
Eddie Jackson,FS,CHI,tier_2,DLSacksAndTFLPerGame,0.06666666666666667
Khalil Mack,LOLB,CHI,tier_2,DLSacksAndTFLPerGame,1.2
Eddie Goldman,DT,CHI,tier_3,DLSacksAndTFLPerGame,0.8666666666666667
Tyus Fields,FS,LAC,tier_6,DLSacksAndTFLPerGame,0.0
Jaden Davis,CB,LAC,tier_5,DLSacksAndTFLPerGame,0.06666666666666667
Isaiah Dunn,CB,LAC,tier_5,DLSacksAndTFLPerGame,0.0
Danielle Hunter,LE,MIN,tier_1,DLSacksAndTFLPerGame,2.1666666666666665
Shaquille Quarterman,MLB,LAC,tier_5,DLSacksAndTFLPerGame,0.06666666666666667
Logan McCormick,LOLB,LAC,tier_6,DLSacksAndTFLPerGame,0.0
Eric Kendricks,MLB,MIN,tier_3,DLSacksAndTFLPerGame,0.07142857142857142
Justin Jones,LE,LAC,tier_5,DLSacksAndTFLPerGame,0.7333333333333333
Marshon Lattimore,CB,NO,tier_2,DLSacksAndTFLPerGame,0.0
Demario Davis,MLB,NO,tier_4,DLSacksAndTFLPerGame,0.15384615384615385
Cameron Jordan,LE,KC,tier_3,DLSacksAndTFLPerGame,1.6666666666666667
Tomari Fox,LE,GB,tier_6,DLSacksAndTFLPerGame,0.3333333333333333
Greg Eisworth II,SS,GB,tier_6,DLSacksAndTFLPerGame,0.08333333333333333
Anthony Adams,FS,GB,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
DeAngelo Malone,LOLB,GB,tier_5,DLSacksAndTFLPerGame,0.0
Zach Harrison,LE,GB,tier_5,DLSacksAndTFLPerGame,1.2666666666666666
Nakobe Dean,MLB,GB,tier_4,DLSacksAndTFLPerGame,0.35714285714285715
Michael Ojemudia,CB,GB,tier_3,DLSacksAndTFLPerGame,0.0
Isaiah McDuffie,MLB,GB,tier_6,DLSacksAndTFLPerGame,0.0
Eric Stokes,CB,GB,tier_4,DLSacksAndTFLPerGame,0.06666666666666667
Montez Sweat,LE,PHI,tier_2,DLSacksAndTFLPerGame,1.4
Shemar Jean-Charles,CB,GB,tier_6,DLSacksAndTFLPerGame,0.0
Rashan Gary,LOLB,GB,tier_2,DLSacksAndTFLPerGame,1.1333333333333333
Kenny Clark,DT,GB,tier_1,DLSacksAndTFLPerGame,1.5333333333333334
Bryce Callahan,CB,PHI,tier_4,DLSacksAndTFLPerGame,0.36363636363636365
Jaire Alexander,CB,GB,tier_0,DLSacksAndTFLPerGame,0.0
Adrian Amos,SS,GB,tier_3,DLSacksAndTFLPerGame,0.0
Preston Smith,ROLB,GB,tier_5,DLSacksAndTFLPerGame,1.4666666666666666
Alfred Collins,DT,MIN,tier_5,DLSacksAndTFLPerGame,0.6428571428571429
Nana Mensah-Osafo,LOLB,DEN,tier_6,DLSacksAndTFLPerGame,0.0
Benjamin St-Juste,CB,WAS,tier_5,DLSacksAndTFLPerGame,0.14285714285714285
Shaun Jolly,CB,TB,tier_5,DLSacksAndTFLPerGame,0.07142857142857142
Tyreke Smith,SS,MIN,tier_4,DLSacksAndTFLPerGame,0.16666666666666666
Smoke Monday,FS,CAR,tier_5,DLSacksAndTFLPerGame,0.07142857142857142
Barrington Wade,LOLB,DET,tier_6,DLSacksAndTFLPerGame,0.46153846153846156
Nate Landman,MLB,ATL,tier_6,DLSacksAndTFLPerGame,0.14285714285714285
D.J. Reader,DT,CIN,tier_3,DLSacksAndTFLPerGame,1.3076923076923077
Jordan Elliott,DT,CLE,tier_5,DLSacksAndTFLPerGame,0.9230769230769231
Joejuan Williams,CB,PIT,tier_5,DLSacksAndTFLPerGame,0.07142857142857142
Noah Taylor,ROLB,PIT,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Christopher Allen,ROLB,PIT,tier_5,DLSacksAndTFLPerGame,0.0
Donte Jackson,CB,PIT,tier_3,DLSacksAndTFLPerGame,0.06666666666666667
Terrell Edmunds,SS,PIT,tier_3,DLSacksAndTFLPerGame,0.0
Malik McDowell,DT,PIT,tier_4,DLSacksAndTFLPerGame,0.2
Grayland Arnold,SS,PIT,tier_6,DLSacksAndTFLPerGame,0.0
Ulysees Gilbert III,MLB,PIT,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Buddy Johnson,MLB,PIT,tier_5,DLSacksAndTFLPerGame,0.13333333333333333
Alex Highsmith,ROLB,PIT,tier_3,DLSacksAndTFLPerGame,1.3333333333333333
Minkah Fitzpatrick,FS,PIT,tier_0,DLSacksAndTFLPerGame,0.0
Camryn Bynum,FS,MIN,tier_6,DLSacksAndTFLPerGame,0.0
T.J. Watt,LOLB,PIT,tier_1,DLSacksAndTFLPerGame,1.8
Stephon Tuitt,LE,PIT,tier_3,DLSacksAndTFLPerGame,1.0
Cameron Heyward,RE,PIT,tier_3,DLSacksAndTFLPerGame,1.2
Evan Tattersall,MLB,CIN,tier_6,DLSacksAndTFLPerGame,0.0
Dorian O'Daniel,LOLB,WAS,tier_6,DLSacksAndTFLPerGame,0.0
Darrick Forrest,SS,WAS,tier_6,DLSacksAndTFLPerGame,0.0
Khaleke Hudson,MLB,WAS,tier_5,DLSacksAndTFLPerGame,0.13333333333333333
Kamren Curl,FS,WAS,tier_3,DLSacksAndTFLPerGame,0.0
Chase Young,RE,WAS,tier_0,DLSacksAndTFLPerGame,1.7333333333333334
Kendall Fuller,CB,WAS,tier_2,DLSacksAndTFLPerGame,0.06666666666666667
Da'Ron Payne,DT,WAS,tier_2,DLSacksAndTFLPerGame,0.8333333333333334
Jonathan Allen,DT,WAS,tier_1,DLSacksAndTFLPerGame,1.2142857142857142
Folorunso Fatukasi,DT,NYJ,tier_3,DLSacksAndTFLPerGame,0.06666666666666667
Shaun Dion Hamilton,MLB,MIA,tier_5,DLSacksAndTFLPerGame,0.2727272727272727
Juanyeh Thomas,SS,MIA,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Taijh Alston,LOLB,MIA,tier_6,DLSacksAndTFLPerGame,0.0
Ellis Brooks,MLB,MIA,tier_6,DLSacksAndTFLPerGame,0.0
Terrel Bernard,ROLB,MIA,tier_6,DLSacksAndTFLPerGame,0.0
Asmar Bilal,LOLB,MIA,tier_6,DLSacksAndTFLPerGame,0.13333333333333333
Bryce Hall,CB,NYJ,tier_3,DLSacksAndTFLPerGame,0.0
Hamsah Nasirildeen,ROLB,NYJ,tier_6,DLSacksAndTFLPerGame,0.14285714285714285
Jaelan Phillips,ROLB,MIA,tier_3,DLSacksAndTFLPerGame,0.6
Jevon Holland,FS,MIA,tier_3,DLSacksAndTFLPerGame,0.0
Kemoko Turay,LE,ATL,tier_5,DLSacksAndTFLPerGame,0.8666666666666667
Adam Anderson,ROLB,ATL,tier_6,DLSacksAndTFLPerGame,0.6666666666666666
Antoine Brooks Jr,SS,ATL,tier_5,DLSacksAndTFLPerGame,0.3
Devin Lloyd,MLB,ATL,tier_5,DLSacksAndTFLPerGame,0.2857142857142857
Tim Ward,LE,TEN,tier_6,DLSacksAndTFLPerGame,0.6666666666666666
Dax Hollifield,LOLB,TEN,tier_6,DLSacksAndTFLPerGame,0.0
Christian Harris,MLB,TEN,tier_4,DLSacksAndTFLPerGame,0.7857142857142857
Keandre Jones,ROLB,TEN,tier_6,DLSacksAndTFLPerGame,0.4
Shaquil Barrett,LOLB,TB,tier_3,DLSacksAndTFLPerGame,0.5333333333333333
P.J. Hall,DT,TEN,tier_5,DLSacksAndTFLPerGame,1.4
Elijah Molden,CB,TEN,tier_5,DLSacksAndTFLPerGame,0.0
Brady Breeze,FS,TEN,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Caleb Farley,CB,TEN,tier_3,DLSacksAndTFLPerGame,0.0
Harrison Hand,CB,MIN,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Kristian Fulton,CB,TEN,tier_4,DLSacksAndTFLPerGame,0.0
Cameron Dantzler,CB,MIN,tier_3,DLSacksAndTFLPerGame,0.0
Larrell Murchison,LE,TEN,tier_6,DLSacksAndTFLPerGame,0.4
Kevin Byard,FS,TEN,tier_3,DLSacksAndTFLPerGame,0.0
Harold Landry III,ROLB,TEN,tier_2,DLSacksAndTFLPerGame,0.8
Nick Cross,SS,KC,tier_6,DLSacksAndTFLPerGame,0.06666666666666667
Tyler Owens,SS,KC,tier_6,DLSacksAndTFLPerGame,0.09090909090909091
B.J. Hill,DT,LAC,tier_4,DLSacksAndTFLPerGame,1.2666666666666666
Nik Needham,CB,NYJ,tier_4,DLSacksAndTFLPerGame,0.07142857142857142
Chris Rumph II,ROLB,LAC,tier_5,DLSacksAndTFLPerGame,0.0
Nick Niemann,MLB,LAC,tier_6,DLSacksAndTFLPerGame,0.0
Asante Samuel Jr,CB,LAC,tier_1,DLSacksAndTFLPerGame,0.0
Alohi Gilman,SS,LAC,tier_5,DLSacksAndTFLPerGame,0.0
Kenneth Murray Jr,MLB,LAC,tier_2,DLSacksAndTFLPerGame,0.13333333333333333
Jerry Tillery,RE,LAC,tier_3,DLSacksAndTFLPerGame,1.7333333333333334
Nasir Adderley,FS,LAC,tier_3,DLSacksAndTFLPerGame,0.0
Joey Bosa,LOLB,LAC,tier_1,DLSacksAndTFLPerGame,1.6666666666666667
Uchenna Nwosu,ROLB,LAC,tier_2,DLSacksAndTFLPerGame,1.0666666666666667
Derwin James Jr,SS,LAC,tier_0,DLSacksAndTFLPerGame,0.0
Elisha Guidry,FS,WAS,tier_6,DLSacksAndTFLPerGame,0.0
DJ Dale,DT,WAS,tier_5,DLSacksAndTFLPerGame,0.25
Trenton Simpson,ROLB,WAS,tier_5,DLSacksAndTFLPerGame,0.15384615384615385
Ben Burr-Kirven,ROLB,WAS,tier_5,DLSacksAndTFLPerGame,0.2
Javaris Davis,CB,WAS,tier_6,DLSacksAndTFLPerGame,0.0
Michael Jacquet III,CB,WAS,tier_6,DLSacksAndTFLPerGame,0.0
Jermaine Johnson,RE,WAS,tier_5,DLSacksAndTFLPerGame,1.2142857142857142
Kaiir Elam,CB,WAS,tier_3,DLSacksAndTFLPerGame,0.06666666666666667
Demani Richardson,SS,NYG,tier_5,DLSacksAndTFLPerGame,0.0
D.J. Jones,DT,NYG,tier_5,DLSacksAndTFLPerGame,1.0
Tae Crowder,MLB,NYG,tier_6,DLSacksAndTFLPerGame,0.0
Aaron Robinson,CB,NYG,tier_5,DLSacksAndTFLPerGame,0.0
Azeez Ojulari,ROLB,NYG,tier_3,DLSacksAndTFLPerGame,1.2
Xavier McKinney,FS,NYG,tier_3,DLSacksAndTFLPerGame,0.0
Darnay Holmes,CB,KC,tier_3,DLSacksAndTFLPerGame,0.0
