Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
113,LG,Brady,Christensen,Brady Christensen,CAR,16,0,6,1175,False,16,20,0,3,Brady,Christensen,498.0,500.0,5.0,29.0,20.0,Signed,Normal,82.0,0.0,0.0,CAR,tier_3,5.106382978723404,CAR,-4
123,LT,Jordan,Mailata,Jordan Mailata,PHI,13,0,4,882,False,13,12,0,3,Jordan,Mailata,1789.0,1791.0,8.0,29.0,12.0,Signed,Star,86.0,0.0,0.0,PHI,tier_2,4.535147392290249,PHI,6
124,C,Michael,Jurgens,Michael Jurgens,LV,13,4,2,835,False,13,22,0,3,Michael,Jurgens,3614.0,3616.0,2.0,26.0,22.0,Signed,Normal,77.0,0.0,0.0,LV,tier_4,2.395209580838323,LV,2
153,RT,Broderick,Jones,Broderick Jones,PIT,16,10,3,1098,False,16,28,0,3,Broderick,Jones,1517.0,1519.0,3.0,25.0,28.0,Signed,Normal,81.0,0.0,0.0,PIT,tier_3,2.73224043715847,PIT,8
162,RT,Abraham,Lucas,Abraham Lucas,CAR,16,1,10,1092,False,16,20,0,3,Abraham,Lucas,1762.0,1764.0,4.0,27.0,20.0,Signed,Star,73.0,0.0,0.0,CAR,tier_5,9.157509157509159,CAR,0
183,C,Bryce,Foster,Bryce Foster,CAR,12,12,3,735,False,12,20,0,3,Bryce,Foster,417.0,419.0,1.0,23.0,20.0,Signed,Star,76.0,0.0,0.0,CAR,tier_4,4.081632653061225,CAR,0
188,RG,Austin,Corbett,Austin Corbett,NO,16,4,0,1130,False,16,26,0,3,Austin,Corbett,574.0,576.0,8.0,30.0,26.0,Signed,Star,78.0,0.0,0.0,NO,tier_4,0.0,NO,10
201,LT,Carter,Warren,Carter Warren,NYJ,5,0,5,424,False,16,17,0,3,Carter,Warren,2954.0,2956.0,3.0,27.0,17.0,Signed,Normal,69.0,0.0,0.0,NYJ,tier_6,11.79245283018868,NYJ,1
208,RG,Terrence,Ferguson II,Terrence Ferguson II,MIA,16,0,2,1164,False,16,11,0,3,Terrence,Ferguson II,2484.0,2486.0,0.0,23.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,1.7182130584192439,MIA,0
210,RG,Quinn,Meinerz,Quinn Meinerz,DEN,14,0,2,1078,False,14,3,0,3,Quinn,Meinerz,1911.0,1913.0,5.0,27.0,3.0,Signed,Star,90.0,0.0,0.0,DEN,tier_1,1.8552875695732838,DEN,-3
226,LT,Tristan,Wirfs,Tristan Wirfs,TB,16,4,12,1186,False,16,5,0,3,Tristan,Wirfs,3112.0,3114.0,6.0,27.0,5.0,Signed,Superstar,87.0,0.0,0.0,TB,tier_2,10.118043844856661,TB,-2
227,LG,Marcus,Henderson,Marcus Henderson,PHI,14,0,1,984,False,14,12,0,3,Marcus,Henderson,1086.0,1088.0,0.0,23.0,12.0,Signed,Star,72.0,0.0,0.0,PHI,tier_5,1.016260162601626,PHI,6
232,LT,Laremy,Tunsil,Laremy Tunsil,HOU,16,3,10,1178,False,16,31,0,3,Laremy,Tunsil,2856.0,2858.0,10.0,32.0,31.0,Signed,Star,83.0,0.0,0.0,HOU,tier_3,8.488964346349746,HOU,1
239,LG,Clay,Webb,Clay Webb,NO,5,0,2,437,False,15,26,0,3,Clay,Webb,2155.0,2157.0,1.0,24.0,26.0,Signed,Normal,63.0,0.0,0.0,NO,tier_6,4.576659038901602,NO,1
282,LT,Garret,Greenfield,Garret Greenfield,NO,14,0,22,977,False,14,26,0,3,Garret,Greenfield,3280.0,3282.0,2.0,25.0,26.0,Signed,Normal,83.0,0.0,0.0,NO,tier_3,22.517911975435005,NO,-8
296,C,Evan,Brown,Evan Brown,PHI,16,0,7,1065,False,16,12,0,3,Evan,Brown,344.0,346.0,8.0,29.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,6.572769953051643,PHI,-3
360,RT,Caleb,Siech,Caleb Siech,LV,10,0,9,766,False,16,22,0,3,Caleb,Siech,479.0,481.0,0.0,23.0,22.0,Signed,Normal,68.0,0.0,0.0,LV,tier_6,11.74934725848564,LV,1
363,C,Juice,Scruggs,Juice Scruggs,HOU,16,2,3,1242,False,16,31,0,3,Juice,Scruggs,2502.0,2504.0,3.0,26.0,31.0,Signed,Normal,80.0,0.0,0.0,HOU,tier_3,2.4154589371980677,HOU,1
382,RT,Taylor,Moton,Taylor Moton,TB,16,3,6,1156,False,16,5,0,3,Taylor,Moton,2010.0,2012.0,9.0,32.0,5.0,Signed,Star,77.0,0.0,0.0,TB,tier_4,5.190311418685121,TB,5
446,LG,Jonah,Savaiinaea,Jonah Savaiinaea,PIT,16,16,6,1002,False,16,28,0,3,Jonah,Savaiinaea,768.0,770.0,1.0,22.0,28.0,Signed,Normal,72.0,0.0,0.0,PIT,tier_5,5.9880239520958085,PIT,-3
454,RG,Garrett,Dellinger,Garrett Dellinger,CAR,14,1,0,1004,False,14,20,0,3,Garrett,Dellinger,301.0,303.0,1.0,24.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,0.0,CAR,11
474,LG,Landon,Dickerson,Landon Dickerson,PHI,14,0,4,1023,False,14,12,0,3,Landon,Dickerson,701.0,703.0,5.0,27.0,12.0,Signed,Superstar,93.0,0.0,0.0,PHI,tier_1,3.9100684261974585,PHI,-1
505,LT,Blake,Miller,Blake Miller,MIA,16,0,13,1172,False,16,11,0,3,Blake,Miller,2693.0,2695.0,0.0,23.0,11.0,Signed,Normal,74.0,0.0,0.0,MIA,tier_5,11.092150170648464,MIA,0
519,LG,Kenyon,Green,Kenyon Green,HOU,14,3,5,940,False,14,31,0,3,Kenyon,Green,1065.0,1067.0,4.0,25.0,31.0,Signed,Star,79.0,0.0,0.0,HOU,tier_4,5.319148936170213,HOU,-3
541,RG,Donovan,Jackson,Donovan Jackson,LV,16,1,2,1185,False,16,22,0,3,Donovan,Jackson,3258.0,3260.0,2.0,24.0,22.0,Signed,Normal,78.0,0.0,0.0,LV,tier_4,1.6877637130801688,LV,0
542,C,Erik,McCoy,Erik McCoy,NO,13,5,5,903,False,13,26,0,3,Erik,McCoy,1854.0,1856.0,7.0,29.0,26.0,Signed,Star,78.0,0.0,0.0,NO,tier_4,5.537098560354375,NO,0
612,LT,Spencer,Rolland,Spencer Rolland,LV,8,2,4,590,False,16,22,0,3,Spencer,Rolland,3474.0,3476.0,2.0,25.0,22.0,Signed,Normal,66.0,0.0,0.0,LV,tier_6,6.779661016949152,LV,7
613,RG,Nate,Davis,Nate Davis,TB,14,4,0,1084,False,14,5,0,3,Nate,Davis,666.0,668.0,7.0,29.0,5.0,Signed,Normal,80.0,0.0,0.0,TB,tier_3,0.0,TB,8
753,RT,Taliese,Fuaga,Taliese Fuaga,MIA,16,0,18,1137,False,16,11,0,3,Taliese,Fuaga,3229.0,3231.0,2.0,25.0,11.0,Signed,Star,87.0,0.0,0.0,MIA,tier_2,15.8311345646438,MIA,-9
795,RG,Wyatt,Teller,Wyatt Teller,PIT,16,36,10,1108,False,16,28,0,3,Wyatt,Teller,2760.0,2762.0,8.0,31.0,28.0,Signed,Superstar,86.0,0.0,0.0,PIT,tier_2,9.025270758122744,PIT,-9
941,LG,Earnest,Greene III,Earnest Greene III,NYJ,11,0,4,757,False,11,17,0,3,Earnest,Greene III,130.0,132.0,0.0,21.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,5.284015852047556,NYJ,-3
942,RT,Reuben,Fatheree II,Reuben Fatheree II,NYJ,16,0,14,1131,False,16,17,0,3,Reuben,Fatheree II,1140.0,1142.0,1.0,24.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,12.37842617152962,NYJ,-3
944,RG,Graham,Glasgow,Graham Glasgow,NYJ,16,0,1,1190,False,16,17,0,3,Graham,Glasgow,1014.0,1016.0,10.0,34.0,17.0,Signed,Normal,74.0,0.0,0.0,NYJ,tier_5,0.8403361344537815,NYJ,6
945,LT,Joe,Alt,Joe Alt,NYJ,11,0,12,767,False,11,17,0,3,Joe,Alt,3201.0,3203.0,2.0,23.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,15.645371577574968,NYJ,-7
946,C,Joe,Tippmann,Joe Tippmann,NYJ,14,0,7,989,False,14,17,0,3,Joe,Tippmann,2811.0,2813.0,3.0,25.0,17.0,Signed,Star,84.0,0.0,0.0,NYJ,tier_3,7.077856420626896,NYJ,-4
948,LT,Ozzy,Trapilo,Ozzy Trapilo,NYG,9,0,8,661,False,16,15,0,3,Ozzy,Trapilo,1973.0,1975.0,1.0,24.0,15.0,Signed,Normal,65.0,0.0,0.0,NYG,tier_6,12.102874432677762,NYG,-2
950,RT,Gunner,Britton,Gunner Britton,NYG,8,0,7,599,False,16,15,0,3,Gunner,Britton,3450.0,3452.0,2.0,26.0,15.0,Signed,Normal,70.0,0.0,0.0,NYG,tier_5,11.686143572621035,NYG,0
951,RG,Mike,Onwenu,Mike Onwenu,NYG,14,0,3,1070,False,14,15,0,3,Mike,Onwenu,2133.0,2135.0,6.0,28.0,15.0,Signed,Star,83.0,0.0,0.0,NYG,tier_3,2.803738317757009,NYG,-4
953,LT,Andrew,Thomas,Andrew Thomas,NYG,15,0,13,1094,False,15,15,0,3,Andrew,Thomas,2768.0,2770.0,6.0,27.0,15.0,Signed,Superstar,83.0,0.0,0.0,NYG,tier_3,11.882998171846435,NYG,-1
957,LG,Jon,Gaines II,Jon Gaines II,ARI,13,0,4,906,False,14,6,0,3,Jon,Gaines II,957.0,959.0,3.0,26.0,6.0,Signed,Normal,76.0,0.0,0.0,ARI,tier_4,4.415011037527594,ARI,0
961,C,Drew,Kendall,Drew Kendall,TEN,13,4,2,840,False,13,29,0,3,Drew,Kendall,481.0,483.0,1.0,24.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,2.3809523809523814,TEN,4
962,RT,Terence,Steele,Terence Steele,TEN,14,0,4,981,False,14,29,0,3,Terence,Steele,2659.0,2661.0,6.0,29.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,4.077471967380225,TEN,5
965,LT,Andrew,Coker,Andrew Coker,ARI,15,0,11,1009,False,16,6,0,3,Andrew,Coker,3526.0,3528.0,2.0,25.0,6.0,Signed,Normal,65.0,0.0,0.0,ARI,tier_6,10.901883052527255,ARI,1
966,RT,Luke,Newman,Luke Newman,CHI,6,0,5,528,False,11,0,0,3,Luke,Newman,570.0,572.0,1.0,24.0,0.0,Signed,Normal,67.0,0.0,0.0,CHI,tier_6,9.46969696969697,CHI,1
973,LG,Keaton,Bills,Keaton Bills,TEN,9,0,3,688,False,11,29,0,3,Keaton,Bills,1578.0,1580.0,1.0,24.0,29.0,Signed,Normal,69.0,0.0,0.0,TEN,tier_6,4.3604651162790695,TEN,1
976,LT,Zach,Tom,Zach Tom,GB,13,0,7,926,False,13,19,0,3,Zach,Tom,2818.0,2820.0,4.0,27.0,19.0,Signed,Normal,84.0,0.0,0.0,GB,tier_3,7.55939524838013,GB,1
977,RG,Jamaree,Salyer,Jamaree Salyer,LAC,16,0,0,1159,False,16,7,0,3,Jamaree,Salyer,2451.0,2453.0,4.0,26.0,7.0,Signed,Normal,77.0,0.0,0.0,LAC,tier_4,0.0,LAC,10
979,C,Jacob,Gideon,Jacob Gideon,LAC,16,0,2,1097,False,16,7,0,3,Jacob,Gideon,539.0,541.0,1.0,24.0,7.0,Signed,Normal,74.0,0.0,0.0,LAC,tier_5,1.8231540565177757,LAC,6
981,LT,Brandon,Coleman,Brandon Coleman,LAC,16,0,10,1150,False,16,7,0,3,Brandon,Coleman,3347.0,3349.0,2.0,25.0,7.0,Signed,Normal,81.0,0.0,0.0,LAC,tier_3,8.695652173913043,LAC,1
983,LG,Zion,Johnson,Zion Johnson,LAC,14,0,6,1047,False,14,7,0,3,Zion,Johnson,1497.0,1499.0,4.0,26.0,7.0,Signed,Star,85.0,0.0,0.0,LAC,tier_2,5.730659025787966,LAC,-4
984,LT,Orlando,Brown,Orlando Brown,CIN,14,0,7,1019,False,14,1,0,3,Orlando,Brown,356.0,358.0,8.0,30.0,1.0,Signed,Star,89.0,0.0,0.0,CIN,tier_2,6.869479882237488,CIN,2
985,LT,Rashawn,Slater,Rashawn Slater,LAC,13,0,5,935,False,13,7,0,3,Rashawn,Slater,2565.0,2567.0,5.0,27.0,7.0,Signed,Superstar,92.0,0.0,0.0,LAC,tier_1,5.347593582887701,LAC,1
986,LG,Elgton,Jenkins,Elgton Jenkins,GB,16,0,6,1248,False,16,19,0,3,Elgton,Jenkins,1435.0,1437.0,7.0,30.0,19.0,Signed,Star,89.0,0.0,0.0,GB,tier_2,4.807692307692308,GB,-2
988,LG,Graham,Barton,Graham Barton,WAS,16,10,4,1294,False,16,25,0,3,Graham,Barton,3218.0,3220.0,2.0,24.0,25.0,Signed,Normal,75.0,0.0,0.0,WAS,tier_4,3.0911901081916535,WAS,2
989,LT,Olumuyiwa,Fashanu,Olumuyiwa Fashanu,WAS,16,2,10,1230,False,16,25,0,3,Olumuyiwa,Fashanu,3199.0,3201.0,2.0,23.0,25.0,Signed,Star,79.0,0.0,0.0,WAS,tier_4,8.130081300813009,WAS,2
990,LT,Mason,Richman,Mason Richman,WAS,4,0,5,415,False,15,25,0,3,Mason,Richman,1582.0,1584.0,1.0,24.0,25.0,Signed,Normal,67.0,0.0,0.0,WAS,tier_6,12.048192771084338,WAS,-2
993,RG,Sean,Rhyan,Sean Rhyan,ARI,14,0,0,863,False,14,6,0,3,Sean,Rhyan,2355.0,2357.0,4.0,27.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,0.0,ARI,10
994,RG,Ben,Christman,Ben Christman,ARI,16,0,0,470,False,16,6,0,3,Ben,Christman,2137.0,2139.0,0.0,23.0,6.0,Signed,Star,75.0,0.0,0.0,ARI,tier_4,0.0,ARI,10
995,C,Torricelli,Simpkins III,Torricelli Simpkins III,ARI,16,0,7,1013,False,16,6,0,3,Torricelli,Simpkins III,1750.0,1752.0,1.0,26.0,6.0,Signed,Normal,69.0,0.0,0.0,ARI,tier_6,6.910167818361304,ARI,-2
1006,RT,Brett,Canis,Brett Canis,WAS,6,1,5,470,False,13,25,0,3,Brett,Canis,679.0,681.0,0.0,23.0,25.0,Signed,Normal,66.0,0.0,0.0,WAS,tier_6,10.638297872340425,WAS,1
1009,C,Drake,Nugent,Drake Nugent,DAL,16,0,6,1078,False,16,10,0,3,Drake,Nugent,3411.0,3413.0,2.0,25.0,10.0,Signed,Normal,80.0,0.0,0.0,DAL,tier_3,5.565862708719852,DAL,-1
1011,RT,Patrick,Paul,Patrick Paul,CIN,11,3,11,816,False,16,1,0,3,Patrick,Paul,3212.0,3214.0,2.0,24.0,1.0,Signed,Normal,75.0,0.0,0.0,CIN,tier_4,13.480392156862745,CIN,-3
1013,RG,Zack,Martin,Zack Martin,DAL,16,0,2,1154,False,16,10,0,3,Zack,Martin,1810.0,1812.0,12.0,35.0,10.0,Signed,Superstar,91.0,0.0,0.0,DAL,tier_1,1.7331022530329288,DAL,-3
1014,C,Hjalte,Froholdt,Hjalte Froholdt,SEA,16,0,4,1085,False,16,27,0,3,Hjalte,Froholdt,937.0,939.0,7.0,30.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,3.686635944700461,SEA,2
1016,LG,Peter,Skoronski,Peter Skoronski,TEN,11,5,4,730,False,11,29,0,3,Peter,Skoronski,2559.0,2561.0,3.0,25.0,29.0,Signed,Star,77.0,0.0,0.0,TEN,tier_4,5.47945205479452,TEN,-3
1018,RG,Kevin,Dotson,Kevin Dotson,TEN,11,5,0,832,False,11,29,0,3,Kevin,Dotson,732.0,734.0,6.0,29.0,29.0,Signed,Star,85.0,0.0,0.0,TEN,tier_2,0.0,TEN,6
1019,RG,DJ,Campbell,DJ Campbell,CLE,16,7,4,1048,False,16,4,0,3,DJ,Campbell,93.0,95.0,0.0,23.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,3.8167938931297707,CLE,-6
1020,LT,Kadyn,Proctor,Kadyn Proctor,CLE,16,8,14,1071,False,16,4,0,3,Kadyn,Proctor,2316.0,2318.0,0.0,21.0,4.0,Signed,Superstar,85.0,0.0,0.0,CLE,tier_2,13.071895424836601,CLE,-4
1023,C,Justin,Dedich,Justin Dedich,CLE,16,2,9,1134,False,16,4,0,3,Justin,Dedich,3606.0,3608.0,2.0,25.0,4.0,Signed,Normal,70.0,0.0,0.0,CLE,tier_5,7.936507936507936,CLE,-3
1025,RT,Jack,Nelson,Jack Nelson,DAL,16,0,9,1153,False,16,10,0,3,Jack,Nelson,468.0,470.0,1.0,24.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,7.805724197745013,DAL,2
1029,RT,Logan,Taylor,Logan Taylor,KC,7,0,1,638,False,16,8,0,3,Logan,Taylor,227.0,229.0,0.0,23.0,8.0,Signed,Star,72.0,0.0,0.0,KC,tier_5,1.567398119122257,KC,11
1031,RT,Jack,Conklin,Jack Conklin,KC,12,0,6,843,False,16,8,0,3,Jack,Conklin,555.0,557.0,10.0,32.0,8.0,Signed,Star,74.0,0.0,0.0,KC,tier_5,7.117437722419928,KC,3
1032,LG,Cole,Strange,Cole Strange,DEN,16,0,7,1135,False,16,3,0,3,Cole,Strange,2691.0,2693.0,4.0,28.0,3.0,Signed,Star,72.0,0.0,0.0,DEN,tier_5,6.167400881057269,DEN,-6
1033,LG,Nick,Gargiulo,Nick Gargiulo,KC,16,0,0,1176,False,16,8,0,3,Nick,Gargiulo,3605.0,3607.0,2.0,25.0,8.0,Signed,Normal,65.0,0.0,0.0,KC,tier_6,0.0,KC,12
1034,LT,Cam,Robinson,Cam Robinson,KC,13,0,4,944,False,13,8,0,3,Cam,Robinson,2392.0,2394.0,9.0,30.0,8.0,Signed,Normal,82.0,0.0,0.0,KC,tier_3,4.237288135593221,KC,8
1036,RG,Sam,Cosmi,Sam Cosmi,IND,10,8,2,703,False,16,9,0,3,Sam,Cosmi,580.0,582.0,5.0,27.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,2.8449502133712663,IND,-3
1038,LG,Pat,Coogan,Pat Coogan,CIN,16,1,2,1124,False,16,1,0,3,Pat,Coogan,442.0,444.0,0.0,22.0,1.0,Signed,Normal,66.0,0.0,0.0,CIN,tier_6,1.779359430604982,CIN,7
1040,RT,Fa'alili,Fa'amoe,Fa'alili Fa'amoe,IND,7,2,11,549,False,14,9,0,3,Fa'alili,Fa'amoe,308.0,310.0,1.0,24.0,9.0,Signed,Normal,70.0,0.0,0.0,IND,tier_5,20.036429872495447,IND,-6
1042,C,Zeke,Correll,Zeke Correll,IND,16,3,11,1035,False,16,9,0,3,Zeke,Correll,3354.0,3356.0,2.0,25.0,9.0,Signed,Normal,67.0,0.0,0.0,IND,tier_6,10.628019323671499,IND,-5
1043,LG,Quenton,Nelson,Quenton Nelson,IND,16,5,4,1162,False,16,9,0,3,Quenton,Nelson,2056.0,2058.0,8.0,30.0,9.0,Signed,Superstar,89.0,0.0,0.0,IND,tier_2,3.442340791738382,IND,0
1044,LG,Damien,Lewis,Damien Lewis,NYG,16,0,5,1104,False,16,15,0,3,Damien,Lewis,1717.0,1719.0,6.0,29.0,15.0,Signed,Star,72.0,0.0,0.0,NYG,tier_5,4.528985507246377,NYG,0
1046,RG,Christian,Haynes,Christian Haynes,SEA,14,0,4,1055,False,14,27,0,3,Christian,Haynes,3323.0,3325.0,2.0,25.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,3.7914691943127963,SEA,-7
1047,RT,Ryan,Ramczyk,Ryan Ramczyk,SEA,13,0,12,879,False,13,27,0,3,Ryan,Ramczyk,2312.0,2314.0,9.0,32.0,27.0,Signed,Star,81.0,0.0,0.0,SEA,tier_3,13.651877133105803,SEA,-4
1049,LG,Anthony,Bradford,Anthony Bradford,SEA,10,0,2,735,False,10,27,0,3,Anthony,Bradford,288.0,290.0,3.0,25.0,27.0,Signed,Normal,71.0,0.0,0.0,SEA,tier_5,2.7210884353741496,SEA,3
1050,LT,Charles,Cross,Charles Cross,SEA,16,0,10,1169,False,16,27,0,3,Charles,Cross,606.0,608.0,4.0,25.0,27.0,Signed,Star,88.0,0.0,0.0,SEA,tier_2,8.554319931565441,SEA,0
1051,LT,Rod,Orr,Rod Orr,BAL,8,3,5,638,False,15,24,0,3,Rod,Orr,345.0,347.0,0.0,23.0,24.0,Signed,Normal,65.0,0.0,0.0,BAL,tier_6,7.836990595611285,BAL,4
1054,RG,Will,Hernandez,Will Hernandez,BAL,16,12,0,1134,False,16,24,0,3,Will,Hernandez,1222.0,1224.0,8.0,30.0,24.0,Signed,Normal,86.0,0.0,0.0,BAL,tier_2,0.0,BAL,6
1055,RT,Delmar,Glaze,Delmar Glaze,BAL,16,14,8,1122,False,16,24,0,3,Delmar,Glaze,2284.0,2286.0,1.0,23.0,24.0,Signed,Normal,80.0,0.0,0.0,BAL,tier_3,7.1301247771836005,BAL,1
1056,LG,Andrew,Vorhees,Andrew Vorhees,BAL,16,5,1,1121,False,16,24,0,3,Andrew,Vorhees,2915.0,2917.0,3.0,27.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,0.8920606601248885,BAL,12
1057,C,Tyler,Linderbaum,Tyler Linderbaum,BAL,14,18,5,1070,False,14,24,0,3,Tyler,Linderbaum,1727.0,1729.0,4.0,26.0,24.0,Signed,Superstar,94.0,0.0,0.0,BAL,tier_1,4.672897196261682,BAL,-3
1060,RT,Payton,Collins,Payton Collins,ATL,11,0,7,805,False,12,13,0,3,Payton,Collins,2341.0,2343.0,1.0,24.0,13.0,Signed,Normal,69.0,0.0,0.0,ATL,tier_6,8.695652173913043,ATL,4
1062,LG,Matthew,Bergeron,Matthew Bergeron,ATL,16,2,6,1121,False,16,13,0,3,Matthew,Bergeron,208.0,210.0,3.0,26.0,13.0,Signed,Normal,78.0,0.0,0.0,ATL,tier_4,5.35236396074933,ATL,-3
1063,C,Drew,Dalman,Drew Dalman,ATL,16,5,2,1033,False,16,13,0,3,Drew,Dalman,622.0,624.0,5.0,27.0,13.0,Signed,Star,83.0,0.0,0.0,ATL,tier_3,1.936108422071636,ATL,4
1064,C,Ryan,Kelly,Ryan Kelly,MIN,16,0,5,1227,False,16,30,0,3,Ryan,Kelly,1599.0,1601.0,10.0,33.0,30.0,Signed,Star,71.0,0.0,0.0,MIN,tier_5,4.074979625101874,MIN,0
1065,RT,Josh,Simmons,Josh Simmons,MIN,15,0,11,1077,False,15,30,0,3,Josh,Simmons,917.0,919.0,1.0,24.0,30.0,Signed,Star,75.0,0.0,0.0,MIN,tier_4,10.21355617455896,MIN,0
1066,RG,Tyler,Booker,Tyler Booker,MIN,8,0,0,609,False,16,30,0,3,Tyler,Booker,925.0,927.0,1.0,24.0,30.0,Signed,Normal,69.0,0.0,0.0,MIN,tier_6,0.0,MIN,12
1067,LG,Javion,Cohen,Javion Cohen,MIN,16,0,3,1144,False,16,30,0,3,Javion,Cohen,3359.0,3361.0,2.0,25.0,30.0,Signed,Normal,71.0,0.0,0.0,MIN,tier_5,2.6223776223776225,MIN,3
1068,LT,Christian,Darrisaw,Christian Darrisaw,MIN,16,0,8,1180,False,16,30,0,3,Christian,Darrisaw,637.0,639.0,5.0,27.0,30.0,Signed,Star,85.0,0.0,0.0,MIN,tier_2,6.779661016949152,MIN,2
1069,LT,J'ven,Williams,J'ven Williams,GB,8,0,8,684,False,16,19,0,3,J'ven,Williams,1576.0,1578.0,0.0,22.0,19.0,Signed,Normal,72.0,0.0,0.0,GB,tier_5,11.695906432748536,GB,0
1072,C,Jager,Burton,Jager Burton,GB,8,0,1,575,False,12,19,0,3,Jager,Burton,708.0,710.0,1.0,23.0,19.0,Signed,Normal,70.0,0.0,0.0,GB,tier_5,1.7391304347826089,GB,6
1073,RG,Kiran,Amegadjie,Kiran Amegadjie,GB,16,0,0,1172,False,16,19,0,3,Kiran,Amegadjie,3272.0,3274.0,2.0,25.0,19.0,Signed,Normal,76.0,0.0,0.0,GB,tier_4,0.0,GB,10
1075,C,Frank,Ragnow,Frank Ragnow,DET,16,0,3,1286,False,16,18,0,3,Frank,Ragnow,2308.0,2310.0,8.0,30.0,18.0,Signed,Superstar,96.0,0.0,0.0,DET,tier_0,2.3328149300155525,DET,-2
