Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
149,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,84,38,0,3,84,False,0,0,33,38,0,6,13,7,7,0,7,7,29,57,16,28,71,4,11,0,16,Andres,Borregales,1601.0,1603.0,1.0,24.0,28.0,Signed,Normal,73.0,0.0,0.0,PIT,tier_5,0.8787878787878788,1.0,0.7894736842105263,,,,PIT,1
165,P,Blake,Gillikin,Blake Gillikin,GB,0,3260,3483,0,75,28,77,0,50,3,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,1,16,Blake,Gillikin,1008.0,1010.0,6.0,28.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,,,,0.25,46.44,0.9359747344243469,GB,-5
192,K,Matt,Gay,Matt Gay,IND,0,0,0,1,0,0,113,28,0,3,61,False,0,0,25,26,0,9,5,6,5,0,6,5,23,58,16,9,30,7,5,0,16,Matt,Gay,982.0,984.0,7.0,32.0,9.0,Signed,Normal,79.0,0.0,0.0,IND,tier_4,0.92,0.9285714285714286,0.8571428571428571,,,,IND,-1
194,P,Mason,Fletcher,Mason Fletcher,BUF,0,3715,3890,0,82,33,163,0,50,3,77,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,49,0,0,0,16,Mason,Fletcher,3478.0,3480.0,2.0,26.0,2.0,Signed,Normal,78.0,0.0,0.0,BUF,tier_4,,,,0.06060606060606061,47.4390243902439,0.9550128534704371,BUF,4
195,P,Brett,Thorson,Brett Thorson,JAX,0,3545,3856,0,83,26,78,0,50,3,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,16,Brett,Thorson,2014.0,2016.0,0.0,22.0,16.0,Signed,Normal,76.0,0.0,0.0,JAX,tier_4,,,,0.19230769230769232,46.45783132530121,0.9193464730290456,JAX,-2
196,K,Drew,Stevens,Drew Stevens,MIN,0,0,0,1,0,0,63,41,0,3,0,False,0,0,21,39,0,7,7,6,1,0,6,1,19,57,16,30,0,6,6,0,16,Drew,Stevens,1679.0,1681.0,0.0,22.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,0.9047619047619048,0.9512195121951219,0.8571428571428571,,,,MIN,3
199,K,Jake,Elliott,Jake Elliott,PHI,0,0,0,0,0,0,144,39,0,3,78,False,0,0,19,36,0,8,2,5,4,0,5,4,18,56,16,12,47,7,2,0,16,Jake,Elliott,806.0,808.0,9.0,31.0,12.0,Signed,Normal,80.0,0.0,0.0,PHI,tier_3,0.9473684210526315,0.9230769230769231,0.9,,,,PHI,-1
200,K,Will,Reichard,Will Reichard,JAX,0,0,0,1,0,0,159,47,0,3,86,False,0,0,26,43,0,6,9,9,2,0,9,2,24,58,16,16,67,4,9,0,16,Will,Reichard,3443.0,3445.0,2.0,25.0,16.0,Signed,Normal,77.0,0.0,0.0,JAX,tier_4,0.9230769230769231,0.9148936170212766,0.8666666666666667,,,,JAX,-1
201,K,Dominic,Zvada,Dominic Zvada,CHI,0,0,0,0,0,0,151,43,0,3,79,False,0,0,25,41,0,7,4,8,6,0,8,6,23,56,16,0,39,5,4,0,16,Dominic,Zvada,702.0,704.0,0.0,22.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,0.92,0.9534883720930233,0.8181818181818182,,,,CHI,2
202,P,Jack,Fox,Jack Fox,DET,0,3456,3713,0,80,23,173,0,49,3,90,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,18,61,0,0,0,16,Jack,Fox,922.0,924.0,8.0,30.0,18.0,Signed,Normal,75.0,0.0,0.0,DET,tier_4,,,,0.21739130434782608,46.4125,0.9307837328305952,DET,-3
203,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,WAS,0,0,0,0,0,0,157,37,0,3,85,False,0,0,31,35,0,5,10,8,8,0,8,8,29,56,16,25,52,3,10,0,16,Ka'imi,Fairbairn,846.0,848.0,10.0,32.0,25.0,Signed,Star,83.0,0.0,0.0,WAS,tier_3,0.9354838709677419,0.9459459459459459,0.8666666666666667,,,,WAS,-1
204,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,1,0,0,121,29,0,3,67,False,0,0,23,28,0,10,6,6,1,0,6,1,21,59,16,6,52,8,6,0,16,Will,Ferrin,2633.0,2635.0,0.0,22.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,0.9130434782608695,0.9655172413793104,0.875,,,,ARI,3
207,K,Griffin,Kell,Griffin Kell,TB,0,0,0,0,0,0,132,37,0,3,75,False,0,0,21,34,0,4,4,6,7,0,6,7,20,57,16,5,47,3,4,0,16,Griffin,Kell,3460.0,3462.0,2.0,25.0,5.0,Signed,Normal,79.0,0.0,0.0,TB,tier_4,0.9523809523809523,0.918918918918919,0.875,,,,TB,2
208,P,Jeremy,Crawshaw,Jeremy Crawshaw,PHI,0,3751,4221,0,91,21,91,0,49,3,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,16,Jeremy,Crawshaw,2329.0,2331.0,1.0,25.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,,,,0.14285714285714285,46.38461538461539,0.888651978204217,PHI,-3
209,P,Ethan,Evans,Ethan Evans,LAR,0,3840,4076,0,90,23,92,0,48,3,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,16,Ethan,Evans,833.0,835.0,3.0,25.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,,,,0.08695652173913043,45.28888888888889,0.9421000981354269,LAR,0
210,P,Eddie,Czaplicki,Eddie Czaplicki,WAS,0,3742,4035,0,86,30,81,0,50,3,1,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,16,Eddie,Czaplicki,1155.0,1157.0,1.0,24.0,25.0,Signed,Star,76.0,0.0,0.0,WAS,tier_4,,,,0.23333333333333334,46.91860465116279,0.9273853779429988,WAS,-2
213,K,John,Hoyland,John Hoyland,TEN,0,0,0,2,0,0,133,35,0,3,74,False,0,0,23,35,0,7,4,7,5,0,7,5,20,55,16,29,49,4,4,0,16,John,Hoyland,727.0,729.0,1.0,23.0,29.0,Signed,Normal,80.0,0.0,0.0,TEN,tier_3,0.8695652173913043,1.0,0.7272727272727273,,,,TEN,-4
214,P,Stephen,Kotsanlee,Stephen Kotsanlee,CLE,0,3975,4286,0,95,30,88,0,51,3,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,16,Stephen,Kotsanlee,3635.0,3637.0,2.0,26.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,,,,0.06666666666666667,45.11578947368421,0.9274381707886141,CLE,1
215,P,Lachlan,Wilson,Lachlan Wilson,ARI,0,3893,4119,0,92,34,95,0,47,3,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,1,16,Lachlan,Wilson,2574.0,2576.0,1.0,24.0,6.0,Signed,Normal,71.0,0.0,0.0,ARI,tier_5,,,,0.058823529411764705,44.77173913043478,0.9451323136683661,ARI,1
216,P,Logan,Cooke,Logan Cooke,TEN,0,3338,3674,0,79,31,76,0,50,3,1,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,1,16,Logan,Cooke,566.0,568.0,8.0,31.0,29.0,Signed,Normal,78.0,0.0,0.0,TEN,tier_4,,,,0.22580645161290322,46.50632911392405,0.9085465432770822,TEN,-2
217,K,Chad,Ryland,Chad Ryland,NE,0,0,0,0,0,0,56,39,0,3,0,False,0,0,25,33,0,10,5,10,0,0,10,0,23,58,15,21,0,8,5,0,16,Chad,Ryland,2447.0,2449.0,3.0,26.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,0.92,0.8461538461538461,0.8666666666666667,,,,NE,-3
218,P,Tommy,Townsend,Tommy Townsend,KC,0,3536,3744,0,78,27,85,0,52,3,1,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,1,16,Tommy,Townsend,2835.0,2837.0,6.0,29.0,8.0,Signed,Normal,81.0,0.0,0.0,KC,tier_3,,,,0.25925925925925924,48.0,0.9444444444444444,KC,-2
219,K,Younghoe,Koo,Younghoe Koo,ATL,1,0,0,1,0,0,153,43,0,3,85,False,0,0,26,41,0,5,8,9,4,0,9,4,24,57,16,13,52,4,7,0,16,Younghoe,Koo,1636.0,1638.0,9.0,32.0,13.0,Signed,Star,79.0,0.0,0.0,ATL,tier_4,0.9230769230769231,0.9534883720930233,0.8461538461538461,,,,ATL,0
220,K,Dean,Janikowski,Dean Janikowski,DET,0,0,0,0,0,0,71,50,0,3,0,False,0,0,19,47,0,7,4,6,2,0,6,2,17,56,16,18,0,5,4,0,16,Dean,Janikowski,2303.0,2305.0,1.0,24.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,0.8947368421052632,0.94,0.8181818181818182,,,,DET,1
221,K,Camden,Lewis,Camden Lewis,CLE,0,0,0,1,0,0,85,17,0,3,51,False,0,0,20,15,0,6,7,3,4,0,3,4,16,56,16,4,28,4,5,0,16,Camden,Lewis,3619.0,3621.0,2.0,25.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,0.8,0.8823529411764706,0.6923076923076923,,,,CLE,-6
222,K,Brandon,Aubrey,Brandon Aubrey,DAL,1,0,0,0,0,0,156,43,0,3,81,False,0,0,25,38,0,8,9,5,3,0,5,3,23,58,16,10,48,6,9,0,16,Brandon,Aubrey,3191.0,3193.0,4.0,31.0,10.0,Signed,Normal,75.0,0.0,0.0,DAL,tier_4,0.92,0.8837209302325582,0.8823529411764706,,,,DAL,-3
223,P,Bryan,Anger,Bryan Anger,DAL,0,3362,3549,0,77,21,79,0,49,3,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,16,Bryan,Anger,81.0,83.0,14.0,37.0,10.0,Signed,Normal,75.0,0.0,0.0,DAL,tier_4,,,,0.23809523809523808,46.09090909090909,0.947309101155255,DAL,-3
224,P,Rigoberto,Sanchez,Rigoberto Sanchez,SEA,0,3942,4224,0,90,25,94,0,50,3,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,16,Rigoberto,Sanchez,2463.0,2465.0,9.0,31.0,27.0,Signed,Normal,77.0,0.0,0.0,SEA,tier_4,,,,0.2,46.93333333333333,0.9332386363636364,SEA,-1
225,K,Blake,Grupe,Blake Grupe,NO,0,0,0,0,0,0,61,38,0,3,0,False,0,0,25,37,0,12,8,1,4,0,1,4,23,58,15,26,0,10,8,0,16,Blake,Grupe,605.0,607.0,3.0,27.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,0.92,0.9736842105263158,0.9,,,,NO,5
226,P,Mark,Vassett,Mark Vassett,TB,0,3943,4248,0,94,31,90,0,49,3,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,1,16,Mark,Vassett,2194.0,2196.0,1.0,25.0,5.0,Signed,Normal,72.0,0.0,0.0,TB,tier_5,,,,0.0967741935483871,45.191489361702125,0.928201506591337,TB,1
227,K,Justin,Tucker,Justin Tucker,BAL,0,0,0,1,0,0,148,45,0,3,85,False,0,0,25,42,0,5,8,7,5,0,7,5,22,57,16,24,53,3,7,0,16,Justin,Tucker,2848.0,2850.0,14.0,36.0,24.0,Signed,Star,83.0,0.0,0.0,BAL,tier_3,0.88,0.9333333333333333,0.7692307692307693,,,,BAL,-6
228,P,Riley,Thompson,Riley Thompson,ATL,0,4005,4274,0,92,28,87,0,51,3,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,16,Riley,Thompson,3613.0,3615.0,2.0,26.0,13.0,Signed,Normal,75.0,0.0,0.0,ATL,tier_4,,,,0.07142857142857142,46.45652173913044,0.9370613008890969,ATL,0
229,K,Jason,Myers,Jason Myers,SEA,0,0,0,1,0,0,158,44,0,3,83,False,0,0,27,41,0,7,6,9,5,0,8,5,25,57,16,27,41,6,6,0,16,Jason,Myers,2038.0,2040.0,11.0,35.0,27.0,Signed,Normal,79.0,0.0,0.0,SEA,tier_4,0.9259259259259259,0.9318181818181818,0.9230769230769231,,,,SEA,0
230,P,Jesse,Mirco,Jesse Mirco,BAL,0,3866,4238,0,93,26,83,0,51,3,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,0,16,Jesse,Mirco,2858.0,2860.0,0.0,23.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,,,,0.11538461538461539,45.56989247311828,0.9122227465785748,BAL,0
231,K,Harrison,Butker,Harrison Butker,KC,1,0,0,0,0,0,168,53,0,3,90,False,0,0,22,51,0,5,2,6,9,0,6,9,22,56,16,8,59,5,2,0,16,Harrison,Butker,400.0,402.0,9.0,31.0,8.0,Signed,Superstar,84.0,0.0,0.0,KC,tier_3,1.0,0.9622641509433962,1.0,,,,KC,3
232,K,Jake,Moody,Jake Moody,SF,0,0,0,0,0,0,78,48,0,3,0,False,0,0,26,45,0,9,11,3,3,0,3,3,23,55,16,14,0,6,11,0,16,Jake,Moody,1968.0,1970.0,3.0,26.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,0.8846153846153846,0.9375,0.85,,,,SF,-2
236,P,Ryan,Rehkow,Ryan Rehkow,NE,0,3670,3997,0,85,21,166,0,50,3,80,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,21,50,0,0,0,16,Ryan,Rehkow,2412.0,2414.0,1.0,25.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,,,,0.2857142857142857,47.023529411764706,0.9181886414811108,NE,-3
243,P,Mitch,Wishnowsky,Mitch Wishnowsky,SF,0,3418,3589,0,76,27,166,0,50,3,88,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,14,59,0,0,1,16,Mitch,Wishnowsky,3116.0,3118.0,7.0,34.0,14.0,Signed,Normal,79.0,0.0,0.0,SF,tier_4,,,,0.07407407407407407,47.223684210526315,0.9523544162719421,SF,4
244,K,Jack,Browning,Jack Browning,LAR,0,0,0,0,0,0,123,27,0,3,68,False,0,0,25,26,0,12,3,4,6,0,4,6,24,59,16,23,48,11,3,0,16,Jack,Browning,3620.0,3622.0,2.0,24.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,0.96,0.9629629629629629,0.9333333333333333,,,,LAR,7
245,P,Laine,Wilkins,Laine Wilkins,CHI,0,3309,3510,0,79,24,80,0,49,3,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,16,Laine,Wilkins,2461.0,2463.0,1.0,25.0,0.0,Signed,Normal,72.0,0.0,0.0,CHI,tier_5,,,,0.041666666666666664,44.43037974683544,0.9427350427350427,CHI,-1
246,P,Tory,Taylor,Tory Taylor,IND,0,4321,4738,0,100,27,91,0,50,3,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,1,16,Tory,Taylor,3419.0,3421.0,2.0,26.0,9.0,Signed,Normal,78.0,0.0,0.0,IND,tier_4,,,,0.18518518518518517,47.38,0.9119881806669481,IND,0
251,K,Nathanial,Vakos,Nathanial Vakos,LV,0,0,0,0,0,0,63,39,0,3,0,False,0,0,25,38,0,9,7,6,3,0,6,3,23,58,15,22,0,7,7,0,16,Nathanial,Vakos,1471.0,1473.0,0.0,23.0,22.0,Signed,Star,76.0,0.0,0.0,LV,tier_4,0.92,0.9743589743589743,0.875,,,,LV,1
252,P,Austin,McNamara,Austin McNamara,NO,0,3925,4225,0,91,31,166,0,54,3,78,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,26,48,0,0,1,16,Austin,McNamara,3610.0,3612.0,2.0,25.0,26.0,Signed,Normal,75.0,0.0,0.0,NO,tier_4,,,,0.0967741935483871,46.42857142857143,0.9289940828402367,NO,0
