Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
319,C,Douglas,Utu,Douglas Utu,PIT,16,42,5,1202,False,16,28,0,8,Douglas,Utu,,2801.0,2799.0,3.0,26.0,28.0,Signed,Normal,78.0,0.0,0.0,PIT,tier_4,4.159733777038269,PIT,-1
320,LT,Andrew,Thomas,Andrew Thomas,PHI,10,109,2,613,False,10,12,0,8,Andrew,Thomas,ThomasAndrew_20964,2770.0,2768.0,12.0,33.0,12.0,Signed,Star,81.0,0.0,0.0,PHI,tier_3,3.2626427406199023,PHI,8
322,RT,Austin,Posey,Austin Posey,PHI,16,43,9,1051,False,16,12,0,8,Austin,Posey,AustinPosey_3121,993.0,991.0,1.0,24.0,12.0,Signed,Star,75.0,0.0,0.0,PHI,tier_4,8.563273073263558,PHI,-1
323,C,David,Porter,David Porter,PHI,13,95,5,869,False,13,12,0,8,David,Porter,DavidPorter_31232,2742.0,2740.0,1.0,23.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,5.753739930955121,PHI,-1
349,LT,A.J.,Ashmore,A.J. Ashmore,DAL,6,43,8,550,False,16,10,0,8,A.J.,Ashmore,A.J.Ashmore_3163382,2184.0,2182.0,1.0,24.0,10.0,Signed,Normal,66.0,0.0,0.0,DAL,tier_6,14.545454545454545,DAL,-2
427,LG,Trent,Heinicke,Trent Heinicke,MIN,8,10,0,541,False,14,30,0,8,Trent,Heinicke,TrentHeinicke_30212,281.0,279.0,2.0,24.0,30.0,Signed,Star,74.0,0.0,0.0,MIN,tier_5,0.0,MIN,12
428,LT,Marvin,Gilmore,Marvin Gilmore,MIN,7,60,11,697,False,16,30,0,8,Marvin,Gilmore,MarvinGilmore_30612,3584.0,3582.0,2.0,25.0,30.0,Signed,Normal,67.0,0.0,0.0,MIN,tier_6,15.781922525107603,MIN,-5
429,RT,Emmett,Harper,Emmett Harper,MIN,11,17,4,863,False,16,30,0,8,Emmett,Harper,EmmettHarper_3253,1462.0,1460.0,0.0,23.0,30.0,Signed,Normal,72.0,0.0,0.0,MIN,tier_5,4.634994206257242,MIN,3
463,LG,Lamar,Brown,Lamar Brown,CIN,16,69,3,1254,False,16,1,0,8,Lamar,Brown,LamarBrown_29117,204.0,202.0,3.0,24.0,1.0,Signed,Normal,84.0,0.0,0.0,CIN,tier_3,2.3923444976076556,CIN,1
535,LT,Jahdae,Smith,Jahdae Smith,SEA,15,105,11,973,False,15,27,0,8,Jahdae,Smith,JahdaeSmith_3216,3447.0,3445.0,0.0,22.0,27.0,Signed,Star,78.0,0.0,0.0,SEA,tier_4,11.305241521068858,SEA,-1
536,RT,Travis,Calloway,Travis Calloway,SEA,5,9,2,478,False,16,27,0,8,Travis,Calloway,TravisCalloway_32533,1663.0,1661.0,0.0,22.0,27.0,Signed,Normal,69.0,0.0,0.0,SEA,tier_6,4.184100418410042,SEA,4
537,RG,Jaylen,Early,Jaylen Early,LAC,16,15,3,1211,False,16,7,0,8,Jaylen,Early,,958.0,956.0,5.0,28.0,7.0,Signed,Normal,81.0,0.0,0.0,LAC,tier_3,2.477291494632535,LAC,1
552,RT,Josiah,Thompson,Josiah Thompson,TB,14,30,17,957,False,14,5,0,8,Josiah,Thompson,,2602.0,2600.0,5.0,28.0,5.0,Signed,Normal,81.0,0.0,0.0,TB,tier_3,17.763845350052247,TB,-8
563,C,Josh,Myers,Josh Myers,NO,16,158,2,1206,False,16,26,0,8,Josh,Myers,MyersJosh_21654,2041.0,2039.0,11.0,34.0,26.0,Signed,Normal,81.0,0.0,0.0,NO,tier_3,1.658374792703151,NO,4
602,LT,Quincey,Carmichael,Quincey Carmichael,CIN,14,126,6,1025,False,14,1,0,8,Quincey,Carmichael,QuinceyCarmichael_30632,1954.0,1952.0,2.0,25.0,1.0,Signed,Normal,76.0,0.0,0.0,CIN,tier_4,5.853658536585366,CIN,5
604,RT,Samson,Okunlola,Samson Okunlola,CIN,13,36,3,987,False,13,1,0,8,Samson,Okunlola,,3567.0,3565.0,4.0,26.0,1.0,Signed,Superstar,94.0,0.0,0.0,CIN,tier_1,3.0395136778115504,CIN,1
685,LG,Bo,McGhee,Bo McGhee,TB,11,37,4,796,False,11,5,0,8,Bo,McGhee,BoMcGhee_30211,3162.0,3160.0,2.0,25.0,5.0,Signed,Normal,89.0,0.0,0.0,TB,tier_2,5.025125628140704,TB,-3
686,LT,Andrew,Nash,Andrew Nash,TB,8,70,7,707,False,16,5,0,8,Andrew,Nash,AndrewNash_30511,795.0,793.0,2.0,24.0,5.0,Signed,Normal,63.0,0.0,0.0,TB,tier_6,9.900990099009901,TB,4
687,LT,Greg,Murray,Greg Murray,DEN,7,60,7,594,False,14,3,0,8,Greg,Murray,GregMurray_30637,2116.0,2114.0,2.0,26.0,3.0,Signed,Normal,67.0,0.0,0.0,DEN,tier_6,11.784511784511785,DEN,1
717,RG,Aliou,Bah,Aliou Bah,NO,10,10,2,734,False,14,26,0,8,Aliou,Bah,,774.0,772.0,5.0,28.0,26.0,Signed,Normal,75.0,0.0,0.0,NO,tier_4,2.7247956403269753,NO,2
719,RT,Josh,Parks,Josh Parks,NO,10,29,4,791,False,16,26,0,8,Josh,Parks,JoshParks_3133,1352.0,1350.0,1.0,22.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,5.056890012642225,NO,3
759,LG,James,Durand,James Durand,NYJ,16,39,5,1176,False,16,17,0,8,James,Durand,,3066.0,3064.0,4.0,27.0,17.0,Signed,Normal,84.0,0.0,0.0,NYJ,tier_3,4.251700680272109,NYJ,-2
760,C,Zach,Tom,Zach Tom,NYJ,14,102,3,959,False,14,17,0,8,Zach,Tom,TomZach_22434,2820.0,2818.0,10.0,33.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,3.1282586027111576,NYJ,3
761,C,Jager,Burton,Jager Burton,ARI,9,74,1,804,False,13,6,0,8,Jager,Burton,,710.0,708.0,7.0,29.0,6.0,Signed,Normal,70.0,0.0,0.0,ARI,tier_5,1.243781094527363,ARI,6
781,RT,Delmar,Glaze,Delmar Glaze,LAC,16,38,3,1121,False,16,7,0,8,Delmar,Glaze,,2286.0,2284.0,7.0,29.0,7.0,Signed,Normal,91.0,0.0,0.0,LAC,tier_1,2.676181980374665,LAC,1
782,LG,Charlie,Randolph,Charlie Randolph,LAC,13,41,5,907,False,13,7,0,8,Charlie,Randolph,CharlieRandolph_3143,2193.0,2191.0,1.0,22.0,7.0,Signed,Star,74.0,0.0,0.0,LAC,tier_5,5.512679162072767,LAC,0
784,LT,Michael,Yates,Michael Yates,MIA,16,81,6,1156,False,16,11,0,8,Michael,Yates,MichaelYates_30226,2314.0,2312.0,2.0,23.0,11.0,Signed,Normal,72.0,0.0,0.0,MIA,tier_5,5.190311418685121,MIA,6
786,RG,Erik,Hartwig,Erik Hartwig,MIA,10,14,1,700,False,10,11,0,8,Erik,Hartwig,ErikHartwig_31128,2941.0,2939.0,1.0,22.0,11.0,Signed,Normal,82.0,0.0,0.0,MIA,tier_3,1.4285714285714286,MIA,4
875,RT,John,O'Rourke,John O'Rourke,LV,12,25,7,849,False,16,22,0,8,John,O'Rourke,JohnO'Rourke_32318,1086.0,1084.0,0.0,22.0,22.0,Signed,Superstar,74.0,0.0,0.0,LV,tier_5,8.244994110718492,LV,0
876,LG,Cam'Ron,Johnson,Cam'Ron Johnson,LV,16,40,1,1124,False,16,22,0,8,Cam'Ron,Johnson,,1751.0,1749.0,7.0,29.0,22.0,Signed,Star,81.0,0.0,0.0,LV,tier_3,0.889679715302491,LV,8
895,LT,Nolan,Potter,Nolan Potter,MIA,10,80,7,665,False,10,11,0,8,Nolan,Potter,,3360.0,3358.0,8.0,31.0,11.0,Signed,Star,87.0,0.0,0.0,MIA,tier_2,10.526315789473683,MIA,-3
915,RG,Marlon,Russell,Marlon Russell,PHI,11,24,0,841,False,16,12,0,8,Marlon,Russell,MarlonRussell_32636,2639.0,2637.0,0.0,22.0,12.0,Signed,Normal,72.0,0.0,0.0,PHI,tier_5,0.0,PHI,12
916,RT,Kinglsey,Suamataia,Kinglsey Suamataia,SF,14,33,4,942,False,14,14,0,8,Kinglsey,Suamataia,,3213.0,3211.0,8.0,30.0,14.0,Signed,Superstar,86.0,0.0,0.0,SF,tier_2,4.246284501061571,SF,-1
917,LT,Kodi,Greene,Kodi Greene,SF,14,108,17,847,False,14,14,0,8,Kodi,Greene,KodiGreene_29129,2478.0,2476.0,3.0,24.0,14.0,Signed,Star,72.0,0.0,0.0,SF,tier_5,20.070838252656433,SF,-6
1017,C,Bryce,Foster,Bryce Foster,MIN,16,137,5,1187,False,16,30,0,8,Bryce,Foster,,419.0,417.0,7.0,29.0,30.0,Signed,Star,78.0,0.0,0.0,MIN,tier_4,4.212299915754001,MIN,-1
1019,LG,Jameel,Smith Jr,Jameel Smith Jr,NO,14,27,3,1014,False,14,26,0,8,Jameel,Smith Jr,JameelSmith Jr_32217,886.0,884.0,0.0,22.0,26.0,Signed,Normal,74.0,0.0,0.0,NO,tier_5,2.9585798816568047,NO,3
1063,LG,Tyler,Smith,Tyler Smith,CLE,14,55,3,1104,False,14,4,0,8,Tyler,Smith,SmithTyler_22445,2617.0,2615.0,10.0,31.0,4.0,Signed,Superstar,92.0,0.0,0.0,CLE,tier_1,2.717391304347826,CLE,-2
1064,C,Andrew,Page,Andrew Page,CLE,16,164,3,1196,False,16,4,0,8,Andrew,Page,,1234.0,1232.0,4.0,26.0,4.0,Signed,Superstar,89.0,0.0,0.0,CLE,tier_2,2.508361204013378,CLE,-1
1067,RT,Junior,Walton,Junior Walton,CLE,8,27,2,777,False,16,4,0,8,Junior,Walton,JuniorWalton_3163392,1341.0,1339.0,1.0,24.0,4.0,Signed,Normal,65.0,0.0,0.0,CLE,tier_6,2.574002574002574,CLE,7
1068,LG,Leati,Alofaituli,Leati Alofaituli,CLE,13,22,3,940,False,13,4,0,8,Leati,Alofaituli,LeatiAlofaituli_32129,659.0,657.0,0.0,21.0,4.0,Signed,Star,78.0,0.0,0.0,CLE,tier_4,3.1914893617021276,CLE,2
1102,RG,Trey,Smith,Trey Smith,BAL,16,25,4,1147,False,16,24,0,8,Trey,Smith,SmithTrey_21648,2615.0,2613.0,11.0,33.0,24.0,Signed,Star,75.0,0.0,0.0,BAL,tier_4,3.4873583260680037,BAL,2
1103,RT,Duane,Fenderson,Duane Fenderson,BAL,16,43,11,1141,False,16,24,0,8,Duane,Fenderson,DuaneFenderson_3015,1633.0,1631.0,2.0,23.0,24.0,Signed,Superstar,88.0,0.0,0.0,BAL,tier_2,9.640666082383873,BAL,-3
1104,C,Evan,Lampman,Evan Lampman,LAC,16,117,11,1053,False,16,7,0,8,Evan,Lampman,EvanLampman_3163332,3417.0,3415.0,1.0,23.0,7.0,Signed,Normal,71.0,0.0,0.0,LAC,tier_5,10.446343779677113,LAC,-6
1116,LG,Seuseu,Alofaituli,Seuseu Alofaituli,LAR,14,48,4,1046,False,14,23,0,8,Seuseu,Alofaituli,SeuseuAlofaituli_29211,1414.0,1412.0,3.0,25.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,3.8240917782026767,LAR,3
1117,C,Cameron,Herron,Cameron Herron,TEN,7,51,4,460,False,12,29,0,8,Cameron,Herron,CameronHerron_2963435,1304.0,1302.0,3.0,25.0,29.0,Signed,Normal,65.0,0.0,0.0,TEN,tier_6,8.695652173913043,TEN,-5
1133,C,Ryan,Brubaker,Ryan Brubaker,DAL,16,77,5,1160,False,16,10,0,8,Ryan,Brubaker,,2275.0,2273.0,5.0,28.0,10.0,Signed,Normal,82.0,0.0,0.0,DAL,tier_3,4.310344827586206,DAL,-2
1134,RT,Ekene,Ogboko,Ekene Ogboko,DAL,8,10,2,517,False,14,10,0,8,Ekene,Ogboko,,49.0,47.0,3.0,24.0,10.0,Signed,Star,71.0,0.0,0.0,DAL,tier_5,3.8684719535783367,DAL,6
1139,LT,Colton,Lang,Colton Lang,JAX,15,136,14,1075,False,16,16,0,8,Colton,Lang,ColtonLang_32512,1506.0,1504.0,0.0,22.0,16.0,Signed,Normal,70.0,0.0,0.0,JAX,tier_5,13.023255813953488,JAX,-3
1140,LG,Ben,Christman,Ben Christman,ARI,16,61,5,1272,False,16,6,0,8,Ben,Christman,,2139.0,2137.0,6.0,29.0,6.0,Signed,Superstar,99.0,0.0,0.0,ARI,tier_0,3.930817610062893,ARI,-3
1153,LT,Bryan,McDaniel,Bryan McDaniel,GB,11,100,8,813,False,11,19,0,8,Bryan,McDaniel,BryanMcDaniel_31218,1456.0,1454.0,1.0,23.0,19.0,Signed,Normal,76.0,0.0,0.0,GB,tier_4,9.84009840098401,GB,2
1154,RG,Jamaree,Salyer,Jamaree Salyer,DAL,15,42,5,986,False,16,10,0,8,Jamaree,Salyer,SalyerJamaree_22116,2453.0,2451.0,10.0,32.0,10.0,Signed,Normal,72.0,0.0,0.0,DAL,tier_5,5.070993914807302,DAL,-3
1155,LG,Cooper,Beebee,Cooper Beebee,DAL,13,45,4,848,False,13,10,0,8,Cooper,Beebee,,3304.0,3302.0,8.0,31.0,10.0,Signed,Superstar,86.0,0.0,0.0,DAL,tier_2,4.716981132075471,DAL,-3
1156,RG,Marcus,Henderson,Marcus Henderson,PHI,10,30,2,655,False,10,12,0,8,Marcus,Henderson,,1088.0,1086.0,6.0,29.0,12.0,Signed,Superstar,92.0,0.0,0.0,PHI,tier_1,3.0534351145038165,PHI,-2
1225,LT,Monroe,Freeling,Monroe Freeling,LAC,16,162,12,1111,False,16,7,0,8,Monroe,Freeling,,2531.0,2529.0,5.0,28.0,7.0,Signed,Superstar,85.0,0.0,0.0,LAC,tier_2,10.801080108010801,LAC,-3
1227,C,Jack,Hollifield,Jack Hollifield,DEN,11,69,3,692,False,11,3,0,8,Jack,Hollifield,,2669.0,2667.0,6.0,28.0,3.0,Signed,Normal,74.0,0.0,0.0,DEN,tier_5,4.335260115606936,DEN,0
1229,LG,Garrett,Schwiebert,Garrett Schwiebert,DEN,13,49,5,878,False,13,3,0,8,Garrett,Schwiebert,,490.0,488.0,6.0,29.0,3.0,Signed,Normal,81.0,0.0,0.0,DEN,tier_3,5.694760820045558,DEN,-2
1330,LT,Trey,Thurman,Trey Thurman,PHI,4,43,3,529,False,16,12,0,8,Trey,Thurman,TreyThurman_31532,2896.0,2894.0,1.0,22.0,12.0,Signed,Normal,70.0,0.0,0.0,PHI,tier_5,5.671077504725898,PHI,6
1331,LG,John,Uwaezuoke,John Uwaezuoke,BUF,14,24,1,937,False,14,2,0,8,John,Uwaezuoke,JohnUwaezuoke_31620,3430.0,3428.0,1.0,23.0,2.0,Signed,Normal,74.0,0.0,0.0,BUF,tier_5,1.0672358591248667,BUF,6
1504,LG,Dom,Moore,Dom Moore,SEA,4,10,5,413,False,16,27,0,8,Dom,Moore,DomMoore_3163348,3546.0,3544.0,1.0,24.0,27.0,Signed,Normal,64.0,0.0,0.0,SEA,tier_6,12.106537530266344,SEA,-5
1526,C,Vince,Clinton,Vince Clinton,BUF,14,66,3,922,False,14,2,0,8,Vince,Clinton,VinceClinton_31220,372.0,370.0,1.0,22.0,2.0,Signed,Star,80.0,0.0,0.0,BUF,tier_3,3.2537960954446854,BUF,1
1538,LT,Trevor,Alexander,Trevor Alexander,NYJ,12,56,12,866,False,14,17,0,8,Trevor,Alexander,TrevorAlexander_31414,1039.0,1037.0,1.0,23.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,13.856812933025404,NYJ,-3
1542,RG,Michael,McDonough,Michael McDonough,NYJ,7,5,2,635,False,16,17,0,8,Michael,McDonough,MichaelMcDonough_2963316,2065.0,2063.0,3.0,26.0,17.0,Signed,Normal,68.0,0.0,0.0,NYJ,tier_6,3.149606299212598,NYJ,4
1543,RT,George,Stevenson,George Stevenson,NYJ,10,19,9,638,False,16,17,0,8,George,Stevenson,GeorgeStevenson_32540,1704.0,1702.0,0.0,22.0,17.0,Signed,Normal,66.0,0.0,0.0,NYJ,tier_6,14.106583072100314,NYJ,-2
1545,RG,Duce,Dowdle,Duce Dowdle,SF,14,18,6,936,False,14,14,0,8,Duce,Dowdle,DuceDowdle_32126,714.0,712.0,0.0,23.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,6.41025641025641,SF,-4
1548,RG,DJ,Campbell,DJ Campbell,WAS,14,14,9,963,False,14,25,0,8,DJ,Campbell,,95.0,93.0,6.0,29.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,9.345794392523365,WAS,-6
1550,C,Beaux,Limmer,Beaux Limmer,WAS,16,93,5,1093,False,16,25,0,8,Beaux,Limmer,LimmerBeaux_14722,3296.0,3294.0,8.0,31.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,4.574565416285453,WAS,0
1552,LT,Michael,Fasusi,Michael Fasusi,WAS,12,78,9,867,False,12,25,0,8,Michael,Fasusi,MichaelFasusi_2932,1210.0,1208.0,3.0,25.0,25.0,Signed,Star,71.0,0.0,0.0,WAS,tier_5,10.380622837370241,WAS,0
1554,LT,Ben,Ross,Ben Ross,LAR,4,53,7,448,False,14,23,0,8,Ben,Ross,BenRoss_31724,1875.0,1873.0,1.0,24.0,23.0,Signed,Normal,60.0,0.0,0.0,LAR,tier_6,15.625,LAR,-5
1555,RT,Marcell,Coleman,Marcell Coleman,LAR,5,17,0,528,False,16,23,0,8,Marcell,Coleman,MarcellColeman_3068,2735.0,2733.0,2.0,25.0,23.0,Signed,Normal,65.0,0.0,0.0,LAR,tier_6,0.0,LAR,13
1559,C,Jaylen,Gilchrist,Jaylen Gilchrist,LAR,7,63,8,598,False,16,23,0,8,Jaylen,Gilchrist,JaylenGilchrist_29511,2476.0,2474.0,3.0,25.0,23.0,Signed,Normal,67.0,0.0,0.0,LAR,tier_6,13.377926421404682,LAR,-5
1560,RT,Immanuel,Iheanacho,Immanuel Iheanacho,LAR,13,37,5,936,False,13,23,0,8,Immanuel,Iheanacho,,2082.0,2080.0,3.0,24.0,23.0,Signed,Normal,80.0,0.0,0.0,LAR,tier_3,5.3418803418803416,LAR,1
1561,RG,Chase,Bisontis,Chase Bisontis,LAR,16,36,1,1215,False,16,23,0,8,Chase,Bisontis,,325.0,323.0,5.0,28.0,23.0,Signed,Superstar,93.0,0.0,0.0,LAR,tier_1,0.823045267489712,LAR,4
1565,RT,Logan,Taylor,Logan Taylor,KC,16,33,2,1037,False,16,8,0,8,Logan,Taylor,,229.0,227.0,6.0,29.0,8.0,Signed,Superstar,88.0,0.0,0.0,KC,tier_2,1.9286403085824495,KC,6
1566,C,Creed,Humphrey,Creed Humphrey,KC,14,165,4,1019,False,14,8,0,8,Creed,Humphrey,HumphreyCreed_21551,1340.0,1338.0,11.0,34.0,8.0,Signed,Superstar,88.0,0.0,0.0,KC,tier_2,3.9254170755642783,KC,-1
1567,LT,Joe,Alt,Joe Alt,KC,16,172,7,1124,False,16,8,0,8,Joe,Alt,AltJoe_14694,3203.0,3201.0,8.0,29.0,8.0,Signed,Normal,72.0,0.0,0.0,KC,tier_5,6.227758007117438,KC,3
1568,LT,Brandon,Baker,Brandon Baker,NE,14,105,9,864,False,14,21,0,8,Brandon,Baker,,2110.0,2108.0,5.0,27.0,21.0,Signed,Star,74.0,0.0,0.0,NE,tier_5,10.416666666666666,NE,0
1571,RT,Jayden,Williams,Jayden Williams,NE,13,15,6,809,False,13,21,0,8,Jayden,Williams,,515.0,513.0,7.0,29.0,21.0,Signed,Normal,81.0,0.0,0.0,NE,tier_3,7.416563658838072,NE,-2
1572,RG,Raymond,Pulido,Raymond Pulido,NE,16,16,4,1077,False,16,21,0,8,Raymond,Pulido,,3265.0,3263.0,5.0,28.0,21.0,Signed,Star,78.0,0.0,0.0,NE,tier_4,3.714020427112349,NE,-1
1573,LG,Tre,Calhoun,Tre Calhoun,NE,14,36,5,1007,False,14,21,0,8,Tre,Calhoun,TreCalhoun_31126,3396.0,3394.0,1.0,23.0,21.0,Signed,Normal,73.0,0.0,0.0,NE,tier_5,4.96524329692155,NE,0
1576,RG,Jake,Batson,Jake Batson,BUF,16,25,6,1067,False,16,2,0,8,Jake,Batson,JakeBatson_30325,296.0,294.0,2.0,24.0,2.0,Signed,Normal,87.0,0.0,0.0,BUF,tier_2,5.623242736644799,BUF,-6
1577,RT,Jack,Lange,Jack Lange,BUF,14,20,6,933,False,14,2,0,8,Jack,Lange,,2700.0,2698.0,3.0,25.0,2.0,Signed,Superstar,92.0,0.0,0.0,BUF,tier_1,6.430868167202572,BUF,-2
1578,LT,Xavier,Chaplin,Xavier Chaplin,BUF,14,102,15,803,False,14,2,0,8,Xavier,Chaplin,,898.0,896.0,5.0,28.0,2.0,Signed,Star,76.0,0.0,0.0,BUF,tier_4,18.679950186799502,BUF,-7
1579,RT,Jalen,Payton,Jalen Payton,HOU,14,13,5,945,False,15,31,0,8,Jalen,Payton,JalenPayton_3225,790.0,788.0,0.0,21.0,31.0,Signed,Normal,69.0,0.0,0.0,HOU,tier_6,5.291005291005291,HOU,4
1584,RG,Peyton,Joseph,Peyton Joseph,HOU,13,17,6,900,False,16,31,0,8,Peyton,Joseph,PeytonJoseph_29227,1250.0,1248.0,3.0,25.0,31.0,Signed,Normal,69.0,0.0,0.0,HOU,tier_6,6.666666666666667,HOU,-2
1585,C,Pierre,Dean,Pierre Dean,HOU,16,117,4,1204,False,16,31,0,8,Pierre,Dean,PierreDean_29127,2059.0,2057.0,3.0,24.0,31.0,Signed,Superstar,91.0,0.0,0.0,HOU,tier_1,3.3222591362126246,HOU,-2
1586,RG,Lance,Heard,Lance Heard,HOU,12,26,8,810,False,12,31,0,8,Lance,Heard,,1406.0,1404.0,6.0,28.0,31.0,Signed,Normal,81.0,0.0,0.0,HOU,tier_3,9.876543209876543,HOU,-8
1588,LT,Daymond,McCleod,Daymond McCleod,CAR,4,49,6,634,False,16,20,0,8,Daymond,McCleod,DaymondMcCleod_30132,317.0,315.0,2.0,25.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,9.46372239747634,CAR,3
1589,LT,Elishah,Jackett,Elishah Jackett,CAR,12,159,5,763,False,12,20,0,8,Elishah,Jackett,,1884.0,1882.0,4.0,26.0,20.0,Signed,Normal,85.0,0.0,0.0,CAR,tier_2,6.55307994757536,CAR,-1
1590,RG,Garrett,Dellinger,Garrett Dellinger,CAR,16,64,5,1273,False,16,20,0,8,Garrett,Dellinger,,303.0,301.0,7.0,30.0,20.0,Signed,Superstar,80.0,0.0,0.0,CAR,tier_3,3.927729772191673,CAR,-2
1591,RG,Nolan,Robbins,Nolan Robbins,TB,16,13,3,1129,False,16,5,0,8,Nolan,Robbins,NolanRobbins_32211,863.0,861.0,0.0,21.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,2.657218777679362,TB,3
1592,C,Cayden,Sweatt,Cayden Sweatt,TB,16,78,3,962,False,16,5,0,8,Cayden,Sweatt,,1458.0,1456.0,4.0,26.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,3.118503118503119,TB,3
1595,LT,Broderick,Jones,Broderick Jones,PIT,14,45,7,967,False,14,28,0,8,Broderick,Jones,JonesBroderick_22849,1519.0,1517.0,9.0,31.0,28.0,Signed,Superstar,95.0,0.0,0.0,PIT,tier_0,7.238883143743537,PIT,-3
1612,LT,Anton,Harrison,Anton Harrison,TEN,14,146,3,1003,False,14,29,0,8,Anton,Harrison,HarrisonAnton_22850,1168.0,1166.0,9.0,30.0,29.0,Signed,Star,85.0,0.0,0.0,TEN,tier_2,2.991026919242273,TEN,6
1613,LG,Ryder,Lucas,Ryder Lucas,CIN,13,30,2,947,False,14,1,0,8,Ryder,Lucas,RyderLucas_32432,1416.0,1414.0,0.0,22.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,2.1119324181626187,CIN,3
1614,RT,JacQawn,McRoy,JacQawn McRoy,CHI,14,31,2,1030,False,14,0,0,8,JacQawn,McRoy,,1662.0,1660.0,4.0,26.0,0.0,Signed,Normal,74.0,0.0,0.0,CHI,tier_5,1.941747572815534,CHI,12
