Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
792,LE,Matayo,Uiagalelei,Matayo Uiagalelei,TEN,True,49,0,536,3,17,18,25,0,8,0,0,1,0,0,0,0,1,29,8,3,8,0,12,12,Matayo,Uiagalelei,,979.0,977.0,6.0,27.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,44.776119402985074,52.23880597014925,14.925373134328359,29.850746268656717,78.35820895522389,0.0,0.0,0.0,TEN,10
795,CB,Andrew,Elliott,Andrew Elliott,CIN,True,0,95,1144,0,12,22,35,0,8,25,29,0,4,2,0,7,0,1,0,0,0,0,16,16,Andrew,Elliott,AndrewElliott_31116,2460.0,2458.0,1.0,22.0,1.0,Signed,Normal,78.0,0.0,0.0,CIN,tier_4,0.0,0.0,5.244755244755245,6.118881118881119,41.08391608391608,6.118881118881119,2.1853146853146854,1.125,CIN,4
815,DT,Kameron,Beavers,Kameron Beavers,TB,True,2,0,584,1,12,17,24,1,8,0,0,0,0,0,0,0,0,5,9,0,2,0,16,5,Kameron,Beavers,,411.0,409.0,4.0,26.0,5.0,Signed,Normal,67.0,0.0,0.0,TB,tier_6,22.26027397260274,23.972602739726025,1.7123287671232876,18.835616438356162,61.64383561643835,0.0,0.0,0.0,TB,-1
817,MLB,Greg,Denney,Greg Denney,TB,True,15,0,406,1,2,12,16,0,8,5,0,0,0,0,0,0,1,5,0,1,0,0,16,8,Greg,Denney,GregDenney_3063325,2690.0,2688.0,2.0,24.0,5.0,Signed,Normal,66.0,0.0,0.0,TB,tier_6,0.0,0.0,7.389162561576354,0.0,44.33497536945813,0.0,1.2315270935960592,0.3125,TB,5
820,RE,Antwaun,Davis,Antwaun Davis,TB,True,0,0,609,0,8,15,18,0,8,2,0,0,0,0,0,0,0,5,2,0,1,0,16,11,Antwaun,Davis,AntwaunDavis_30411,912.0,910.0,2.0,24.0,5.0,Signed,Normal,72.0,0.0,0.0,TB,tier_5,6.568144499178982,7.389162561576354,0.0,4.926108374384237,42.692939244663386,0.0,0.3284072249589491,0.125,TB,-7
821,DT,Benjamin,Bryant,Benjamin Bryant,TB,True,27,0,461,2,13,16,22,0,8,0,0,0,0,0,0,0,0,5,6,2,3,0,11,11,Benjamin,Bryant,BenjaminBryant_30124,2726.0,2724.0,2.0,23.0,5.0,Signed,Normal,79.0,0.0,0.0,TB,tier_4,26.030368763557483,29.284164859002168,8.676789587852495,19.522776572668114,75.92190889370933,0.0,0.0,0.0,TB,1
822,LOLB,Jelani,Zuniga,Jelani Zuniga,TB,True,33,0,965,2,20,64,79,0,8,30,0,0,0,0,0,0,0,5,6,2,2,0,14,14,Jelani,Zuniga,JelaniZuniga_30111,77.0,75.0,2.0,24.0,5.0,Signed,Superstar,89.0,0.0,0.0,TB,tier_2,10.362694300518134,11.398963730569948,4.1450777202072535,8.290155440414507,102.59067357512953,0.0,3.1088082901554404,2.142857142857143,TB,0
823,SS,Deyjhon,Pettaway,Deyjhon Pettaway,TB,True,0,0,759,0,12,38,53,1,8,20,0,0,0,0,0,3,0,5,0,0,0,0,16,1,Deyjhon,Pettaway,,1397.0,1395.0,3.0,25.0,5.0,Signed,Normal,71.0,0.0,0.0,TB,tier_5,0.0,0.0,0.0,3.952569169960474,85.63899868247694,3.952569169960474,2.635046113306983,1.0625,TB,0
824,SS,Derek,Williams Jr,Derek Williams Jr,TB,True,14,31,1268,1,27,45,72,0,8,39,31,0,1,0,0,8,0,5,0,1,0,0,16,16,Derek,Williams Jr,,157.0,155.0,5.0,27.0,5.0,Signed,Star,77.0,0.0,0.0,TB,tier_4,0.0,0.0,2.365930599369085,6.309148264984227,78.07570977917982,6.309148264984227,3.0757097791798107,1.9375,TB,-1
825,LE,Harold,Perkins,Harold Perkins,TB,True,52,0,747,3,16,28,40,1,8,1,0,0,0,0,0,0,0,5,17,3,3,0,16,16,Harold,Perkins,,1058.0,1056.0,7.0,28.0,5.0,Signed,Star,81.0,0.0,0.0,TB,tier_3,30.789825970548865,32.797858099062914,8.032128514056224,26.77376171352075,74.96653279785811,0.0,0.13386880856760375,0.0625,TB,2
826,CB,Ephesians,Prysock,Ephesians Prysock,TB,True,0,18,1006,0,4,26,35,0,8,21,18,0,1,0,0,8,0,5,0,0,0,0,14,11,Ephesians,Prysock,,1071.0,1069.0,6.0,28.0,5.0,Signed,Star,78.0,0.0,0.0,TB,tier_4,0.0,0.0,0.9940357852882703,7.952286282306162,38.767395626242546,7.952286282306162,2.0874751491053676,0.9285714285714286,TB,-2
827,CB,Quinyon,Mitchell,Quinyon Mitchell,TB,True,0,0,780,0,10,49,61,0,8,37,0,0,0,0,0,10,0,5,1,0,0,0,12,12,Quinyon,Mitchell,MitchellQuinyon_14932,3320.0,3318.0,8.0,30.0,5.0,Signed,Star,85.0,0.0,0.0,TB,tier_2,1.2820512820512822,1.2820512820512822,0.0,14.102564102564102,91.02564102564102,12.82051282051282,4.743589743589744,2.25,TB,-7
828,LOLB,Zaven,Collins,Zaven Collins,CLE,True,15,0,773,1,16,18,35,0,8,9,0,0,1,0,0,3,0,4,5,1,3,0,16,16,Zaven,Collins,CollinsZaven_21495,553.0,551.0,11.0,33.0,4.0,Signed,Normal,74.0,0.0,0.0,CLE,tier_5,14.23027166882277,16.170763260025872,3.8809831824062098,14.23027166882277,65.97671410090557,3.8809831824062098,1.1642949547218628,0.375,CLE,6
829,FS,Hudson,Clark,Hudson Clark,CLE,True,16,55,898,1,17,24,47,0,8,20,38,0,2,0,0,13,0,4,0,1,0,0,14,14,Hudson,Clark,,3514.0,3512.0,8.0,31.0,4.0,Signed,Normal,75.0,0.0,0.0,CLE,tier_4,0.0,0.0,4.4543429844097995,14.476614699331849,71.26948775055679,14.476614699331849,2.2271714922048997,0.5,CLE,7
830,ROLB,Zach,Stern,Zach Stern,CLE,True,0,0,453,0,3,5,9,0,8,0,0,0,0,0,0,0,0,4,1,0,0,0,15,2,Zach,Stern,ZachStern_32736,2692.0,2690.0,0.0,22.0,4.0,Signed,Normal,61.0,0.0,0.0,CLE,tier_6,2.207505518763797,2.207505518763797,0.0,2.207505518763797,26.490066225165563,0.0,0.0,0.0,CLE,-2
831,CB,J'Vari,Flowers,J'Vari Flowers,NYG,True,0,79,1107,0,4,21,30,0,8,17,26,0,5,2,0,11,0,15,0,0,0,0,16,16,J'Vari,Flowers,J'VariFlowers_29224,3596.0,3594.0,3.0,24.0,15.0,Signed,Star,82.0,0.0,0.0,NYG,tier_3,0.0,0.0,6.323396567299007,9.93676603432701,30.71364046973803,9.93676603432701,1.5356820234869015,0.375,NYG,4
832,LE,Cam,Aldridge,Cam Aldridge,NYG,True,10,0,382,1,4,14,19,1,8,0,0,0,0,0,0,0,0,15,8,1,9,0,16,1,Cam,Aldridge,CamAldridge_32330,1112.0,1110.0,0.0,22.0,15.0,Signed,Normal,67.0,0.0,0.0,NYG,tier_6,68.06282722513089,79.84293193717278,5.235602094240838,44.502617801047116,60.20942408376963,0.0,0.0,0.0,NYG,12
833,RE,Chauncey,Rice,Chauncey Rice,CLE,True,0,0,315,0,2,7,9,1,8,0,0,0,0,0,0,0,0,4,2,0,1,0,14,3,Chauncey,Rice,ChaunceyRice_32411,1270.0,1268.0,0.0,23.0,4.0,Signed,Normal,70.0,0.0,0.0,CLE,tier_5,12.698412698412698,14.285714285714285,0.0,9.523809523809526,34.920634920634924,0.0,0.0,0.0,CLE,-5
834,DT,D.J.,Rushing,D.J. Rushing,CLE,True,0,0,534,0,9,14,24,0,8,0,0,0,0,0,0,0,0,4,8,1,4,0,16,2,D.J.,Rushing,D.J.Rushing_3263287,2219.0,2217.0,0.0,23.0,4.0,Signed,Normal,74.0,0.0,0.0,CLE,tier_5,29.9625468164794,33.70786516853933,1.8726591760299625,22.47191011235955,61.79775280898876,0.0,0.0,0.0,CLE,-1
835,FS,Mike,Graham,Mike Graham,CLE,True,0,0,362,0,2,11,14,0,8,5,0,0,0,0,0,1,0,4,0,0,0,0,16,4,Mike,Graham,MikeGraham_31638,1132.0,1130.0,1.0,22.0,4.0,Signed,Normal,66.0,0.0,0.0,CLE,tier_6,0.0,0.0,0.0,2.7624309392265194,44.19889502762431,2.7624309392265194,1.3812154696132597,0.25,CLE,-6
837,DT,David,Lampman,David Lampman,NYJ,True,19,0,361,1,6,10,18,0,8,0,0,0,0,0,0,0,0,17,6,1,3,0,14,1,David,Lampman,DavidLampman_32513,1496.0,1494.0,0.0,22.0,17.0,Signed,Normal,66.0,0.0,0.0,NYJ,tier_6,33.2409972299169,37.396121883656505,5.54016620498615,24.930747922437675,66.4819944598338,0.0,0.0,0.0,NYJ,3
838,SS,Terrance,Love,Terrance Love,NYJ,True,0,0,530,0,16,9,14,0,8,6,0,0,1,0,0,5,0,17,0,0,0,0,16,5,Terrance,Love,,2442.0,2440.0,4.0,27.0,17.0,Signed,Normal,65.0,0.0,0.0,NYJ,tier_6,0.0,0.0,1.8867924528301887,9.433962264150942,56.60377358490566,9.433962264150942,1.1320754716981132,0.0625,NYJ,2
839,CB,Trystan,Haynes,Trystan Haynes,NYJ,True,0,20,623,0,5,8,16,0,8,6,20,0,1,0,0,4,0,17,0,0,0,0,15,1,Trystan,Haynes,TrystanHaynes_2939,707.0,705.0,3.0,25.0,17.0,Signed,Normal,69.0,0.0,0.0,NYJ,tier_6,0.0,0.0,1.6051364365971108,6.420545746388443,33.70786516853933,6.420545746388443,0.9630818619582664,0.13333333333333333,NYJ,3
840,SS,Rashaan,Hall-Brisker,Rashaan Hall-Brisker,CAR,True,38,40,935,2,11,33,55,0,8,19,22,0,3,0,0,7,0,20,0,2,0,0,13,13,Rashaan,Hall-Brisker,RashaanHall-Brisker_31219,1036.0,1034.0,1.0,24.0,20.0,Signed,Superstar,82.0,0.0,0.0,CAR,tier_3,0.0,0.0,7.4866310160427805,7.4866310160427805,70.58823529411765,7.4866310160427805,2.0320855614973263,0.9230769230769231,CAR,5
842,SS,Malik,Wright,Malik Wright,NYJ,True,0,0,844,0,20,37,54,0,8,30,0,0,0,0,0,2,0,17,0,0,0,0,11,11,Malik,Wright,MalikWright_3033,1523.0,1521.0,2.0,24.0,17.0,Signed,Star,79.0,0.0,0.0,NYJ,tier_4,0.0,0.0,0.0,2.3696682464454977,87.67772511848341,2.3696682464454977,3.5545023696682465,2.5454545454545454,NYJ,-4
843,CB,Marcus,Gresham,Marcus Gresham,NYJ,True,0,26,1114,0,6,32,48,0,8,32,24,0,2,0,0,12,0,17,0,0,0,0,16,16,Marcus,Gresham,MarcusGresham_30117,334.0,332.0,2.0,23.0,17.0,Signed,Star,78.0,0.0,0.0,NYJ,tier_4,0.0,0.0,1.7953321364452424,10.771992818671455,48.47396768402154,10.771992818671455,2.872531418312388,1.25,NYJ,-1
844,MLB,Xavier,Griffin,Xavier Griffin,NYJ,True,0,0,345,0,4,4,6,0,8,2,0,0,0,0,0,0,0,17,0,0,0,0,16,1,Xavier,Griffin,XavierGriffin_2958,1275.0,1273.0,3.0,24.0,17.0,Signed,Normal,68.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.0,0.0,28.985507246376812,0.0,0.5797101449275363,0.125,NYJ,-3
845,FS,Amari,Wallace,Amari Wallace,NYJ,True,0,0,571,0,16,22,33,0,8,14,0,0,0,0,0,3,0,17,0,0,0,0,16,1,Amari,Wallace,AmariWallace_2965,2259.0,2257.0,3.0,25.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,0.0,0.0,0.0,5.253940455341506,85.81436077057792,5.253940455341506,2.4518388791593697,0.6875,NYJ,-1
846,FS,Olubunmi,Maikori,Olubunmi Maikori,CIN,True,0,0,501,0,11,15,21,0,8,10,0,0,0,0,0,2,0,1,0,0,0,0,16,5,Olubunmi,Maikori,,346.0,344.0,2.0,25.0,1.0,Signed,Normal,71.0,0.0,0.0,CIN,tier_5,0.0,0.0,0.0,3.992015968063872,63.87225548902195,3.992015968063872,1.996007984031936,0.5,CIN,-3
847,LE,Alhassan,Iddrissu,Alhassan Iddrissu,NYJ,True,0,0,446,0,8,5,9,1,8,0,0,0,0,0,0,0,0,17,2,0,2,0,16,7,Alhassan,Iddrissu,,929.0,927.0,3.0,26.0,17.0,Signed,Normal,74.0,0.0,0.0,NYJ,tier_5,13.45291479820628,15.695067264573991,0.0,8.968609865470851,38.11659192825112,0.0,0.0,0.0,NYJ,-5
848,DT,Tony,Cumberland,Tony Cumberland,NYJ,True,11,0,504,1,6,15,21,0,8,0,0,0,0,0,0,0,0,17,10,1,3,0,13,1,Tony,Cumberland,TonyCumberland_2935,1852.0,1850.0,3.0,24.0,17.0,Signed,Normal,68.0,0.0,0.0,NYJ,tier_6,31.746031746031743,34.72222222222222,3.968253968253968,25.79365079365079,53.57142857142857,0.0,0.0,0.0,NYJ,1
850,RE,Quency,Wiggins,Quency Wiggins,NYJ,True,39,0,762,1,15,13,23,1,8,0,0,0,0,0,0,0,0,17,8,0,1,1,16,13,Quency,Wiggins,,1163.0,1161.0,5.0,28.0,17.0,Signed,Star,76.0,0.0,0.0,NYJ,tier_4,13.123359580052494,13.779527559055119,2.6246719160104988,11.811023622047244,49.86876640419948,0.0,0.0,0.0,NYJ,-4
851,FS,Aaron,Flowers,Aaron Flowers,SF,True,0,11,1157,0,28,58,75,0,8,34,11,0,1,0,0,4,0,14,0,0,0,0,16,16,Aaron,Flowers,,1379.0,1377.0,4.0,25.0,14.0,Signed,Normal,80.0,0.0,0.0,SF,tier_3,0.0,0.0,0.8643042350907519,3.4572169403630078,89.02333621434745,3.4572169403630078,2.938634399308557,1.875,SF,-4
852,LOLB,Jeremiah,Owusu-Koramoah,Jeremiah Owusu-Koramoah,SF,True,0,38,1208,0,23,90,114,0,8,49,38,0,1,0,0,10,0,14,2,0,2,0,16,16,Jeremiah,Owusu-Koramoah,OwusuKoramoahJeremiah_21500,2156.0,2154.0,11.0,32.0,14.0,Signed,Star,81.0,0.0,0.0,SF,tier_3,4.966887417218543,5.794701986754967,0.8278145695364238,11.589403973509935,113.41059602649007,8.27814569536424,4.056291390728477,2.4375,SF,0
853,SS,Reggie,Hall,Reggie Hall,CIN,True,15,5,763,1,18,40,64,1,8,27,5,0,1,0,0,10,0,1,1,1,0,0,16,2,Reggie,Hall,ReggieHall_3066,3595.0,3593.0,2.0,25.0,1.0,Signed,Normal,74.0,0.0,0.0,CIN,tier_5,1.3106159895150722,1.3106159895150722,3.931847968545216,14.416775884665794,107.47051114023591,13.10615989515072,3.5386631716906947,1.0625,CIN,12
855,RE,Keilan,Roberts,Keilan Roberts,SF,True,12,0,541,1,4,17,25,1,8,0,0,0,0,0,0,0,0,14,9,1,5,0,15,0,Keilan,Roberts,KeilanRoberts_32613,1562.0,1560.0,0.0,22.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,35.12014787430684,39.741219963031426,3.6968576709796674,25.87800369685767,53.60443622920518,0.0,0.0,0.0,SF,4
858,CB,Joshua,Penn III,Joshua Penn III,SF,True,32,0,1196,2,14,55,76,0,8,55,0,0,0,0,0,4,0,14,2,2,0,0,16,10,Joshua,Penn III,JoshuaPenn III_3237,984.0,982.0,0.0,22.0,14.0,Signed,Normal,77.0,0.0,0.0,SF,tier_4,1.6722408026755853,1.6722408026755853,3.3444816053511706,5.016722408026756,75.25083612040135,3.3444816053511706,4.598662207357859,3.1875,SF,-3
860,RE,Chop,Robinson,Chop Robinson,SF,True,49,0,782,3,12,33,48,1,8,1,0,0,0,0,0,0,0,14,21,3,6,0,16,16,Chop,Robinson,RobinsonChop_14753,3208.0,3206.0,8.0,29.0,14.0,Signed,Superstar,82.0,0.0,0.0,SF,tier_3,42.19948849104859,46.03580562659847,7.672634271099745,34.526854219948845,76.72634271099744,0.0,0.1278772378516624,0.0625,SF,5
861,SS,Peyton,Waters,Peyton Waters,SF,True,0,0,1164,0,26,48,62,0,8,34,0,0,0,0,0,9,0,14,1,1,0,0,15,15,Peyton,Waters,,235.0,233.0,4.0,26.0,14.0,Signed,Star,83.0,0.0,0.0,SF,tier_3,0.8591065292096219,0.8591065292096219,0.8591065292096219,8.591065292096221,75.60137457044674,7.731958762886598,2.9209621993127146,1.6666666666666667,SF,-1
862,DT,Andrew,Morton,Andrew Morton,SF,True,0,0,351,0,4,10,15,0,8,0,0,0,0,0,0,0,1,14,6,0,2,0,15,0,Andrew,Morton,AndrewMorton_31621,2067.0,2065.0,1.0,24.0,14.0,Signed,Normal,64.0,0.0,0.0,SF,tier_6,28.49002849002849,31.33903133903134,2.849002849002849,22.79202279202279,54.13105413105413,0.0,0.0,0.0,SF,0
