Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
155,QB,Zack,Lynch,Zack Lynch,HOU,0,0,0,0,0,0,5,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,31,0,Zack,Lynch,ZackLynch_3246,1104.0,1102.0,0.0,23.0,31.0,Signed,Normal,65.0,0.0,0.0,HOU,tier_6,0.0,,0.0,0.0,0.0,,
208,TE,Brock,Bowers,Brock Bowers,LAC,0,0,4,0,995,81,1110,606,True,0,0,0,0,79,0,0,8,0,0,4,0,0,0,0,6,16,16,0,7,0,Brock,Bowers,BowersBrock_14678,3204.0,3202.0,8.0,29.0,7.0,Signed,Superstar,91.0,0.0,0.0,LAC,tier_1,896.3963963963963,1813.6708860759493,0.375,5.405405405405405,0.24039623097366514,LAC,3.0
210,WR,Omarion,Miller,Omarion Miller,LAC,0,0,5,0,1043,38,1033,325,True,0,0,0,0,85,0,0,8,0,0,0,0,0,0,0,7,16,16,0,7,0,Omarion,Miller,,29.0,27.0,6.0,28.0,7.0,Signed,Star,80.0,0.0,0.0,LAC,tier_3,1009.680542110358,1766.9647058823527,0.4375,6.7763794772507255,0.2519932350809374,LAC,3.0
217,QB,Ethan,Crockett,Ethan Crockett,IND,35,845,0,4,0,0,379,0,True,83,15,137,2,0,0,0,8,5,50,0,0,0,14,4,0,14,4,1,9,1,Ethan,Crockett,EthanCrockett_30625,533.0,531.0,2.0,24.0,9.0,Signed,Normal,67.0,0.0,0.0,IND,tier_6,92.34828496042216,700.0,0.07142857142857142,2.638522427440633,0.0,,
257,WR,Ryan,Mooney,Ryan Mooney,KC,8,0,7,0,538,32,880,160,True,0,3,0,0,42,0,0,8,7,0,0,0,0,0,0,2,16,16,0,8,0,Ryan,Mooney,,198.0,196.0,4.0,26.0,8.0,Signed,Normal,77.0,0.0,0.0,KC,tier_4,620.4545454545455,1774.9333333333336,0.125,2.2727272727272725,0.138659793814433,KC,-5.0
258,WR,Andrew,Wright,Andrew Wright,KC,0,0,8,0,656,26,834,113,True,0,0,0,0,57,0,0,8,0,0,0,0,0,0,0,3,16,16,3,8,0,Andrew,Wright,AndrewWright_31117,3412.0,3410.0,1.0,23.0,8.0,Signed,Normal,78.0,0.0,0.0,KC,tier_4,786.5707434052757,1657.2631578947369,0.1875,3.5971223021582737,0.16907216494845362,KC,-1.0
260,HB,Kiandrea,Barker,Kiandrea Barker,IND,791,0,3,286,62,17,515,75,True,0,213,0,0,16,0,3,8,29,0,39,0,0,0,0,0,15,15,2,9,6,Kiandrea,Barker,KiandreaBarker_2969,1666.0,1664.0,3.0,26.0,9.0,Signed,Star,79.0,0.0,0.0,IND,tier_4,1656.3106796116504,1075.231441048035,0.4,11.650485436893204,0.022312190733243368,IND,-4.0
295,QB,Michael,Rocca,Michael Rocca,ARI,504,4081,0,288,0,0,1117,0,True,369,103,549,11,0,0,9,8,44,83,27,0,0,32,23,0,16,16,7,6,5,Michael,Rocca,MichaelRocca_31115,3395.0,3393.0,1.0,23.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,451.20859444941806,1467.9611650485435,0.3125,4.476275738585497,0.0,,
333,QB,DJ,Uiagalelei,DJ Uiagalelei,BUF,0,258,0,0,0,0,149,0,True,21,0,32,0,0,0,0,8,0,25,0,0,0,4,2,0,16,1,0,2,0,DJ,Uiagalelei,,396.0,394.0,7.0,31.0,2.0,Signed,Star,72.0,0.0,0.0,BUF,tier_5,0.0,,0.0,0.0,0.0,,
335,QB,Sawyer,Whitworth,Sawyer Whitworth,SEA,0,0,0,0,0,0,72,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14,0,0,27,0,Sawyer,Whitworth,SawyerWhitworth_32634,1752.0,1750.0,0.0,22.0,27.0,Signed,Normal,67.0,0.0,0.0,SEA,tier_6,0.0,,0.0,0.0,0.0,,
336,HB,Tradarian,Ball,Tradarian Ball,SEA,493,0,2,279,474,43,613,476,True,0,123,0,0,45,0,5,8,33,0,32,0,0,0,0,1,16,10,0,27,3,Tradarian,Ball,TradarianBall_29218,1851.0,1849.0,3.0,24.0,27.0,Signed,Normal,77.0,0.0,0.0,SEA,tier_4,1577.4877650897229,1286.642857142857,0.25,6.525285481239805,0.12408376963350785,SEA,0.0
338,WR,Xavier,McDonald,Xavier McDonald,SEA,0,0,6,0,884,40,1008,198,True,0,0,0,0,72,0,0,8,0,0,0,0,0,0,0,5,16,16,0,27,0,Xavier,McDonald,XavierMcDonald_29518,223.0,221.0,3.0,24.0,27.0,Signed,Star,83.0,0.0,0.0,SEA,tier_3,876.984126984127,1768.0,0.3125,4.9603174603174605,0.23141361256544501,SEA,0.0
340,QB,Faizon,Brandon,Faizon Brandon,SEA,10,179,0,0,0,0,208,0,True,20,9,28,1,0,0,0,8,4,30,0,0,0,4,1,0,16,1,0,27,1,Faizon,Brandon,FaizonBrandon_2914,3454.0,3452.0,3.0,24.0,27.0,Signed,Normal,68.0,0.0,0.0,SEA,tier_6,48.07692307692308,333.33333333333337,0.0625,4.807692307692308,0.0,,
341,HB,Jeremiyah,Love,Jeremiyah Love,DEN,362,0,1,159,198,21,455,189,True,0,80,0,0,27,0,0,8,17,0,19,0,0,0,0,0,16,3,2,3,7,Jeremiyah,Love,,1592.0,1590.0,5.0,28.0,3.0,Signed,Star,71.0,0.0,0.0,DEN,tier_5,1230.769230769231,1281.4205607476636,0.4375,15.384615384615385,0.045727482678983834,DEN,3.0
342,QB,Drew,Allar,Drew Allar,DEN,0,0,0,0,0,0,91,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,3,0,Drew,Allar,,3195.0,3193.0,7.0,28.0,3.0,Signed,Normal,67.0,0.0,0.0,DEN,tier_6,0.0,,0.0,0.0,0.0,,
343,TE,Tony,Livingston,Tony Livingston,DEN,0,0,10,0,859,70,1134,447,True,0,0,0,0,71,0,0,8,0,0,2,0,0,0,0,4,15,15,0,3,0,Tony,Livingston,,3003.0,3001.0,5.0,27.0,3.0,Signed,Superstar,80.0,0.0,0.0,DEN,tier_3,757.4955908289242,1742.1971830985915,0.26666666666666666,3.527336860670194,0.21160892994611238,DEN,2.0
344,QB,Dakota,Freeman,Dakota Freeman,DEN,574,4330,0,241,0,0,1075,0,True,373,124,528,9,0,0,7,8,45,70,20,0,0,40,32,0,16,16,5,3,11,Dakota,Freeman,DakotaFreeman_3111,1508.0,1506.0,1.0,22.0,3.0,Signed,Superstar,85.0,0.0,0.0,DEN,tier_2,533.953488372093,1388.7096774193549,0.6875,10.232558139534882,0.0,,
345,HB,Cobey,Borden,Cobey Borden,NO,778,0,1,381,8,10,434,11,True,0,163,0,0,3,0,4,8,31,0,33,0,0,0,0,0,16,6,2,26,8,Cobey,Borden,CobeyBorden_32317,1056.0,1054.0,0.0,21.0,26.0,Signed,Normal,75.0,0.0,0.0,NO,tier_4,1811.0599078341015,1412.9638554216867,0.5,18.433179723502302,0.002185792349726776,NO,5.0
347,QB,Alex,Jackson,Alex Jackson,SF,80,2699,0,27,0,0,778,0,True,265,29,421,8,0,0,1,8,30,87,2,0,0,43,11,0,12,12,5,14,1,Alex,Jackson,AlexJackson_3013,921.0,919.0,2.0,24.0,14.0,Signed,Normal,76.0,0.0,0.0,SF,tier_4,102.82776349614396,827.5862068965517,0.08333333333333333,1.2853470437017993,0.0,,
348,WR,Zach,Clayton,Zach Clayton,SF,5,0,12,0,738,38,824,245,True,0,2,0,0,67,0,0,8,4,0,0,0,0,0,0,4,15,15,0,14,0,Zach,Clayton,ZachClayton_30422,1815.0,1813.0,2.0,25.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,901.6990291262135,1561.913043478261,0.26666666666666666,4.854368932038835,0.21178369652945925,SF,2.0
349,WR,J.Michael,Sturdivant,J.Michael Sturdivant,PHI,15,0,9,0,444,25,852,100,True,0,5,0,0,51,0,0,8,6,0,0,0,0,0,0,4,16,16,0,12,1,J.Michael,Sturdivant,,3222.0,3220.0,8.0,30.0,12.0,Signed,Normal,73.0,0.0,0.0,PHI,tier_5,538.7323943661971,1222.0714285714284,0.3125,5.868544600938967,0.125,PHI,-4.0
350,HB,Iverson,Howard,Iverson Howard,PHI,235,0,2,64,91,15,417,77,True,0,66,0,0,12,0,0,8,17,0,9,0,0,0,0,1,16,1,1,12,5,Iverson,Howard,IversonHoward_29611,1252.0,1250.0,3.0,25.0,12.0,Signed,Normal,68.0,0.0,0.0,PHI,tier_6,781.7745803357315,1071.8461538461538,0.375,14.388489208633095,0.025619369369369368,PHI,0.0
355,HB,Deshonne,Redeaux,Deshonne Redeaux,LAC,916,0,2,438,211,37,615,225,True,0,221,0,0,33,0,5,8,52,0,38,0,0,0,0,3,14,14,0,7,5,Deshonne,Redeaux,DeshonneRedeaux_2922,3579.0,3577.0,3.0,24.0,7.0,Signed,Superstar,79.0,0.0,0.0,LAC,tier_4,1832.520325203252,1201.511811023622,0.5714285714285714,13.008130081300813,0.05826113968177268,LAC,3.0
356,QB,Jeremy,Bryson,Jeremy Bryson,LAC,333,4139,0,194,0,0,1054,0,True,369,57,514,15,0,0,7,8,37,81,18,0,0,38,24,0,16,16,3,7,2,Jeremy,Bryson,JeremyBryson_3113,2048.0,2046.0,1.0,23.0,7.0,Signed,Superstar,81.0,0.0,0.0,LAC,tier_3,315.9392789373814,1752.6315789473683,0.125,1.8975332068311195,0.0,,
377,QB,Jonathan,Hardy,Jonathan Hardy,MIN,152,1132,0,60,0,0,459,0,True,114,34,174,5,0,0,2,8,37,36,5,0,0,14,5,0,15,6,2,30,0,Jonathan,Hardy,JonathanHardy_30320,3302.0,3300.0,2.0,24.0,30.0,Signed,Normal,70.0,0.0,0.0,MIN,tier_5,331.1546840958606,1341.1764705882354,0.0,0.0,0.0,,
383,HB,Jonathan,Hatton Jr,Jonathan Hatton Jr,BAL,512,0,2,139,321,22,676,254,True,0,132,0,0,48,0,3,8,48,0,18,0,0,0,0,1,16,16,0,24,4,Jonathan,Hatton Jr,JonathanHatton Jr_29541,485.0,483.0,3.0,25.0,24.0,Signed,Normal,67.0,0.0,0.0,BAL,tier_6,1232.248520710059,1110.1333333333332,0.3125,7.396449704142012,0.09480212640283521,BAL,3.0
384,WR,Johntay,Cook II,Johntay Cook II,BAL,0,0,6,0,926,77,777,464,True,0,0,0,0,61,0,0,8,0,0,0,0,0,0,0,4,12,12,0,24,0,Johntay,Cook II,,715.0,713.0,6.0,27.0,24.0,Signed,XFactor,91.0,0.0,0.0,BAL,tier_1,1191.7631917631916,2185.967213114754,0.3333333333333333,5.148005148005148,0.3646387084071668,BAL,-1.0
385,QB,Ryder,Lyons,Ryder Lyons,BAL,260,3272,0,152,0,0,1047,0,True,287,37,466,9,0,0,5,8,36,79,15,0,0,46,18,0,16,16,5,24,3,Ryder,Lyons,RyderLyons_29210,2532.0,2530.0,3.0,24.0,24.0,Signed,Star,79.0,0.0,0.0,BAL,tier_4,248.32855778414518,2108.1081081081084,0.1875,2.865329512893983,0.0,,
392,QB,Brock,Purdy,Brock Purdy,CHI,0,0,0,0,0,0,69,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,Brock,Purdy,PurdyBrock_22383,2292.0,2290.0,10.0,32.0,0.0,Signed,Star,66.0,0.0,0.0,CHI,tier_6,0.0,,0.0,0.0,0.0,,
457,WR,Nyck,Harbor,Nyck Harbor,CLE,0,0,1,0,928,33,1093,183,True,0,0,0,0,76,0,0,8,0,0,1,0,0,0,0,6,16,16,0,4,0,Nyck,Harbor,,1901.0,1899.0,6.0,27.0,4.0,Signed,Superstar,86.0,0.0,0.0,CLE,tier_2,849.03934126258,1758.3157894736842,0.375,5.489478499542543,0.23740086978766947,CLE,-3.0
480,HB,Bo,Jackson,Bo Jackson,HOU,1064,0,10,508,507,34,834,490,True,0,246,0,0,51,0,8,8,61,0,54,0,0,0,0,0,16,16,7,31,10,Bo,Jackson,,437.0,435.0,4.0,25.0,31.0,Signed,Star,82.0,0.0,0.0,HOU,tier_3,1883.6930455635493,1320.5656565656564,0.625,11.990407673860911,0.11367713004484305,HOU,-3.0
481,TE,Micah,Jones,Micah Jones,HOU,0,0,9,0,662,81,1154,348,True,0,0,0,0,51,0,0,8,0,0,5,0,0,0,0,5,16,16,0,31,0,Micah,Jones,MicahJones_29527,3168.0,3166.0,3.0,25.0,31.0,Signed,Star,80.0,0.0,0.0,HOU,tier_3,573.6568457538996,1869.1764705882354,0.3125,4.332755632582322,0.1484304932735426,HOU,-1.0
482,WR,Ed,Small,Ed Small,HOU,0,0,3,0,215,28,497,61,True,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,1,16,10,0,31,0,Ed,Small,EdSmall_29621,3563.0,3561.0,3.0,26.0,31.0,Signed,Normal,69.0,0.0,0.0,HOU,tier_6,432.5955734406439,1548.0,0.0625,2.012072434607646,0.04820627802690583,HOU,-3.0
498,HB,Harlem,Berry,Harlem Berry,CIN,589,0,3,320,290,48,610,283,True,0,131,0,0,24,0,4,8,34,0,32,0,0,0,0,1,16,3,1,1,12,Harlem,Berry,,54.0,52.0,4.0,25.0,1.0,Signed,Normal,78.0,0.0,0.0,CIN,tier_4,1440.983606557377,1409.4193548387098,0.8125,21.311475409836063,0.07326932794340577,CIN,10.0
499,QB,Alex,Orji,Alex Orji,CIN,0,0,0,0,0,0,95,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,2,0,1,0,Alex,Orji,,1388.0,1386.0,5.0,28.0,1.0,Signed,Normal,66.0,0.0,0.0,CIN,tier_6,0.0,,0.0,0.0,0.0,,
501,WR,Gerrad,Butler,Gerrad Butler,CIN,0,0,9,0,924,32,997,195,True,0,3,0,0,87,0,0,8,3,0,1,0,0,0,0,9,16,16,0,1,0,Gerrad,Butler,GerradButler_31216,3122.0,3120.0,1.0,23.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,926.7803410230691,1478.4,0.5625,9.027081243731194,0.2334512379989894,CIN,6.0
504,HB,Montrell,Holt,Montrell Holt,CIN,1267,0,6,657,347,26,671,310,True,0,258,0,0,35,0,12,8,69,0,58,0,0,0,0,4,14,14,0,1,9,Montrell,Holt,MontrellHolt_30316,1061.0,1059.0,2.0,25.0,1.0,Signed,Star,81.0,0.0,0.0,CIN,tier_3,2405.3651266766024,1467.8088737201365,0.9285714285714286,19.374068554396423,0.10019490363098245,CIN,8.0
505,TE,Brice,Rutledge,Brice Rutledge,CIN,0,0,10,0,520,35,1116,211,True,0,0,0,0,55,0,0,8,0,0,4,0,0,0,0,3,16,16,2,1,0,Brice,Rutledge,BriceRutledge_30116,92.0,90.0,2.0,23.0,1.0,Signed,Normal,74.0,0.0,0.0,CIN,tier_5,465.9498207885305,1361.4545454545455,0.1875,2.688172043010753,0.13137948458817586,CIN,1.0
509,HB,Josh,Crawford,Josh Crawford,ATL,683,0,3,240,372,37,711,362,True,0,197,0,0,50,0,2,8,35,0,31,0,0,0,0,1,16,16,1,13,4,Josh,Crawford,JoshCrawford_30330,1601.0,1599.0,2.0,23.0,13.0,Signed,Star,76.0,0.0,0.0,ATL,tier_4,1483.8255977496483,1046.4291497975707,0.3125,7.032348804500703,0.10556186152099886,ATL,-4.0
542,QB,Philip,Shaughnessy,Philip Shaughnessy,LV,0,0,0,0,0,0,7,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,22,0,Philip,Shaughnessy,PhilipShaughnessy_30523,2226.0,2224.0,2.0,26.0,22.0,Signed,Normal,66.0,0.0,0.0,LV,tier_6,0.0,,0.0,0.0,0.0,,
544,WR,NiTareon,Tuggle,NiTareon Tuggle,CIN,6,0,9,0,1095,44,892,448,True,0,2,0,0,77,0,0,8,8,0,3,0,0,0,0,7,14,14,0,1,0,NiTareon,Tuggle,,1977.0,1975.0,4.0,26.0,1.0,Signed,Star,87.0,0.0,0.0,CIN,tier_2,1234.304932735426,2018.73417721519,0.5,7.8475336322869955,0.31617700137154403,CIN,3.0
545,QB,Joe,Burrow,Joe Burrow,CIN,208,3958,0,133,0,0,1098,0,True,355,46,556,11,0,0,3,8,49,48,11,0,0,26,28,0,16,16,3,1,3,Joe,Burrow,BurrowJoe_20948,395.0,393.0,12.0,35.0,1.0,Signed,XFactor,90.0,0.0,0.0,CIN,tier_1,189.4353369763206,1356.5217391304348,0.1875,2.73224043715847,0.0,,
561,QB,Antwann,Hill,Antwann Hill,ATL,0,0,0,0,0,0,28,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,13,0,Antwann,Hill,AntwannHill_29437,1510.0,1508.0,3.0,26.0,13.0,Signed,Normal,59.0,0.0,0.0,ATL,tier_6,0.0,,0.0,0.0,0.0,,
562,WR,Caleb,Cunningham,Caleb Cunningham,PIT,3,0,6,0,628,31,751,213,True,0,1,0,0,53,0,0,8,3,0,7,0,0,0,0,1,12,12,0,28,0,Caleb,Cunningham,,3502.0,3500.0,4.0,25.0,28.0,Signed,Normal,81.0,0.0,0.0,PIT,tier_3,840.2130492676432,1691.3333333333335,0.08333333333333333,1.3315579227696406,0.2319482917820868,PIT,-3.0
627,WR,Jerome,Myles,Jerome Myles,CHI,0,0,4,0,1205,37,958,282,True,0,0,0,0,90,0,0,8,0,0,0,0,0,0,0,2,15,15,0,0,0,Jerome,Myles,JeromeMyles_29229,3404.0,3402.0,3.0,25.0,0.0,Signed,Normal,87.0,0.0,0.0,CHI,tier_2,1257.8288100208767,1928.0,0.13333333333333333,2.08768267223382,0.330080465673686,CHI,1.0
641,QB,Justin,Herbert,Justin Herbert,ATL,24,597,0,0,0,0,270,0,True,55,8,106,1,0,0,0,8,3,26,0,0,0,9,6,0,16,3,1,13,0,Justin,Herbert,HerbertJustin_21034,1219.0,1217.0,12.0,34.0,13.0,Signed,Star,68.0,0.0,0.0,ATL,tier_6,88.88888888888889,900.0,0.0,0.0,0.0,,
643,QB,Miller,Bailey,Miller Bailey,ATL,121,2927,0,32,0,0,864,0,True,269,37,428,9,0,0,1,8,36,72,3,0,0,41,18,0,16,13,7,13,0,Miller,Bailey,MillerBailey_3212,2456.0,2454.0,0.0,21.0,13.0,Signed,Normal,70.0,0.0,0.0,ATL,tier_5,140.0462962962963,981.081081081081,0.0,0.0,0.0,,
647,QB,Conner,Weigman,Conner Weigman,NYG,0,0,0,0,0,0,68,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,1,0,15,0,Conner,Weigman,,3016.0,3014.0,6.0,28.0,15.0,Signed,Normal,65.0,0.0,0.0,NYG,tier_6,0.0,,0.0,0.0,0.0,,
653,TE,J.D.,Bishop,J.D. Bishop,LV,0,0,4,0,238,23,1081,79,True,0,0,0,0,31,0,0,8,0,0,0,0,0,0,0,1,16,14,0,22,0,J.D.,Bishop,J.D.Bishop_31223,1518.0,1516.0,1.0,23.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,220.16651248843664,1105.5483870967741,0.0625,0.9250693802035153,0.06314672326877156,LV,-6.0
654,QB,Will,Lofton,Will Lofton,LV,0,0,0,0,0,0,93,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,22,0,Will,Lofton,WillLofton_31423,2711.0,2709.0,1.0,23.0,22.0,Signed,Normal,67.0,0.0,0.0,LV,tier_6,0.0,,0.0,0.0,0.0,,
657,WR,Shaydon,Turner,Shaydon Turner,LV,0,0,6,0,1014,26,1028,201,True,0,0,0,0,97,0,0,8,0,0,0,0,0,0,0,8,16,16,0,22,0,Shaydon,Turner,ShaydonTurner_32118,668.0,666.0,0.0,21.0,22.0,Signed,Star,91.0,0.0,0.0,LV,tier_1,986.3813229571984,1505.319587628866,0.5,7.782101167315175,0.2690368798089679,LV,-2.0
670,QB,Anthony,Richardson,Anthony Richardson,TEN,0,0,0,0,0,0,89,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,1,0,29,0,Anthony,Richardson,RichardsonAnthony_22689,2363.0,2361.0,9.0,30.0,29.0,Signed,Normal,67.0,0.0,0.0,TEN,tier_6,0.0,,0.0,0.0,0.0,,
671,WR,Rome,Odunze,Rome Odunze,TEN,0,0,0,0,971,47,955,251,True,0,0,0,0,82,0,0,8,0,0,1,0,0,0,0,4,15,15,0,29,0,Rome,Odunze,,3210.0,3208.0,8.0,30.0,29.0,Signed,Star,82.0,0.0,0.0,TEN,tier_3,1016.7539267015707,1705.170731707317,0.26666666666666666,4.188481675392671,0.26909153892786003,TEN,2.0
684,QB,Elton,Cunningham,Elton Cunningham,JAX,0,0,0,0,0,0,2,0,True,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,16,0,Elton,Cunningham,EltonCunningham_32712,1908.0,1906.0,0.0,25.0,16.0,Signed,Normal,65.0,0.0,0.0,JAX,tier_6,0.0,,0.0,0.0,0.0,,
718,QB,Noah,Hopkins,Noah Hopkins,WAS,2,1130,0,0,0,0,330,0,True,108,2,158,3,0,0,0,8,3,35,0,0,0,10,8,0,11,4,2,25,0,Noah,Hopkins,NoahHopkins_3162,1890.0,1888.0,1.0,23.0,25.0,Signed,Normal,66.0,0.0,0.0,WAS,tier_6,6.0606060606060606,300.0,0.0,0.0,0.0,,
738,WR,Jaxon,Smith-Njigba,Jaxon Smith-Njigba,KC,11,0,5,0,1405,94,897,869,True,0,5,0,0,89,0,0,8,7,0,0,0,0,0,0,12,16,15,0,8,1,Jaxon,Smith-Njigba,SmithNjigbaJaxon_22694,2624.0,2622.0,9.0,30.0,8.0,Signed,XFactor,95.0,0.0,0.0,KC,tier_0,1578.5953177257525,2187.446808510638,0.8125,14.492753623188406,0.36211340206185566,KC,4.0
