Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
165,P,Dylan,Joyce,Dylan Joyce,SF,0,4295,4478,0,97,39,97,0,53,8,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,16,Dylan,Joyce,,1320.0,1318.0,5.0,27.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,,,,0.1282051282051282,46.16494845360825,0.9591335417597141,SF,1
166,P,Danny,Donnell,Danny Donnell,DEN,0,3310,3520,0,76,33,179,0,52,8,101,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,3,61,0,0,0,16,Danny,Donnell,DannyDonnell_3063400,780.0,778.0,2.0,25.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,,,,0.12121212121212122,46.31578947368421,0.9403409090909091,DEN,0
167,K,Jack,Browning,Jack Browning,DEN,1,0,0,0,0,0,85,59,0,8,0,False,0,0,26,58,0,4,8,7,7,0,7,5,22,59,16,3,0,4,6,0,16,Jack,Browning,,3622.0,3620.0,8.0,30.0,3.0,Signed,Normal,71.0,0.0,0.0,DEN,tier_5,0.8461538461538461,0.9830508474576272,0.8333333333333334,,,,DEN,2
169,P,Decam,Duley,Decam Duley,ATL,0,4417,4796,0,101,33,173,0,54,8,68,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,13,44,0,0,0,16,Decam,Duley,,674.0,672.0,4.0,26.0,13.0,Signed,Superstar,80.0,0.0,0.0,ATL,tier_3,,,,0.12121212121212122,47.48514851485149,0.9209758131776481,ATL,-2
171,K,Aaron,Rudd,Aaron Rudd,NO,0,0,0,1,0,0,176,38,0,8,96,False,0,0,38,37,0,11,12,5,10,0,5,9,35,58,16,26,59,9,12,0,16,Aaron,Rudd,AaronRudd_30522,647.0,645.0,2.0,24.0,26.0,Signed,Normal,81.0,0.0,0.0,NO,tier_3,0.9210526315789473,0.9736842105263158,0.9130434782608695,,,,NO,0
172,K,Kyle,Lemmermann,Kyle Lemmermann,CHI,1,0,0,0,0,0,69,36,0,8,0,False,0,0,33,32,0,4,7,7,15,0,6,14,29,56,16,0,0,4,5,0,16,Kyle,Lemmermann,KyleLemmermann_2963391,477.0,475.0,3.0,25.0,0.0,Signed,Normal,71.0,0.0,0.0,CHI,tier_5,0.8787878787878788,0.8888888888888888,0.8181818181818182,,,,CHI,-2
173,P,Tommy,Doman,Tommy Doman,CHI,0,3880,4031,0,84,37,169,0,54,8,83,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,58,0,0,0,16,Tommy,Doman,,2142.0,2140.0,7.0,30.0,0.0,Signed,Normal,78.0,0.0,0.0,CHI,tier_4,,,,0.24324324324324326,47.98809523809524,0.9625403125775241,CHI,1
174,P,CJ,Cole,CJ Cole,NYG,0,3694,4086,0,91,33,92,0,52,8,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,0,0,0,16,CJ,Cole,CJCole_31710,2649.0,2647.0,1.0,24.0,15.0,Signed,Normal,70.0,0.0,0.0,NYG,tier_5,,,,0.06060606060606061,44.9010989010989,0.9040626529613314,NYG,-2
175,K,Blake,Grupe,Blake Grupe,NYG,0,0,0,1,0,0,135,35,0,8,74,False,0,0,28,34,0,5,6,8,9,0,7,8,24,59,16,15,41,4,5,0,16,Blake,Grupe,GrupeBlake_23337,607.0,605.0,9.0,33.0,15.0,Signed,Normal,78.0,0.0,0.0,NYG,tier_4,0.8571428571428571,0.9714285714285714,0.8181818181818182,,,,NYG,-1
176,P,Mitchell,Lake,Mitchell Lake,ARI,0,3437,3658,0,79,27,161,0,53,8,81,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,6,45,0,0,1,16,Mitchell,Lake,,1146.0,1144.0,5.0,28.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,,,,0.1111111111111111,46.30379746835443,0.9395844723892838,ARI,1
177,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,0,0,0,64,37,0,8,0,False,0,0,27,33,0,4,10,6,7,0,5,6,24,58,16,6,0,3,10,0,16,Will,Ferrin,,2635.0,2633.0,6.0,28.0,6.0,Signed,Normal,71.0,0.0,0.0,ARI,tier_5,0.8888888888888888,0.8918918918918919,0.9285714285714286,,,,ARI,0
178,P,Pressley,Harvin III,Pressley Harvin III,CIN,0,2975,3298,0,71,19,173,0,54,8,102,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,1,69,0,0,0,16,Pressley,Harvin III,HarvinIIIPressley_21854,1178.0,1176.0,11.0,33.0,1.0,Signed,Star,76.0,0.0,0.0,CIN,tier_4,,,,0.15789473684210525,46.45070422535211,0.9020618556701031,CIN,-1
179,K,Jared,Zirkel,Jared Zirkel,CIN,0,0,0,1,0,0,55,35,0,8,0,False,0,0,23,32,0,9,6,4,4,0,3,4,20,58,11,1,0,8,5,0,11,Jared,Zirkel,,2598.0,2596.0,7.0,29.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,0.8695652173913043,0.9142857142857143,0.8666666666666667,,,,CIN,-1
180,K,Joey,Matthews,Joey Matthews,SEA,0,0,0,0,0,0,86,43,0,8,0,False,0,0,28,42,0,13,9,1,5,0,1,5,27,58,16,27,0,12,9,0,16,Joey,Matthews,JoeyMatthews_31635,910.0,908.0,1.0,23.0,27.0,Signed,Normal,79.0,0.0,0.0,SEA,tier_4,0.9642857142857143,0.9767441860465116,0.9545454545454546,,,,SEA,4
181,P,Travis,Svendsen,Travis Svendsen,SEA,0,3789,4070,0,86,31,183,0,54,8,83,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,27,60,0,0,0,16,Travis,Svendsen,TravisSvendsen_32635,1579.0,1577.0,0.0,21.0,27.0,Signed,Superstar,77.0,0.0,0.0,SEA,tier_4,,,,0.06451612903225806,47.325581395348834,0.9309582309582309,SEA,1
182,P,Bradley,Green,Bradley Green,IND,0,4251,4748,0,102,33,144,0,53,8,36,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,9,21,0,0,0,16,Bradley,Green,BradleyGreen_3176,3025.0,3023.0,1.0,23.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,,,,0.06060606060606061,46.549019607843135,0.895324347093513,IND,-1
184,P,Aidan,Flintoft,Aidan Flintoft,MIA,0,2713,2884,0,61,19,148,0,54,8,85,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,11,56,0,0,0,16,Aidan,Flintoft,,690.0,688.0,5.0,28.0,11.0,Signed,Normal,78.0,0.0,0.0,MIA,tier_4,,,,0.10526315789473684,47.278688524590166,0.9407073509015257,MIA,1
185,K,Cam,Little,Cam Little,MIA,0,0,0,0,0,0,75,41,0,8,0,False,0,0,32,40,0,11,6,8,7,0,7,5,27,58,16,11,0,11,4,0,16,Cam,Little,,2434.0,2432.0,7.0,30.0,11.0,Signed,Star,74.0,0.0,0.0,MIA,tier_5,0.84375,0.975609756097561,0.8823529411764706,,,,MIA,2
186,P,Garrett,Jackson,Garrett Jackson,PIT,0,3399,3633,0,75,29,75,0,61,8,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,0,0,16,Garrett,Jackson,GarrettJackson_3063398,225.0,223.0,2.0,24.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,,,,0.2413793103448276,48.44,0.935590421139554,PIT,1
187,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,118,36,0,8,82,False,0,0,31,35,0,11,5,9,6,0,9,6,29,61,16,28,36,9,5,0,16,Andres,Borregales,,1603.0,1601.0,7.0,30.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,0.9354838709677419,0.9722222222222222,0.875,,,,PIT,1
188,K,Levy,McNally,Levy McNally,TEN,1,0,0,2,0,0,82,41,0,8,0,False,0,0,44,39,0,17,10,8,9,0,6,7,32,59,16,29,0,11,8,0,16,Levy,McNally,LevyMcNally_31718,1697.0,1695.0,1.0,23.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,0.7272727272727273,0.9512195121951219,0.7037037037037037,,,,TEN,-10
189,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,3098,3343,0,69,27,165,0,55,8,93,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,29,55,0,0,2,16,Tyler,Kinsman,,3517.0,3515.0,3.0,26.0,29.0,Signed,Superstar,83.0,0.0,0.0,TEN,tier_3,,,,0.25925925925925924,48.44927536231884,0.926712533652408,TEN,0
190,K,Lukas,Halvorsen,Lukas Halvorsen,GB,1,0,0,0,0,0,66,47,0,8,0,False,0,0,19,43,0,4,4,4,7,0,2,6,16,57,16,19,0,4,4,0,16,Lukas,Halvorsen,LukasHalvorsen_32416,1294.0,1292.0,0.0,23.0,19.0,Signed,Normal,73.0,0.0,0.0,GB,tier_5,0.8421052631578947,0.9148936170212766,1.0,,,,GB,0
191,P,Bryce,McFerson,Bryce McFerson,GB,0,4446,4834,0,102,31,187,0,54,8,84,False,0,12,0,0,0,0,0,0,0,0,0,0,0,0,16,19,49,0,0,0,16,Bryce,McFerson,,1565.0,1563.0,5.0,27.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,,,,0.3870967741935484,47.3921568627451,0.9197352089366984,GB,-4
192,K,Victor,Bennett,Victor Bennett,WAS,0,0,0,0,0,0,60,30,0,8,0,False,0,0,27,30,0,8,8,4,7,0,4,6,25,58,15,25,0,8,7,0,15,Victor,Bennett,VictorBennett_3263323,2430.0,2428.0,0.0,23.0,25.0,Signed,Normal,72.0,0.0,0.0,WAS,tier_5,0.9259259259259259,1.0,0.9375,,,,WAS,7
193,P,Eddie,Czaplicki,Eddie Czaplicki,WAS,0,4141,4444,0,93,37,172,0,54,8,74,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,25,45,0,0,1,16,Eddie,Czaplicki,,1157.0,1155.0,7.0,30.0,25.0,Signed,Star,80.0,0.0,0.0,WAS,tier_3,,,,0.1891891891891892,47.784946236559136,0.9318181818181818,WAS,-1
194,P,Ryland,Lyles,Ryland Lyles,PHI,0,3854,4149,0,89,29,89,0,53,8,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,16,Ryland,Lyles,RylandLyles_30614,887.0,885.0,2.0,23.0,12.0,Signed,Normal,74.0,0.0,0.0,PHI,tier_5,,,,0.06896551724137931,46.61797752808989,0.9288985297662087,PHI,2
195,K,Aeeron,Burrell,Aeeron Burrell,PHI,1,0,0,0,0,0,169,51,0,8,92,False,0,0,27,48,0,7,7,7,6,0,7,6,24,61,16,12,61,4,7,0,16,Aeeron,Burrell,AeeronBurrell_2978,1220.0,1218.0,3.0,25.0,12.0,Signed,Normal,79.0,0.0,0.0,PHI,tier_4,0.8888888888888888,0.9411764705882353,0.7857142857142857,,,,PHI,-3
196,P,Will,Stein,Will Stein,HOU,0,3974,4417,0,96,30,96,0,54,8,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,16,Will,Stein,WillStein_3163397,2036.0,2034.0,1.0,22.0,31.0,Signed,Normal,72.0,0.0,0.0,HOU,tier_5,,,,0.2,46.010416666666664,0.8997056825899932,HOU,-3
197,K,Mason,Shipley,Mason Shipley,HOU,0,0,0,1,0,0,142,38,0,8,79,False,0,0,27,37,0,6,6,8,7,0,7,5,22,56,16,31,62,5,5,0,16,Mason,Shipley,,2715.0,2713.0,6.0,29.0,31.0,Signed,Star,85.0,0.0,0.0,HOU,tier_2,0.8148148148148148,0.9736842105263158,0.8333333333333334,,,,HOU,-5
399,K,Joon,Cho,Joon Cho,TB,3,0,0,1,0,0,154,38,0,8,77,False,0,0,27,33,0,9,6,6,6,0,5,6,23,59,16,5,35,7,5,0,16,Joon,Cho,JoonCho_32711,2439.0,2437.0,0.0,22.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,0.8518518518518519,0.868421052631579,0.8,,,,TB,-2
400,K,Tristan,Alvano,Tristan Alvano,DAL,0,0,0,0,0,0,154,45,0,8,83,False,0,0,27,40,0,7,7,5,8,0,4,6,22,57,16,10,51,6,6,0,16,Tristan,Alvano,,585.0,583.0,5.0,28.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,0.8148148148148148,0.8888888888888888,0.8571428571428571,,,,DAL,-6
401,P,Palmer,Williams,Palmer Williams,DAL,0,3613,3857,0,82,33,83,0,60,8,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,16,Palmer,Williams,,2029.0,2027.0,5.0,28.0,10.0,Signed,Normal,74.0,0.0,0.0,DAL,tier_5,,,,0.18181818181818182,47.03658536585366,0.936738397718434,DAL,1
402,K,Ryland,Stromberg,Ryland Stromberg,BAL,0,0,0,0,0,0,67,29,0,8,0,False,0,0,38,28,0,14,7,5,12,0,5,12,37,55,15,24,0,13,7,0,15,Ryland,Stromberg,RylandStromberg_30727,3627.0,3625.0,2.0,25.0,24.0,Signed,Star,79.0,0.0,0.0,BAL,tier_4,0.9736842105263158,0.9655172413793104,0.9523809523809523,,,,BAL,4
403,P,Tommy,Townsend,Tommy Townsend,BAL,0,3815,4100,0,85,34,173,0,54,8,85,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,24,55,0,0,1,16,Tommy,Townsend,TownsendTommy_21175,2837.0,2835.0,12.0,35.0,24.0,Signed,Normal,82.0,0.0,0.0,BAL,tier_3,,,,0.17647058823529413,48.23529411764706,0.9304878048780488,BAL,1
404,P,Riley,Norton,Riley Norton,NE,0,3800,4070,0,83,36,170,4,54,8,73,False,0,4,1,3,0,1,0,0,0,0,0,0,1,51,16,21,50,1,0,1,16,Riley,Norton,RileyNorton_30530,2027.0,2025.0,2.0,28.0,21.0,Signed,Superstar,81.0,0.0,0.0,NE,tier_3,1.0,0.75,1.0,0.1111111111111111,49.036144578313255,0.9336609336609336,NE,2
405,K,Lucas,Parrish,Lucas Parrish,IND,0,0,0,1,0,0,64,19,0,8,31,False,0,0,16,18,0,5,3,5,3,0,4,3,11,58,11,9,18,2,2,0,11,Lucas,Parrish,LucasParrish_3263322,2424.0,2422.0,0.0,22.0,9.0,Signed,Normal,71.0,0.0,0.0,IND,tier_5,0.6875,0.9473684210526315,0.5,,,,IND,-6
406,P,Anthony,Whittaker,Anthony Whittaker,CLE,0,3740,4077,0,86,32,86,0,57,8,0,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,16,Anthony,Whittaker,AnthonyWhittaker_3263414,2811.0,2809.0,0.0,22.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,,,,0.28125,47.406976744186046,0.9173411822418445,CLE,-3
407,K,Pat,Williams,Pat Williams,LV,0,0,0,0,0,0,160,51,0,8,85,False,0,0,24,48,0,6,4,6,8,0,4,7,20,56,16,22,60,5,4,0,16,Pat,Williams,PatWilliams_3163312,1107.0,1105.0,1.0,25.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,0.8333333333333334,0.9411764705882353,0.9,,,,LV,2
408,P,Ezra,Feldman,Ezra Feldman,LV,0,3457,3747,0,81,37,82,0,53,8,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,1,16,Ezra,Feldman,EzraFeldman_32741,2807.0,2805.0,0.0,23.0,22.0,Signed,Normal,72.0,0.0,0.0,LV,tier_5,,,,0.13513513513513514,46.25925925925926,0.9226047504670403,LV,1
463,P,Jamie,Gillan,Jamie Gillan,LAC,0,3341,3610,0,77,26,78,0,54,8,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,1,16,Jamie,Gillan,GillanJamie_20794,1005.0,1003.0,13.0,35.0,7.0,Signed,Star,75.0,0.0,0.0,LAC,tier_4,,,,0.11538461538461539,46.883116883116884,0.9254847645429363,LAC,-1
464,K,Daniel,Colvin,Daniel Colvin,CAR,1,0,0,0,0,0,80,35,0,8,0,False,0,0,44,33,0,11,6,12,15,0,9,13,34,55,16,20,0,7,5,0,16,Daniel,Colvin,DanielColvin_32724,1802.0,1800.0,0.0,22.0,20.0,Signed,Normal,74.0,0.0,0.0,CAR,tier_5,0.7727272727272727,0.9428571428571428,0.7058823529411765,,,,CAR,-4
465,P,Tory,Taylor,Tory Taylor,CAR,0,3069,3156,0,67,26,154,0,53,8,85,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,20,64,0,0,0,16,Tory,Taylor,TaylorTory_15008,3421.0,3419.0,8.0,32.0,20.0,Signed,Normal,75.0,0.0,0.0,CAR,tier_4,,,,0.3076923076923077,47.1044776119403,0.9724334600760456,CAR,-2
466,K,Peyton,Woodring,Peyton Woodring,KC,0,0,0,1,0,0,171,47,0,8,93,False,0,0,31,45,0,10,8,5,8,0,4,8,28,58,16,8,66,8,8,0,16,Peyton,Woodring,,356.0,354.0,5.0,27.0,8.0,Signed,Normal,79.0,0.0,0.0,KC,tier_4,0.9032258064516129,0.9574468085106383,0.8888888888888888,,,,KC,0
467,P,A.J.,Cole III,A.J. Cole III,KC,0,2846,3023,0,66,20,66,0,53,8,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,0,16,A.J.,Cole III,ColeIIIAJ_20821,536.0,534.0,13.0,36.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,,,,0.15,45.803030303030305,0.9414488918293087,KC,-1
468,K,Bret,Kovacs,Bret Kovacs,DET,0,0,0,1,0,0,87,21,0,8,46,False,0,0,19,21,0,7,4,4,4,0,4,2,16,58,10,18,23,7,3,0,10,Bret,Kovacs,BretKovacs_30721,3635.0,3633.0,2.0,23.0,18.0,Signed,Normal,79.0,0.0,0.0,DET,tier_4,0.8421052631578947,1.0,0.9090909090909091,,,,DET,2
487,K,Dean,Janikowski,Dean Janikowski,NE,0,0,0,0,0,0,51,24,0,8,0,False,0,0,18,22,0,3,3,5,7,0,3,7,15,58,11,21,0,2,3,0,11,Dean,Janikowski,,2305.0,2303.0,7.0,30.0,21.0,Signed,Normal,69.0,0.0,0.0,NE,tier_6,0.8333333333333334,0.9166666666666666,0.8333333333333334,,,,NE,-2
610,P,Brett,Thorson,Brett Thorson,JAX,0,4102,4489,0,94,33,174,0,54,8,78,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,16,54,0,0,1,16,Brett,Thorson,,2016.0,2014.0,6.0,28.0,16.0,Signed,Normal,81.0,0.0,0.0,JAX,tier_3,,,,0.18181818181818182,47.755319148936174,0.9137892626420138,JAX,-1
611,K,Will,Reichard,Will Reichard,JAX,0,0,0,0,0,0,60,41,0,8,0,False,0,0,20,40,0,2,6,2,10,0,2,7,17,55,16,16,0,2,6,0,16,Will,Reichard,ReichardWill_15004,3445.0,3443.0,8.0,31.0,16.0,Signed,Star,76.0,0.0,0.0,JAX,tier_4,0.85,0.975609756097561,1.0,,,,JAX,2
612,P,Anthony,Harris,Anthony Harris,LAR,0,3929,4183,0,88,38,89,0,54,8,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,1,16,Anthony,Harris,AnthonyHarris_3263412,2802.0,2800.0,0.0,22.0,23.0,Signed,Normal,73.0,0.0,0.0,LAR,tier_5,,,,0.13157894736842105,47.53409090909091,0.939278030121922,LAR,4
648,P,Trevor,Lawrence,Trevor Lawrence,DET,0,3802,4174,0,89,32,124,0,53,8,33,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,18,16,0,0,0,16,Trevor,Lawrence,TrevorLawrence_31738,1930.0,1928.0,1.0,24.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,,,,0.15625,46.89887640449438,0.9108768567321515,DET,0
649,P,Ryan,Lynn,Ryan Lynn,MIN,0,4128,4438,0,98,30,99,0,52,8,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,0,0,16,Ryan,Lynn,RyanLynn_3163400,3300.0,3298.0,1.0,26.0,30.0,Signed,Normal,71.0,0.0,0.0,MIN,tier_5,,,,0.23333333333333334,45.285714285714285,0.9301487156376747,MIN,-4
650,K,Joshua,Karty,Joshua Karty,MIN,0,0,0,1,0,0,137,33,0,8,74,False,0,0,29,33,0,9,6,5,9,0,4,6,22,57,16,30,50,7,5,0,16,Joshua,Karty,KartyJoshua_15005,3357.0,3355.0,8.0,30.0,30.0,Signed,Star,72.0,0.0,0.0,MIN,tier_5,0.7586206896551724,1.0,0.8,,,,MIN,2
